OID|RATE_TYPE|AMOUNT|UNIT|MINIMUM|MAXIMUM|RPT_ID
539253|1104|N/A|N/A|N/A|N/A|671575
539254|1105|N/A|N/A|N/A|N/A|671575
557811|1101|50|MONTH|50|50|681425
598005|1104|N/A||N/A|N/A|695942
545603|1101|27.69|1|27.69|27.69|673859
545604|1103|0|0|0|0|673859
545605|1104|0|0|0|0|673859
545606|1105|0|0|0|0|673859
545612|1101|2.5 hours|month|na|na|673867
545613|1103|na|na|na|na|673867
545614|1104|na|na|na|na|673867
545615|1105|na|na|na|na|673867
545783|1101|1.45%+.02|MONTH|5.00|2.8XGROSS|673997
545784|1102|0|0|0|0|673997
545785|1103|10.00|ONCE|10.00|10.00|673997
545786|1104|0|0|0|0|673997
545787|1105|0|0|0|0|673997
546106|1101|5.00|year|0|0|674389
546107|1103|15.00|year|0|0|674389
546108|1104|0.00|year|0|0|674389
546109|1105|0.00|year|0|0|674389
557812|1103|N/A|N/A|N/A|N/A|681425
546678|1101|17.50|PAY PERIOD|17.50|17.50|674848
546679|1103|||||674848
546680|1104|||||674848
546681|1105|||||674848
546682|1101|15.00|biweekly|15.00|15.00|674857
546683|1103|||||674857
546684|1104|||||674857
546685|1105|||||674857
547003|1101|3.00|Month|0|0|675064
547004|1103|0|0|0|0|675064
547005|1104|0|0|0|0|675064
547006|1105|0|0|0|0|675064
547389|1101|$25.52|By weekly|0|0|675321
547390|1103|0||0|0|675321
547391|1104|0||0|0|675321
547392|1105|0||0|0|675321
547493|1101|120|0|0|0|675395
547494|1103|105||||675395
547495|1104|0||||675395
547496|1105|0||||675395
547572|1101|25.58|BIWEEKLY|25.58|25.58|675431
547573|1103|0||0|0|675431
547574|1104|0||0|0|675431
547575|1105|0||0|0|675431
547654|1101|$25-$81|MONTH|$25|$81|675485
547655|1102|$0.65|0|$0|$0|675485
547656|1103|$200-$1000|APP|$200|$1000|675485
547657|1104|$0|0|0|0|675485
547658|1105|$83.25-$104|MONTH|83.25|104|675485
547676|1101|25|MONTH|25|62|675491
547677|1103|||||675491
547678|1104|||||675491
547679|1105|||||675491
547803|1101|$30.00|month|$30.00|$30.00|675553
547804|1103|$10.00|1 time|10.00|10.00|675553
547805|1104|$0.00|0|0|0|675553
547806|1105|$0.00|0|0|0|675553
547882|1101|34|month|408|408|675602
547883|1103|||||675602
547884|1104|||||675602
547885|1105|||||675602
547976|1101|3.00|mo|0|0|675628
547977|1103|||||675628
547978|1104|||||675628
547979|1105|||||675628
548072|1101|18.00|X|0|0|675717
548073|1103|0||0|0|675717
548074|1104|0||0|0|675717
548075|1105|0||0|0|675717
548076|1101|60.66|month|59.16|62.16|675718
548077|1103|||||675718
548078|1104|||||675718
548079|1105|||||675718
548193|1101|2%|dollar earned|250|N/A|675760
548194|1103|$1,000|person|$1,000|$1,000|675760
548195|1104|N/A|N/A|N/A|N/A|675760
548196|1105|N/A|N/A|N/A|N/A|675760
548297|1101|$23|26|0|0|675830
548298|1103|$0||||675830
548299|1104|$0||||675830
548300|1105|$0||||675830
548381|1101|40|year|0|0|675869
548382|1103|||||675869
548383|1104|||||675869
548384|1105|||||675869
548466|1101|30/20|MONTH|20|30|675927
548467|1103|25|NA|||675927
548468|1104|||||675927
548469|1105|||||675927
548592|1101|0|0|0|0|675970
548593|1103|0|0|0|0|675970
548594|1104|0|0|0|0|675970
548595|1105|0|0|0|0|675970
548656|1101|14.38|week|14.38|14.38|675994
548657|1103|0||0|0|675994
548658|1104|0||0|0|675994
548659|1105|0||0|0|675994
548879|1101|0|0|0|0|676114
548880|1103|0|0|0|0|676114
548881|1104|0|0|0|0|676114
548882|1105|0|0|0|0|676114
548900|1101|63.41|month|40.73|63.41|676122
548901|1103|20.00|member|||676122
548902|1104|0||||676122
548903|1105|0||||676122
548908|1101|25.56|26|25.56|25.56|676125
548909|1103|0|0|0|0|676125
548910|1104|0|0|0|0|676125
548911|1105|0|0|0|0|676125
598006|1105|N/A||N/A|N/A|695942
549039|1101|$5.00|MONTH|$0|$0|676169
549040|1103|||||676169
549041|1104|||||676169
549042|1105|||||676169
549087|1101|236|YEAR|0|0|676190
549088|1103|600|YEAR|||676190
549089|1104|0|0|||676190
549090|1105|0|0|||676190
549141|1101|$6.97-$13.90|bi-weekly|$6.97|$13.90|676220
549142|1103|||||676220
549143|1104|||||676220
549144|1105|||||676220
549204|1101|2%|pay|19.29|74.21|676241
549205|1103|||||676241
549206|1104|||||676241
549207|1105|||||676241
549228|1101|27.51|PAYPERIOD|27.51|27.51|676249
549229|1103|||||676249
549230|1104|||||676249
552758|1101|100.50|Monthly|N/A|N/A|678832
549232|1101|44.98|month|44.98|44.98|676250
549233|1103|||||676250
549234|1104|||||676250
549235|1105|||||676250
549264|1101|1.5%|GROSS|22.00|N/A|676259
549265|1103|25.00|ONCE|N/A|N/A|676259
549266|1104|N/A|N/A|N/A|N/A|676259
549267|1105|N/A|N/A|N/A|N/A|676259
549289|1101|25.60|BI-WEEKLY|0|0|676272
549290|1103|||||676272
549291|1104|||||676272
549292|1105|||||676272
549293|1101|3.75|QTR|NA|NA|676273
549294|1103|NA|NA|NA|NA|676273
549295|1104|NA|NA|NA|NA|676273
549296|1105|NA|NA|NA|NA|676273
549353|1101|29.52|PAY PERIOD|16.14|29.52|676312
549354|1103|||||676312
549355|1104|||||676312
549356|1105|||||676312
549357|1101|38|month|38|38|676314
549358|1103|500|person|||676314
549359|1104|15|person|||676314
549360|1105|0|person|||676314
549374|1101|60|MONTH|60|975|676320
549375|1103|||||676320
549376|1104|||||676320
549377|1105|||||676320
549390|1101|25.75|month|11.80|25.75|676325
549391|1102|||||676325
549392|1103|||||676325
549393|1104|||||676325
549394|1105|||||676325
549444|1101|20|Month|20|20|676351
549445|1103|300|Member|300|300|676351
549446|1104|||||676351
549447|1105|||||676351
549479|1101|25.22|biwweky|N/A|N/A|676384
549480|1102|N/A||||676384
549481|1103|N/A||||676384
549482|1104|N/A||||676384
549483|1105|N/A||||676384
549550|1101|VARIES|MONTH|16|18|676411
549551|1102|1.3xhourly rate|HOURLY|40.36|107.25|676411
549552|1103|30.00|INITIATE|30.00|30.00|676411
549553|1104|N/A|N/A|N/A|N/A|676411
549554|1105|N/A|N/A|N/A|N/A|676411
549649|1101|.80|month|na|na|676449
549650|1103|na|na|na|na|676449
549651|1104|na|na|na|na|676449
549652|1105|na|na|na|na|676449
549831|1101|.35|Month|0|0|676563
549832|1103|0||0|0|676563
549833|1104|0||0|0|676563
549834|1105|0||0|0|676563
549835|1101|99.25|Month|N/A|N/A|676564
549836|1103|100.00|Once|N/A|N/A|676564
549837|1104|None|N/A|N/A|N/A|676564
549838|1105|None|N/A|N/A|N/A|676564
549964|1101|338|yr|0|0|676622
549965|1103|||||676622
549966|1104|||||676622
549967|1105|||||676622
550323|1101|20|MO|6|20|676782
550324|1102|0||0|0|676782
550325|1103|50||50|50|676782
550326|1104|0||0|0|676782
550327|1105|0||0|0|676782
550332|1101|20|MO|6|20|676797
550333|1102|0||0|0|676797
550334|1103|50||50|50|676797
550335|1104|0||0|0|676797
550336|1105|0||0|0|676797
550346|1101|40.06|Month|35.80|40.06|676805
550347|1103|15.00|Once|||676805
550348|1104|||||676805
550349|1105|||||676805
550687|1101|25.00|month|1.00|25.00|676962
550688|1103|||||676962
550689|1104|||||676962
550690|1105|||||676962
550750|1101|100.00|monthly|n/a|n/a|676997
550751|1103|100.00|once|n/a|n/a|676997
550752|1104|none|n/a|n/a|n/a|676997
550753|1105|none|n/a|n/a|n/a|676997
550754|1101|88.50|Monthly|N/A|N/A|676998
550755|1103|100.00|Once|N/A|N/A|676998
550756|1104|None|N/A|N/A|N/A|676998
550757|1105|None|N/A|N/A|N/A|676998
550758|1101|99.25|Monthly|N/A|N/A|677000
550759|1103|100.00|Once|N/A|N/A|677000
550760|1104|None|N/A|N/A|N/A|677000
550761|1105|None|N/A|N/A|N/A|677000
550762|1101|88.50|Monthly|N/A|N/A|677007
550763|1103|100.00|Once|N/A|N/A|677007
550764|1104|None||N/A|N/A|677007
550765|1105|None||N/A|N/A|677007
550829|1101|$300|QUARTER|$300|$300|677045
550830|1103|N/A|N/A|N/A|N/A|677045
550831|1104|N/A|N/A|N/A|N/A|677045
550832|1105|N/A|N/A|N/A|N/A|677045
550899|1101|23.35|week|23.35|23.35|677069
550900|1103|30|One time|||677069
550901|1104|||||677069
550902|1105|||||677069
551050|1101|100.00|Monthly|N/A|N/A|677154
551051|1103|100.00|Once|N/A|N/A|677154
551052|1104|None||N/A|N/A|677154
551053|1105|None||N/A|N/A|677154
551162|1101|27.34|Bi Weekly|0|0|677214
551163|1103||0|0|0|677214
551164|1104||0|0|0|677214
551165|1105||0|0|0|677214
551212|1101|26.00|Month|26.00|26.00|677246
551213|1103|10.00|member|10.00|10.00|677246
551214|1104|N/A|N/A|N/A|N/A|677246
551215|1105|N/A|N/A|N/A|N/A|677246
551253|1101|27.41|2 weeks|17.90|27.41|677271
551254|1103|0||0|0|677271
551255|1104|0||0|0|677271
551256|1105|0||0|0|677271
551408|1101|20.38|Period|0|0|677321
551409|1103|||||677321
551410|1104|||||677321
551411|1105|||||677321
551589|1101|N/A|N/A|40|46|677383
551590|1103|N/A|N/A|N/A|N/A|677383
551591|1104|N/A|N/A|N/A|N/A|677383
551592|1105|N/A|N/A|N/A|N/A|677383
551665|1101|N/A|MONTH|$37.40|$46.95|677414
551666|1102|N/A||||677414
551667|1103|$75|OCCUR|||677414
551668|1104|N/A||||677414
551669|1105|N/A||||677414
551670|1101|$22|PP|$3/PP|$22/PP|677416
551671|1103|n/a|n/a|n/a|n/a|677416
551672|1104|n/a|n/a|n/a|n/a|677416
551673|1105|n/a|n/a|n/a|n/a|677416
551684|1101|varies|month|.52|26.62|677421
551685|1103|0|0|||677421
551686|1104|0|0|||677421
551687|1105|0|0|||677421
551692|1101|2 1/2 HRS|MONTH|N/A|N/A|677425
551693|1103|$40|NewHire|N/A|N/A|677425
551694|1104|N/A|N/A|N/A|N/A|677425
551695|1105|N/A|N/A|N/A|N/A|677425
551712|1101|1.5 hours|Month|33.78|58.53|677437
551713|1103|||||677437
551714|1104|||||677437
551715|1105|||||677437
551737|1101|5.00|week|5.00|5.00|677470
551738|1103|0||0|0|677470
551739|1104|||||677470
551740|1105|||||677470
551771|1101|Various|Year|72|795|677487
551772|1102|0|0|0|0|677487
551773|1103|750|One Time|750|750|677487
551774|1104|0|0|0|0|677487
551775|1105|0|0|0|0|677487
551837|1101|.50|member|.00|.00|677517
551838|1103|N/A|N/A|||677517
551839|1104|N/A|N/A|||677517
551840|1105|N/A|N/A|||677517
551845|1101|51.86|Month|51.86|51.86|677524
551846|1103|10.00|Member|10.00|10.00|677524
551847|1104|N/A|N/A|N/A|N/A|677524
551848|1105|N/A|N/A|N/A|N/A|677524
552438|1101|37BA,55A|Month|N/A|N/A|677786
551905|1101|40|Month|40|40|677555
551906|1103|40|Initial|40|40|677555
551907|1104|N/A|N/A|N/A|N/A|677555
551908|1105|N/A|N/A|N/A|N/A|677555
551945|1101|28.00|0|Month|0|677572
551946|1103|28.00|0|0|0|677572
551947|1104|0|0|0|0|677572
551948|1105|0|0|0|0|677572
551966|1101|19.00|Member|0|0|677583
551967|1103|1.55|Member|0|0|677583
551968|1104|0|0|0|0|677583
551969|1105|0|0|0|0|677583
552060|1101|31/56|MO.|31|56|677632
552061|1102|0|0|0|0|677632
552062|1103|50/150|0|50|150|677632
552063|1104|0|0|0|0|677632
552064|1105|0|0|0|0|677632
552074|1101|$17437.50|Member|$1000.00|$17437.50|677637
552075|1102|n/a|n/a|n/a|n/a|677637
552076|1103|n/a|n/a|n/a|n/a|677637
552077|1104|n/a|n/a|n/a|n/a|677637
552078|1105|n/a|n/a|n/a|n/a|677637
552146|1101|29.00|month|29.00|29.00|677662
552147|1103|100.|event|100.00|100.00|677662
552148|1104|n/a|n/a|n/a|n/a|677662
552149|1105|n/a|n/a|n/a|n/a|677662
552175|1101|2 1/2 hrs|Month|n/a|n/a|677673
552176|1103|$40|New Hire|n/a|n/a|677673
552177|1104|n/a|n/a|n/a|n/a|677673
552178|1105|n/a|n/a|n/a|n/a|677673
552183|1101|2 1/2 HRS|MONTH|N/A|N/A|677675
552184|1103|$40|NewHire|N/A|N/A|677675
552185|1104|N/A|N/A|N/A|N/A|677675
552186|1105|N/A|N/A|N/A|N/A|677675
552187|1101|10.57-12.92|month|10.57|12.92|677676
552188|1102|0|0|0|0|677676
552189|1103|40-125|month|40|125|677676
552190|1104|0|0|0|0|677676
552191|1105|0|0|0|0|677676
552204|1101|52|MO|0|0|677680
552205|1103|||0|0|677680
552206|1104|||0|0|677680
552207|1105|||0|0|677680
552216|1101|2 1/2 HRS|MONTH|N/A|N/A|677686
552217|1103|$40|NewHire|N/A|N/A|677686
552218|1104|N/A|N/A|N/A|N/A|677686
552219|1105|N/A|N/A|N/A|N/A|677686
552220|1101|$99.25|Monthly|N/A|N/A|677688
552221|1103|$100.00|Once|N/A|N/A|677688
552222|1104|None|N/A|N/A|N/A|677688
552223|1105|None|N/A|N/A|N/A|677688
552224|1101|10.00|week|10.00|10.00|677689
552225|1102|0.00||0.00|0.00|677689
552226|1103|100.00|one time|100.00|100.00|677689
552227|1104|0.00||0.00|0.00|677689
552228|1105|0.00||0.00|0.00|677689
552229|1101|$100.00|Monthly|N/A|N/A|677690
552230|1103|$100.00|Once|N/A|N/A|677690
552231|1104|None|N/A|N/A|N/A|677690
552232|1105|None|N/A|N/A|N/A|677690
552237|1101|15.91|Individual|0|0|677693
552238|1103|0||0|0|677693
552239|1104|0||0|0|677693
552240|1105|0||0|0|677693
552241|1101|15.00|2 weeks|0|0|677694
552242|1103|0|0|0|0|677694
552243|1104|0|0|0|0|677694
552244|1105|0|0|0|0|677694
552249|1101|0|month|8.50|45|677696
552250|1102|2.01|hour|0|0|677696
552251|1103|0|event|100|1000|677696
552252|1104|||||677696
552253|1105|||||677696
552259|1101|15.54|BIWEEKLY|15.54|15.54|677698
552260|1103|||||677698
552261|1104|||||677698
552262|1105|||||677698
552302|1101|25|MONTH|N/A|N/A|677717
552303|1103|N/A|N/A|N/A|N/A|677717
552304|1104|N/A|N/A|N/A|N/A|677717
552305|1105|N/A|N/A|N/A|N/A|677717
552340|1101|2 1/2 hrs Straight|month|N/A|N/a|677732
552341|1103|30|1 Time|N/A|N/A|677732
552342|1104|N/A|N/A|N/A|N/A|677732
552343|1105|N/A|N/A|N/A|N/A|677732
552344|1101|$88.50|Monthly|N/A|N/A|677735
552345|1103|$100.00|Once|N/A|N/A|677735
552346|1104|None|N/A|N/A|N/A|677735
552347|1105|None|N/A|N/A|N/A|677735
552348|1101|$99.25|Monthly|N/A|N/A|677748
552349|1103|$100.00|Once|N/A|N/A|677748
552350|1104|None|N/A|N/A|N/A|677748
552351|1105|None|N/A|N/A|N/A|677748
552368|1101|$100.00|Monthly|N/A|N/A|677756
552369|1103|$100.00|Once|N/A|N/A|677756
552370|1104|None|N/A|N/A|N/A|677756
552371|1105|None|N/A|N/A|N/A|677756
552381|1101|13.35|BI-WK|13.35|13.35|677761
552382|1103|0||||677761
552383|1104|0||||677761
552384|1105|0||||677761
552406|1101|Varies|Week|13.12|19.13|677774
552407|1103|10.00|Member|10.00|10.00|677774
552408|1104|N/A|N/A|N/A|N/A|677774
552409|1105|N/A|N/A|N/A|N/A|677774
552439|1103|20|New|N/A|N/A|677786
552440|1104|||||677786
552441|1105|||||677786
552464|1101|14.50|bi-weekly|0|0|677795
552465|1103|0||||677795
552466|1104|0||||677795
552467|1105|0||||677795
552485|1101|100.00|Monthly|N/A|N/A|677806
552486|1103|100.00|Once|N/A|N/A|677806
552487|1104|None|N/A|N/A|N/A|677806
552488|1105|None|N/A|N/A|N/A|677806
552513|1101|36|NA|12|60|677824
552514|1102|.64|HOUR|.16|.64|677824
552515|1103|450|ONCE|100|500|677824
552516|1104|NA|AN|NA|NA|677824
552517|1105|NA|NA|NA|NA|677824
552536|1101|2 1/2 hrs|Month|n/a|n/a|677830
552537|1103|$40|NewHire|n/a|n/a|677830
552538|1104|n/a|n/a|n/a|n/a|677830
552539|1105|n/a|n/a|n/a|n/a|677830
552564|1101|$0.60|MONTH|N/A|N/A|677841
552565|1103|N/A|N/A|N/A|N/A|677841
552566|1104|N/A|N/A|N/A|N/A|677841
552567|1105|N/A|N/A|N/A|N/A|677841
552584|1101|$88.50|N/A|N/A|N/A|678214
552585|1103|$100.00|N/A|N/A|N/A|678214
552586|1104|None|N/A|N/A|N/A|678214
552587|1105|None|N/A|N/A|N/A|678214
552592|1101|$100.00|N/A|N/A|N/A|678740
552593|1103|$100.00|N/A|N/A|N/A|678740
552594|1104|None|N/A|N/A|N/A|678740
552595|1105|None|N/A|N/A|N/A|678740
552618|1101|$55|MO|$55|$75|678749
552619|1103||N/A|||678749
552620|1104||N/A|||678749
552621|1105||N/A|||678749
552627|1101|$17.26-27.52|BI-WEEKLY|$17.26|$27.52|678751
552628|1103|0|N/A|0|0|678751
552629|1104|0|N/A|0|0|678751
552630|1105|0|N/A|0|0|678751
552631|1101|7.5|week|0|30.00 per mo.|678752
552632|1103|||||678752
552633|1104|||||678752
552634|1105|||||678752
552659|1101|93.50|MONTH|N/A|N/A|678770
552660|1102|NONE|N/A|N/A|N/A|678770
552661|1103|100.00|ONCE|N/A|N/A|678770
552662|1104|NONE|N/A|N/A|N/A|678770
552663|1105|NONE|N/A|N/A|N/A|678770
552664|1101|7.00|Week|7.00|8.00|678775
552665|1103|25.00||||678775
552666|1104|||||678775
552667|1105|||||678775
552697|1101|2 1/2 hrs|month|n/a|n/a|678796
552698|1103|$40|NewHire|n/a|n/a|678796
552699|1104|n/a|n/a|n/a|n/a|678796
552700|1105|n/a|n/a|n/a|n/a|678796
552746|1101|090|member|.90|.90|678824
552747|1103|||||678824
552748|1104|||||678824
552749|1105|||||678824
554110|1104|N/A||N/A|N/A|679493
552759|1103|100.00|Once|N/A|N/A|678832
552760|1104|None|N/A|N/A|N/A|678832
552761|1105|None|N/A|N/A|N/A|678832
552775|1101|2 1/2 hrs|month|n/a|n/a|678840
552776|1103|$40|NewHire|n/a|n/a|678840
552777|1104|n/a|n/a|n/a|n/a|678840
552778|1105|n/a|n/a|n/a|n/a|678840
552787|1101|100.00|MONTH|94.00|100.00|678849
552788|1102|NONE|N/A|N/A|N/A|678849
552789|1103|100.00|ONCE|N/A|N/A|678849
552790|1104|NONE|N/A|N/A|N/A|678849
552791|1105|NONE|N/A|N/A|N/A|678849
552796|1101|28.76|bimonthly|0|0|678859
552797|1103|0||||678859
552798|1104|0||||678859
552799|1105|0||||678859
552821|1101|$100.00|N/A|N/A|N/A|678867
552822|1103|$100.00|N/A|N/A|N/A|678867
552823|1104|None|N/A|N/A|N/A|678867
552824|1105|None|N/A|N/A|N/A|678867
552857|1101|$88.50|N/A|N/A|N/A|678887
552858|1103|$100.00|N/A|N/A|N/A|678887
552859|1104|None|N/A|N/A|N/A|678887
