OID|SOURCE|LOANS_OWED_START|LOANS_OBTAINED|CASH_REPAYMENT|NON_CASH_REPAYMENT|LOANS_OWED_END|RPT_ID
31301|Ford Motor Credit|23001|0|23001|0|0|683884
31302|Ford Motor Credit|23855|0|6844|0|17011|683884
31303|Ford Motor Credit|0|28252|405|0|27847|683884
31304|Ally Auto |0|33440|5006|0|28434|683884
31564|NONE|0|0|0|0|0|691185
31306|PNC Bank Term Loan $500K|149849|0|99900|0|49949|683919
31307|Ford Credit Auto Loan|48354|0|48354|0|0|683919
31308|NONE|0|0|0|0|0|683930
31309|N/A|0|0|0|0|0|683949
31310|Note Payable Vehicle|43299|0|43299|0|0|683973
31311|Capital Lease Obligation|1198|0|1198|0|0|683977
31312|2018 GMC Sierra Loan|0|11943|1821|0|10122|683977
31313|JP MORGAN|2481140|32501868|32620041|0|2362967|683990
31314|BANK OF LABOR|0|1400000|600000|0|800000|683990
31315|Ford Financial|40618||40618||0|684000
31316|Chrysler Financial|28647||11857||16790|684000
31317|Ally Financial|50845||12119||38726|684000
31318|Diversified Members CU LOC|750000||750000||0|684000
31319|AUTOMOBILE LOAN|7093|0|7093|0|0|684004
31320|WESBANCO COMMERCIAL LOAN|442094|35709|477803|0|0|684017
31321|MIDWEST CARPENTERS FCU|0|75000|2476|0|72524|684017
31322|PNC BANK LOAN|0|553461|0|0|553461|684017
31323|NONE|0|0|0|0|0|684023
31324|Citibank|47711850||2489100|0|45222750|684028
31325|NBT BANK|110877|269126|21860|0|358143|684032
31326|NONE|0|0|0|0|0|684033
31327|Automobile Loan|0|39235|2773|0|36462|684041
31328|SAGCD|24000||3264||20736|684045
31329|INTERNATIONAL|24000||||24000|684045
31330|DUE TO OFFICERS|3828||3500||328|684045
31331|DUE TO LOCAL 1922|80438|||80438|0|684045
31332|TD Auto Finance|51742|0|10976|0|40766|684052
31333|None|0|0|0|0|0|684055
31334|NO CA CARPENTERS  REGIONAL COUNCIL|1863625|0|77456|0|1786169|684075
31335|CREDIT CARD BALANCES|10044||5428||4616|684078
31336|UNCLAIMED VACATION FUND CHECKS|7812||126||7686|684078
31337|N/P-POWERNET (AUTO)|18063||18063||0|684116
31338|N/P-POWERNET (AUTO)|0|26406|2163||24243|684116
31339|Ford Credit|23072|0|7058||16014|684125
31340|Ally Bank - Auto Loan|26558|0|4970|0|21588|684127
31341|None|0|0|0|0|0|684130
31342|Suntrust Line of Credit|0|99036508|99036508||0|684131
31343|None|0|0|0|0|0|684157
31344|NONE|0|0|0|0|0|684160
31345|ALLY FINANCIAL--TRUCK NOTE|26478|0|3157|0|23321|684193
31346|JP Morgan Chase|8544||8544||0|684207
31351|Mortgage|24838|0|10475|0|14363|684269
31352|Automobile|0|16450|0|0|16450|684269
31353|PITNEY BOWES EQUIPMENT LEASE|1215|0|1215|0|0|684270
31354|None|0|0|0|0|0|684271
31355|M&T Bank|650524|0|102714||547810|684283
31356|Automobile|57659|112487|55713|0|114433|684292
31357|Automobile Loans|17391|0|17391|0|0|684350
31359|BROTHERHOOD BANK & TRUST|271773|0|1100|0|270673|684368
31360|DUE TO DISTRICT 57|301159|0|0|0|301159|684368
31361|FORD CREDIT|18489|0|4823|13666|0|684407
31362|FORD CREDIT|0|44482|4634|0|39848|684407
31363|Bank of America|143728|0|143728|0|0|684433
31364|Alaria Capital Group|10181|0|6406|0|3775|684433
31365|Konica|47811|0|18505|0|29306|684433
31366|Bank of Labor|29786|0|6770|0|23016|684473
31367|ATLANTIC COAST BANK|123626|0|23852|0|99774|684493
31370|SUNTRUST BANK|22858||5266||17592|684689
31372|UNION YES FEDERAL CREDIT UNION|29189|12000|15524|0|25665|684812
31373|OPEIU INTERNATIONAL|45833|0|25000|0|20833|684812
31374|Bridge Loan|600000|0|600000|0|0|684844
31375|M&T Construction Loan|0|3000000|10900|0|2989100|684844
31376|AMALGAMATED BANK|709182|3878317|1500|4585999|0|684862
31377|First Tennessee Bank|91216|0|33129|0|58087|684867
31378|Ford Motor Credit|83643|36220|37660|0|82203|684867
31379|Citizens One - Auto Loan|16033||16033||0|684882
31380|Ally - Auto Loan||30359|30359||0|684882
31382|Atlanta Federation of Teachers|503|805|503||805|684910
31383|Officer|211|0|211||0|684910
31384|Auto Loans|5070|0|5070|0|0|684918
31385|RWDSU|43236|0|13589|0|29647|684918
31386|RWDSU|0|25000|12000|0|13000|684918
31389|NONE|0|0|0|0|0|685232
31390|Ally Financial |31008|0|6879|0|24129|685237
31392|0|0|0|0|0|0|685376
31393|Ally|0|28000|5355|0|22645|685462
31394|Ford Motor Credit|0|26509|4159|0|22350|685462
31395|GM Financial|0|38707|6969|0|31738|685462
31396|N/A|0|0|0|0|0|685560
31397|GM FINANCIAL|0|69546|801|0|68745|685567
31398|FORD CREDIT|0|46294|643|0|45651|685567
31399|FORD CREDIT|0|46152|0|0|46152|685567
31409|BUSEY BANK|11111|0|5257|0|5854|685616
31410|BUSEY BANK|7084|0|3351|0|3733|685616
31411|BUSEY BANK|11290|0|5342|0|5948|685616
31412|Ford Credit|4410|0|4410|0|0|685629
31413|Ford Credit|0|19920|8303|0|11617|685629
31414|Ford Credit|0|35719|1442|0|34277|685629
31415|Ford Credit|0|16372|6825|0|9547|685629
31416|Pacific Maritime Association|52320|0|28840|0|23480|685688
31417|CWA INTERNATIONAL|707483|0|31580|0|675903|685731
31418|FORD MOTOR CREDIT|19860|0|19860|0|0|685905
31419|ALLY|33331|0|5978|0|27353|685905
31420|COMMERCE BANK|32845|0|6004|0|26841|685905
31421|CWA AFL-CIO, CLC National Union|500616||61623||438993|685935
31422|Advanced Dues from National|0|175700|175700||0|685937
31423|CWA NATIONAL|184466|0|0|3124|181342|685960
31424|0|0|0|0|0|0|685968
31425|Certificates payable|3350|0|0|0|3350|685987
31426|PEOPLES NATIONAL BANK|7374|0|6425|0|949|686021
31427|BANTERRA BANK|0|27974|4313|0|23661|686021
31428|BANTERRA BANK|0|24717|4827|0|19890|686021
31429|FORD CREDIT|0|26642|4928|0|21714|686021
31430|BANTERRA BANK|0|32909|6457|0|26452|686021
31431|NONE|0|0|0|0|0|686022
31433|CWA WASHINGTON, DC|257510|0|13424|0|244086|686079
31434|CWA NATIONAL|632851|0||37658|595193|686081
31435|BUSEY BANK|20884|0|20884|0|0|686125
31436|BUSEY BANK|16012|0|5861|0|10151|686125
31437|BUSEY BANK|0|29208|5799|0|23409|686125
31438|DELL CREDIT|1281|96|1200|0|177|686125
31439|MORTGAGE PAYABLE|52624|0|3558|0|49066|686127
31440|N/A|0|0|0|0|0|686158
31441|CWA NATIONAL|122337|0|122337|0|0|686172
31442|FORD CREDIT|8000|8000|16000|0|0|686173
31443|none appearing|0|0|0|0|0|686214
31446|Advance on Relief Funds for Strike|0|149162|149162|0|0|686249
31447|East Boston Savings Bank|20106|0|20106|0|0|686251
31448|SunTrust LOC|0|500000|500000||0|686254
31449|CWA - National|241588|0|3358|0|238230|686279
31450|NONE|0|0|0|0|0|686284
31451|DUE TO NATIONAL STRIKE FUND|4892|0|0|0|4892|686305
31452|NONE|0|0|0|0|0|686310
31453|US Ameri Bank|16215|0|5107|0|11108|686328
31454|US Ameri Bank|18318|0|4787|13531|0|686328
31455|National Basketball Players Association|0|795482|||795482|686364
31456|Union Yes FCU - Line of Credit|76554|182000|22958|0|235596|686411
31457|N/A|0|0|0|0|0|686435
31458|CWA INTERNATIONAL|196707|0|9936|0|186771|686437
31459|260 PARK AVENUE REALTY CORP.|41234230|0|29251|12615|41235486|686441
31460|49 EAST 21 COMPANY, INC.|8433327|0|0|2800|8433327|686441
31461|INB|46758|0|9319|0|37439|686454
31462|KONICA MINOLTA|21368|0|21368|0|0|686477
31463|CANON LEASE|422565|0|79729|0|334863|686477
31464|NEOPOST LEASE|127394|0|24430|0|102964|686477
31465|CAROUSEL INDUSTRIES|231519|0|63061|0|167564|686477
31466|CWA INTERNATIONAL|42517|0|12699|0|29818|686481
31467|NONE|0|0|0|0|0|686493
31469|PNC BANK|109312|0|9950|0|99362|686530
31470|NOT APPLICABLE|0|0|0|0|0|686552
31471|Capital Lease (Phone System)|9317|0|1801|0|7516|686583
31472|PROMISSORY NOTE CWA INT'L|85636|0|5191|0|80445|686611
31473|NONE|0|0|0|0|0|686615
31474|NONE|0|0|0|0|0|686675
31475|DC 33|83996||12245||71751|686691
31477|International Union|51140|0|6769||44371|686943
31479|Regions|783010||169791||613219|687094
31480|Regions|2118854||252334||1866520|687094
31481|Regions|134988||134988||0|687094
31482|CTU 101-12|59305|105129|26318||138116|687361
31483|WASH TYPO FED CR UN|9907|24616|9895||24628|687361
31484|INTERSTATE SERVICE COMPANY|27216|0|15800||11416|687361
31486|N/A|0|0|0|0|0|687554
31487|Isaac Monroe|0|6325|6325|0|0|687573
31488|FORD CREDIT|1118|0|1118|0|0|687808
31489|FORD CREDIT|0|28388|28388|0|0|687808
31490|GMC FINANCIAL|0|48411|48411|0|0|687808
31491|BANK OF EDWARDSVILLE|11610|0|11610|0|0|687808
31492|BANK OF EDWARDSVILLE|31041|0|7531|0|23510|687808
31493|BANK OF EDWARDSVILLE|0|26285|0|0|26285|687808
31494|BANK OF EDWARDSVILLE|0|48186|0|0|48186|687808
31495|NOT APPLICABLE-NO LOANS PAYABLE |0|0|0|0|0|687868
31496|ALLY CREDIT|38974||38974||0|687954
31497|WELLS FARGO|19800||7200|12600|0|687954
31498|Morgan Stanley Line of Credit|364241|9803||374044|0|688104
31499|Ally Bank auto loans|58546||51669|6877|0|688104
31502|none|0|0|0|0|0|688387
31503|Ford Credit|16762||16762||0|688416
31504|Ford Credit|18702||7739||10963|688416
31505|Ford Credit|27527||27527||0|688416
31506|Ford Credit||59223|3948||55275|688416
31507|NONE|0|0|0|0|0|688420
31508|0|0|0|0|0|0|688422
31509|ALLY FINANCIAL|11293|0|11293|0|0|688519
31510|GM FINANCIAL|0|43587|0|0|43587|688519
31511|Champion Credit Union|62955|0|14209|0|48746|688645
31512|CAPITAL LEASE PAYABLE - PHONE SYSTEM|2059|0|2059|0|0|688670
31513|NONE|0|0|0|0|0|688802
31514|Ameriserv Financial Bank|177189||16253||160936|688902
31515|First National Bank of Pennsylvania|36719||7846||28873|688902
31516|MORTGAGE PAYABLE - M&T BANK|277230|0|30193|0|247037|689008
31517|AUTO LOAN|2357|0|1643|0|714|689008
31519|RWDSU NATIONAL|114966||13633||101333|689267
31520|ALLY BANK|19450|0|19450|0|0|689425
31521|GM FINANCIAL|0|15694|861||14833|689429
31523|None|0|0|0|0|0|689528
31524|TEAMSTERS CREDIT UNION|25063||7713|0|17350|689548
31530|GM Financial Services|51082|0|7672|0|43410|689806
31531|None|0|0|0|0|0|689810
31532|NONE|0|0|0|0|0|689815
31533|American National Bank|169059|0|40020|0|129039|690235
31534|None|0|0|0|0|0|690248
31535|FORD CREDIT|0|44651|44651|0|0|690265
31536|FIRST TN BANK NATL ASSOC|32249|0|6512||25737|690335
31537|Great Western Bank Mortgage|93241|0|11740|0|81501|690370
31538|FNB|16758|0|6751||10007|690457
31540|UNION BANK & TRUST|138176|0|138176|0|0|690529
31541|NONE|0|0|0|0|0|690625
31542|PLATINUM LEASING|4845|0|3952|0|893|690641
31543|UFCW INTL|50620|0|50620|0|0|690641
31544|FORD CREDIT|82311|0|47035|0|35276|690648
31545|N/A|0|0|0|0|0|690738
31546|CREDIT CARDS|3019||3019||0|690781
31547|NONE|0|0|0|0|0|690924
31548|NONE|0|0|0|0|0|690951
31549|Ford Credit|11983|0|5796|0|6187|691075
31550|Ally Auto|6242|0|6242|0|0|691083
31551|Luzerne Bank|0|15055|1844|0|13211|691083
31552|ALLY FINANCIAL|29237|0|6311|0|22926|691100
31553|ALLY FINANCIAL|32766|0|6877|0|25889|691100
31554|ALLY FINANCIAL|30367|0|6140|0|24227|691100
31555|ALLY FINANCIAL|28949|0|6214|0|22735|691100
31556|NONE|0|0|0|0|0|691134
31557|None|0|0|0|0|0|691156
31558|Union Yes FCU- Chrysler 300LX|7445|0|7445|0|0|691157
31559|Union Yes FCU - Chrysler 300S|0|34313|4300|0|30013|691157
31560|Union Yes FCU - Chrysler 300T|0|28792|3604|0|25188|691157
31561|VISA - CREDIT CARD|8183|0|1412|0|6771|691157
31562|NOT APPLICABLE|0|0|0|0|0|691165
31563|FORD MOTOR COMPANY|39924|0|39924|0|0|691170
31792|N/A|0|0|0|0|0|695051
31565|REGIONS BANK|53116||9346||43770|691248
31566|REGIONS BANK|47244||17244||30000|691248
31567|NONE|0|0|0|0|0|691288
31568|Wells Fargo|851216|0|179933|0|671283|691300
31569|Hann Financial Services|14220|0|4147|0|10073|691303
31570|Hann Financial Services|12569|0|3404|0|9165|691303
31571|US Bank|25206|0|4197|0|21009|691303
31572|NONE|0|0|0|0|0|691313
31573|Notes Payable-Autos|33865|0|10582|0|23283|691390
31574|General Electric Credit Union|19603||5626||13977|691402
31575|Line of Credit|115000|0|0|0|115000|691405
31576|WORKERS UNITED|85317|0|0|0|85317|691417
31577|MONROE BANK & TRUST|119698|0|20832|0|98866|691424
31578|A. Soter Car Loan|20634|0|7988|0|12646|691442
31579|P. Carroll Car Loan|21874|0|8203|0|13671|691442
31580|J. White Car Loan|29840|0|5426|0|24414|691442
31581|FORD EXPLORER AUTO LOAN|2086|0|2086|0|0|691450
31582|FORD TAURUS AUTO LOAN|3401|0|3401|0|0|691450
31583|GMC TERRAIN AUTO LOAN|7316|0|7316|0|0|691450
31584|JEEP PATRIOT AUTO LOAN|7059|0|7059|0|0|691450
31585|LAFCU Credit Union|5149|0|5149|0|0|691451
31586|IA Local 45|92377|0|5854|0|86523|691474
31587|Auto Loan Ford Explorer 2016|33037|0|10770|0|22267|691532
31588|Auto Loan Ford Explorer 2017|34676|0|12570|0|22106|691532
31589|Ally - 2015 Malibu|19494|0|6791|0|12703|691536
31590|Ally - 2016 Malibu|24666|0|24666|0|0|691536
31591|Ally - 2016 Impala|25627|0|5092|0|20535|691536
31592|Ally - 2017 Impala|31716|0|5662|0|26054|691536
31593|Ally - 2016 Malibu|35625|0|6292|0|29333|691536
31594|Ally - 2016 Silverado|31646|0|5771|0|25875|691536
31595|CHRYSLER CREDIT|23352||12304||11048|691577
31596|ALLY BANK AUTO LOAN|10256|0|4558|0|5698|691723
31597|National Grid|5193|0|5193|0|0|691884
31598|Lincoln Automotive Financial|18346||4384||13962|691888
31599|East Boston Savings Bank|22370||7284||15086|691888
31600|FORD CREDIT|51897|19891|14606|0|57182|691950
31601|Loan Payable on Building|421495|0|64284|0|357211|691953
31602|NONE|0|0|0|0|0|691965
31603|NONE|0|0|0|0|0|692042
31604|FORD CREDIT|9313|0|6808|0|2505|692046
31605|Ford Credit|7181|0|5714|0|1467|692049
31606|CHRSLER CAPITAL AUTO LOAN|2655|0|2655|0|0|692076
31607|None|0|0|0|0|0|692395
31608|AUTO LOAN - ALLY|8050|0|8050|0|0|692400
31609|AUTO LOAN - ALLY|9511|0|9511|0|0|692400
31610|AUTO LOAN - ALLY|24180|0|6864|0|17316|692400
31611|AUTO LOAN - LINCOLN|25799|0|8659|0|17140|692400
31612|AUTO LOAN - ALLY|0|33350|0|0|33350|692400
31613|NONE|0|0|0|0|0|692439
31614|GMC|35963|0|35963|0|0|692489
31615|Building Mortgage|830591|0|72242|0|758349|692489
31616|MORTGAGE 150 HARTWELL ST, W.BOYLSTON|490878||98706||392172|692499
31617|AUTO LOAN|2826||2826||0|692499
31618|AUTO LOAN|12427||4367||8060|692499
31619|None|0|0|0|0|0|692524
31620|Regions Bank, 201 Milan Parkway, Birmingham, AL|0|288000|611||287389|692541
31621|NONE|0|0|0|0|0|692546
31622|AFM NO-INT NOTE DUE2021|1420|0|500|0|920|692551
31623|Auto Loan-Ally|6890|0|6890|0|0|692568
31624|Auto Loan-Ally|8826|0|6183|0|2643|692568
31625|Auto Loan-Ally|22788|0|5414|0|17374|692568
31626|Auto Loan-Ally|18310|0|3291|0|15019|692568
31627|Auto Loan-Ally|0|13944|1761|0|12183|692568
31628|National Bank of SC|49417||49417||0|692571
31629|International Union, UAW|95368||42632||52736|692577
31630|Verizon Wireless-I Phones & I Pads|0|3770|1621|0|2149|692601
