OID|DESCRIPTION|COST_BASIS|DEPRECIATION|BOOK_VALUE|VALUE|ASSET_TYPE|RPT_ID
259173|Automobiles and Other Vehicles|0|0|0|0|303|601817
259174|Office Furniture and Equipment|107679|107092|587|500|304|601817
259175|Other Fixed Assets|194882|115078|79804|79000|305|601817
282859|Automobiles and Other Vehicles|0|0|0|0|303|619553
282860|Office Furniture and Equipment|4382|3334|1049|1049|304|619553
282861|Other Fixed Assets|0|0|0|0|305|619553
256638|Automobiles and Other Vehicles|||||303|598728
256639|Office Furniture and Equipment|||||304|598728
256640|Other Fixed Assets|||||305|598728
259333|190 W G STREET, COLTON, CA 92324|25160|0|25160|42422|301|601983
259334|190 W G STREET, COLTON, CA 92324|145295|145295|0|320418|302|601983
259335|Automobiles and Other Vehicles|||||303|601983
259336|Office Furniture and Equipment|49411|48406|1005|1005|304|601983
259337|Other Fixed Assets|184437|128167|56270|56270|305|601983
260180|100 N River St Newcomerstown, OH 43832|111300|41978|69322|100000|302|603343
260181|Automobiles and Other Vehicles|31788|18543|13245|8000|303|603343
260182|Office Furniture and Equipment|16144|16144|0|0|304|603343
260183|Other Fixed Assets|||||305|603343
269251|1440 BELLEFONTAINE AVE. LIMA, OH|20073|0|20073|20073|301|612191
269252|1440 BELLEFONTAINE AVE. LIMA, OH|82207|0|82207|82207|302|612191
269253|Automobiles and Other Vehicles|||||303|612191
269254|Office Furniture and Equipment|16958|0|16958|16958|304|612191
269255|Other Fixed Assets|||||305|612191
274548|Automobiles and Other Vehicles|55433|55433|0|0|303|614228
274549|Office Furniture and Equipment|138052|129024|9028|9028|304|614228
274550|Other Fixed Assets|||||305|614228
256682|161 LONDONDERRY TPKE, HOOKSETT, NH|48071|0|48071|289700|301|598755
256683|161 LONDONDERRY TPKE, HOOKSETT, NH|788699|471065|317634|501900|302|598755
256684|Automobiles and Other Vehicles|44591|15606|28985|30000|303|598755
256685|Office Furniture and Equipment|42707|37549|5158|4000|304|598755
256686|Other Fixed Assets|16000|16000|0|1000|305|598755
265745|Automobiles and Other Vehicles|||||303|610066
265746|Office Furniture and Equipment|||||304|610066
265747|Other Fixed Assets|||||305|610066
255629|NONE|0|0|0|0|301|598375
255630|NONE|0|0|0|0|302|598375
255631|Automobiles and Other Vehicles|0|0|0|0|303|598375
255632|Office Furniture and Equipment|25695|15215|10480|10480|304|598375
255633|Other Fixed Assets|0|0|0|0|305|598375
266098|Other Fixed Assets|||||305|610396
266094|100 BLUE SKY PARKWAY, LEXINGTON, KY 40509|95000|0|95000|150000|301|610396
266095|100 BLUE SKY PARKWAY, LEXINGTON, KY 40509|497357|358088|139269|700100|302|610396
266096|Automobiles and Other Vehicles|7399|5252|2147|1200|303|610396
266097|Office Furniture and Equipment|54776|39885|14891|20000|304|610396
266067|Automobiles and Other Vehicles|||||303|610385
266068|Office Furniture and Equipment|17093|16288|805|805|304|610385
266069|Other Fixed Assets|||||305|610385
282056|Automobiles and Other Vehicles|||||303|615844
282057|Office Furniture and Equipment|400|0|400|400|304|615844
282058|Other Fixed Assets|||||305|615844
264382|Automobiles and Other Vehicles|0|0|0|0|303|609362
264383|Office Furniture and Equipment|0|0|0|0|304|609362
264384|Other Fixed Assets|0|0|0|0|305|609362
252891|Automobiles and Other Vehicles|135620|0|135620|135620|303|594698
252892|Office Furniture and Equipment|45511|0|45511|45511|304|594698
252893|Other Fixed Assets|||||305|594698
253233|199 North Wellwood Avenue, Lindenhurst, NY 11757|345000|28271|316729|316729|302|595588
253234|Automobiles and Other Vehicles|169253|101803|67450|67450|303|595588
253235|Office Furniture and Equipment|26931|22284|4647|4647|304|595588
253236|Other Fixed Assets|264006|14270|249736|249736|305|595588
256132|Automobiles and Other Vehicles|56506|56506|0|20000|303|598529
256133|Office Furniture and Equipment|57641|57641|0|100|304|598529
256134|Other Fixed Assets|||||305|598529
261584|Automobiles and Other Vehicles|||||303|606381
261585|Office Furniture and Equipment|4489|4489|0|0|304|606381
261586|Other Fixed Assets|||||305|606381
261855|Automobiles and Other Vehicles|||||303|606910
261856|Office Furniture and Equipment|14438|9978|4460|4000|304|606910
261857|Other Fixed Assets|||||305|606910
259833|Automobiles and Other Vehicles|||||303|602304
259834|Office Furniture and Equipment|240869|238406|2463|2463|304|602304
259835|Other Fixed Assets|98557|27590|70967|70967|305|602304
254852|Land|42565|0|42565|50000|301|597952
254853|Buildings|222751|222751|0|310000|302|597952
254854|Automobiles and Other Vehicles|98040|65470|32570|70000|303|597952
254855|Office Furniture and Equipment|104591|103985|606|10000|304|597952
254856|Other Fixed Assets|||||305|597952
252872|333 EAST BROADWAY, MAYFIELD, KY 42066|110720|0|110720|110720|302|594685
252873|Automobiles and Other Vehicles|||||303|594685
252874|Office Furniture and Equipment|50730|0|50730|50730|304|594685
252875|Other Fixed Assets|||||305|594685
267950|Automobiles and Other Vehicles|||||303|611521
267951|Office Furniture and Equipment|3762|3762|0|500|304|611521
267952|Other Fixed Assets|||||305|611521
280828|280 McCloskey Road, Fayetteville, NC|135000|0|135000|135000|301|614742
280829|280 McCloskey Road, Fayetteville, NC|60000||60000|60000|302|614742
280830|Automobiles and Other Vehicles|||||303|614742
280831|Office Furniture and Equipment|25000||25000|25000|304|614742
280832|Other Fixed Assets|||||305|614742
264479|Automobiles and Other Vehicles|||||303|609405
264480|Office Furniture and Equipment|93752|91537|2215|2215|304|609405
264481|Other Fixed Assets|||||305|609405
261739|91237 OLD MILL TOWN ROAD WESTPORT OR 97016|310456||310456|310456|302|606701
261740|Automobiles and Other Vehicles|0|0|0|0|303|606701
261741|Office Furniture and Equipment|67149||67149|67149|304|606701
261742|Other Fixed Assets|||||305|606701
272282|Automobiles and Other Vehicles|||||303|613259
272283|Office Furniture and Equipment|4144|2800|1344|1344|304|613259
272284|Other Fixed Assets|||||305|613259
267089|Automobiles and Other Vehicles|||||303|610930
267090|Office Furniture and Equipment|55102||55102|55102|304|610930
267091|Other Fixed Assets|31765||31765|31765|305|610930
284138|Automobiles and Other Vehicles|||||303|624843
284139|Office Furniture and Equipment|10357||10357|10357|304|624843
284140|Other Fixed Assets|||||305|624843
263522|Automobiles and Other Vehicles|||||303|608708
263523|Office Furniture and Equipment|28288||28288|28288|304|608708
263524|Other Fixed Assets|||||305|608708
259625|459 E. Church Street Elmira, NY 14901|82374|43303|39071|121445|302|602133
259626|Office Furniture and Equipment|25592|12876|12716|38308|302|602133
259627|Automobiles and Other Vehicles|||||303|602133
259628|Office Furniture and Equipment|||||304|602133
259629|Other Fixed Assets|||||305|602133
258667|800 TROY-SCHENECTADY RD., LATHAM, NY 12110|3860896|0|3860896|3860896|301|601129
258668|270 ESSJAY RD., WILLIAMSVILLE, NY 14221|242786|0|242786|242786|301|601129
258669|1 WEST OAK HILL ROAD, JAMESTOWN, NY 14701|235451|0|235451|235451|301|601129
258670|30 N. UNION ST., ROCHESTER, NY 14607|874000|0|874000|874000|301|601129
258671|4983 BRITTONFIELD PKWY, EAST SYRACUSE, NY 13057|367028|0|367028|367028|301|601129
258672|7 ELLINWOOD COURT, NEW HARTFORD, NY 13413|85000|0|85000|85000|301|601129
258673|201 STOCKADE DR., KINGSTON, NY 12401|200000|0|200000|200000|301|601129
258674|305 VESTAL PKWY WEST, VESTAL, NY 13850|250000|0|250000|250000|301|601129
258675|59 LAWRENCE AVE., POTSDAM, NY 13676|2400|0|2400|2400|301|601129
258676|800 TROY-SCHENECTADY RD., LATHAM, NY 12110|23048840|7490873|15557967|15557967|302|601129
258677|270 ESSJAY RD., WILLIAMSVILLE, NY 14221|1978493|1256842|721651|721651|302|601129
258678|1 WEST OAK HILL ROAD, JAMESTOWN, NY 14701|2766363|553138|2213225|2213225|302|601129
258679|30 N. UNION ST., ROCHESTER, NY 14607|4147356|2161610|1985746|1985746|302|601129
258680|4983 BRITTONFIELD PKWY, EAST SYRACUSE, NY 13057|2825538|1133507|1692031|1692031|302|601129
258681|7 ELLINWOOD COURT, NEW HARTFORD, NY 13413|545955|315902|230053|230053|302|601129
258682|201 STOCKADE DR., KINGSTON, NY 12401|1437151|623548|813603|813603|302|601129
258683|305 VESTAL PKWY WEST, VESTAL, NY 13850|539385|218178|321207|321207|302|601129
258684|59 LAWRENCE AVE., POTSDAM, NY 13676|1916105|191611|1724494|1724494|302|601129
258685|Automobiles and Other Vehicles|4055434|2230088|1825346|1825346|303|601129
258686|Office Furniture and Equipment|10501639|8919928|1581711|1581711|304|601129
258687|Other Fixed Assets|12092401|5949936|6142465|6142465|305|601129
262947|1015, 1017, 1019 Oregon Ave, Alamogordo, NM|191000|0|250000|250000|302|608370
262948|Automobiles and Other Vehicles|||||303|608370
262949|Office Furniture and Equipment|97267|83694|13573|13573|304|608370
262950|Other Fixed Assets|||||305|608370
259519|Automobiles and Other Vehicles|25000|22500|2500|2500|303|602083
259520|Office Furniture and Equipment|22590|15932|6658|6658|304|602083
259521|Other Fixed Assets|||||305|602083
260971|Automobiles and Other Vehicles|||||303|605581
260972|Office Furniture and Equipment|||||304|605581
260973|Other Fixed Assets|||||305|605581
267469|Automobiles and Other Vehicles|93057|35227|57831|57831|303|611311
267470|Office Furniture and Equipment|85214|75413|9799|9799|304|611311
267471|Other Fixed Assets|||||305|611311
262675|Automobiles and Other Vehicles|||||303|607991
262676|Office Furniture and Equipment|1419||1419|1419|304|607991
262677|Other Fixed Assets|||||305|607991
259266|OFFICE CONDOMINIUM, MIAMI, FL|237110|174518|62592|62592|302|601913
259267|LEASEHOLD IMPROVEMENTS, MIAMI, FL|16849|13644|3205|3205|302|601913
259268|Automobiles and Other Vehicles|||||303|601913
259269|Office Furniture and Equipment|53212|51587|1625|1625|304|601913
259270|Other Fixed Assets|||||305|601913
256622|1276 Liberty Street, Franklin, PA|1406358|493839|912519|1684018|302|598724
256613|160 Patchway Road, Duncansville, PA|304845|0|304845|304845|301|598724
256623|250 Commerce Park Drive, New Columbia, PA|2237126|1038066|1199060|2341287|302|598724
256624|1258 O'Neil Hwy, Dunmore, PA|1764825|933341|831484|1760678|302|598724
256625|150 South 43rd Street, Harrisburg, PA|9599349|5380910|4218439|9778710|302|598724
256626|4031 Executive Park Blvd., Harrisburg, PA|3887477|3011945|875532|5869552|302|598724
256627|Automobiles and Other Vehicles|45741|45741|0|0|303|598724
256628|Office Furniture and Equipment|4339819|4103039|236780|236779|304|598724
256629|Other Fixed Assets|23697|23463|234|234|305|598724
256614|116-118 Blvd of the Allies, Pittsburgh, PA|275502|0|275502|275502|301|598724
256615|1276 Liberty Street, Franklin, PA|26461|0|26461|26461|301|598724
256616|250 Commerce Park Drive, New Columbia, PA|260259|0|260259|260259|301|598724
256617|1258 O'Neil Hwy, Dunmore, PA|50000|0|50000|50000|301|598724
256618|150 South 43rd Street, Harrisburg, PA|473039|0|473039|473039|301|598724
256619|4031 Executive Park Blvd., Harrisburg, PA|207973|0|207973|207973|301|598724
256620|160 Patchway Road, Duncansville, PA|2346493|1017731|1328762|2445800|302|598724
256621|116-118 Blvd of the Allies, Pittsburgh, PA|777262|501540|275722|1120578|302|598724
273643|Automobiles and Other Vehicles|||||303|613950
273644|Office Furniture and Equipment|38777|34902|3874|3874|304|613950
273645|Other Fixed Assets|0|0|0|0|305|613950
282964|Automobiles and Other Vehicles|||||303|620265
282965|Office Furniture and Equipment|||||304|620265
282966|Other Fixed Assets|||||305|620265
282559|Automobiles and Other Vehicles|49395|2471|46924|46924|303|618561
282560|Office Furniture and Equipment|16775|15845|930|930|304|618561
282561|Other Fixed Assets|||||305|618561
291629|Blk. 36, Lot 1 & Blk. Lot 2.01|746648|0|746648|746648|301|632236
291630|Bldg. at 1014 Atlantic Ave., AC, NJ|704532|42572|661960|661960|302|632236
291631|Automobiles and Other Vehicles|74780|52713|22067|22067|303|632236
291632|Office Furniture and Equipment|187826|71947|115879|115879|304|632236
291633|Other Fixed Assets|32676|24087|8589|8589|305|632236
267054|Automobiles and Other Vehicles|||||303|610909
267055|Office Furniture and Equipment|5584|5457|127|127|304|610909
267056|Other Fixed Assets|0|0|0|0|305|610909
281949|2201 W 52ND AVE DENVER, CO|50000|0|50000|50000|301|615574
281950|2201 W 52ND AVE DENVER, CO|82871|82871|0|0|302|615574
281951|2201 W 52ND IMPROVEMENTS|19293|19293|0|0|302|615574
281952|Automobiles and Other Vehicles|||||303|615574
281953|Office Furniture and Equipment|43069|42667|402|402|304|615574
281954|Other Fixed Assets|||||305|615574
262394|1451 Old Pinckney Howell, MI. 48844|218558|121227|97331|285000|302|607707
262395|Automobiles and Other Vehicles|||||303|607707
262396|Office Furniture and Equipment|43631|42637|994|6000|304|607707
262397|Other Fixed Assets|128002|43955|84067|50000|305|607707
270384|Automobiles and Other Vehicles|0|0|0|0|303|612625
270385|Office Furniture and Equipment|31875|31875|0|0|304|612625
270386|Other Fixed Assets|0|0|0|0|305|612625
257775|Automobiles and Other Vehicles|||||303|599189
257776|Office Furniture and Equipment|39861|39861|0|1500|304|599189
257777|Other Fixed Assets|||||305|599189
261835|2225 CONSAUL ST TOLEDO, OH 43605|24400|0|24400|24400|301|606899
261836|2225 CONSAUL ST TOLEDO, OH 43605|113704||113704|113704|302|606899
261837|Automobiles and Other Vehicles|||||303|606899
261838|Office Furniture and Equipment|15000||15000|15000|304|606899
261839|Other Fixed Assets|||||305|606899
282583|1192 Plainfield Street, Johnston, RI  02919|65000|0|65000|102900|301|618816
282584|1192 Plainfield Street, Johnston, RI  02919|546562|424296|122266|220800|302|618816
282585|Automobiles and Other Vehicles|||||303|618816
282586|Office Furniture and Equipment|28642|27163|1479|1400|304|618816
282587|Other Fixed Assets|15281|14797|484|450|305|618816
260391|1385 Tennessee Ave.|22500|0|22500|22500|301|604174
260392|!385 Tennessee Ave.|473783|125726|348057|348689|302|604174
260393|Automobiles and Other Vehicles|||||303|604174
260394|Office Furniture and Equipment|24082|24082|0|0|304|604174
260395|Other Fixed Assets|||||305|604174
268818|LAND 4409 W ALVA ST TAMPA FL|14600|0|14600|14600|301|611953
268819|BUILDING 4409 W ALVA ST TAMPA FL|358079|278481|79598|79598|302|611953
268820|Automobiles and Other Vehicles|32996|13557|19439|19439|303|611953
268821|Office Furniture and Equipment|41587|36277|5310|5310|304|611953
268822|Other Fixed Assets|||||305|611953
270442|LAND|35000|0|35000|40000|301|612656
270443|194 WEST LAKE ST, ELMHURST, IL 60126|405407|216241|189166|410000|302|612656
270444|Automobiles and Other Vehicles|||||303|612656
270445|Office Furniture and Equipment|134220|134220||122000|304|612656
270446|Other Fixed Assets|2055|2055||2100|305|612656
272664|4 NORTH HIGH STREET, BALTIMORE,MD|22500|0|22500|30000|301|613516
272665|4 NORTH HIGH STREET, BALTIMORE,MD|308473|196703|111770|155000|302|613516
272666|Automobiles and Other Vehicles|||||303|613516
272667|Office Furniture and Equipment|130236|130236|0|7000|304|613516
272668|Other Fixed Assets|||||305|613516
262991|OFFICE FURNITURE AND EQUIPMENT|26456|0|9384|17071|301|608410
262992|Automobiles and Other Vehicles|||||303|608410
262993|Office Furniture and Equipment|||||304|608410
262994|Other Fixed Assets|||||305|608410
272238|23 BROCK ST # B-03, NORTH HAVEN, CT 06473|15000|0|15000|15000|301|613238
272239|23 BROCK ST # B-03, NORTH HAVEN, CT 06473|128130|114832|13298|99500|302|613238
272240|Automobiles and Other Vehicles|40387|21002|19385|19385|303|613238
272241|Office Furniture and Equipment|54954|54242|712|712|304|613238
272242|Other Fixed Assets|||||305|613238
276455|10501 S. Orange Avenue Orlando, FL 32824|324625|36625|288000|288000|302|614470
276456|Automobiles and Other Vehicles|0|0|0|0|303|614470
276457|Office Furniture and Equipment|13209|3209|10000|10000|304|614470
276458|Other Fixed Assets|0|0|0|0|305|614470
265834|1957 10th LAKE AVE N., PALM BEACH FL|122535|122535|0|150000|302|610168
265835|Automobiles and Other Vehicles|||||303|610168
265836|Office Furniture and Equipment|59078|59078|0|0|304|610168
265837|Other Fixed Assets|||||305|610168
273598|1200 E. Euclid Ave., Des Moines, IA|156000|0|156000|156000|301|613928
273599|1200 E. Euclid Ave., Des Moines, IA|184000|69000|115000|115000|302|613928
273600|Automobiles and Other Vehicles|||||303|613928
273601|Office Furniture and Equipment|55939|52843|3096|3096|304|613928
273602|Other Fixed Assets|0|0|0|0|305|613928
275268|Other Fixed Assets|||||305|614314
275264|3741 E ATLANTA AVE., PHOENIX, AZ 85040|50000|0|50000|50000|301|614314
275265|3741 E ATLANTA AVE., PHOENIX, AZ 85040|377771|250845|126926|265000|302|614314
275266|Automobiles and Other Vehicles|||||303|614314
275267|Office Furniture and Equipment|201431|186107|15324|15324|304|614314
267803|Automobiles and Other Vehicles|||||303|611462
267801|5301 MADISON AVE, SACRAMENTO, CA 95841|68988|0|68988|71000|301|611462
267804|Office Furniture and Equipment|205362|86681|118681|118681|304|611462
267805|Other Fixed Assets|||||305|611462
267802|5301 MADISON AVE., SACRAMENTO, CA 95841|117467|14307|103160|121000|302|611462
270342|Automobiles and Other Vehicles|72893||72893|72893|303|612608
270343|Office Furniture and Equipment|90776||90776|90776|304|612608
270344|Other Fixed Assets|||||305|612608
268305|Automobiles and Other Vehicles|||||303|611682
268306|Office Furniture and Equipment|42494|36636|5858|5858|304|611682
268307|Other Fixed Assets|||||305|611682
265873|3824 East 16th Street, Kansas City, MO|97300|0|97300|97300|301|610198
265874|3824 East 16th Street, Kansas city, MO|846414|21703|601365|601365|302|610198
265875|Automobiles and Other Vehicles|||||303|610198
265876|Office Furniture and Equipment|50695|1536|3464|3464|304|610198
265877|Other Fixed Assets|0|0|0|0|305|610198
272201|Automobiles and Other Vehicles|||||303|613207
272202|Office Furniture and Equipment|26617|0|26617|0|304|613207
272203|Other Fixed Assets|0|0|0|0|305|613207
268577|Office Furniture and Equipment|15829|15829|0|0|304|611839
268578|Other Fixed Assets|||||305|611839
268576|Automobiles and Other Vehicles|||||303|611839
272082|2974 E Henrietta Rd, Rochester NY|17189|0|17189|30000|301|613142
272083|2974 E Henrietta Rd, Rochester NY|178993|46540|132453|150000|302|613142
272084|Automobiles and Other Vehicles|||||303|613142
272085|Office Furniture and Equipment|68962|63838|5124|5000|304|613142
272086|Other Fixed Assets|||||305|613142
269085|0|0|0|0|0|301|612105
269086|0|0|0|0|0|302|612105
269087|Automobiles and Other Vehicles|||||303|612105
269088|Office Furniture and Equipment|||||304|612105
269089|Other Fixed Assets|||||305|612105
261707|1414 Brighton Road|21951|0|21951|21951|301|606601
261708|1414 Brighton Road|696650|252490|444160|444160|302|606601
261709|Automobiles and Other Vehicles|||||303|606601
261710|Office Furniture and Equipment|16286|2666|13620|13620|304|606601
261711|Other Fixed Assets|||||305|606601
267294|No ownership of Land|0|0|0|0|301|611192
267295|No Ownership of Building|0|0|0|0|302|611192
267296|Automobiles and Other Vehicles|0|0|0|0|303|611192
267297|Office Furniture and Equipment|10868|6423|4445|4445|304|611192
267298|Other Fixed Assets|0|0|0|0|305|611192
268029|1239 Howard St., San Francisco CA|388699|0|388699|388699|301|611579
268030|1239 Howard St., San Francisco CA|593512|254863|338649|338649|302|611579
268031|Automobiles and Other Vehicles|||||303|611579
268032|Office Furniture and Equipment|82820|80254|2566|2566|304|611579
268033|Other Fixed Assets|||||305|611579
253228|2261 WATERS DRIVE MENDOTA HEIGHTS, MN 55120|21757|0|21757|21757|301|595585
253229|2261 WATERS DRIVE MENDOTA HEIGHTS, MN 55120|413375|96453|316922|316922|302|595585
253230|Automobiles and Other Vehicles|0|0|0|0|303|595585
253231|Office Furniture and Equipment|16904|10741|6163|6163|304|595585
253232|Other Fixed Assets|0|0|0|0|305|595585
279625|1820 NORTHWEST BLVD, COLUMBUS, OH|30000|0|30000|30000|301|614666
279626|1820 NORTHWEST BLVD, COLUMBUS, OH|310000|158638|151362|310000|302|614666
279627|IMPROVEMENTS|42289|19935|22354|42289|302|614666
279628|Automobiles and Other Vehicles|||||303|614666
279629|Office Furniture and Equipment|109089|104158|4931|109089|304|614666
279630|Other Fixed Assets|||||305|614666
282635|Automobiles and Other Vehicles|||||303|618908
282636|Office Furniture and Equipment|41228||41228|41228|304|618908
282637|Other Fixed Assets|||||305|618908
268292|3181 EASTERN AVE SE GRAND RAPIDS, MI  49508|20344|0|20344|20200|301|611674
268293|3181 EASTERN AVE SE GRAND RAPIDS, MI  49508|183099|183099|0|181800|302|611674
268294|Automobiles and Other Vehicles|||||303|611674
268295|Office Furniture and Equipment|||||304|611674
268296|Other Fixed Assets|||||305|611674
275556|Automobiles and Other Vehicles|||||303|614345
275557|Office Furniture and Equipment|||||304|614345
275558|Other Fixed Assets|||||305|614345
263668|Automobiles and Other Vehicles|||||303|608908
263669|Office Furniture and Equipment|620|0|620|620|304|608908
263670|Other Fixed Assets|||||305|608908
285363|3720 W GREENWAY RD|20000|0|20000|20000|301|626714
285364|3720 GREENWAY RD|575103|410556|164547|164547|302|626714
285365|Automobiles and Other Vehicles|||||303|626714
