RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
609380|112580|11376|107851|208461|194596|88950|0|0|0||25406|0|179594|199100|2428|257525|0|10809|0||37657|86524|2426|78340|10610|32579|4056|0|10250|89801|41997|||
624645|||500||||||||||0|1500|0|3328|0|||2100|0|||||||||||4650||16285
616769|||1160||||||||||0|17705|0|0|0|||5200|12811|||||||||||17108||7581
612978|||0||||||||||6392|33101|0|0|0|||0|5155|||3082||||||||79807||683
605262|||0||||||||||2360|1800|0|0|0|||204|0|||||||||||79||0
617550|||290||||||||||0|0|0|0|0|||1600|80861|||||||||||301||0
605812|||750||||||||||6697|9530|0|0|0|||9945|2667|||||||||||3550||0
621876|||606||||||||||55621|14587|0|0|0|||24633|7843|||||||||||10252||750
616731|||57||||||||||150179|15997|0|0|0|||0|0|||||||||||19233||13951
624167|||641||||||||||18482|7714|0|1600|0|||1747|0|||||||||||8581||3177
621126|||1860||||||||||0|17383|0|0|0|||6918|562|||||||||||482||75
591842|||0||||||||||13809|16950|0|0|0|||16865|0|||||||||||7831||1185
611538|||0||||||||||7532|6891|4000|460|0|||6277|2456|||1518||||||||365||873
618775|||624||||||||||18150|2245|1067|||||330||||||||||||2267||
615985|||742||||||||||300|350|0|0|0|||0|100|||||||||||0||4800
608991|||0||||||||||0|2150|0|0|0|||12639|275|||||||||||0||0
595140||||||||||||||6806||||||3531||||||||||||2621||2000
