OID|SOURCE|LOANS_OWED_START|LOANS_OBTAINED|CASH_REPAYMENT|NON_CASH_REPAYMENT|LOANS_OWED_END|RPT_ID
24742|Teleconnect Lease|0|6000|1966|0|4034|597478
24743|NONE|0|0|0|0|0|597486
24745|Line of Credit|0|26000|886|0|25114|597553
24746|N/A|0|0|0|0|0|597559
24747|NONE|0|0|0|0|0|597581
24748|NONE|0|0|0|0|0|597614
24749|N/A|0|0|0|0|0|597622
24750|FORD MOTOR CREDIT|24086||24086||0|597684
24751|Diamond Credit Union|17700|0|4338|0|13362|597708
24753|NONE|0|0|0|0|0|597722
24754|FORD MOTOR CREDIT CORP|29500|0|5900|0|23600|597764
24755|FORD MOTOR CREDIT CORP|29441|0|5888|0|23553|597764
24756|FORD MOTOR CREDIT CORP|29722|0|5944|0|23778|597764
24757|FORD MOTOR CREDIT CORP|0|29626|5925|0|23701|597764
24758|FORD MOTOR CREDIT CORP|0|29626|5925|0|23701|597764
24759|GMAC|5983|0|0|5983|0|597764
24760|N/A|0|0|0|0|0|597770
24761|Great American Capital lease on Projector 60 month||52108|4605||47503|597772
24762|LINCOLN AUTOMOTIVE FINANCIAL SERVICES|29253|0|3657|25596|0|597790
24763|ALLY - 2015 BUICK ENCLAVE|0|45500|5460|0|40040|597790
24764|NONE|0|0|0|0|0|597853
24765|NONE|0|0|0|0|0|597868
24766|Ford Motor Credit|14725||14725||0|597872
24767|Ford Motor Credit|13339||13339||0|597872
24768|Ford Motor Credit|14220||14220||0|597872
24769|Ford Motor Credit|0|9816|893||8923|597872
24770|Ford Motor Credit|0|23148|3008||20140|597872
24771|Ford Motor Credit|0|20821|3324||17497|597872
24772|Ford Motor Credit|0|20777|3318||17459|597872
24773|Due to Affiliates|1700000||500000||1200000|597872
24775|NO.CA.CARPENTERS REGIONAL COUNCIL|2295024|0|114726|0|2180298|597919
24776|Ford Motor Credit|18895|0|3747|0|15148|597929
24777|NONE|0|0|0|0|0|597937
24778|Chrysler|16459|588|4377|0|12670|597952
24779|Bank of Labor|0|200000|50880|0|155634|597956
24780|none|0|0|0|0|0|597969
24781|NONE|0|0|0|0|0|597970
24782|NONE|0|0|0|0|0|597971
24783|NONE|0|0|0|0|0|597980
24784|NONE|0|0|0|0|0|597991
24785|First Niagara|0|18716|1560||17156|597996
24786|KONICA MINOLTA|12441|0|2706||9735|597997
24787|AUTOMOBILE LOANS|95039|0|32336||62703|598040
24788|N/A|0|0|0|0|0|598086
24789|NONE|0|0|0|0|0|598130
24790|NONE|0|0|0|0|0|598139
24791|NONE|0|0|0|0|0|598140
24792|NONE|0|0|0|0|0|598143
24793|N/A|0|0|0|0|0|598144
24794|N/A|0|0|0|0|0|598146
24799|NONE|0|0|0|0|0|598166
24800|NONE|0|0|0|0|0|598173
24801|Pitney Bowes Equipment Lease|34767|0|8388|0|26379|598193
24802|Ally Bank Auto Loan|22810|0|22810|0|0|598200
24803|Chrysler Capital Auto Loan|38728|0|38728|0|0|598200
24804|RBS Citizens Line of Credit|7312|482688|0|0|490000|598200
24805|Chrysler Capital Auto Loan|0|39364|1328|0|38036|598200
24806|Chrysler Capital Auto Loan|0|45495|0|0|45495|598200
24807|Chrysler Capital Auto Loan|0|26634|0|0|26634|598200
24809|IBEW Loan|52500|0|5000|0|47500|598212
24810|Line of Credit|123140||123140||0|598218
24811|NONE|0|0|0|0|0|598232
24812|NONE|0|0|0|0|0|598248
24813|Marietta JATC|0|38|0|0|38|598252
24814|NONE|0|0|0|0|0|598255
24815|CHASE AUTO FINANCE|20336|0|9223|0|11113|598258
24816|NONE|0|0|0|0|0|598262
24817|NONE|0|0|0|0|0|598263
24818|Automobile|22636|0|5134|0|17502|598264
24819|Ford Motor Credit|0|49221|11652|0|37569|598266
24820|NONE|0|0|0|0|0|598275
24821|NONE|0|0|0|0|0|598276
24822|N/A|0|0|0|0|0|598279
24823|NONE|0|0|0|0|0|598280
24824|Illinois Bank & Trust Auto Loans|47055|0|12106|0|34949|598295
24825|Revolving Line of Credit|0|164129|0|0|164129|598301
24826| NO CA CARPENTERS REGIONAL COUNCIL |1744969|0|50188|0|1694781|598309
24827|Note Payable - M&M Auto|30672||8875||21797|598343
24828|Credit Card Payables|17995||9098||8897|598343
24829|Ford Credit|0|50463|50463|0|0|598350
24830|Ford Credit|0|28831|409|0|28422|598350
24831|PNC Bank-Line of Credit|100000|0|0|0|100000|598353
24832|Ford Motor Credit|25677|0|5627|0|20050|598353
24833|N/A|0|0|0|0|0|598354
24834|NONE|0|0|0|0|0|598355
24835|MORTGAGE PAYABLE|187983||17292||170691|598364
24836|NONE|0|0|0|0|0|598375
24837|NONE|0|0|0|0|0|598383
24838|N/A|0|0|0|0|0|598389
24839|BANK LOAN|16995|0|16995|0|0|598392
24840|N/A|0|0|0|0|0|598394
24841|BANCO POPULAR DE PR|964105||43855||920250|598396
24842|COOP A&C BO. QUEBRADA|48780||3380||45400|598396
24843|WILMINGTON TRUST COMPANY|460000|0|460000|0|0|598399
24844|CHASE BANK|1290|0|1290|0|0|598399
24845|FIRST BANK OF DELAWARE|5822247|0|378025|0|5444222|598399
24846|CONSTRUCTION LOAN|54420|0|54420|0|0|598399
24847|ALLOY|0|23341|2284|0|21057|598399
24848|CONSTRUCTION LOAN|0|3906|0|0|3906|598399
24849|Enterprise-Capital Lease on Vehicles|1043653|680811|489485|0|1234979|598400
24850|BOA Investment Fund III, LLC.|10612500|0|0|0|10612500|598400
24851|BOA Investment Fund III, LLC|4387500|0|0|0|4387500|598400
24852|StateFarm Bank|8966|0|5013|0|3953|598409
24853|N/A|0|0|0|0|0|598410
24854|ALLY FINANCIAL - L110|20355|0|7489|0|12866|598416
24855|ALLY FINANCIAL - L69|20344|0|7489|0|12855|598416
24856|ALLY FINANCIAL - L37|20350|0|7489|0|12861|598416
24857|NONE|0|0|0|0|0|598417
24859|NONE|0|0|0|0|0|598441
24860|AUTO INSTALLMENT LOAN||19829|||19829|598455
24861|GEORGIA BUILDING TRADES ACADEMY|17401||17401||0|598455
24862|None|0|0|0|0|0|598457
24863|UNION SAVINGS BANK|18687|0|18687|0|0|598460
24864|FORD MOTOR CREDIT|291|0|291|0|0|598465
24865|FORD MOTOR CREDIT|32898|0|7188|0|25710|598465
24866|FORD MOTOR CREDIT|0|42970|2295|0|40675|598465
24867|FORD MOTOR CREDIT|0|37334|7240|0|30094|598465
24868|FORD CREDIT|19384||6135||13249|598484
24869|None|0|0|0|0|0|598486
24870|Ford Motor Credit|15701||4827||10874|598488
24871|Ford Motor Credit|17602||5412||12190|598488
24872|TD Bank|209976|0|31930|0|178046|598491
24873|NONE|0|0|0|0|0|598502
24874|BANK LOAN|13611|0|6978|0|6633|598507
24875|HORIZON BANK|701228|0|42762|0|658466|598510
24876|0|0|0|0|0|0|598523
24878|FORD MOTOR CREDIT||9543|9543||0|598548
24879|Ally|21473|0|11302||10171|598551
24880|NONE|0|0|0|0|0|598557
24881|NONE|0|0|0|0|0|598577
24882|AMALGAMATED BANK OF CHICAGO|3500000|0|1200000|0|2300000|598578
24883|EAGLE BANK|2065000|0|1200000|0|865000|598578
24884|NONE|0|0|0|0|0|598584
24885|Hometown Bank N.A.|380913|0|380913||0|598585
24886|SAGCD|24000|0|0|0|24000|598588
24887|INTERNATIONAL|24000|0|0|0|24000|598588
24888|DUE TO OFFICERS|12556|0|8333|0|4223|598588
24889|CREDIT CARDS|7625|9904|7625||9904|598589
24890|CREDIT CARD BALANCES|3297|5064|3297||5064|598591
24891|UNCLAIMED VACATION FUND CHECKS|8051||||8051|598591
24892|NONE|0|0|0|0|0|598595
24893|COOP. CASA DEL TRABAJADOR|2193|7000|6811|0|2382|598597
24894|DE LAGE LANDEN FINANCIAL|5115|0|4722|0|393|598597
24895|VEGA COOP. - MORTGAGE|572469|0|25499|0|546970|598597
24896|Atlanta Postal Credit Union|358866||358866||0|598598
24897|NONE|0|0|0|0|0|598603
24898|0|0|0|0|0|0|598608
24899|Community Business Lenders|145848|0|145848|0|0|598612
24900|NONE|0|0|0|0|0|598614
24901|CAPITAL LEASE PAYABLE|1663|0|1663|0|0|598622
24902|NONE|0|0|0|0|0|598629
24903|Bank of Labor|554821|0|20426|0|534395|598666
24904|none|0|0|0|0|0|598693
24905|Ally Financial|24640|0|4276|0|20364|598700
24906|NONE|0|0|0|0|0|598743
24907|N/P CapitalMark Bank|1994279|0|45241||1949038|598747
24909|ALLY BANK (AUTO)|0|26787|4569|0|22218|598768
24910|Not Applicable|0|0|0|0|0|598776
24911|Line of Credit, M&T Bank|1207|4403|1207||4403|598787
24912|1. Joe Cecconi's Chryslet Complex|16633||5575||11058|598792
24913|PowerNet Credit Union|0|56995|2072|0|54923|598797
24914|PNC Bank Term Loan $90K|53881|0|22628|0|31253|598799
24915|PNC Bank Term Loan $500K|449540|0|99897|0|349643|598799
24916|Ally Financial Auto Loan|44625|0|7359|0|37266|598799
24917|GMAC|10951|0|10951||0|598810
24918|Ally Bank - Auto Loan|0|29870|2424||27446|598810
24919|N/A|0|0|0|0|0|598813
24920|GMAC-BUICK LA CROSSE|1338|0|1338|0|0|598815
24921|First NBC Bank|222261||8043||214218|598816
24922|BANK OF AMERICA|526813|0|120173||406640|598819
24923|GMAC|10255||10255||0|598821
24924|Chase|0|29258|4636||24622|598821
24925|UNITED BUSINESS BANK- CONSTRUCTION LOAN|12000000||1240023||10759977|598840
24926|UBS FINANCIAL SERVICES|4923689|529|||4924218|598840
24928|Ford Auto Loan|4182|0|4182||0|598844
24929|Lake Charles Building|750000|0|750000||0|598844
24930|JP MORGAN|495871|0|0|6496|489375|598854
24931|Community Bank|47910|0|15454|0|32456|598856
24932|Eversource|0|29385|1224|0|28161|598862
24933|0|0|0|0|0|0|598866
24934|N/A|0|0|0|0|0|598871
24935|Ally|8287|0|4602|0|3685|598876
24936|Ally|10153|0|4716|0|5437|598876
24937|Regions|832627|0|48299|0|784328|598876
24938|Regions|945690|0|54452|0|891238|598876
24939|F&M|333512|8265|0|0|341777|598876
24940|F&M|301000|0|301000|0|0|598876
24941|Ally|0|34701|0|0|34701|598876
24942|F&M|0|296000|0|0|296000|598876
24943|Pinnacle|0|30000|0|0|30000|598876
24944|Regions|398697|0|215283|0|183414|598876
24945|Pinnacle|156709|0|156709|0|0|598876
24946|Regions|197473|3079|0|0|200552|598876
24947|F&M|95596|0|25066|0|70530|598876
24948|NONE |0|0|0|0|0|598882
24949|JP Morgan Chase|307934||100158||207776|598891
24950|NONE|0|0|0|0|0|598899
24951|M&T BANK|39756|0|11927|0|27829|598930
24952|CLEARVIEW FCU|109160|0|22037|0|87123|598932
24953|Ally Bank - Auto Loan|11954|0|4978||6976|598945
24954|Capital Lease Obligation|819|0|819|0|0|598959
24955|None|0|0|0|0|0|598964
24956|ALLY BANK|0|196973|65389|0|131584|598969
24957|2015 CHEVY TRAVERSE AUTO LOAN|18564|35488|5443|13121|35488|598984
24958|NONE|0|0|0|0|0|598985
24959|Ford Credit|183814|116118|80243|22671|197018|598989
24960|Commerce Bank|1395510|0|53516|0|1341994|598994
24961|NONE|0|0|0|0|0|598998
24962|N/A|0|0|0|0|0|599001
24963|MIDWEST CARPENTERS & MILLWRIGHTS FCU|48601|0|48601|0|0|599002
24964|CWA Loan I|52685|0|52685||0|599003
24965|Ironworkers Local #340|207558|0|0|0|207558|599005
24966|Bank of America|1253409|0|72609|0|1180800|599007
24967|Ally Financial Auto|15016|0|3806|0|11210|599007
24968|Wells Fargo Auto|9009|0|9009|0|0|599007
24969|UFCW International Loan|271371|0|97501|0|173870|599007
24970|Ford Credit|0|0|0|0|16232|599007
24971|NONE|0|0|0|0|0|599012
24973|BANK OF LABOR|0|786785|38158|0|748627|599020
24974|NONE|0|0|0|0|0|599026
24975|FORD CREDIT|19939|0|19939||0|599033
24976|0|0|0|0|0|0|599045
24977|AMALGAMATED BANK|2544841|0|0|0|2544841|599058
24978|ALLY FINANCIAL-TRUCK NOTE|11701|0|4975|0|6726|599062
24979|Citibank|0|66000000|0|0|66000000|599064
24980|Ally Financial|0|31448|2686|0|28762|599070
24981|NONE|0|0|0|0|0|599073
24984|Bryn Mawr Trust Bank|61829|0|11313|0|50516|599076
24985|GMAC CREDIT CORPORATION|227833|51072|47447|0|231458|599081
24986|INT'L BROTHERHOOD OF BOILERMAKERS|760451|0|480918|0|279533|599081
24987|CHRYSLER CREDIT|25095|0|3624|0|21471|599081
24988|SOUTHWESTERN GROUP|250000|0|150000|0|100000|599081
24989|FORD CREDIT|0|34914|34914|0|0|599081
24990|BRENTWOOD BANK|0|1744000|50975|0|1693025|599081
24993|NBT BANK|9120|0|4560|0|4560|599096
24994|US BANCORP EQ FINANCE|4372||3708||664|599174
24995|NJ STATE FRATERNAL ORDER OF POLICE|266871||14925||251946|599184
24996|INVESTORS BANK |8269||3874||4395|599184
24998|Integrity First Bank Mortgage|391538||27880||363658|599193
24999|First Mid-Illinois Bank|17877|0|5130|0|12747|599204
25000|BOK COMMERCIAL LOAN|569876|0|47027|0|522849|599216
25001|PNC Bank|41060|0|4362|0|36698|599220
25002|Wells Fargo|38574|0|38574|0|0|599220
25003|BROTHERHOOD BANK & TRUST|50152|0|50152|0|0|599253
25004|United Association|0|250000|0|0|250000|599262
25005|LU 538 JATC|209502|12900|12900||209502|599262
25006|TEXAS GULF BANK|59443|0|13514||45929|599264
25007|CHRYSLER CAPITAL|30000|0|30000|0|0|599265
25008|FORD CREDIT|4289||4289||0|599270
25009|J.A. ROCCO|675|0|675|0|0|599278
25010|none|0|0|0|0|0|599290
25011|Car Loan|0|8342|0|0|8342|599319
25017|Powernet Credit Union|204805|0|9873|0|194932|599392
25018|P & S CREDIT UNION|45664||45664||0|599400
25019|JOINT APPRENTICE FUND|13200||||13200|599400
25020|BANK OF AMERICA CREDIT CARDS-NET|14567||9237||5330|599423
25021|LEASE BUYOUT PAYABLE|23944||9970||13974|599423
25022|CAR LOANS|0|27278|5129||22149|599423
25024|ALTA TAX SOFTWARE|7500|0|7500||0|599440
25025|DIRECT FINANCE CAPITAL|9584||9584||0|599440
25026|DATATEK|3000||0||3000|599440
25027|DISTRIBUTION SOFTWARE|19500|0|19500||0|599440
25028|AVANTO HEALTH CARE|10416||10416||0|599440
25029|CHASE AUTO FINANCE|13852|0|13852|0|0|599449
25030|FORD CREDIT|292090|38586|154847|0|175829|599449
25031|MORTGAGE PAYABLE|1350000|0|||1350000|599451
25032|Amalgated Bank of Chicago|31538|0|31538||0|599473
25033|ALLY BANK|0|30000|1791||28209|599487
25035|ALLY BANK (AUTO LOANS)|122938|0|122938|0|0|599561
25037|Mortgage|54178|0|10275||43903|599921
25038|Automobile|21582|0|6941||14641|599921
25039|WHITNEY BANK|126642|0|20642|106000|0|600020
25040|FIRST SOUTHERN BANK|662417||37983||624434|600031
25041|FIRST SOUTHERN BANK|24705||24705||0|600031
25042|XEROX|3992||1618||2374|600031
25043|N/A|0|0|0|0|0|600048
25044|None|0|0|0|0|0|600197
25045|ALLY|6932|0|4381|330|2221|600200
25046|ALLY|6932|0|4381|330|2221|600200
25047|ALLY||20981|4101|0|16880|600200
25049|AFSCME|225000|0|225000|0|0|600220
25050|ALLY AUTOMOBILE LOAN|19707|0|19707|0|0|600266
25052|East Side Neighborhood Dev.|3142|||1571|1571|600311
25053|Citizens One - Car Loan|0|30332|2419||27913|600385
25054|Ally - Car Loan|18932|0|2863|16069|0|600385
25055|Chase|53454|0|17714|35740|0|600395
25056|Auto Loans|63172||28859||34313|600415
25057|None|0|0|0|0|0|600444
25059|Doral Bank (FDIC)|89172||11725||77447|600657
25060|UBS|323956|39885|193380||170461|600657
25061|NA|||||0|600729
25063|Capitalized lease obligation|28053|0|28053||0|600814
25064|0|0|0|0|0|0|600949
25066|Ford Credit (Fusion1)|15962||5017||10945|600989
25067|Ford Credit (Fusion 2)|17152||5390||11762|600989
25068|Ally Financial|16279|0|4520|0|11759|601025
25069|Ford Credit|14650|0|5056|0|9594|601088
25070|Ford Credit|21625|0|5306|0|16319|601088
25071|Ford Motor Credit Company|57381|0|18640|0|38741|601110
25072|TD Auto Finance, LLC|14248|0|13129|0|1119|601110
25073|TEAMSTERS CREDIT UNION|4523|0|2409|2114|0|601111
25074|NO LOANS|0|0|0|0|0|601146
25075|UIU LOCAL #1|100000|0|100000||0|601158
25076|N/A|0|0|0|0|0|601165
25077|N/A|0|0|0|0|0|601166
25084|N/A|0|0|0|0|0|601341
25086|BROTHERHOOD BANK AND TRUST|3265253|0|126940|0|3138313|601455
25087|NONE|||||0|601468
25088|ILLINOIS NATIONAL BANK|21502|15105|6915|0|29692|601625
25089|NONE|0|0|0|0|0|601638
25090|Certificates payable|3350|0|0|0|3350|601652
25091|SOUTHSIDE BANK|4443|0|4443|0|0|601669
25092|SOUTHSIDE BANK|4324|0|4324|0|0|601669
25093|SOUTHSIDE BANK|3638|0|3638|0|0|601669
25094|Brotherhood Bank|302991|0|49043|0|253948|601690
25095|AUTO LOAN|10156|0|10156|0|0|601706
25096|Advanced Dues from National|0|304000|278900||25100|601765
25097|CWA INTERNATIONAL|853516||29436||824080|601777
25098|Ford Credit|14058||14058||0|601801
25099|AUTOMOBILE INSTALLMENT LOAN|13067|0|4900||8167|601833
25100|CWA NATIONAL|725475|0|0|28528|696947|601835
25101|US BANK N.A.|0|17707|1037|0|16670|601848
25102|Harris (Bldg Loan)|29040||29040||0|601948
25103|Riverside Line of Credit|200000||120000||80000|601948
25104|CWA NATIONAL|193586|0|0|2865|190721|601983
25105|SOUTHSIDE BANK|13418|0|7984|0|5434|601986
25106|SOUTHSIDE BANK|9589|0|4395|5194|0|601986
25107|SOUTHSIDE BANK|0|39000|3016|0|35984|601986
25108|DELL BUSINESS CREDIT|0|3399|363|0|3036|601986
25109|NONE|0|0|0|0|0|601991
25110|N/A|0|0|0|0|0|601996
25111| ||||||602002
25112|PEOPLES NATIONAL BANK|25049|0|5665||19384|602009
25113|PowerNet Credit Union |35900|0|11833|0|24067|602027
25117|MEDIA GUILD RETIREMENT PLAN|275856|0|275856|0|0|602038
25118|East Boston Savings Bank|80367|0|19100||61267|602046
25119|Union Yes FCU - Line of Credit|83553||62105||21448|602052
25120|CWA INTERNATIONAL|75238|0|10078|0|65160|602092
25121|National Basketball Players Association|0|323137|0|323137|0|602094
25122|N/A|0|0|0|0|0|602116
25123|CWA - National|0|250000|2316|0|247684|602119
25126|None|0|0|0|0|0|602127
25127|260 PARK AVENUE REALTY CORP.|41233217|0|28062|9975|41234767|602175
25128|49 EAST 21 COMPANY, INC.|8436027|0|0|5500|8433327|602175
25129|KONICA MINOLTA PREMIER FINANCE|419902||159457||260445|602204
25130|KONICA MINOLTA|97287||21905||75382|602204
25132|MORTGAGE PAYABLE|62102||2972||59130|602244
25133|CWA AFL-CIO, CLC National Union|806536|0|196045|0|610491|602247
25134|Regions|78254||8138||70116|602261
25135|Regions|18840|29900|9750||38990|602261
25136|Promissory Note CWA Int'l|0|100000|4242||95758|602272
25139|DUE TO NATIONAL|431988|0|18910|0|413078|602304
25140|CTU LOCAL 101-12|42392|87171|79000|0|50563|602312
25141|N/A|0|0|0|0|0|602324
25142|Not Applicable|0|0|0|0|0|602342
25143|PNC Bank, N.A.|195212|0|8021|187191|0|602379
25144|Marlin Leasing Corp|57576|0|21005||36571|602602
25145|CWA WASHINGTON, DC|292933|0|11499|0|281434|602628
25146|N/A|0|0|0|0|0|602756
25147|FORD MOTOR CREDIT|9217||9217||0|602839
25148|FORD MOTOR CREDIT|22526||5632||16894|602839
25149|FORD MOTOR CREDIT||44134|6620||37514|602839
25157|PNC BANK|7495|0|7495|0|0|602942
25158|0|0|0|0|0|0|602963
25159|CWA National|142624||8961||133663|603139
25409|AXIS|75622||41264||34358|608618
25163|Five Star Credit Union|1598916|0|393149|0|1205767|603179
25164|N/A  NO LOANS PAYABLE|0|0|0|0|0|603239
25168|ALLY AUTO|12398|0|12398|0|0|603306
25169|FORD CREDIT|20512|0|6147|0|14365|603306
25170|BANK OF EDWARDSVILLE|0|32000|5160|0|26840|603306
25171|MORGAN STANLEY|2255625|69151|68917|0|2255859|603620
25174|0|0|0|0|0|0|604240
25175|None|0|0|0|0|0|604328
25176|SunTrust Bank|0|392000|3490|0|388510|604391
25177|CWA INTERNATIONAL|132|0|132|0|0|604500
25180|International Union|70000|0|5869||64131|604652
25181|None|0|0|0|0|0|604706
25182|FORD CREDIT|53127|0|53127|0|0|604716
25183|ALLY BANK|0|31462|1895|0|29567|604716
25184|N/A|0|0|0|0|0|604748
25185|FNB Bank|209620|0|23261|0|196000|604749
25186|Ford Motor Credit|12082|0|3864|0|8218|604749
25187|ALLY BANK|22568|25000|25363|0|22205|604784
25188|FORD CREDIT|0|22506|22506|0|0|604784
25189|Ally|3300||3300||0|604848
25190|The Finishing Trades Institute of New York|0|120000|7302|0|112698|604860
25191|PLATINUM LEASING|15026|0|3379||11647|604900
25192|MORTGAGE 150 HARTWELL ST W. BOYLSTON MA|596082||20984||575098|604902
25193|AUTO LOAN|13247||3361||9886|604902
25194|AUTO LOAN||21697|991||20706|604902
25195|LOCAL 4 JOINT APPRENTICE COMMITTEE|43295|||18674|24621|604902
25196|N/A|0|0|0|0|0|604966
25197|IBEW 146 CREDIT UNION|1387||1387||0|605010
25198|IBEW 146 CREDIT UNION||30000|4774||25226|605010
25199|NONE|0|0|0|0|0|605020
25200|None|0|0|0|0|0|605067
25201|Copier Loan|566|0|566||0|605103
25202|Auto Loan|7500|0|7500||0|605103
25203|MORTGAGE PAYABLE - CHASE|345081|0|345081|0|0|605120
25204|AUTO LOAN|6736|0|1373|0|5363|605120
25205|MORTGAGE PAYABLE - M&T|0|340000|6655|0|333345|605120
25206|FORD EXPLORER AUTO LOAN|20856|0|6257|0|14599|605132
25207|FORD TAURUS AUTO LOAN|19641|0|5186|0|14455|605132
25208|GMC TERRAIN AUTO LOAN|26418|0|6184|0|20234|605132
25209|JEEP PATRIOT AUTO LOAN|0|14577|1919|0|12658|605132
25210|none|0|0|0|0|0|605243
25211|GM FINANCIAL|0|15377|0|0|15377|605245
25212|None|0|0|0|0|0|605248
25213|Ford Credit|19550|0|19550|0|0|605272
25215|Union Bank & Trust|0|177500|9819|0|167681|605301
25216|Bank of Springfield|1938134|0|72748|0|1865386|605402
25218|NONE|0|0|0|0|0|605451
25219|N/A|0|0|0|0|0|605494
25220|AMERICAN NATIONAL BANK|290275|0|40602|0|249673|605541
25221|None|0|0|0|0|0|605552
25222|Toledo Postal Employees Credit Union|98677|0|11195|0|87482|605572
25223|BANK OF AMERICA|7340135|0|392676|0|6947459|605590
25224|FORD CREDIT|14676|0|5606|0|9070|605669
25225|FORD CREDIT|14694|0|5594|0|9100|605669
25226|ALLY BANK AUTO LOAN|0|32292|12919|0|19373|605669
25227|ALLY FINANCIAL|32416|0|7873|0|24543|605683
25228|ALLY FINANCIAL|32700|0|7949|0|24751|605683
25229|ALLY FINANCIAL|31620|0|7786|0|23834|605683
25230|ALLY FINANCIAL|34320|0|8082|0|26238|605683
25231|LINCOLN AUTO FINANCIAL SERVICES|21701|0|6467||15234|605687
25232|NONE|0|0|0|0|0|605690
25233|NONE|0|0|0|0|0|605761
25234|International Union, UAW|214330|0|38251|0|176079|605762
25235|Auto Loan Payable|17759|0|17759|0|0|605764
25236|CAPITAL LEASE PAYABLE - PHONE SYSTEM|16683|0|4182|0|12501|605839
25237|CHRYSLER CAPITAL|25564|0|7991|0|17573|605840
25238|CHRYSLER CAPITAL|26891|0|8406|0|18485|605840
25239|FORD CREDIT|32232|0|32232|0|0|605840
25240|1st Community Bank|150712|0|2538|0|148174|605861
25241|n/a|||||0|605925
25242|n/a|||||0|605925
25245|HN/A|0|0|0|0|0|605969
25247|Ford Motor Credit|79583|0|45851|11061|42721|606022
25248|PNC Bank Line of Credit|0|0|0|0|100000|606022
25249|NONE|0|0|0|0|0|606027
25250|NO LOANS|0|0|0|0|0|606039
25251|NONE|0|0|0|0|0|606040
25252|FORD CREDIT|0|21705|3795|0|17910|606052
25253|ALLY AUTO|0|23022|844|0|22178|606092
25254|N/A|0|0|0|0|0|606097
25255|HOME STAR BANK|18181|0|18181|0|0|606105
