RPT_ID|DUES|TAX|INVESTMENTS|SUPPLIES|LOANS_MADE|INTEREST|DIVIDENDS|RENTS|FEES|LOANS_OBTAINED|OTHER_RECEIPTS|AFFILIATES|MEMBERS|INV_SALE_REINVESTMENTS|ALL_OTHER_RECEIPTS
124333|14821|||||1107|||||158||||
122165|537799|0|344899|1861|0|22795|15149|0|8950|0|429634|0|0||
117881|26819|0|0|||0|||0||0||||
115536|71370|0|0|||0|||0||0||||
123121|187118|||||504|||3271||||||
113033|8006|||||3854|||693||12188||||
105875|7623|||||83|||||5777||||
110758|30251|0|0|||2085|||0||851||||
115217|75546|0|0|||572|||600||15504||||
113074|20660|0|0|||1588|||0||0||||
115816|84375||277||||||477||||||
103713|3567|0|0|||1263|||4687||41387||||
116840|0|88177|0|||3012|||0||8000||||
113948|58705|||||1027|||||22154||||
116346|20308||||||||34815||681998||||
126238|9757||||||||||||||
125227|19700||||||||||100||||
113208|5446|0|0|||88|||0||270||||
132889|58140|||||74|||24659||4621||||
117258|3182|||||513|||||25682||||
103513||25589||||2134|||||37300||||
109801|98288|||||316|||||100||||
120405|975266|||||22582|||0|237500|15843||||
120423|116241|0|0|||3930|||0||0||||
98670|19130|||||1161|||||||||
121963|96054|0|0|||786|||0||8428||||
114456|67938|0|0|||2079|||0||5696||||
130132|12537|0|0|||0|||0||0||||
103542|104521|||||5552|||||7740||||
103499|125463|0|5500|7105|0|31266|7809|0|500367|0|423471|0|0||
127184|24191|||||502|||2419||754||||
130765|71606|0|0|||1837|||0||0||||
107033|116569|||||3746|||||||||
103461|845190|||||2429|||690875||210486||213899||
172229||26708||||4287|||||530||||
105657|183362|0|0|1198|0|2250|0|0|0|0|23712|0|0||
107493|90682|||4756||21884|5938||340120||24718||1126||
104979|65622|||||377|||||||||
105761|34602|0|0|||734|||0||1446||||
123957|43431|||||1847|||||216||||
106571|48933|0|0|||11|||9770||11564||||
127008|61451|0|0|||3501|||0||7770||||
130274|1470|0|0|||0|||0||179316||||
127540|61860|0|0|||586|||0||408||||
104674||41680||||14053|||0||15674|205900|174815||
117848|289474|0|0|0|0|656|0|0|0|0|3565|0|0||
119447|48676||4000|||7749|||||6027||||
116125|19454|0|0|||2030|||0||199||||
114761|43339|||||2028|||||176||||
191442|26801|0|0|||237|||0||9964||||
141967|43584|0|0|||411|||0||0||||
119759|17361|||||1821|||17944||815||||
110700|106248|||||890|||||9090||||
124324|264345|0|0|1954|0|901|0|0|0|0|6359|0|0||
117992|42296|0|0|||5352|||0||0||||
113032|16007|0|0|||78|||0||313||||
112333|128599||||||||||||||
116693|181296|0|500|3424|0|687|0|17704|155788|0|2561|0|0||
114713|0|150500|0|0|18103|0|0|0|8200|0|149732|0|0||
144215|11366|0|0|||153|||0||1428||||
112349|141745|0|0|||215|||0||21949||||
114239|10553|0|0|||287|||0||305||||
121821|8152|||||417|||||3056||||
124005|15526|0|0|||4|||0||0||||
123643|175708|0|0|0|2400|39411|5733|3780|745767|23050|817884|0|0||
116543|30430|0|0|||227|||0||455||||
202976|772329|0|0|0|0|3685|1142|0|20|0|102548|0|0||
123299|3303904|0|306549|0|1000|12062|1044976|570225|0|0|987341|0|32030||
124013|12657|0|0|||0|||0||0||||
112673|32006|||||796|||||5386||||
113051|48087|0|0|||0|||0||4794||||
128312|12004|0|0|||4869|||3320||46462||||
122026|258330|0|0|0|0|235|0|0|0|0|29139|0|0||
122910|23037|218|0|||1788|||0||122||||
113578|43706|0|0|||0|||250||574||||
114533|185059|||||3075|||4125||380||||
190713|38347|0|0|||2572|||0||0||||
113818|21868|0|0|||0|||0||2100||||
110871|21597|||||3684|||||12||||
125338|50566|||||2281|||||||||
141572|98202|0|0|||2433|||275||15694||||
128622|10384|0|0|||0|||0||0||||
122667|24856||||||||||3123||||
119338|54745|0|0|||0|||0||0||||
114318|127209|0|0|||0|||5987||25152||||
118892|52956|0|0|||2438|||0||8850||||
116651|1624775|0|0|0|0|932|0|0|0|0|27009|0|0||
110734|87802|||||545|||||||||
136432|386563|||||664|||619||114632||||
