OID|RATE_TYPE|AMOUNT|UNIT|MINIMUM|MAXIMUM|RPT_ID
488999|1103|100.00|ONCE|N/A|N/A|649231
489000|1104|NONE|N/A|N/A|N/A|649231
489001|1105|NONE|N/A|N/A|N/A|649231
489019|1101|40|Month|40|40|649245
489020|1103|40|Initial|40|40|649245
489021|1104|N/A|N/A|N/A|N/A|649245
489022|1105|N/A|N/A|N/A|N/A|649245
489027|1101|20|pp|0|0|649255
489028|1103|||||649255
489029|1104|||||649255
489030|1105|||||649255
489035|1101|$15.50-$26.69|BI-WEEKLY|15.50|26.69|649264
489036|1103|0|N/A|0|0|649264
489037|1104|0|N/A|0|0|649264
489038|1105|0|N/A|0|0|649264
489039|1101|VARIES|WEEK|12.73|18.57|649266
489040|1103|10.00|MEMBER|10.00|10.00|649266
489041|1104|N/A|N/A|N/A|N/A|649266
489042|1105|N/A|N/A|N/A|N/A|649266
489070|1101|10|MONTH|0|0|649366
489071|1103|40|INITIATE|||649366
489072|1104|||||649366
489073|1105|||||649366
494690|1104|N/A||||655181
489074|1101|1.45%+.02|MONTH|5.00|2.8XGROSS|649367
489075|1102|0|0|0|0|649367
489076|1103|10.00|ONCE|10.00|10.00|649367
489077|1104|0|0|0|0|649367
489078|1105|0|0|0|0|649367
489084|1101|$20.00|Month|$20.00|$20.00|649369
489085|1103|0.00|Month|0.00|0.00|649369
489086|1104|0.00|Month|0.00|0.00|649369
489087|1105|0.00|Month|0.00|0.00|649369
489088|1101|52|MO|0|0|649375
489089|1103|||0|0|649375
489090|1104|||0|0|649375
489091|1105|||0|0|649375
489092|1101|338|yr|0|0|649376
489093|1103|||||649376
489094|1104|||||649376
489095|1105|||||649376
489101|1101|$87.25|MONTH|N/A|N/A|649381
489102|1103|$100|ONCE|N/A|N/A|649381
489103|1104|NONE|N/A|N/A|N/A|649381
489104|1105|NONE|N/A|N/A|N/A|649381
489105|1101|2.5|Month|N/A|N/A|649388
489106|1103|40|Person|N/A|N/A|649388
489107|1104|N/A||N/A|N/A|649388
489108|1105|N/A||N/A|N/A|649388
489113|1101|$12.50|Bi-weekly|0|0|649392
489114|1103|0||||649392
489115|1104|0||||649392
489116|1105|0||||649392
489127|1101|na|na|.40|.60|649399
489128|1103|na|na|na|na|649399
489129|1104|na|na|na|na|649399
489130|1105|na|na|na|na|649399
489131|1101|2.5 HRS|month|n/a|n/a|649401
489132|1103|50.00|one time|n/a|n/a|649401
489133|1104|n/a|n/a|n/a|n/a|649401
489134|1105|n/a|n/a|n/a|n/a|649401
489170|1101|22.00|26|22.00|22.00|649435
489171|1103|0|N/A|N/A|N/A|649435
489172|1104|0|N/A|N/A|N/A|649435
489173|1105|0|N/A|N/A|N/A|649435
489179|1101|98.50|MONTH|82.00|98.50|649438
489180|1102|NONE|N/A|N/A|N/A|649438
489181|1103|100.00|ONCE|N/A|N/A|649438
489182|1104|NONE|N/A|N/A|N/A|649438
489183|1105|NONE|N/A|N/A|N/A|649438
489236|1101|$28.76|bimonthly|0|0|649481
489237|1103|0|0|0|0|649481
489238|1104|0|0|0|0|649481
489239|1105|0|0|0|0|649481
489274|1101|See Min/Max|Month|$28.00|$56.00|649513
489275|1102|See Min/Max|Hour|$.55|$1.92|649513
489276|1103|See Min/Max|One Time|$65.00|$500.00|649513
489277|1104|N/A||||649513
489278|1105|See Min/Max|Month|$38.00|$38.00|649513
489289|1101|44|month|44|44|649524
489290|1103|500|year|500|500|649524
489291|1104|15|year|15|15|649524
489292|1105|na|na|na|na|649524
494691|1105|N/A||||655181
489392|1101|21|MONTH|21|252|649628
489393|1102|||||649628
489394|1103|||||649628
489395|1104|||||649628
489396|1105|||||649628
489406|1101|15.00|mth|15.00|20.00|649634
489407|1103|0||||649634
489408|1104|0||||649634
489409|1105|0||||649634
489422|1101|0|0|0|0|649638
489423|1103|0|0|0|0|649638
489424|1104|0|0|0|0|649638
489425|1105|0|0|0|0|649638
489426|1101|22.00|PAY|BI-WEEKLY|BI-WEEKLY|649640
489427|1103|N/A||||649640
489428|1104|N/A||||649640
489429|1105|N/A||||649640
489435|1101|.675|MONTH|.025|N/A|649655
489436|1103|N/A|N/A|N/A|N/A|649655
489437|1104|N/A|N/A|N/A|N/A|649655
489438|1105|N/A|N/A|N/A|N/A|649655
489448|1101|0|month|28.30|37.56|649659
489449|1103|15.00|member|||649659
489450|1104|||||649659
489451|1105|||||649659
489452|1101|1.45%+.02|Month|5|2.8%|649660
489453|1102|n/a|n/a|n/a|n/a|649660
489454|1103|10|Once|10|N/A|649660
489455|1104|N/A|N/A|N/A|N/A|649660
489456|1105|N/A|N/A|N/A|N/A|649660
489470|1101|16.30|biweekly|0|0|649668
489471|1103|0||0|0|649668
489472|1104|0||0|0|649668
489473|1105|0||0|0|649668
489474|1101|21.00|Pay Period|$21.00|$21.00|649669
490603|1101|40|MONTH|N/A|N/A|650387
489476|1104|N/A|N/A|N/A|N/A|649669
489477|1105|N/A|N/A|N/A|N/A|649669
489478|1101|20.80|biwkly|seasonal - 10.40|20.80|649670
489479|1102|||||649670
489480|1103|||||649670
489481|1104|||||649670
489482|1105|||||649670
489483|1101|16.50|biweekly|0|0|649672
489484|1103|0|0|0|0|649672
489485|1104|0|0|0|0|649672
489486|1105|0|0|0|0|649672
489487|1101|2.5|month|0|0|649674
489488|1102|0|month|0|0|649674
489489|1103|40|month|20|40|649674
489490|1104|0|month|0|0|649674
489491|1105|0|month|0|0|649674
489496|1101|1.00|month|0|0|649676
489497|1103|||||649676
