OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|CASH_PAID|RPT_ID
116361||EQUIPMENT|1304|1304|1304|470699
114588||First Trust High Inc|50000|50000|50000|467096
114590||Copier|10522|10522|10522|467096
114589||Nuveen Short Duration Cr Opp|40000|40000|40000|467096
112039||OFFICE EQUIPMENT|1403|1403|1403|461668
121832||Retail Employees Credit Union CD, MMs and Savings|13517|13517|13517|482685
117708||Computer Purchase|1222|1222|1222|476004
116540||Replacement windows |4920|4920|4920|470905
116542||Various Mutual Funds(Principal Financial and DWS)|477|477|477|470905
116541||Refrigerators|1069|1069|1069|470905
116107||AUTOMOBILES|1303380|1303380|1303380|469918
116106||SOFTWARE|65214|65214|65214|469918
116105||COMPUTER EQUIPMENT|615773|615773|615773|469918
116104||OFFICE FURNITURE AND EQUIPMENT|117141|117141|117141|469918
116103||MUTUAL FUNDS|19424883|19424883|19424883|469918
116102||MUNICIPAL BONDS|206240|206240|206240|469918
116101||FOREIGN BONDS|841901|841901|841901|469918
116100||CORPORATE BONDS|6196506|6196506|6196506|469918
116099||US GOVERNMENT AND GOVERNMENT AGENCIES|39964102|39964102|39964102|469918
126596||1015,1017,1019 Oregon|191000|250000|172387|502140
116603||Automobile|25000|25000|25000|471086
116972||N/A|||0|473760
118624||Hon Bookcase|395|395|395|477816
118626||Ford Taurus|17255|17255|17255|477816
118625||Securities|1227|1227|1227|477816
117026||HP COMPUTER|913||913|473857
117028||PRINTER/FAX/SCANNER|309||309|473857
117027||LAPTOP CARRIER|132||132|473857
126396||Konica Minolta Copier|716|716|716|500898
116009||Leasehold improvements|3158|3158|3158|469735
115212||US Treasuries|7507846|7507846|7507846|467323
115215||Building Improvements|55035|55035|55035|467323
115214||Furniture & Fixture|96062|96062|96062|467323
115213||Marketable Securities|9644077|9644077|9644077|467323
112040||Certificates of Deposit|3429|3429|3429|461673
124007||Computers and assessories|3253|3253|3253|489423
124008||Alarm|1400|1400|1400|489423
123378||DELL OPTIPLEX COMPUTER|855|855|855|488919
123382||PREPAID PAYROLL - DIRECT DEPOSIT|||3211|488919
123381||COMPUTER - VICE PRESIDENT|855|855|855|488919
123380||COMPUTER - ASST CLK CRAFT DIRECTOR|685|685|685|488919
123379||LAPTOP COMPUTER - EDITOR|406|406|406|488919
123401||OFFICE EQUIPMENT||13996||488966
122116||COMPUTER|3118|2962|3118|486831
119820||Computers and accessories|4280|4280|4280|479540
119831||Money market activty in 2011|51952|51952|51952|479540
119830||Vanguard Information|20030|19147|20030|479540
119829||Vaneck Emerging Markets|7421|5429|7421|479540
119828||Templeton Growth|26933|23219|26933|479540
119827||SP  500 Setup|50000|50800|50000|479540
119826||Sector|40030|35101|40030|479540
119825||Pimo|400|411|400|479540
119824||NY High Income|26562|24956|26562|479540
119823||Franklin Income Fund|30000|29799|30000|479540
119822||Basket Clirin|25000|21075|25000|479540
119821||Allianz Growth Fund|26273|23394|26273|479540
121842||Land  5301 Madison Ave, Ste 202|68988|68988|68988|482721
121844||Computer equipment and accy|2322|2090|2322|482721
121843||Building/LHI Sacramento, CA 95841|114299|114299|114299|482721
121786||OFFICE EQUIPMENT|25833|25833|25833|482622
120111||OFFICE EQUIPMENT|417|375|417|479846
120112||SHARP COPY MACHINE|18245|16421|18245|479846
124179||3 computors and Accessories @ 554 each|1632|1632|1632|489544
119614||0|0|0|0|479198
124180||Franklin Balance Sheet|23284|23284|23284|489545
124185||Templeton Global|36521|36521|36521|489545
124184||Franklin US Government|459|459|459|489545
124183||Franklin Total Return|967|967|967|489545
124182||Franklin Rising Dividends|29740|29740|29740|489545
124181||Franklin Income|5129|5129|5129|489545
111808||2261 Waters Drive  Mendota Heights, MN 55120|439062|434600|439062|460730
119145||REPLACED VARIOUS ELECTRONICS AND FIXTURES|2206|2206|2206|478825
119148||2017 CD|40000|40289|40000|478825
119147||2018 CD|100000|106190|100000|478825
119146||VARIOUS BOND FUNDS|70721|0|70721|478825
125073||Franklin Fund Assets|60000|60000|60000|490448
117730||CARPET|1304||1304|476032
117732||COMPUTER|758||758|476032
117731||ROOF REPLACEMENT|9193||9193|476032
124274||BUILDING IMPROVEMENTS - AIR CONDITIONING UNIT|14757|14757|14757|489565
124275||COMPUTER NETWORKING SYSTEM|7090|7090|7090|489565
121387||Computer System|3600|3600|3600|482247
121388||Fence|2755|2755|2755|482247
125118||office equipment|1433|1433|1433|490655
112941||Tankless Water Heater|6075|6075|6075|466047
125967||COMPUTERS|2611|2611|2611|497388
133566||computer monitors|314|314|314|515322
119819||COMPUTER|2112|2112|2112|479539
122717||Automobile|35655|35655|35655|487577
122729||SPDR SR TR|34881|34881|34881|487577
122728||The Goldman Sachs Group|50700|50700|50700|487577
122727||Federal Farm Credit Bank|70000|70000|70000|487577
122726||Tennessee Valley Authority Fed Bank|44189|44189|44189|487577
122725||Federal Natl Mtg Assn Medium|54471|54471|54471|487577
122724||Financing Corp Cpn Fico Strips|71159|71159|71159|487577
122723||US Treasury Notes-Stripped|123948|123948|123948|487577
122722||Strips-Tint-US Treasury|181929|181929|181929|487577
122721||Tennessee Valley Authority Fed Bank|71314|71314|71314|487577
122720||Tennessee Valley Authority Bds|7855|7855|7855|487577
122719||Financing Corp- Fed Book Entry|44420|44420|44420|487577
122718||Finacing Corp Cpn Fico Strips|37993|37993|37993|487577
124462||Computer upgrades  1/18/2011|855|684|855|489755
124465||Computer upgrades purchased 8/10/2011|588|470|588|489755
124464||Computer upgrades purchased 8/8/2011|588|470|588|489755
124463||New Computer purchased 4/6/2011|427|342|427|489755
117834||COMPUTER EQUIPMENT|662|662|662|476229
118701||U, Inc  2620 E. Sunset Rd, Las Vegas, Nevada|15019|15019|15019|477943
120032||kegarator|437|437|437|479738
120035||microphone speaker system|53|53|53|479738
120034||computer printer|85|85|85|479738
120033||computer printer|117|117|117|479738
118509||Telephone System|2874|2874|2874|477610
117109||BUILDING IMPROVEMENTS-FLOORING AND LIGHTING|26209|26209|26209|474086
117110||EQUIPMENT|3006|3006|3006|474086
118895||COMPUTERS AND MONITORS, SCANNER AND FLAT SCREEN TV|4351|4351|4351|478326
119246||N/A|0|0|0|478952
118969||1010 S JOLIET ST #204/208 AURORA, CO-INCL CLOSING|169645|169645|168645|478451
118255||Monitor|287|246|287|477274
118257||Computer & Monitor|1500|1200|1500|477274
118256||Computer & Monitor|1027|880|1027|477274
118053||Morgan Stanley U.S. Securities Trust A|775|775|775|476894
118054||Morgan Stanley Pioneer Strategic Income B|1792|1792|1792|476894
120091||BUILDING IMPROVEMENTS: 1860 RADIO RD. DAYTON, OH|720|720|720|479837
120096||2 COMPUTERS|979|979|979|479837
120095||OFFICE FURNITURE|3812|3812|3812|479837
120094||5 TABLES|399|399|399|479837
120093||REFRIGERATOR|493|493|493|479837
120092||CHAIRS|2456|2456|2456|479837
119612||BUILDING IMPROVEMENT|9894|9894|9894|479192
119613||EQUIPMENT|5303|5303|5303|479192
118805||2 HP Computers & 2 Dell Monitors|1089|1089|1089|478055
119088||BUILDING IMPROVEMENTS|4296|4296|4296|478673
119089||OFFICE FURNITURE AND EQUIPMENT|7344|7344|7344|478673
125819||COMPUTER LICENSES|2420|||495932
125820||OFFICE EQUIPMENT|2923|||495932
124001||COPIER|10616|10616|10616|489407
112879||OFFICE EQUIPMENT|5998|5998|5998|465976
113214||OFFICE EQUIPMENT|5431|5089|5431|466400
125928||Refrubished Laptops for District Use|2139|2139|2139|497247
125911||TENNESSEE VALEY AUTH GLB PWR|24256|22877|24256|497027
125925||Money Market|300000|300000|300000|497027
125924||Laptop - Ballot Count|1118|1118|1118|497027
125923||Canon DR Scanner/Copier/Printer|3624|3624|3624|497027
125922||Projector & Screen-Ed|434|434|434|497027
125921||Projector & Screen-Jan|445|445|445|497027
125920||Projector & Screen-Cindy|445|445|445|497027
125919||Projector & Screen-Rita|441|441|441|497027
125918||Dell Laptop|1447|1447|1447|497027
125917||FNMA SER 2004-36|17593|17170|17593|497027
125916||FHLMC SER 3652|26571|25250|26571|497027
125915||TENNESSEE VALEY AUTH GLB PWR|23083|23457|23083|497027
125914||FED FARM CREDIT BK CONS BONDS|24916|25410|24916|497027
125913||FED FARM CREDIT BK CONS BONDS|27955|26725|27955|497027
125912||TENNESSEE VALEY AUTH GLB PWR|28035|27234|28035|497027
125907||PRINTERS|530|477|530|496989
125909||RECORDING EQUIPMENT|800|720|800|496989
125908||DELL COMPUTER|1345|1210|1345|496989
115388||2 PRINTERS FOR STATE STEWARD|505|505|505|467552
112900||Computers|1341|1341|1341|466016
112754||Dell computers|2021|2021|2021|465694
112762||Dell computer|955|955|955|465694
112761||Dell Computer|955|955|955|465694
112760||Dell Computer|955|955|955|465694
112759||CDW Computer software|1338|1338|1338|465694
112758||Computer|1412|1412|1412|465694
112757||Copier|4391|4391|4391|465694
112756||Dell computers|1900|1900|1900|465694
112755||Dell computers|1836|1836|1836|465694
125997||Office Equipment|3142|0|3142|497835
125949||HP OFFICEJET PRO 8500 AIO PRINTER|447|358|447|497318
125957||EDITING EQUIPMENT|59|47|59|497318
125956||SHREDDER|136|109|136|497318
125955||HP PAVILLION P6000 COMPUTER|720|576|720|497318
125954||HP 8500A AIO PRINT|300|240|300|497318
125953||PHONE|170|136|170|497318
125952||COMPUTER BAG|127|102|127|497318
125951||COMPUTER SYSTEM|2579|2063|2579|497318
125950||COMPUTER SYSTEM|2587|2070|2587|497318
112792||THREE COMPUTERS AND TWO PRINTERS|3586|0|3586|465789
119909||COMPUTER|1109|1109|1109|479620
119910||LAPTOP|497|497|497|479620
126356||COMPUTER EQUIPMENT|2336|2336|2336|499404
126358||GENERAL OFFICE EQUIPMENT|3397|3397|3397|499404
126357||SECURITY/COMMUNICATIONS EQUIPMENT|1509|1509|1509|499404
112347||New Copier|5377|5377|5377|464063
112348||New Roof for 300 Eastern Pkwy, Farmingdale, N.Y. 1|7700|7700|7700|464063
112320||Investments|1213929|1213929|1213929|463950
122021||PURCHASE OF LEASEHOLD IMPROVEMENTS|78231|78231|78231|486772
122024||PURCHASE OF FURNITURE AND FIXTURES|9958|9958|9958|486772
122023||PURCHASE OF VARIOUS COMMON STOCKS|255191|255191|255191|486772
122022||PURCHASE OF VARIOUS MUTUAL FUNDS|188258|188258|188258|486772
116795||Equipment|2531|2531|2531|472581
121797||WINDOW|3430|3430|3430|482645
121798||BUILDING IMPROVEMENTS|5000|5000|5000|482645
112801||HP G72 NOTEBOOK STATE STEWARD|562|562|562|465845
124520||NONE|0|0|0|489781
131739||Computer server|8344|0|8344|508538
131741||Office Furniture|4946|0|4946|508538
131740||HVAC unit|8711|8609|8711|508538
121728||CHEVROLET CRUZE AUTOMOBILE 2011|14730|20000|14730|482553
119474||WIRELESS USB ADAPTER|29|29|29|479144
119475||NETGEAR ROUTER/MODEM|158|158|158|479144
120109||Furnance|4014|3727|4014|479845
120110||Laptop|510|510|510|479845
125795||office equipment|6184|5373|6184|495451
122268||Security DVR|500|500|500|487010
125761||Equipment|2981|2981|2981|495221
125763||Building Improvements|913|913|913|495221
125762||Furniture and Fixture|1364|1364|1364|495221
125785||COMPUTER EQUIPEMENT|4835|4329|4835|495342
125786||OFFICE FURNITURE|581|468|581|495342
125477||Projector screen|704|633|704|491371
120098||Office equipment- refigeratior|152|137|152|479839
120099||Leasehlod improvements to building|66830|65830|66830|479839
120075||AUTOMOBILE|45141|45141|45141|479816
120076||BUILD IMP - 9045 S. WESTERN AVE CHICAGO,IL 60643|35584|35584|35584|479816
126081||Furniture and fixtures|1230|1230|1230|498428
126082||Improvements|650|650|650|498428
119737||5 STAR LEASE-KONICA COPIER|3238||3238|479350
119740||COMPUTER MONITORS|311||311|479350
119739||COMPUTERS|2074||2074|479350
119738||PRINTER|442||442|479350
125160||Desk & Hutch|799|719|799|490819
125164||50 Gold/Blue Stack Chairs|1320|1254|1320|490819
125163||Electronic Signature Pad|311|279|311|490819
125162||IBM 8359 System Board|320|288|320|490819
125161||Dell Optiplex 390|602|542|602|490819
125074||Computer Equipment|13437|13437|13437|490458
125076||Corporate Bonds|137429|137429|137429|490458
125075||Mutual Funds|317285|317285|317285|490458
115999||Builing Improvements Atlanta|602512|602512|602512|469718
116006||Dell Computers|42988|42988|42988|469718
116005||Flooring purchase and installation Quincy|6610|6610|6610|469718
116004||Install Air Conditioning Unit|4127|4127|4127|469718
116003||Flooring purchase and installation Cromwell|9320|9320|9320|469718
116002||Fire Alarm and installation Quincy|4978|4978|4978|469718
116001||Custom shelving at Quincy Offices|1500|1500|1500|469718
116000||Painting of Quincy Offices|6980|6980|6980|469718
123544||MUTUAL FUND|3796690|3796690|3796690|489095
123547||BUILDING IMPROVEMENTS|2463516|2463516|2538083|489095
123546||FURNITURE & EQUIPMENT|507186|507186|616106|489095
123545||COMMON STOCK|2014310|2014310|2014310|489095
116563||COMPUTER EQUIPMENT|69388|69388|69388|470950
116557||NTEU Treasury|957153|957153|957153|470950
116562||FURNITURE FIXTURES & EQUIPMENT|20547|20547|20547|470950
116561||NTEU Mutual Funds|7236|7236|7236|470950
116560||NTEU Equities|25184620|25184620|25184620|470950
116559||NTEU Trust Mutual Funds|1615571|1615571|1615571|470950
116558||NTEU Trust Equities|39816|39816|39816|470950
116564||SOFTWARE|11448|11448|11448|470950
124124||XEROX COPIER|5770|5770|5770|489517
122079||EQUIPMENT|14771|14771|14771|486799
119736||COMPUTERS AND EQUIPMENT|5644|5644|5644|479333
132086||Power Backup|163|163|163|510697
132088||Router|247|247|247|510697
132087||Modem|91|91|91|510697
112449||Computer & Equipment|1401|1401|1401|464420
117709||SHARP AQUOS 60 TV|1494|1420|1494|476023
117710||HP OFFICE JET 8500a|150|125|150|476023
131192||N/A|0|0|0|507442
131125||0|0|0|0|507301
120171||COMPUTER EQUIPMENT, NET OF ACCUM. DEPR|5931|5106|4064|479932
115257||NONE|0|0|0|467335
118604||3 PC MONITORS|360|354|360|477792
122178||2 HP LCD COMPUTER MONITORS|260|260|260|486879
122183||FAX MACHINE / SCANNER|80|80|80|486879
122182||LONG REACH STAPLER|46|46|46|486879
122181||TOSHIBA E352 COPIER|2410|2410|2410|486879
122180||LAMINATOR|146|146|146|486879
122179||DSL MODEM|84|84|84|486879
125606||none|0|0|0|492206
142178||0|0|0|0|529668
121620||Dell Laptop|1170|1170|1170|482415
121625||Prudential Money Market|12000|12000|12000|482415
121624||Various Stocks|5009|5009|5009|482415
121623||Dell Computer|800|800|800|482415
121622||Dell Computer|800|800|800|482415
121621||Dell Laptop|1700|1700|1700|482415
125857||0|0|0|0|496358
124972||QuickBooks Pro|310|267|310|490209
124968||HP Computer|2076|1799|2076|490209
124971||Chair|279|270|279|490209
124970||Canon Wireless Printer|200|173|200|490209
124969||Canon Wireless Printer|200|173|200|490209
125903||None|0|0|0|496955
111927||DESK SCANNER|443|443|443|461341
111928||DELL CPU|552|552|552|461341
122528||0|0|0|0|487148
131222||HP Officejet Pro Printer|242|242|242|507509
131220||Acer Computer|350|350|350|507509
131221||HP Officejet Printer|121|121|121|507509
131223||ATT 2-line Telephones|127|127|127|507509
125996||N/a|0|0|0|497796
119643||No purchase of investments or fixed assets|0|0|0|479231
117429||COPIER/FAX MACHINE|217||217|475454
117434||2 4'X6' UAW FLAGS|360||360|475454
117433||2-SHREDDERS,1-STAPLER IN-PLANT OFFICE|120||120|475454
117432||COMPUTER FOR IN-PLANT OFFICE|1029||1029|475454
117431||PHONES FOR IN-PLANT OFFICE|118||118|475454
117430||FIREPROOF FILE CABINET|864||864|475454
113356||NONE|0|0||466511
123064||OFFICE FURNITURE AND EQUIPMENT|4113|3525|4113|488578
107159||OFFICE FURNITURE AND EQUIPMENT|15847|13583|15847|448936
107160||COMPUTER EQUIPMENT|13273|10618|13273|448936
123066||AUTOMOBILES|65500|52400|65500|488578
123065||COMPUTER EQUIPMENT|8697|6958|8697|488578
125385||Quick Books 2011 Software|425|425|425|491098
125386||Dell Inspiron 580 Computer|520|520|520|491098
131160||Smart Phone|661|661|661|507405
131161||Computer & Printer|6622|6622|6622|507405
114135||NEW PC|1042|1042|1042|467009
114139||INVESTMENT IN FISE BUILDING & MANAGEMENT, LLC|200000|200000|200000|467009
114138||LAPTOP|1337|1337|1337|467009
114137||NEW PC|1256|1256|1256|467009
114136||NEW PC|1256|1256|1256|467009
141501||Computers|4332|4332|4332|522534
141503||Furniture|424|424|424|522534
141502||Equipment|637|637|637|522534
119335||Bldg Improvements - Roof|416525|416525|416525|479023
119334||Computers|12982|12982|12982|479023
115506||INSIDE OUT OFFICE|502|502|502|468103
115507||TELEPHONE SYSTEM|91|89|91|468103
119814||COMPUTERS|1714|1372|1714|479530
119374||Computer equipment|709|709|709|479056
112828||Office furniture and equipment|3621|3621|3521|465858
124140||RAYMOND JAMES MUTUAL FUNDS|23095|23095|23095|489531
116329||REPAIRS TO ENTRANCE OF OFFICE IN PHILADELPHIA|37097|37097|37097|470658
116328||PURCHASE OF INVESTMENTS|1301045|1301045|1301045|470658
116338||(3) KODAK VIDEO CAMERAS|386|386|386|470658
116337||NIKON D3000 DIGITAL CAMERA |922|922|922|470658
116336||DELL 1210S PROJECTORS|825|825|825|470658
116335||DELL OPTIPLEX 380 MINI TOWER|550|550|550|470658
116334||DELL LATITUDE COMPUTER|771|771|771|470658
116333||DELL VOSTRO 3300 LAPTOP|1186|1186|1186|470658
116332||DELL 3350 FT COMPUTER|944|944|944|470658
116331||DELL 24 MONITOR|212|212|212|470658
116330||DELL VOSTRO 430 MINI TOWER|836|836|836|470658
126080||N/A|0|0|0|498427
113047||INVESTMENTS|67349|67349|67349|466238
113049||AUTOMOBILE AND TRUCK|32752|32752|32752|466238
113048||OFFICE EQUIPMENT|2332|2332|2332|466238
114539||Construction in progress on Arizona Buliding|151682|151682|151682|467052
116376||COMPUTER|810|810|810|470720
125643||Corporate Bonds|927826|927826|927826|492950
125645||Office Furniture and Equipment|64658|64658|64658|492950
125644||Building Improvements|5252|5252|5252|492950
120381||COMPUTER|578|578|578|480132
120382||COMPUTER|556|556|556|480132
113037||Investment portfolio at SEI|57450|57450|57450|466214
113040||Boiler and heating improvements|45865|45865|45865|466214
113039||Signage|9567|9567|9567|466214
113038||Roof improvement|17380|17380|17380|466214
117304||Office Furniture and Equipment|1409|1409|1409|474866
112578||Copier|744|578|744|465055
123048||COMPUTER/OFFICE EQUIPMENT|4735|4261|4735|488569
120995||NEW CELLPHONES |229|229|229|481074
120999||AT&T OFFICE PHONES|1135|1135|1135|481074
120998||APPLE IPAD AND CONNECTOR|934|934|934|481074
120997||NEW SYSTEM AND DETECTOR  ADAMS HEATING AND AIR|8690|8690|8690|481074
120996||POW AMERICAN FLAG|341|341|341|481074
124186||COMPUTERS - 2|1576|1418|1576|489548
112675||COMPUTER EQUIPMENT|1576|1576|1576|465309
112670||MAINSTAY FUNDS|5036|5036|5036|465309
112674||OFFICE EQUIPMENT|1762|1762|1762|465309
112673||NUVEEN LARGE-CAP VALEU R-SHARES|301745|301745|301745|465309
112672||DELAWARE FIXED INCOME POOLED TRUST|125355|125355|125355|465309
112671||MIREF I|9956|9956|9956|465309
125523||FAX/PRINTER|549|549|549|491731
122110||WACHOVIA MUTUAL FUNDS|47686|47686|47686|486822
125626||Office equipment|4617|4617|4617|492571
124521||Office condo mortgage payments to two banks|2289830|2289830|2289830|489782
124522||Loan acquisition costs for 901 K Street|12525|12525|12525|489782
125904||Computers|4558|4558|4558|496973
125905||Investments|3773|3773|3773|496973
122510||Computers & Monitor|3192|3192|3192|487113
122511||Printer|487|487|487|487113
116254||VEHICLE|25000|25000|25000|470473
116256||NET EARNINGS REINVESTED|2412|2412|2412|470473
116255||LAPTOP COMPUTER|974|974|974|470473
118964||Dell Desktop|617|617|617|478437
122522||DEPOSIT ON PURCHASE OF BUILDING, SAN DIEGO, CA|30000|30000|30000|487141
122524||TWO LAPTOP COMPUTERS|1736|1736|1736|487141
122523||APPRAISAL FEE FOR PURCHASE OF BUILDING|9895|9895|9895|487141
111988||MORTGAGE BACKED SECURITIES|247|247|247|461506
111991||OFFICE EQUIPMENT|1285|1285|1285|461506
111990||PROPERTY IMPROVEMENTS|46024|46024|46024|461506
111989||COMPUTER EQUIPMENT|1779|1779|1779|461506
113988||US Treasury Securities|2816673|2816673|2816673|466891
113991||Leasehold Improvements|50755|50755|50755|466891
113990||Computer Software|66809|66809|66809|466891
113989||Computer Equipment|41838|41838|41838|466891
123682||COPIER|1000|1000|1000|489178
118775||COMPUTER EQUIPMENT (iPADS, DESKTOP, ETC)|3897|3897|3897|478027
118777||LEASEHOLD IMPROVEMENTS (P VOGEL #4 ANNEX)|3365|3365|3365|478027
118776||OFFICE FURNITURE (CHAIRS & FILE CABINETS)|1570|1570|1570|478027
123178||GOVERNMENT COLLATERALIZED MORTGAGE OBLIGATIONS|3392535|3392535|3392535|488709
123175||OFFICE FURNITURE AND EQUIPMENT|8567|8567|8567|488709
123177||FEDERATED PRIME CASH OBLIGATIONS FUND|3631386|3631386|3631386|488709
123176||BUILDING IMPROVEMENTS|57897|57897|57897|488709
118803||Heavy Duty Stapler|62|62|62|478052
118411||COMPUTER|1283|1283|1283|477469
118412||COMPUTER|1356|1356|1356|477469
121530||Automobile|55135|55135|55135|482360
121531||Computer equipment|14366|14366|14366|482360
113522||Automobile|14450|12042|14450|466632
113529||Templeton Global Bond Fund Class A|21568|2829|21568|466632
113528||Mutual Global Discovery Class A|2201|445|2201|466632
113527||Franklin High-yield Tax-free Income Fund Class A|9767|345|9767|466632
113526||Frankin High Income Fund Class A|15368|2079|15368|466632
113525||Franklin Federal Tax Free Income Fund Class A|10878|298|10878|466632
113524||Franklin U.S. Government Securities Fund Class A|5188|213|5188|466632
113523||Computer Equipment|827|744|827|466632
115954||Mac Computers|5724||5724|469598
122984||Laptop|477|477|477|488379
122985||Two Computers and Two Monitors|1151|1151|1151|488379
125175||Computer|830||830|490845
125196||Ice Machine|925|925|925|490954
125199||Repairs|300|300|300|490954
125198||A/C Unit|2667|2667|2667|490954
125197||Mums System|1500|1500|1500|490954
146043||Leasehold Improvements|15170|15170|15170|536850
146045||Equipment|934|934|934|536850
146044||Computer Equipment|31661|31661|31661|536850
117184||epson printer|150|150|150|474475
117193||HARD DRIVE|140|140|140|474475
117192||HARD DRIVE|140|140|140|474475
117191||SONY CAMCORDER|264|264|264|474475
117190||SONY CAMCORDER|330|330|330|474475
117189||DVD RECORDER|329|329|329|474475
117188||GRILL|43|43|43|474475
117187||VOICE RECORDER|50|50|50|474475
117186||2 CROCK POTS|40|40|40|474475
117185||5 BALLOT BOXES|207|207|207|474475
120163||FURNITURE AND EQUIPMENT|22866|22866|22866|479901
121735||Furniture and Equipment|6081|6081|6081|482572
111734||Vanguard|||8395|459658
125413||Computer equipment|2025|2025|2025|491269
124392||Office, Equipment, and Software|56298|56298|56298|489679
122815||FURNITURE|1556|1556|1556|487759
117723||AUTOMOBILE|29109|29109|24324|476026
131936||U, Inc, Union Building, See Question 16|22983|22983|22983|509189
131937||Laptop computer|510|510|510|509189
119487||Autos|89510|89510|89510|479161
119488||Furniture and fixtures|24988|24988|24988|479161
123168||3 Computers & Equipment|3774|3774|3774|488698
127485||Building Improvements|4043|4043|4043|503889
127486||Purchase of Investments|1571818|1571818|1571818|503889
118759||ALF-CIO HOUSING TRUST|19154|19154|19154|478013
118761||FURNITURE & FIXTURES|10216|10216|10216|478013
118760||CHARLES SCHWAB - VARIOUS INVESTMENTS|11901|11901|11901|478013
124984||MARKETABLE SECURITIES HELD BY BROKER|618142|618142|618142|490229
124985||FURNITURE AND EQUIPMENT|97136|97136|97136|490229
126067||Laptop Computers (x2)|3728|3728|3728|498089
120820||REFURBISHED COPIER|1203|1203|1203|480859
121524||LAPTOP COMPUTER|849|849|849|482351
112530||OFFICE FURNITURE|58975|58975|58975|464969
112539||AFL-CIO HIT|14873|14873|14873|464969
112538||BLACKROCK FLOATING RATE INCOME MUTUAL FUND|1513|1513|1513|464969
112537||BUILDING REMODEL|205837|205837|205837|464969
112536||DELL BOSTRO LAPTOP|1494|1494|1494|464969
