RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
482785|392708|25535|12029|46561|233003|110909|0|4549|0||20315|0|174313|261394|85225|214706||16430|0||51817|110924|-15|0|||5200||3000|16679|69156|||
496493|||42||||||||||35104|0|800|0|0|||1409|0|||||||||||18575||3192
492562|||0||||||||||0|3494|0|0|0|||0|442|||||||||||1903||0
497215|||1400||||||||||0|2000|0|5095|0|||10003|0|||||||||||2694||14322
492168|||2800||||||||||0|22039|0|0|0|||12613|9207|||||||||||23551||3748
489015|||0||||||||||1542|28917|2035|0|0|||0|8631|||5867||||||||78125||4636
473779|||170||||||||||3559|10400|0|0|0|||111|0|||||||||||11381||0
492811|||3425||||||||||0|0|0|0|0|||2908|76934|||||||||||1184||1500
523744|||1295||||||||||0|0|0|0|0|||7535|0|||||||||||1160||180
491658|||0||||||||||0|27438|0|0|0|||1329|0|||||||||||14695||0
497634|||1056||||||||||3861|9771|0|0|0|||185|2276|||||||||||3073||0
493236|||0||||||||||35154|21151|0|0|0|||5919|18591|||||||||||1708||0
474663|||0||||||||||14362|5072|0|3000|0|||7950|0|||||||||||3287||1130
496068|||1117||||||||||0|18878||10324||||7489|4572|||||||||||470||125
458786|||0||||||||||2793|17590|0|0|0|||20043|0|||||||||||8028||1343
489049|||2625||||||||||59940|0|0|0|0|||26451|0|||||||||||2115||0
494248|||718|||||||||||17991||||||10859||||||||||||99||7022
493177|||110||||||||||2668|24653||||||43411|0|||||||||||1589||
489111|||375||||||||||6140|7885|0|592|0|||4234|2434|||1529||||||||1533||6024
495173|||25||||||||||18099|2458||||||85||||||||||||2545||
493367|||7061||||||||||0|0|0|0|0|||35187|0|||||||||||3209||1700
472372|||84||||||||||4926|1651|0|0|0|||0|0|||||||||||713||0
492972|||14496||||||||||0|43869|0|0|0|||101967|95|||||||||||6075||173
490613|||100||||||||||0|2824|0|0|0|||10379|300|||||||||||0||25
460884|||0||||||||||0|13403|0|0|0|||113576|28988|||||||||||2596||49408
497011|||0||||||||||12440|1560|0|0|0|||879|0|||||||||||38||0
463004|||0||||||||||0|2188|0|0|0|||952|0|||||||||||3330||1875
501339|||640||||||||||3780|33421|742|0|0|||37980|7252|||||||||||19382||2925
475701|||498||||||||||9323|3618|0|0|0|||0|0|||0||||||||441||0
506959|||50||||||||||11576|3553||||||1458||||||||||||1732||
489169|||460||||||||||6321|265|0|0|0|||101|0|||||||||||295||0
489627|607669|40344|18349|115471|263279|0|54022|0|0||67491|0|505058|761083|0|145630|0|0|0|||0|||||47752|7275|15680|39456|0|||
489206|||0||||||||||3406|8643|0|0|0|||1368|0|||729||||||||2313||0
532263|||0||||||||||0|2371|0|0|0|||0|0|||||||||||2176||0
465655|||0||||||||||1628|0|0|0|0|||0|0|||0||||||||572||0
493181|||8215||||||||||17517|21536|0|2523|0|||4403|0|||||||||||10382||1610
483581|||0||||||||||3028|6031|0|333|0|||2925|0|||||||||||2210||0
474530|||0||||||||||0|9407|0|0|0|||8426|0|||970||||||||936||0
465062|1196526|212574|19424|173313|342257|335497|0|0|0||63756|0|0|105805|24389|477908|102|0|0||483504|340674|-5177|46049|289448||31913|3880|2740|20262|10021|||
471641|||922||||||||||0|3790|0|0|0|||4651|0|||||||||||9933||111
465108|69911|13892|6400|517426|207306|68466|32000|0|0||41282|0|257419|258825|440019|157991|||0||86360|68466|||||||6400|77071|27284|||
467223|||0||||||||||7025|7975|0|0|0|||19|0|||||||||||7578||1195
465143|||500||||||||||79778|21184|0|1016|0|||1746|0|||1746||||||||8816||1536
465126|2513572|21477|15492|158044|244692|158040|0|0|0||59515|0|491520|427784|494800|288047|0|0|0||270376|164773|-6733||||24919|4000|8575|36586|13262|||
466292|||7150||||||||||0|7200|0|0|0|||0|0|||0||||||||18564||0
467105|261102|1340|0|0|203525|64321|0|0|0||20374|0|3751|178813|2027|21123|0|0|0||113237|58751|5570|28669|35652||11973|1340|||8926|||
492112|||0||||||||||0|338|46500|0|0|||47770|34413|||||||||||2594||1500
472360|||1450||||||||||53196|4671|0|3045|0|||2854|0|||||||||||8696||5100
469442|||||||||||||10887|567||||||49||||||||||||||
468559|||0||||||||||31065|7182|0|0|0|||9131|0|||||||||||5121||6262
469292|||||||||||||1123|1800||8039||||21285||||||||||||91||3195
499406|||6293||||||||||976|67887|0|0|0|||3350|19435|||||||||||36777||19040
495385|||1150||||||||||720|15047|0|0|0|||27625|14105|||||||||||549||700
464046|||0||||||||||0|790|0|0|0|||990|0|||||||||||339||0
474461|||5020||||||||||4176|61793|0|0|0|||46985|0|||33631||||||||12172||0
494200|||||||||||||13624|13753|34038|||||7568|8997|||||||||||14643||900
474536|||1080||||||||||274|13580|0|0|0|||2802|0|||||||||||753||0
478794|||3424||||||||||0|12839|0|0|0|||23934|2693|||||||||||2994||50
476017|||1500||||||||||0|36384|0|0|0|||16640|0|||||||||||11561||1200
493920|||270||||||||||391|10572|0|0|0|||2981|1969|||||||||||21||0
497708|||0||||||||||0|6000|0|0|0|||95177|0|||0||||||||2384||11348
475621|||||||||||||6330|2216||4894||||2967|3097|||||||||||4753||1500
489345|||2140||||||||||6600|24269|0|0|0|||43137|5519|||||||||||20275||21416
471597|||900||||||||||65|9439|0|2503|0|||3536|4744|||1200||||||||14968||2437
476693|||1442||||||||||390|33510|0|0|0|||18263|0|||||||||||1159||555
496687|||1556||||||||||423|10383|0|0|0|||2992|1843|||||||||||266||0
474844|||0||||||||||17583|0|0|2519|0|||532|0|||||||||||157||0
477979|62350|15455|1100|84686|66693|39755|0|0|0||16128|0|62864|860|9715|35880|||0||156967|39777|-22|||0|7616|15455|1100|48286|0|||
480662|0|2555085|40800|99571|357434|26041|0|0|0||14360|0|0||775|33808|0|0|0||131268|23146|2895||||0|14976|5050|20874|13393|||
495375|||0||||||||||0|500|0|0|0|||9248|0|||0||||||||0||504
474892|||100||||||||||3487|9998|0|0|0|||3769|0|||||||||||2102||0
491513|||5542||||||||||19945|6171|0|0|0|||1689|0|||||||||||943||2813
476459||||||||||||||||||||||||||||||||11208||2400
486812|295294|29190|33547|78627|106235|46509|0|0|0||35130|0|117838|148050|61586|102334|||0||30337|49640|-3131|38127|8382||48711|11567|21726|23133|34694|||
479467|589700|25746|21709|637125|80836|166670|0|0|0||83698|0|377442|65842|14207|435003|||2186553||616011|166670||28409|156261|||||223914||||
478818|||100||||||||||153|9972||||||4785||||||||||||3449||
473606|150936|582|3608|7884|167495|47957|140|0|0||20312|0|303576|75464|0|0|0|0|0||83781|47132|825|19729|28228|0|39597|0|3608|1997|17068|||
488584|3394040|171140|75727|2468512|682553|1011364|0|0|0||376600|0|2656855|1256679|108946|1632240|0|75721|0||2300113|992468|18896|325607|685757|19400|429302|500|7017|177390|26093|||
478526|||1400||||||||||44785|14982|0|0|0|||10103|4310|||||||||||7530||0
477293|||0||||||||||39707|8083|0|0|0|||7400|0|||||||||||2231||0
482522|||672||||||||||22234|40597|176|0|0|||22751|0|||0||||||||5064||3802
478118|||0||||||||||81823|34657|0|0|0|||18984|6906|||||||||||12635||0
495605|||9225||||||||||0|10399|0|0|0|||68|0|||||||||||2315||305
477155|||50||||||||||300|11284|0|0|0|||0|0|||0||||||||949||0
473929|||3288||||||||||5641|50958|0|0|0|||14863|9607|||11488||||||||6955||2305
491632|||4500||||||||||45754|5028|0|0|0|||4102|4619|||||||||||314||286
480072|||0||||||||||0|0|0|0|0|||11280|0|||||||||||916||695
500856|||0||||||||||0|18494|0|0|0|||4162|766|||||||||||15171||211
474176|||1547||||||||||4241|21411|0|13130|0|||33349|0|||||||||||4908||80
491158|||256||||||||||0|2162|0|0|0|||3958|0|||||||||||156||0
498409|||0||||||||||3368|1296|0|0|0|||1400|0|||0||||||||2000||799
476052|||2771||||||||||29269|14392|0|0|0|||9914|4350|||2387||||||||5481||2138
492850|||1240||||||||||0|5653|220|0|0|||525|0|||||||||||6641||0
474690|||750||||||||||0|7545|0|0|0|||14572|0|||0||||||||0||0
493040|||0||||||||||20816|9786|0|0|0|||0|15248|||||||||||1647||1130
491997|||515||||||||||1410|18800|0|0|0|||17482|15661|||||||||||1267||0
479008|||58045||||||||||0|41866|0|0|0|||12555|8199|||||||||||19715||0
482358|186632|6000|403|115260|22157|29553|0|0|0||16500|0|1139609|1736|0|47979|0|0|0||178159|29553||0|29553||350|0|403|32587|0|||
