RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
546724|124456|0|113718|168008|192107|83691|0|9265|0||25779|0|182617|282942|7915|239919|0|4077|0||52405|83750|-59|||0|4587|0|7854|59177|36467|||
576783|||0||||||||||40247|4973|810|1343|0|||0|0|||||||||||13729||2847
544013|||210||||||||||0|2000|0|5867|0|||1340|0|||0||||||||6693||12270
554700|||0||||||||||0|35179|0|0|0|||0|13676|||||||||||37677||5186
555310|||0||||||||||1430|20236|726|0|0|||0|7889|||5474||||||||54925||1125
556511|||0||||||||||2498|5700|0|0|0|||2|0|||||||||||4682||0
551577|||1240||||||||||0|0|0|0|0|||2593|113213|||||||||||164||1500
551247|||0||||||||||0|28809|0|0|0|||16205|0|||||||||||4047||0
540510|||825||||||||||6918|8370|0|0|0|||5779|459|||||||||||3295||0
557534|||700||||||||||45371|16224|0|0|0|||20770|1486|||||||||||6201||575
552340|||1880||||||||||156178|18164|0|0|0|||0|0|||||||||||26398||3299
554802|||0||||||||||16649|5790|0|800|0|||2432|0|||||||||||5130||539
554534|||1850|||||||||||24841||||||2515|60|||||||||||2193||
528144|||500||||||||||13920|19493|0|0|0|||12871|0|||||||||||6431||1020
542572|||10102||||||||||60240|0|0|0|0|||35741|0|||||||||||10400||0
573046|||196||||||||||180|15756||||||5145|7649|||||||||||1714||2037
552047|||1000||||||||||2326|26390||0||||35815|0|||||||||||2076||0
548624|||0||||||||||6511|7523|0|472|0|||3482|2386|||1681||||||||751||2841
553727|||||||||||||26380|630||||||246||||||||||||1112||
554837|||5000||||||||||0|0|0|0|0|||20720|0|||||||||||10866||1700
541352|||100||||||||||5619|972|0|0|0|||0|0|||||||||||0||13327
559608|||500||||||||||2899|32206|0|8000|0|||123099|23|||||||||||1462||6485
551933|||150||||||||||0|588|0|0|0|||13419|424|||||||||||96||0
531511|||3800||||||||||24600|13800|0|0|0|||46452|0|||||||||||356||57028
557524|||0||||||||||16619|2447|0|0|0|||0|0|||||||||||310||0
529585|||0||||||||||0|10097|0|0|0|||2733|0|||||||||||6443||1150
559814|||876||||||||||0|31329|0|0|0|||0|7295|||||||||||18540||1955
555502|||1585||||||||||3848|31993|1202|0|0|||33318|6886|||||||||||19176||0
551643|||0||||||||||9000|3369|0|0|0|||0|0|||||||||||1520||0
551162|||60||||||||||16971|3052|0|0|0|||4032|0|||||||||||1392||0
557081|||850||||||||||5647|718|0|0|0|||307|0|||||||||||259||0
550213|583766|19732|15125|79443|284167|0|42867|0|0||62897|0|478215|757882|0|131358|0|0|0|||0|||||71686|408|12387|816|19326|||
534137|||0||||||||||0|5225|0|0|0|||765|2248|||||||||||284||0
549769|||0||||||||||7922|9976|0|0|0|||924|0|||788||||||||3393||0
557761|||0||||||||||0|0|0|0|0|||500|0|||||||||||3575||0
538673|||0||||||||||0|0|120|0|0|||0|0|||||||||||3067||0
556601|||3275||||||||||34805|26585|0|3067|0|||0|2155|||||||||||13857||2365
557401|||0||||||||||2773|5971|0|0|0|||7783|0|||||||||||2512||0
683206|||0||||||||||0|4680|0|0|0|||0|6134|||||||||||0||0
548060|||36||||||||||0|12540|0|0|0|||515|0|||1557||||||||6239||0
533701|940986|231136|27375|167395|305258|332811|0|0|0||62528|0|0|112782|70297|496979|1471||1033647||468480|335499|-2688|48774|284037||166374|5476|31|23125|18625|||
535773|||2729||||||||||0|3755|0|0|0|||4588|0|||||||||||12153||111
533733|91678|69645|15690|683729|185471|69657|87387|0|0||87619|0|304120|253573|12095|168324|||0||85991|72721|-3064|||||0|10690|97880|24624|||
536088|||0||||||||||13707|14575|0|0|0|||0|0|||||||||||13969||1860
534002|||1100||||||||||81931|19663|0|1601|0|||1344|0|||1344||||||||3419||1919
534612|2069018|6961|12007|280427|81842|154311|0|967|0||62885|0|489395|447204|541000|285053|0|0|0||253038|154979|-668||||325905|0|2280|27073|9742|||
530140|||12244||||||||||0|7200|0|0|0|||5488|0|||0||||||||20987||0
535733|164837|0|0|0|200474|44362|0|0|0||15617|0|4501|96878|2683|9834|0|0|0||132870|54168|-9806|13566|30796||7990|0|0|0|32757|||
551838|||0||||||||||0|328|39326|0|0|||38411|28268|||28||||||||3656||1600
534264|||6450||||||||||54846|2954|0|0|0|||0|0|||||||||||14714||0
534349|||||||||||||13491|480||||||||||||||||||||
534212|||0||||||||||27777|8100|0|0|0|||11343|257|||||||||||3175||0
536112|||||||||||||20120|4380||4000||||||||||||||||7007||3000
549624|||2623||||||||||468|48265|0|0|0|||13970|12509|||0||||||||27071||10560
547461|||3350||||||||||540|35514|0|0|0|||22094|11277|||||||||||1186||1335
533666|||0||||||||||0|0|0|0|0|||0|0|||||||||||0||0
551239|||4793||||||||||2327|75586|0|0|0|||59770|1330|||||||||||13778||0
551555|||0||||||||||13334|13896|10728|0|0|||7939|8549|||||||||||15480||930
546415|||1473||||||||||0|19321|0|0|0|||5248|0|||1716||||||||58||0
545855|||1617||||||||||0|14002|651|0|0|||19910|3699|||||||||||7617||0
549775|||0||||||||||0|61967|0|0|0|||39413|3468|||||||||||8530||3080
557950|||263||||||||||0|14234|0|0|0|||6302|3280|||||||||||19||0
575501|||0||||||||||0|4800|0|0|0|||84079|0|||0||||||||384||23358
557521|||0||||||||||6158|2252|210|4516|0|||3421|2681|||||||||||4943||1399
552693|||6460||||||||||6750|36761|0|0|0|||47066|11343|||||||||||24825||1731
540406|||1080||||||||||13494|15870|0|1305|0|||14957|8488|||1668||||||||13417||8230
542654|||1295||||||||||387|27516|0|0|0|||18797|0|||||||||||1040||50
553914|||0||||||||||0|7442|0|0|0|||377|0|||||||||||548||0
547217|56617|3752|600|97145|91193|44708|0|0|0||16570|0|70062|1790|4319|58042|||0||165028|35944|8764||||26011|3752|0|52126|0|||
548127|0|1476677|115286|78317|237649|35450|0|0|0||11649|0|0||2131|40002|0|0|0||142071|35349|101||||0|42120|3736|12442|10147|||
546868|||0||||||||||0|640|0|0|0|||6729|0|||||||||||1441||571
541055|||0||||||||||0|18853|0|0|0|||10764|0|||5943||||||||3321||0
553231|||5284||||||||||24975|1901|770|0|0|||0|900|||||||||||673||425
543041||||||||||||||||||||||||||||||||10090||1825
550379|128622|35621|23920|91673|126356|53285|0|0|0||36947|0|115402|150321|23628|98432|||31878||30924|49705|3580|43766|9519|0|34888|10371|13731|20743|34277|||
547503|402979|26250|27563|574148|76489|174582|0|0|0||60717|0|391632|68745|30243|345147|||2041750||500953|174582||30106|144476||||5468|178194||||
552322|||2289|||||||||||13521||||||6961||||||||||||300||2997
