RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
231197|||5618|||70449|0|5171|0||16504||156398|166555|159414|122938|0|1390|0|320714|31209|||||||||||46375|24139|10950
234235|||||||||||||28575||769|||||||||||||||||8478||275
240734|||0||||||||||0|2729|0|0|0|||5172|629|||||||||||56965||0
236407|||1849||||||||||0|1103|0|1763|0|||0|0|||||||||||1289||8325
282151|||2454||||||||||0|28880|2365|0|0|||6680|8639|||||||||||11752||7018
232205|||1623||||||||||3298|76601|1574|4549|0|||38436|5791|||||||||||45701||2663
224160|||0||||||||||3562|630|0|0|0|||0|0|||||||||||10212||0
233696|||0||||||||||0|0|0|0|0|||2280|0|||||||||||0||0
241371|||944||||||||||0|0|0|0|0|||6101|0|||||||||||1649||0
222968|||6059||||||||||6439|5392|0|0|0|||6536|2192|||||||||||4008||0
244621|||||||||||||54398|13560||||||14215|4432|||||||||||6309||
224258|||500||||||||||10504|6006|0|2500|0|||931|0|||||||||||3943||0
234359|||645||||||||||24950|14960|0|812|0|||3654|1841|||||||||||495||1366
214606|||50||||||||||12623|8013|10000|0|0|||17633|0|||||||||||3269||298
224562|||750||||||||||49950|573|0|0|0|||30512|0|||||||||||18946||0
227664|||2002||||||||||0|12146|0|0|0|||29761|19474|||||||||||1530||864
231980|||1750||||||||||2959|15288|2986|||||32816||||||||||||7296||
267738|||215||||||||||5412|5944|0|474|0|||4448|1914|||||||||||510||0
233664|||0||||||||||10279|3333|0|277|0|||785|0|||||||||||3878||300
232632|||640||||||||||449|1607|2072|1705|0|||0|0|||||||||||0||0
265157|||10550||||||||||31997|28826|0|10380|0|||502|1128|||||||||||6061||2748
236008|||0||||||||||0|2462|0|0|0|||17897|558|||||||||||0||0
211199|||1140||||||||||0|3000|0|0|0|||48197|0|||||||||||2309||11179
236219|||0||||||||||6392|460|0|0|0|||74|0|||||||||||0||0
222390|||491||||||||||4310|23588|0|0|0|||42671|6646|||||||||||22965||0
235762||||||||||||||||||||||||||||||||||
231234|||2700|||0|28101|0|0||66464||11409|624223|0|48682|0|0|0|124742|0|||||||||||168276|5057|8619
298146|||0||||||||||23658|0|0|0|0|||0|0|||||||||||6903||0
233359|||2499||||||||||920|6512|0|502|0|||5628|1492|||||||||||2280||1500
234684|||8041||||||||||60632|14298|0|0|0|||7387|294|||||||||||999||935
236610|||107||||||||||62739|3003|0|0|0|||9995|4298|||||||||||2270||0
239706|||0||||||||||0|5766|0|0|0|||0|0|||||||||||6675||0
219351|||1000|||74816|0|0|0||24161||0|84128|605833|107522|0|0|14445|27980|147073|||||||||||542814|115078|21260
219377|||3289||||||||||0|663|0|0|0|||11338|0|||||||||||2669||101
215416|||8200|||45157|72000|0|4000||27715||200451|133920|1749|90452|0|0|0|146890|39188|||||||||||81117|0|55630
233636|||609||||||||||1606|7041|0|0|0|||4676|5827|||||||||||452||0
241318|||0||||||||||7548|15013|0|0|0|||14573|1467|||||||||||3667||4324
216375|||900||||||||||100352|22908|0|0|0|||9959|0|||||||||||4999||1462
216894|||22914|||123805|0|0|4406||41509||406653|289698|82994|215786|0|0|237192|726789|162236|||||||||||145008|17836|28234
210690|||0||||||||||0|6500|0|0|0|||14061|0|||||||||||6237||808
214369|||226|||30790|0|2713|0||8039||2860|147166|0|0|0|0|0|50982|968|||||||||||19995|1971|300
217026|||0|||93478|7599|5764|0||17622||153614|90921|5069|108677|0|42712|0|47684|0|||||||||||64803|0|4057
217132|||0||||||||||45399|6412|0|0|0|||0|0|||||||||||8307||770
216526|||0||||||||||26112|3808|0|0|0|||3551|0|||||||||||2550||2700
239137|||2917|||||||||||7687||||||500|1586|||||||||||19806||
215373|||0||||||||||13973|28|0|0|0|||14584|0|||||||||||8769||3000
227005|||300||||||||||2250|25768|0|6809|0|||10993|4127|||||||||||23231||1060
233335|||1535||||||||||960|16152|0|0|0|||17828|11785|||||||||||1562||650
215819|||0|||2500|190477|0|0||3096||0|11087|0|0|0|0|61269|998|0|||||||||||7459|160|1919
272252|||4143|||7341|0|0|100||20590||97783|91397|0|3600|0|0|0|195|16231|||||||||||13597|0|2988
238562|||||||||||||14048|9373|114192|||||3323|8203|||||||||||19763||710
225069|||50||||||||||380|8691|0|0|0|||2255|751|||||||||||4248||5772
223131|||1166||||||||||0|10134|0|0|0|||37417|619|||||||||||4675||2832
280659|||838||||||||||0|10795|0|0|0|||1971|0|||||||||||5694||156
235107|||0||||||||||24868|11115|0|0|0|||1857|0|||||||||||1254||81
240910|||0||||||||||3860|4368|756|1366|0|||4924|665|||||||||||5426||1075
225592|||1971||||||||||2740|10263|0|0|0|||27484|9677|||||||||||18515||5602
228540|||4519||||||||||128527|13712|0|0|0|||4874|7678|||||||||||14495||3637
229507|||398||||||||||5083|28806|0|0|0|||17361|4707|||||||||||1026||0
266465|||0||||||||||379|9011|0|0|0|||6225|329|||||||||||30||70
217176|||100||||||||||30108|2040|0|326|0|||242|0|||||||||||508||0
230905|||900|||0|425|0|0||0||70994|98897|0|28334|0|3120|0|3947|5770|||||||||||54166|0|0
230647|||323001|||73609|0|0|0||26983||124|0|1523|64540|0|0|0|128289|223485|||||||||||138432|0|108432
233449|||50||||||||||114642|1827|0|0|0|||19707|12175|||||||||||4312||0
234133|||2536||||||||||0|6782|0|0|0|||0|11|||||||||||629||0
228290|||2640||||||||||11706|5033|0|455|0|||2838|462|||||||||||5315||880
233722|||0||||||||||0|0|0|0|0|||0|0|||||||||||11623||1800
230448|||4409|||40823|0|0|0||19892||134079|102980|59479|80594|0|7118|0|151429|26174|||||||||||55160|26185|8042
231278|||1951|||136230|0|0|0||34531||226087|167541|189710|141335|0|0|0|861803|213007|||||||||||143589|0|7945
277697|||600||||||||||10242|4202|0|0|0|||1855|0|||||||||||204||2491
231455|||6832|||60160|0|1009|0||1609||539694|89251|0|0|0|0|0|60881|70569|||||||||||47618|0|5425
231572|||173243|||666917|0|53242|0||281184||2750303|300501|346919|1452261|0|0|0|1988572|2364978|||||||||||949549|0|258197
224801|||0||||||||||9161|0|0|0|0|||168|0|||||||||||519||0
224848|||1032||||||||||26031|10996|0|0|0|||2431|75|||||||||||9243||0
224731|||52||||||||||45926|1243|0|0|0|||6202|5864|||||||||||1458||0
235612|||0||||||||||16394|20432|21098|0|10000|||5864|0|||||||||||5988||7876
230736|||0|||18358|610|0|0||6376||263137|39544|1740|0|0|0|0|23124|12608|||||||||||17596|749|7364
232238|||17301||||||||||678|5158|1305|0|0|||0|0|||||||||||11145||490
236840|||0||||||||||36856|5338|0|0|0|||347|2100|||||||||||638||0
232133|||6159|||34563|0|0|0||8963||124508|53918|0|0|0|0|0|1272|26401|||||||||||6307|0|775
240637|||1750||||||||||9408|600|0|0|0|||10825|9027|||||||||||1790||175
252878|||0||||||||||750|11020|0|0|0|||3960|462|||||||||||4118||0
222042|||0||||||||||1860|7299|0|0|0|||19941|0|||||||||||2688||70
232746|||65||||||||||34419|3413|0|0|0|||687|1218|||||||||||1633||170
232165|||4002||||||||||55731|14357|0|0|0|||24102|6609|||||||||||2293||0
