OID|SOURCE|LOANS_OWED_START|LOANS_OBTAINED|CASH_REPAYMENT|NON_CASH_REPAYMENT|LOANS_OWED_END|RPT_ID
32827|IBEW LOCAL NO. 313|146036|0|0|0|146036|710549
31400|NONE|0|0|0|0|0|685587
31401|NONE|0|0|0|0|0|685588
31402|NONE|0|0|0|0|0|685589
31403|NONE|0|0|0|0|0|685591
31404|NONE|0|0|0|0|0|685592
31405|NONE|0|0|0|0|0|685593
31406|NONE|0|0|0|0|0|685594
31407|NONE|0|0|0|0|0|685595
31408|NONE|0|0|0|0|0|685604
31485|N/A|0|0|0|0|0|687453
31518|OP&CMIA Lu 40 App. Fd.|111900|0|0|0|111900|689156
32959|NONE|0|0|0|0|0|713042
32574|OHWBST|100000|100000|100000||100000|706090
32536|LOCAL 698|243000|0|0|0|243000|703021
32551|ILA Great Lakes District Council|94500|5500|4500||95500|703315
32552|ILA Local 2063|0|6000|||6000|703315
32563|EASTERN BANK MORTGAGE|277014||11528||265486|705213
32565|INDEPENDENCE BANK OF KENTUCKY|20000|0|20000|0|0|705279
32575|FORD MOTOR CORP|38826|0|7456|31370|0|706130
32576|ALLY FINANCIAL|15721|0|1153|14568|0|706130
32577|FORD MOTOR CORP|0|30143|4521|0|25622|706130
32578|FORD MOTOR CORP|0|40035|6004|0|34031|706130
32579|FORD MOTOR CORP|0|39677|1323|0|38354|706130
32580|NONE|0|0|0|0|0|706143
32581|0|0|0|0|0|0|706245
32582|NONE|0|0|0|0|0|706252
32583|NONE|0|0|0|0|0|706293
32584|M&T Bank|547810|0|102715|0|445095|706307
32585|OPCMIA International Union|100000|0|0|0|100000|706315
32586|155 WES 46 OWNER LLC|3858622|0|78907|0|3779715|706316
32587|0|0|0|0|0|0|706333
32588|NONE|0|0|0|0|0|706368
32589|0|0|0|0|0|0|706402
32593|Wayne Motors Inc. |25767|0|14760|0|11007|706623
32594|Ford Credit (Larson Ford)|20531|0|8496|0|12035|706623
32595|Ford Credit (Larson Ford)|21307|0|8816|0|12491|706623
32604|ANB Bank|9345|0|9345|0|0|707139
32605|Western States OPEIU Pension Fund|102608|0|70000|32608|0|707139
32606|BUSEY BANK|23421|0|15422|0|7999|707144
32607|FORD MOTOR CREDIT|18554|0|14577|0|3977|707144
32608|MORTON COMM BANK|10251|0|5288|0|4963|707144
32609|OP&CMUA Lu 40 App. Fd.|111900|0|0|0|111900|707202
32610|FORD CREDIT|0|10175|1277||8898|707267
32611|FORD CREDIT|0|10001|1255||8746|707267
32613|MORGAN STANLEY - HD|817300|7437|354102|0|470635|707338
32614|Mortgage Loan|578547|0|31553|0|546994|707386
32618|Pinnacle Bank|1367168|0|278696|0|1088472|707581
32625|NONE|0|0|0|0|0|707743
32632|PACIFIC NW IRONWKRS CU|28529|0|4231|0|24298|708099
32635|NONE|0|0|0|0|0|708286
32637|NONE|0|0|0|0|0|708353
32638|AUTO LOANS|174786|192327|160258||206855|708450
32639|XEROX CORPORATION|5693||1181||4512|708476
32640|NONE|0|0|0|0|0|708479
33928|ALLY|16966||6205||10761|728319
32643|Vehicle loan|0|49862|5240|0|44622|708548
32644|Chase Ink|601|646|601||646|708576
32650|NONE|0|0|0|0|0|708639
32651|Pacific Maritime Association|23480|0|0|0|23480|708676
32658|NONE|0|0|0|0|0|708746
32659|N/A|0|0|0|0|0|708850
32660|NONE|0|0|0|0|0|708864
32662|District Lodge 57||25000|25000||0|708997
32663|N/A|0|0|0|0|0|709051
32664|NONE|0|0|0|0|0|709170
32665|FORD MOTOR CREDIT CORP|5899|0|5407|0|492|709208
32666|FORD MOTOR CREDIT CORP|5888|0|5397|0|491|709208
32667|FORD MOTOR CREDIT CORP|5944|0|5449|0|495|709208
32668|FORD MOTOR CREDIT CORP|5926|0|5926|0|0|709208
32669|FORD MOTOR CREDIT CORP|5926|0|5926|0|0|709208
32671|NONE|0|0|0|0|0|709221
32672|NONE|0|0|0|0|0|709223
32673|NONE|0|0|0|0|0|709293
32674|HORIZON BANK|18007|0|18007|0|0|709368
32675|PEOPLES NATIONAL BANK|949|0|949|0|0|709376
32676|BANTERRA BANK|23661|0|4457|0|19204|709376
32677|BANTERRA BANK|19890|0|3985|0|15905|709376
32678|BANTERRA BANK|26452|0|5307|0|21145|709376
32679|FORD CREDIT|21714|0|3463|0|18251|709376
32680|BANTERRA BANK|0|37906|4323|0|33583|709376
32681|NONE|0|0|0|0|0|709385
32682|NONE|0|0|0|0|0|709411
32683|Notes payable - vehicles|174426|0|37445|0|136981|709412
32684|Notes Payable - vehicles|0|60364|3980|0|56384|709412
32685|0|0|0|0|0|0|709423
32687|NONE|0|0|0|0|0|709500
32688|NONE|0|0|0|0|0|709507
32689|NONE|0|0|0|0|0|709508
32690|NONE|0|0|0|0|0|709541
32691|NONE|0|0|0|0|0|709569
32692|AUTOMOBILE LOAN|14628|30000|7651||36977|709576
32693|NONE|0|0|0|0|0|709610
32694|BANK OF LABOR LOAN @ 4.65% DUE 5/21/23|3790723|0|470081|0|3320642|709622
32695|ALLY - 2017 GMC ACADIA|19651|0|3058|16593|0|709628
32696|GM FINANCIAL - 2019 CHEVY TRAVERSE|0|32593|2753|0|29840|709628
32698|NONE|0|0|0|0|0|709652
32699|Great American Capital lease on Projection 60 mo|17121||11260||5861|709675
32700|Copier lease - Pacific Automation 60 mo|14427||2624||11803|709675
32701|Chrysler Capital|64748|0|64748|0|0|709708
32704|NONE|0|0|0|0|0|709739
32705|NONE|0|0|0|0|0|709758
33929|ALLY|20721||5410||15311|728319
32706|TD Bank|39194||11757||27437|709782
32707|FileMaker 479|6819||||6819|709782
32708|none|0|0|0|0|0|709807
32709|Lessor-Pitney Bowes|6586|0|6586|0|0|709825
32710|Lessor-Delange|12744|0|12744|0|0|709825
32711|Lessor-Xerox|105131|0|46880|0|58251|709825
32712|Lessor-Presidio|5937|0|5937|0|0|709825
32713|Lessor-Carousel|32345|0|9624|0|22721|709825
32714|Lessor-Presidio|58047|0|43204|0|14843|709825
32715|Lessor-Presidio|0|108243|13897|0|94346|709825
32716|Lessor-Presidio|0|59607|4315|0|55292|709825
32717|Lessor-Presidio|0|134360|30746|0|103614|709825
32718|NONE|0|0|0|0|0|709834
32719|Bank of Labor|229018|0|229018||0|709845
32720|NONE|0|0|0|0|0|709848
32721|Charles Schwab - Margin Loan|185442||185442|0|0|709872
32722|WESTERN STATE OPE TRUST|49643|0|387|0|49256|709882
32723|Bank of Labor - Line of Credit|0|75000|0|0|75000|709921
32724|NONE|0|0|0|0|0|709925
32725|Basil Ford of Niagara Falls|0|34456|4357|0|30099|709930
32726|FORD CREDIT|41545|0|6228|0|35317|709966
32727|Ally Bank|16305|0|5723|0|10582|709967
32728|NONE|0|0|0|0|0|709971
32729|NONE|0|0|0|0|0|709976
32730|NONE|0|0|0|0|0|709984
32731|TIAA Commercial Finance - Capital Lease Obligation|13567|0|2508|0|11059|709997
32732|NONE|0|0|0|0|0|710001
32733|NONE|0|0|0|0|0|710006
32734|NONE|0|0|0|0|0|710016
32735|Illinois Bank and Trust Auto Loan|21585|0|21585|0|0|710031
32736|None|0|0|0|0|0|710032
32740|N/A|0|0|0|0|0|710072
32741|NONE|0|0|0|0|0|710092
32742|Steelcase Finanical Service|11843||9631||2212|710096
32744|United Association|96125|0|0||96125|710117
32745|NONE|0|0|0|0|0|710125
32746|ARI - AUTOMOBILES|0|774156|111596|0|662560|710129
32747|Chase Auto Finance |2213|0|2213|0|0|710130
32748|Citizens One Auto Finance |0|14567|3877|0|10690|710130
32749|BRYN MAWR TRUST|2672155|0|1446444|0|1225711|710131
32751|NONE|0|0|0|0|0|710167
32752|AMALGAMATED BANK|2748817|3509446|30000|0|6228263|710172
32753|UNION BANK & TRUST CO|1918857|0|65449|0|1853408|710177
32754|Bank of Labor|23016|0|5778|0|17238|710216
32755|Bank of Labor|0|239751|0|0|239751|710216
32756|CHASE|7111|0|6091|0|1020|710218
32757|FIRST COLLINSVILLE BANK|32044|0|14574|0|17470|710226
32758|FIRST COLLINSVILLE BANK|50153|0|23748|0|26405|710226
32759|FIRST COLLINSVILLE BANK|61175|0|22421|0|38754|710226
32760|FIRST COLLINSVILLE BANK|27975|0|5666|0|22309|710226
32761|CREDIT CARDS|6675|6226|6675||6226|710237
32762|FORD FUSION AUTO LOAN||30588|2973||27615|710237
32763|GM Financial|0|17846|3596||14250|710242
32764|MHFCU Mortgage|0|205000|3325||201675|710242
32765|NONE|0|0|0|0|0|710251
32766|N/A|0|0|0|0|0|710257
32767|NONE|0|0|0|0|0|710263
32768|UNITED BUSINESS BANK LOAN|2303538||2303538||0|710265
32769|UBS FINANCIAL SERVICES|4875553||4875553||0|710265
32770|FORD CREDIT - AUTO LOAN|0|64762|64762||0|710266
32771|RAINBOW GMC|45893||9247|0|36646|710267
32772|RAINBOW GMC|45354||9139|0|36215|710267
32773|Bank of America|938522||89786||848736|710268
32774|Automobile Loan|18654|0|6663|0|11991|710271
32775|NBT BANK|358143|0|48812|0|309331|710277
32776|NONE|0|0|0|0|0|710282
32777|SUNTRUST BANK|17592||5477||12115|710286
32778|Diamond Credit Union|13763|0|4741|0|9022|710289
32779|NJ STATE FRATERNAL ORDER OF POLICE|239946||7000||232946|710290
32780|Not Applicable|0|0|0|0|0|710301
32781|NONE|0|0|0|0|0|710304
32782|FIRST SOUTHERN BANK|500256|0|45303|0|454953|710311
32783|FORD CREDIT|30673|0|7255|0|23418|710311
32784|XEROX|7232|0|1330|0|5902|710311
32785|Capital Lease Obligation|0|3200|713|0|2487|710313
32786|2018 GMC Sierra Loan|10122|0|10122|0|0|710313
32787|Laborers' Local 621 Training Fund|0|10167|0|0|10167|710313
32789|NONE|0|0|0|0|0|710332
32790|Ford Credit|4633||4633||0|710337
32791|Bank of Labor|470798||20545||450253|710337
32792|COMMERCE BANK|1176937||55838||1121099|710342
32793|MIDWEST CARPENTERS FCU|72524|0|72524|0|0|710347
32794|PNC BANK LOAN|553461|0|28105|0|525356|710347
32795|PROMISSORY NOTE|94685|0|30330|0|64355|710352
32796|Ally Bank - Auto Loan|21588||21588||0|710353
32797|GM Financial - Auto Loan||45666|5915||39751|710353
32798|Boilermakers Local 105|0|200000|17817|0|182183|710367
32799|NONE|0|0|0|0|0|710374
32800|Chrysler Financial|16790||16790||0|710400
32801|Ally Financial|37578|12019|49597||0|710400
32802|Automobile Loans|36462|33378|10776|0|59064|710406
32803|None|0|0|0|0|0|710418
32804|Horizon Bank|3876767|0|3876767|0|0|710425
32805|POWER CREDIT UNION|166624||10517||156107|710433
32806|NONE|0|0|0|0|0|710434
32807|PNC LOAN|0|2249859|0|0|2249859|710444
32808|FORD MOTOR CREDIT|27136|0|27136||0|710448
32809|FORD MOTOR CREDIT|36463|0|36463||0|710448
32810|FORD MOTOR CREDIT|26454|0|26454||0|710448
32811|T.D. BANK|125000|573000|200000||498000|710448
32812|M&T Bank|0|5314774|0|0|5314774|710449
32813|NONE|0|0|0|0|0|710456
32814|NO CA CARPENTERS REGIONAL COUNCIL|1786169|0|282866||1503303|710459
32815|BANK OF LABOR|589123|0|68121|0|521002|710461
32816|Auto Loan - Chevrolet Equinox|18853|0|3616|15237|0|710466
32818|Bank of Labor|0|527110|0|0|527110|710501
