OID|SOURCE|LOANS_OWED_START|LOANS_OBTAINED|CASH_REPAYMENT|NON_CASH_REPAYMENT|LOANS_OWED_END|RPT_ID
34166|CITIZENS BANK PPP LOAN|0|131300|||131300|734896
34167|FORD MOTOR CREDIT CORP.|0|47541|660|0|46881|734901
34168|FORD MOTOR CREDIT CORP.|0|42992|0|0|42992|734901
34170|BANK OF O'FALLON|3502|0|3502|0|0|734951
34171|OE FCU - 2016 Taurus|0|10000|3687||6313|734964
34172|OE FCU - 2018 Chrysler|0|10000|3682||6318|734964
34393|Regions Bank|35102||35102||0|737153
34175|NONE|0|0|0|0|0|735039
34176|Ford Motor Credit|0|45335|45335|0|0|735041
34177|COMMERCE BANK|3000000||329101||2670899|735044
34178|SBA PPP Loan|0|149900|0|0|149900|735064
34179|NONE|0|0|0|0|0|735065
34180|Copier lease Pacific Automation 60 mo|11803|0|2362||9441|735070
34181|Great American Capital lease on Projection 60 mo|5861|0|5861||0|735070
34182|PROMISSORY NOTE|64355|0|52661|0|11694|735098
34183|NONE|0|0|0|0|0|735102
34184|NONE|0|0|0|0|0|735125
34185|NONE|0|0|0|0|0|735140
34186|NONE|0|0|0|0|0|735155
34187|Notes payable - vehicles|193365|0|48818|0|144547|735164
34188|NONE|0|0|0|0|0|735174
34189|Long-term debt|136348||136348||0|735186
34191|NONE|0|0|0|0|0|735217
34192|PNC BANK LOAN|525356|0|24814|0|500542|735258
34194|NONE|0|0|0|0|0|735273
34196|AUTOM0BILE LOANS|36977||8842||28135|735319
34197|NONE|0|0|0|0|0|735348
34198|Xerox|58251|0|46462|0|11789|735349
34199|Carousel|22721|0|10431|0|12290|735349
34200|Presidio|14843|0|14843|0|0|735349
34201|Presidio|94346|0|34801|0|59545|735349
34202|Presidio|55292|0|10805|0|44487|735349
34203|Presidio|103614|0|31455|0|72159|735349
34204|Presidio|0|188732|14918|0|173814|735349
34205|N/A|0|0|0|0|0|735390
34206|NONE|0|0|0|0|0|735409
34207|NONE|0|0|0|0|0|735416
34208|FORD MOTOR CREDIT CORP|492|0|492|0|0|735440
34209|FORD MOTOR CREDIT CORP|491|0|491|0|0|735440
34210|FORD MOTOR CREDIT CORP|495|0|495|0|0|735440
34211|NONE|0|0|0|0|0|735442
34212|NONE|0|0|0|0|0|735443
34213|BANK OF O'FALLON|0|31986|3548|0|28438|735446
34214|NONE|0|0|0|0|0|735447
34215|GM Financial|14250|0|12365||1885|735448
34216|MHFCU|201675|0|23488||178187|735448
34217|NONE|0|0|0|0|0|735449
34218|NONE|0|0|0|0|0|735454
34219|NONE|0|0|0|0|0|735455
34220|None|||||0|735458
34221|BRYN MAWR TRUST|1225711|0|1225711|0|0|735482
34222|PPP LOAN|0|21824|0|0|21824|735482
34223|LAWLESS, INC.|9280||4323||4957|735500
34224|NONE|0|0|0|0|0|735503
34226|NONE|0|0|0|0|0|735571
34227|NONE|0|0|0|0|0|735595
34228|NONE|0|0|0|0|0|735596
34229|NO CA CARPENTERS REGIONAL COUNCIL|1469890|0|62825|0|1407065|735603
34230|TIAA Commercial Finance - Capital Lease Obligation|11059|0|2585|0|8474|735608
34231|NONE|0|0|0|0|0|735622
34232|PACIFIC NW IRONWKRS CU|24298|0|4374|0|19924|735645
34233|NONE|0|0|0|0|0|735651
34234|N/A|0|0|0|0|0|735683
34235|Pinnacle Bank|1088472|0|294555|0|793917|735722
34236|ARI INC - AUTO CAPITAL LEASE|662560|1284839|365538|0|1581861|735728
34237|NONE|0|0|0|0|0|735732
34238|RAINBOW GMC|36646|0|36646|0|0|735740
34239|RAINBOW GMC|36215|0|36215|0|0|735740
34240|SBA LOAN|0|149900|0|0|149900|735740
34241|None|0|0|0|0|0|735751
34242|GM FINANCIAL-2019 CHEVY TRAVERSE|29840|0|6349|0|23491|735762
34243|NONE|0|0|0|0|0|735764
34244|PAYROLL PROTECTION PROGRAM|0|513700|0|0|513700|735766
34245|PNC LINE OF CREDIT|160000|0|160000|0|0|735766
34246|FORD CREDIT|35317|0|7501|0|27816|735771
34247|Automobile Loans|42449|0|18639|0|23810|735803
34248|TD Auto Finance|81182|0|16845||64337|735810
34249|GM Financial|0|62900|1498||61402|735810
34250|PAYROLL PROTECTION PROGRAM LOAN|0|25000|0|0|25000|735813
34251|NONE|0|0|0|0|0|735830
34252|BANK OF LABOR|521002|0|60080||460922|735835
34253|None|0|0|0|0|0|735839
34254|BB&T - Mortgage|218729||20376||198353|735861
34255|N/A|0|0|0|0|0|735864
34256|NONE|0|0|0|0|0|735874
34257|NONE|0|0|0|0|0|735875
34258|Michigan Regional Council of Carpenters |0|5000|0|0|5000|735882
34259|NONE|0|0|0|0|0|735892
34260|AMALGAMATED BANK|6228263|2958794|90000|0|9097057|735893
34261|None|0|0|0|0|0|735897
34262|Ford Credit|0|57882|4824|0|53058|735906
34263|Lincoln Automotive Financial Services|0|20000|3000|0|17000|735915
34264|Wells Fargo SBA Loan|0|153900|0|0|153900|735915
34265|Bank of Labor|257149|0|15277|0|241872|735918
34269|N/A|0|0|0|0|0|735925
34270|Bank of Labor|527110|12876|0|0|539986|735926
34271|NONE|0|0|0|0|0|735946
34272|Car Loan|29487|0|9349|0|20138|735953
34273|Donald Kirkland|0|49|0|0|49|735954
34274|Mortgage|3334|0|3334|0|0|735962
34275|Automobile Loan|13355|0|5792|0|7563|735962
34277|Citizens One Auto Finance|10690|0|10690|0|0|735971
34278|Basil Ford of Niagara Falls|30099|0|30099|0|0|735979
34279|NONE|0|0|0|0|0|736001
34280|Amalgamated Bank of Chicago|961195|2473563|0|3434758|0|736007
34281|Chase|1020|0|1020|0|0|736093
34282|NONE|0|0|0|0|0|736102
34283|Diamond Credit Union|9022|0|4885|0|4137|736117
34284|Ford Motor Credit|24840||24840||0|736132
34285|0|0|0|0|0|0|736136
34286|Ford Credit|8748||7635||1113|736137
34287|Steelcase Finanical Service|2212||2212||0|736138
34288|NONE|0|0|0|0|0|736143
34289|FORD CREDIT|0|85213|2256|0|82957|736145
34290|FIRST COLLINSVILLE BANK|17470||14940||2530|736163
34291|FIRST COLLINSVILLE BANK|26405||24345||2060|736163
34292|FIRST COLLINSVILLE BANK|38754||23043||15711|736163
34293|FIRST COLLINSVILLE BANK|22309||5845||16464|736163
34294|T.D. BANK|498000|702000|42019|0|1157981|736164
34295|Ally Bank|10582|0|5957|0|4625|736168
34296|NO CA CARPENTERS REGIONAL COUNCIL|303303|0|87343|0|215960|736170
34297|NO CA CARPENTERS REGIONAL COUNCIL|1200000|0|100000|0|1100000|736170
34424|n/a|0|0|0|0|0|737934
34300|Entry so false numbers don't print|0|0|0|0|0|736181
34301|None|0|0|0|0|0|736200
34302|NONE|||||0|736201
34394|Regions Bank|10000||10000||0|737153
34303|LIne of credit|306569|0|306569|0|0|736202
34304|NBT BANK|309331|0|51126|0|258205|736208
34305|Bank of America|848736||94567||754169|736215
34306|NONE|0|0|0|0|0|736220
34307|Bank of Labor|0|2100001|7489||2092512|736227
34308|NONE|0|0|0|0|0|736229
34310|NONE|0|0|0|0|0|736232
34311|PNC LOAN|2249859|310141|55402|0|2504598|736233
34312|N/A|0|0|0|0|0|736236
34313|M&T Bank|5314774|6407548|2784174|0|8938148|736243
34314|Chase Ink|646|41103|646||41103|736248
34315|IBEW LOCAL NO. 313|146036|0|0|0|146036|736258
34316|IBEW LOCAL NO. 313|121114|0|0|0|121114|736258
34317|IBEW LOCAL NO. 313|112787|0|0|0|112787|736258
34318|UNION BANK & TRUST CO.|1853408|0|1853408|0|0|736261
34319|GM Financial-Auto Loan|39751|0|6880|0|32871|736262
34320|Note Payable|0|4720000|0|0|4720000|736266
34321|Power Credit Union|156107||11005||145102|736281
34322|Citibank|37858650||21989100||15869550|736285
34323|NONE|0|0|0|0|0|736287
34324|Ford Credit|50611||12206||38405|736304
34325|NONE|0|0|0|0|0|736324
34326|Ford Motor Credit|19600|0|19600|0|0|736329
34327|Ford Motor Credit|30384|0|30384|0|0|736329
34328|Ford Motor Credit|0|51778|9681|0|42097|736329
34329|KONICA|10195|0|10195|0|0|736331
34330|KONICA|0|52000|15664|0|36336|736331
34331|CARES ACT PPP LOAN|0|302008|0|156912|145096|736331
34332|NONE|0|0|0|0|0|736357
34333|Not Applicable|0|0|0|0|0|736360
34334|First State Bank Bloomington IL|936767|0|46300|0|890467|736370
34335|JP MORGAN|2133000|27038972|27687972|0|1484000|736371
34336|BANK OF LABOR|2300000|0|0|0|2300000|736371
34337|Line of Credit|0|4171275|3394700|0|776575|736385
34338|COMMERCE BANK|1121099||59207||1061892|736392
34339|NONE|0|0|0|0|0|736393
34340|Automobile Loans|59064|0|12097|0|46967|736416
34341|WESTERN STATE OPE PENSION|49256|0|37407|11849|0|736419
34342|Ford Motor Credit|10035|0|7108|0|2927|736461
34343|Ford Motor Credit|22500|0|5505|0|16995|736461
34344|Ally Auto|22115|0|6627|0|15488|736461
34345|CREDIT CARD BALANCES|5239|634|5239||634|736477
34346|UNCLAIMED VACATION FUND CHECKS|7686||||7686|736477
34347|ALLY FINANCIAL|17436|0|17436|0|0|736486
34348|GM FINANCIAL|0|14613|1543|0|13070|736486
34349|Charles Schwab|0|28455|28455||0|736505
34350|SUNTRUST BANK|12115||5696||6419|736514
34351|BANK OF LABOR|0|500000|6906||493094|736519
34352|BANK OF LABOR|0|426946|11808||415138|736519
34354|FORD CREDIT|23418|0|7754|0|15664|736525
34355|XEROX|5902|0|2052|0|3850|736525
34356|CADENCE BANK LINE OF CREDIT|0|50000|34055|0|15945|736536
34357|FORD FUSION AUTO LOAN|27615||27615||0|736553
34358|CREDIT CARDS|6226|1126|6226||1126|736553
34359|Bank Loan|0|170367|||170367|736554
34360|Bank of Labor Loan 4.65% due 5/21/23|3320642|0|981114|0|2339528|736556
34361|Bank of Labor Line of Credit 3.25% due 3/20/21|0|200000|0|0|200000|736556
34364|Pioneer WV Federal Credit Union|0|1620000|16494|0|1603506|736637
34365|Bank of Labor|450253||21467||428786|736639
34366|Capital Lease Obligation|2487|0|1175|0|1312|736675
34367|Laborers' Local 621 Training Fund|10167|15995|10167|0|15995|736675
34368|Payroll Protection Program Loan|0|30064|0|0|30064|736675
34369|Bank of Labor - Line of Credit|75000|425000|10000||490000|736699
34370|MORE Investment Loan|0|750000|0|0|750000|736699
34376|BANK OF AMERICA|15351833|0|800000|0|14551833|736711
34377|Automobile Loans|142833|0|35541|0|107292|736719
34378|Financial Institution - Bank|474544|0|59152||415392|736759
34379|Financial Institution - Bank|0|1100000|0|0|1100000|736759
34380|Finance Lease ||169391|0|0|169391|736759
34381|Boilermakers Local 105|182183||40138||142045|736782
34382|Automobile Loans|73929|0|37730|0|36199|736788
34383|BANK OF HAWAII|850000|0|350000||500000|736800
34384|Bank of America Credit Cards - Net|7464|0|7172||292|736871
34385|SBA PAYROLL PROTECTION PROGRAM|0|130932|0|0|130932|736895
34386|BANCO POPULAR DE PR|739017||62649||676368|736907
34387|COOP A&C BO QUEBRADA|29355||4732||24623|736907
34388|XEROX-CONTRATO ARRENDAMIENTO|5080||5080||0|736907
34389|PRESTAMO DE AUTO|34761||7836||26925|736907
34390|N/P-POWERNET (AUTO)|4459||4459||0|736968
34391|PERMIAN CHEVROLET||32891|32891||0|736968
34399|Auto Loan|4769|0|4143||626|737250
34401|GM FINANCIAL|0|25471|1287||24184|737341
34402|M&T Construction Loan|2924285|0|68252||2856033|737369
34403|N/A|0|0|0|0|0|737391
34404|UNION YES FEDERAL CREDIT UNION|8577|0|6874|0|1703|737403
34405|FORD CREDIT|40806|0|15572|0|25234|737403
34406|OPEIU INTERNATIONAL |0|98000|9800|0|88200|737403
34409|RWDSU|14392|0|11431|0|2961|737421
34410|Wells Fargo|0|128381|0|0|128381|737421
34412|Morgan Stanley|0|250000|250000||0|737670
34413|FORD MOTOR CREDIT||58561|813||57748|737674
34414|FORD MOTOR CREDIT||58281|809||57472|737674
34415|Chicago Teachers Union Foundation|5021213|||312844|4708369|737701
34416|None|0|0|0|0|0|737745
34417|Bob Robinson Chevrolet|0|14086|14086|0|0|737762
34418|INB|47767|0|47767|0|0|737811
34419|INB|13767|0|13767|0|0|737811
34420|FORD CREDIT|28728|0|11120||17608|737836
34421|ALLY BANK|0|24912|2497||22415|737836
34422|ALLY FINANCIAL|16377|0|11109|0|5268|737843
34425|Ally|0|19949|19949|0|0|737935
34426|Ford Motor Credit|0|71311|7814|0|63497|737935
34427|GM Financial|60596|0|60596|0|0|737935
34428|Comerica Bank (PPP)|0|5604200|0|0|5604200|737980
34432|CWA NATIONAL|177233|0|0|4975|172258|738322
34438|TD Bank|27437||27437||0|738445
34437|SunTrust Loan|0|3100000|1000000||2100000|738403
34439|FileMaker 479|6819||||0|738445
34440|BUSEY BANK|449|0|449|0|0|738494
34441|BUSEY BANK|287|0|287|0|0|738494
34442|BUSEY BANK|456|0|456|0|0|738494
34443|FORD CREDIT|0|20954|20954|0|0|738494
34444|FORD CREDIT|0|20388|20388|0|0|738494
34445|FORD CREDIT|0|22027|22027|0|0|738494
34446|BUSEY BANK|0|63070|7514|0|55556|738494
34447|BUSEY BANK|4112|0|4112|0|0|738518
34448|BUSEY BANK|16233|0|16233|0|0|738518
34449|FORD CREDIT|0|31259|31259|0|0|738518
34450|FORD CREDIT|0|38704|38704|0|0|738518
34451|BUSEY BANK|0|30983|4161|0|26822|738518
34452|BUSEY BANK|0|38339|5149|0|33190|738518
34453|NONE|0|0|0|0|0|738525
34454|MORTGAGE PAYABLE|45226||4356||40870|738548
34455|BANTERRA BANK|16900|0|7012|0|9888|738600
34456|BANTERRA BANK|13826|0|6236|0|7590|738600
34457|BANTERRA BANK|18406|0|8297|0|10109|738600
34458|BANTERRA BANK|30610|0|9082|0|21528|738600
34459|FORD CREDIT|16752|0|5323|0|11429|738600
34460|BANK OF HERRIN|31311|0|7307|0|24004|738600
34461|BANK OF HERRIN|0|25250|1982|0|23268|738600
34462|BANK OF HERRIN|0|40247|4683|0|35564|738600
34463|LOANS PAYABLE|0|0|0|0|0|738609
34465|Ford Motor Credit|0|33780|33780|0|0|738623
34466|CWA National|234813|0|5963|0|228850|738627
34467|GM FINANCIAL|51477|0|51477|0|0|738632
34468|FORD CREDIT|38049|0|38049|0|0|738632
34469|FORD CREDIT|37935|0|7716|0|30219|738632
34470|FORD CREDIT|35263|0|10579|0|24684|738632
34471|GM FINANCIAL|33595|0|33595|0|0|738632
34472|GM FINANCIAL|0|36533|0|0|36533|738632
34473|CWA WASHINGTON, DC|229594|0|15653|0|213941|738652
34474|Certificates payable|3350|0|0|0|3350|738673
34475|UNION YES FCU - LINE CREDIT|202232|0|36038|0|166194|738690
34476|Lease Payable|13767||7343||6424|738742
34477|YGRENE ENERGY FUND|0|264927|0|0|264927|738759
34478|BUSEY BANK|0|200000|27698|0|172302|738759
34479|EIDL- Emergency Impact Disaster Loan|0|149900|0|0|149900|738775
34480|CWA AFL-CIO, CLC National Union|379904||81520||298384|738805
34481|NONE|0|0|0|0|0|738808
34482|US American Bank|5711|0|5711|0|0|738820
34483|Valley National Bank|19355|0|4302|0|15053|738820
34484|EVERSOURCE|22064|0|16548|0|5516|738826
34485|EVERSOURCE|4272|0|2698|0|1574|738826
34486|National Basketball Players Association|0|741479||290095|451384|738836
34487|Wells Fargo PPP Loan|0|116943|0|0|116943|738853
34488|HVAC Unit Loan |33996|0|6206|0|27790|738856
34490|WELLS FARGO ADVISORS (LINE OF CREDIT)|0|1100082|97677||1002405|738889
34491|DUE TO NATIONAL STRIKE FUND|4892||4892|0|0|738899
34492|CWA INTERNATIONAL|642375|0|41221|0|601154|738906
34493|N/A|0|0|0|0|0|738912
34494|De Lage Landen Financial Services|6290||586||5704|738923
34497|Capital Lease (Phone System)|5614||2010||3604|738926
34498|NONE|0|0|0|0|0|738947
34499|Cannon Lease|247161||95675||151486|738959
34500|Neopost Lease|78100||23605||54495|738959
34501|Carousel Industries|99668||74067||25601|738959
34502|Not Applicable|0|0|0|0|0|738977
34503|SBA|0|178322|0|0|178322|738992
34504|SBA|0|1888772|0|0|1888772|739004
34505|NONE|0|0|0|0|0|739008
34506|none|0|0|0|0|0|739010
34507|CWA INTERNATIONAL|175867|0|12519|0|163348|739047
34508|PNC BANK|88639|0|11538|0|77101|739111
34509|CWA International|14843||14843||0|739156
34510|260 PARK AVENUE REALTY CORP.|41233412|0|42374|9825|41220675|739158
34511|49 EAST 21 COMPANY, INC.|8433327|0|0|0|8436127|739158
34512|PROMISSORY NOTE CWA INT'L|175003|0|11278||163725|739178
34513|Automobile|11991|0|6800||5191|739208
34515|Regions Bank|273700||273700||0|739394
34516|Regions Bank|868179||495045||373134|739394
34517|District Council 33|59382||11455||47927|739522
34518|International Union|37399|0|7074||30325|739821
