RPT_ID|CASH_START|CASH_END|ACCOUNTS_RECEIVABLE_START|ACCOUNTS_RECEIVABLE_END|INVESTMENTS_START|INVESTMENTS_END|FIXED_ASSETS_START|FIXED_ASSETS_END|TREASURY_SECURITIES_START|TREASURY_SECURITIES_END|OTHER_ASSETS_START|OTHER_ASSETS_END|LOANS_RECEIVABLE_START|LOANS_RECEIVABLE_END|TOTAL_START|MARKET_SEC_TOTAL_COST|MARKET_SEC_TOTAL_BOOK_VALUE|OTHER_INV_TOTAL_COST|OTHER_INV_TOTAL_BOOK_VALUE
546724|328505|333583|0|0|1175546|1137460|17490|17633|0|0|0||0|0|||||
576783|31761|32170|||0|0|0|0|0|0|810|810|0|0|32571||||
544013|67317|76878|||0|0|0|0|0|0|0|0|0|0|||||
554700|92124|70013|||0|0|8088|8300|0|0|0|0|0|0|100212||||
555310|217887|234860|||0|0|21188|946|0|0|0|0|0|0|||||
556511|16146|9913|||||||||||||16146||||
551577|99219|77073|||0|0|637|487|0|0|0|0|0|0|99856||||
551247|11902|4756|||0||0||0||0|0|0||11902||||
540510|37688|38327|||0|0|1687|1687|0|0|0|0|0|0|39375||||
557534|43137|38857|||0|0|40116|40116|0|0|0|0|0|0|83253||||
552340|54956|58079|||0|0|3945|3100|0|0|5780|3968|0|0|64681||||
554802|28006|33687|||0|0|0|0|0|0|0|0|0|0|28006||||
554534|32828|32147|||||||||||||32828||||
528144|20678|25713|||67596|76082|9600|9600|0|0|0|0|0|0|97874||||
542572|36161|19873|||0|0|0|0|0|0|0|0|0|0|36161||||
573046|16974|20994||||0||0|0|0|152|152||0|17126||||
552047|13439|13009|||0|0|0|0|0|0|0|0|0|0|13439||||
548624|10591|14028|||8179|8221|0|0|0|0|0|0|0|0|||||
553727|343|3669|||||60|60|||||||403||||
554837|118030|145176|||0|0|0|0|0|0|0|0|0|0|118030||||
541352|15757|8975|||0||0||0||0||0||15757||||
559608|8765|20652|||0|0|0|0|0|0|0|0|0|0|8765||||
551933|10527|10738|||0|0|0|0|0|0|0|0|0|0|10527||||
531511|85054|84114|||0|0|0|0|0|0|0|0|0|0|85054||||
557524|1998|1537|||0|0|0|0|0|0|0|0|0|0|1998||||
529585|5451|320|||0|0|0|0|0|0|0|0|0|0|5451||||
559814|53719|47521|||0|0|0|0|0|0|0|0|0|0|53719||||
555502|64324|88275|||0|0|7112|8314|0|0|0|0|0|0|71436||||
551643|1814|4692|||0|0|0|0|0|0|0|0|0|0|1814||||
551162|74925|86108|||0|0|0|0|0|0|0|0|0|0|74925||||
557081|9121|9433|||0|0|0|0|0|0|0|0|0|0|9121||||
550213|371563|346088|0|0||0|433351|408101|0|0||0|0|0|||||
534137|34545|61195|||0|0|0|0|0|0|0|0|0|0|34545||||
549769|3468|14669|||0|0|0|0|0|0|0|0|0|0|||||
557761|31908|28742|||0|0|0|0|0|0|0|0|0|0|31908||||
538673|93826|109785|||16574|16694|0|0|0|0|0|0|0|0|110400||||
556601|53619|51958|||0|0|0|0|0|0|0|0|0|0|53619||||
557401|41685|46627|||0|0|0|0|0|0|0|0|0|0|41685||||
683206|27505|38547|||0|0|0|0|0|0|0|0|0|0|||||
548060|1150|1508|||0|0|0|0|0|0|0|0|0|0|||||
533701|535064|371816|95448|56527|0||69946|83596|0|0|0|1707|0|1471|||||
535773|60188|63273|||0|0|0|0|0|0|0|0|0|0|||||
533733|1008180|1359387|||||4285453|4173317|0|0|139|139|||||||
536088|40152|37755|||0|0|0|0|0|0|0|0|0|0|40152||||
534002|86514|81657|||0|0|0|0|0|0|0|0|0|0|||||
534612|614004|727669|47241|49631|1379123|1383980|2719|43568|0|0||1058||0|||||
530140|27119|21487|||0|0|0|0|0|0|0|0|0|0|||||
535733|93992|97203|0|0|0|0|9445|5306|0|0|0|0|0|0|||||
551838|201669|192316|||0|0|3249|18158|0|0|0|0|0|0|||||
534264|19162|21365|||0|0|662|596|0|0|0|0|0|0|||||
534349|4994|2883|||0|0|0|0|0|0|0|0|0|0|4994||||
534212|33270|34033|||0|0|0|0|0|0|0|0|0|0|33270||||
536112|35668|37189|||||||||||||35668||||
549624|56673|30086|||0|0|0|0|0|0|0|0|0|0|||||
547461|34746|32259|||0|0|2790|2790|0|0|0|0|0|0|37536||||
533666|1249|1271|||0|0|0|0|0|0|0|0|0|0|1249||||
551239|111350|115141|||0|0|2765|2765|0|0|0|0|0|0|114115||||
551555|16162|21658|||157787|151990|0|0|0|0|139|139|0|0|174088||||
546415|77289|79636|||0|0|0|0|0|0|0|0|0|0|||||
545855|195683|212465|||0|0|190|841|0|0|0|0|0|0|195873||||
549775|50677|29225|||0|0|58751|58751|0|0|0|0|0|0|109428||||
557950|70864|66897|||0|0|14522|14522|0|0|0|0|0|0|85386||||
575501|86239|67767|||0|0|0|0|0|0|0|0|0|0|||||
557521|38060|39951|||0|0|0|140|0|0|0|0|0|0|38060||||
552693|66079|81166|||0|0|6357|6357|0|0|0|0|0|0|72436||||
540406|90489|111767|||0|0|67835|67835|0|0|0|0|0|0|||||
542654|61848|59254|||0|0|0|0|0|0|0|0|0|0|61848||||
553914|24181|31444|||0|0|2885|2885|0|0|0|0|0|0|27066||||
547217|189004|340189|||||71037|7339|0|0|||||||||
548127|268650|663135|262412|175469|0|0|2217|2925|0|0|23299|11687|0|0|||||
546868|21926|33569|||0|0|0|0|0|0|8000|8000|0|0|||||
541055|24253|13751|||0|0|0|0|0|0|0|0|0|0|||||
553231|34124|40088|||0|0|0|770|0|0|0|0|0|0|34124||||
543041|808|701|||||||||||||808||||
550379|884204|941833||0|||660371|657900|0|0|0||||||||
547503|312606|418019||0|||636475|623203|0|0||1750|||||||
552322|63821|61247|||0|0|0|0|0|0|0|0|0|0|63821||||
541691|180422|204123||0|||26189|26189|0|0|0|||0|||||
547389|232422|30105|575274|885099|1323219|1323219|1007067|1024966|27467|22787|8191|8191|387|0|||||
547065|27678|17847|||0|0|98636|98636|0|0|0|0|0|0|126314||||
546237|15072|14530|||0|0|0|0|0|0|0|0|0|0|15072||||
548809|264872|296663|||0|0|1920|1261|0|0|0|0|0|0|||||
543116|263127|282414|||0|0|0|0|0|0|0|0|0|0|||||
551049|32492|25930|||||1800|1800|||||||34292||||
542498|9746|10694|||0|0|0|0|0|0|700|500|0|0|||||
541536|121040|121625|||0|0|0|0|0|0|3258|1945|0|0|||||
547368|74174|74674|||0|0|0|0|0|0|0|0|0|0|74174||||
551455|1295|725|||0|0|0|0|0|0|0|0|0|0|||||
546615|36690|38660|||0|0|1875|1875|0|0|0|0|0|0|38565||||
539547|19452|14422|||0|0|85889|85889|0|0|3250|3250|0|0|108591||||
539209|212523|233524|||0|0|1231|1231|0|0|0|0|0|0|213754||||
541098|4688|6473|||0|0|0|0|0|0|0|0|0|0|||||
553885|57517|61878|||0|0|10058|10058|0|0|734|495|0|0|68309||||
552847|10937|14372|||0|0|2268|3501|0|0|0|0|0|0|||||
540205|46666|47709|||0|0|50000|50000|0|0|2000|2000|0|0|||||
539491|15531|19693||||0||0||0||0|0|0|15531||||
550127|13432|9354|||0|0|2252|2027|0|0|11318|14217|0|0|27002||||
546827|91844|67103|||0|0|2875|2875|0|0|0|0|0|0|94719||||
550516|1749491|2087442|0||0||9817|10409|0|0|3800|3800|0||||||
557755|20616|66822|||39326|0|0|0|0|0|0|0|0|0|59942||||
541245|103666|88184|||||8987|8987|0|0|||||||||
542275|35402|36570|||0|0|0|0|0|0|0|0|0|0|||||
541810|60514|59936|||0|0|686|686|0|0|0|0|0|0|61200||||
546238|61399|62478|||0|0|0|0|0|0|0|0|0|0|61399||||
547568|316497|368885|0||0||238783|226151|0|0|0||1196632|1183981|||||
538248|3327|2783|||0|0|0|0|0|0|0|0|0|0|3327||||
538600|10770|11998|||0|0|0|0|0|0|0|0|0|0|||||
543011|62110|45551|||0|0|80191|80191|0|0|4012|4012|0|0|146313||||
539471|18077|18483|||0|0|0|0|0|0|800|800|0|0|18877||||
547639|101244|114051|||0|0|238830|238830|0|0|0|0|0|0|||||
553577|135271|127288|||0|0|0|0|0|0|0|0|0|0|135271||||
