OID|SOURCE|LOANS_OWED_START|LOANS_OBTAINED|CASH_REPAYMENT|NON_CASH_REPAYMENT|LOANS_OWED_END|RPT_ID
18419|FIRST BANK OF DELAWARE|5207952||105022||5102930|504616
19229|0|0|0|0|0|0|515965
19283|0|0|0|0|0|0|516541
16487|PNC BANK -LINE OF CREDIT|47989||47989||0|476326
18065|First National Bank|223676|0|4755|0|218921|495215
18113|FORD CREDIT|27354|0|1725|25629|0|497877
18132|Ford Credit|0|46034|6949||39085|498885
18133|SCHEDULE N/A|0|0|0|0|0|498887
18137|DC33 LEGAL SERV PLAN|122544|0|0|0|122544|499144
18142|NONE|0|0|0|0|0|499189
18144|NONE|0|0|0|0|0|499267
18145|CITIZENS - 2007 CHEVY IMPALA |2537|0|2537|0|0|499274
18146|FORD CREDIT - 2010 ESCAPE|20569|0|20569|0|0|499274
18147|GMAC - 2011 CHEVY IMPALA|18857|0|3585|0|15272|499274
18148|GMAC - 2010 CHRYSLER TOWN & COUNTRY|15208|0|4300|0|10908|499274
18149|FORD MOTOR CORP.|95230|145767|43842|55748|141407|499333
18150|ELECTRICAL FEDERAL CREDIT UNION|37523|0|37523||0|499353
18151|NONE|0|0|0|0|0|499365
18153|US Bank|4046|12127|5253|0|10920|499449
18160|None|0|0|0|0|0|501117
18161|POWERNET BANK - AUTO|9128|0|7828|0|1300|501169
18162|POWERNET BANK - AUTO|22866|0|4692|0|18174|501169
18164|None|0|0|0|0|0|501202
18165|LABOR MGMT COOP TRUST|7391||7391||0|501253
18167|NONE|0|0|0|0|0|501312
18168|FORD MOTOR CREDIT|11461|0|11461|0|0|501316
18169|FORD MOTOR CREDIT|7726|0|7726|0|0|501316
18170|FORD MOTOR CREDIT|0|12648|0|0|12648|501316
18173|General Motors/ Ford Credit|32312|0|32312|0|0|501366
18174|Apple Financial Lease|2724|0|2724|0|0|501430
18175|Note Payable - Colcord|214735|0|24547||190188|501430
18177|AUTO AND EQUIPMENT LOANS|90031|0|90031|0|0|501522
18178|Mortgage Loan|761991|740000|783106||718885|501623
18179|N/A|0|0|0|0|0|501691
18193|NONE|0|0|0|0|0|502037
18194|N/A|0|0|0|0|0|502192
18195|NONE|0|0|0|0|0|502195
18196|NONE|0|0|0|0|0|502248
18197|NONE|0|0|0|0|0|502260
18206|Pacific NW IW Federal Credit Union|22027|26500|48527||0|502344
18207|MORTGAGE PAYABLE|227713|0|12081|0|215632|502520
18208|NONE|0|0|0|0|0|502550
18209|WEST COAST BANK|322727||67976||254751|502602
18210|WEST COAST BANK||100000|||100000|502602
18211|BANK OF O'FALLON|0|9725|9725|0|0|502610
18212|BANK OF O'FALLON|110492|0|5516|0|104976|502610
18213|BANK OF O''FALLON|8415|0|8415|0|0|502610
18214|NONE|0|0|0|0|0|502611
18215|Leaf Funding, Inc.|2840||1358||1482|502615
18216|Sun East FCU||136639|||136639|502615
18217|NONE|0|0|0|0|0|502620
18218|IBEW LU 278 FCU M|7331||7331||0|502627
18219|IBEW LU 278 FCU N|11266||4476||6790|502627
18220|IBEW LU 278 FCU O|6377||6377||0|502627
18221|IBEW LU 278 FCU P|4380||4380||0|502627
18222|IBEW LU 278 FCU Q||12043|5124||6919|502627
18223|IBEW LU 278 FCU U||5129|884||4245|502627
18224|NONE|0|0|0|0|0|502666
18225|STATE FARM BANK|18899|0|18899|0|0|502672
18226|Loan for purchase of new truck|24931|0|24931|0|0|502676
18227|NO. CA. CARPENTERS REGIONAL COUNCIL|2592500|0|104088|0|2488412|502706
18228|NONE|0|0|0|0|0|502716
18229|n/a|0|0|0|0|0|502744
18230|Mortgage|83554|0|8131|0|75423|502881
18231|Advance insurance company|9560|0|0|9560|0|502881
18233|SUNTRUST BANK|43061644||2643305||40418339|502889
18234|Yale Mortgage|196046||4617||191429|502903
18235|FORD CREDIT|335979|32025|175533|0|192471|502910
18237|First bank and trust|21548|100692|60449|0|61791|502990
18238|Midwest Carpenters & Millwrights FCU|72167|0|7444|0|64723|503010
18239|NONE|0|0|0|0|0|503045
