RPT_ID|DUES|TAX|INVESTMENTS|SUPPLIES|LOANS_MADE|INTEREST|DIVIDENDS|RENTS|FEES|LOANS_OBTAINED|OTHER_RECEIPTS|AFFILIATES|MEMBERS|INV_SALE_REINVESTMENTS|ALL_OTHER_RECEIPTS
518467|681968|0|200000|0|0|53260|0|0|7950|0|309895|0|0||309895
528662|62275|0|0|||0|||0||2083||||
515444|8254|0|0|||7|||0||0||||
515058|35529|0|0|||241|||0||0||||
525300|67104|0|0|||109|||0||496||||
520260|111984|0|48776|||908|||0||1606||||
528686|4425|0|0|||150|||0||1851||||
524850|0|41775|0|||0|||0||87042||||
527954|7341|0|0|||0|||0||4205||||
523371|41755|0|0|||0|||0||0||||
516185|24145|0|0|||99|||0||16207||||
518780|94602|0|0|||100|||500||9134||||
529047|80400|0|0|||0|||0||200||||
512454|36405|0|0|||16|||0||205||||
523543|26251|||||15|||||444||||
496063|14074|0|0|||30|||37532||1080||||
520112|0|79632|0|||25|||0||13957||||
524498|40815|||||101|||||79||||
524602|28730||||||||33923||||||
526694|24511|0|0|||0|||0||0||||
522797|27465|0|||||||||20||||
523931|63097|0||||109|||0||||||
513326|12640|0|0|||0|||0||0||||
522927|63675|0|0|||0|||0||109198||||
523570|0|0|0|||0|||0||14052||||
498961|0|116854|0|||11|||0||53519||||
532033|17575|0|0|||0|||260||0||||
501277|14061|0|0|||0|||0||0||||
529201|52885|0|0|||0|||0||58||||
528517|127675|0|0|||15|||0||1290||||
504486|10259|0|0|||22|||0||80||||
523971|14063|0|0|||0|||540||1591||||
524879|32009|0|0|||40|||0||0||||
521870|8337|0|0|||0|||0||0||||
520769|1782153|0|0|0|0|1385|0|0|0||22202|0|0|0|22202
534076|37151|0|0|||0|||0||0||||
517610|18119|0|0|||1|||0||82||||
557720|14219|0|0|||10|||0||0||||
537789|17829|0|0|||0|||0||0||||
523400|85022|0|0|||0|||0||0||||
532000|21568|0|0|||216|||0||2512||||
521704|18833|0|0|||0|||690||246||||
502874|2140097|112292|0|0|102|18|0|0|0||31594|803149|0||19594
506345|23928|0|0|||103|||0||0||||
502827|316099|0||0||2323|0|428017|898775||193469|0|68924||26071
505042|44211|0|0|||66|||0||66||||
502628|107144|0|0|||1033|||0||0||||
504817|676117|0|493541|1268||14490|14489|0|2717196||206782|0|0||4202
505741|0|39897|0|||0|||0||0||||
505372|0|454377|0|0||1384|0|0|0|0|26533|0|0||3543
519498|0|65864|0|||1666|||0||0||||
503397|73463|0|0|||0|||0||0||||
508740|12156|0|0|||0|||0||0||||
503440|49734|0|0|||129|||0||1222||||
505911|30236|||||73|||800||4000||||
519110|63400|0||0||0|165|0|0||723318|0|0||42313
526498|60051|0|0|||129|||0||11440||||
501018|0|0|0|||0|||0||33||||
526159|172075|0|0|||63|||0||2789||||
523200|39401||97357|||4696|||||2763||||
514410|22464|0|0|||753|||0||4300||||
514602|59304|0|0|||438|||0||1083||||
512086|82470|0|0|||12|||0||8726||||
513143|17570|0|0|||249|||0||12||||
511114|0|99460|0|||0|||0||0||||
518192|12702|0|0|||110|||10367||1328||||
518040|133284|0|0|||0|||0||6134||||
511485|66374|0|0|||241|||0||6831||||
513166|60179|||||418|||||94||||
529928|13271|0|0|||4|||0||20||||
517473|19390|0|0|||0|||0||2195||||
514060|406664|0||0||0|0|25795|0||5149|0|0||5149
517051|0|1447679|0|0|0|127|0|0|0||2292050|0|0|0|4791
518231|0|7380|0|||0|||0||0||||
531522|28144|0|0|||15|||0||2099||||
525299|39666|0|0|||86|||0||2596||||
524126|12804|0|0|||0|||0||0||||
519778|131741|0||0||3135|1953|23830|445170||8226|32205|0||8226
518394|1897259|0||0||22677|0|17900|0||156678|0|2520204||
522620|24339|||||32|||||409||||
512329|544433|0||0||63|0|0|0||159862|0|1310||10117
517827|9358324|0|293880|0|0|56|549|767629|354357|0|1233037|17349|0|4200|63059
515440|62519|0|0|||3|||0||17358||||
524048|51018|0|0|||0|||300||5865||||
521679|31032|0|0|||94|||62417||0||||
509597|157704|0|0|||726|||0||19541||||
523534|25515|||||3|||||||||
512337|8735|0|0|||8|||0||0||||
512188|106460|0|0|||341|||1125||484||||
514103|70281|0|0|||36|||0||16522||||
516968|9370|0|0|||0|||0||11121||||
526090|27669|0|0|||54|||550||8498||||
510723|51718|0|0|||2655|||150||1614||||
531629|2605|0|0|||968|||0||0||||
527446|8647|0|0|||0|||0||0||||
525716|51585|0|0|||45|||1100||10061||||
524731|12468|0|0|||4|||0||1165||||
509533|23923|0|0|||159|||0||12078||||
508831|51042||||||||||||||
522722|36394|0|0|||0|||0||4746||||
525690|89057|0|0|||1170|||0||49973||||
516991|1150744|0|0|0|0|1192|0|0|0|0|2415|0|0|0|2415
507928|2168678|0|0|0||813|0|0|0|0|2766|0|0|0|2766
506285|129702|0|0|||3|||0||644||||
518513|447512|0||0||285|0|0|0|0|149828|0|0||5123
517169|11523|0|0|||0|||0||1540||||
512594|52647|0|0|||0|||1550||5539||||
522423|18925|0|0|||649|||0||37||||
590357|1896172|0|0|0|12155|49902|0|0|0|0|115421|0|0||14330
508136|10004|0|0|||0|||0||0||||
