RPT_ID|ACCOUNTS_PAYABLE_START|ACCOUNTS_PAYABLE_END|LOANS_PAYABLE_START|LOANS_PAYABLE_END|MORTGAGE_PAYABLE_START|MORTGAGE_PAYABLE_END|OTHER_LIABILITIES_START|OTHER_LIABILITIES_END|TOTAL_START
385263|0|4046|31095|25424|0|0|2378|2098|
395702|0|0|0|0|0|0|0|0|0
380891|0|0|0|0|0|0|0|0|0
395844|0|0|0|0|0|0|0|0|0
386402|2518|726|0|0|0|0|0|0|2518
383774|0|0|0|0|0|0|0|0|0
393703|0|0|0|0|0|0|0|0|0
387387|0|0|0|0|0|0|0|0|0
390553|0|0|0|0|0|0|0|0|0
386155|0|0|0|0|0|0|0|0|0
377386|0|0|0|0|0|0|0|0|0
380704|4177|11858|0|0|0|0|0|0|4177
379680|0|0|0|0|0|0|0|0|0
388018|0|0|0|0|0|0|0|0|0
346678|0|0|0|0|0|0|0|0|0
393150|0|0|0|0|0|0|0|0|0
381188|||||||2007|2007|2007
387948|0|0|0|0|0|0|0|0|0
388299|||||||||
386601|0|0|0|0|0|0|0|0|0
390002|0|0|0|0|0|0|0|0|0
393341|0|0|0|0|0|0|0|0|0
363335|0|0|0|0|0|0|0|0|0
392517|0|0|0|0|0|0|0|0|0
362117|0|0|0|0|0|0|0|0|0
378733|0|0|0|0|0|0|0|0|0
379598|0|0|0|0|0|0|0|0|0
400975|0|0|0|0|0|0|0|0|0
386020|0|0|0|0|0|0|0|0|
396825|0|0|0|0|0|0|0|0|0
426483|||||||||0
386729|||||||796|590|796
400286|0|0|0|0|0|0|0|0|0
406917|0|0|0|0|0|0|0|0|0
366265|91059|113272|0|0|0|0|3530|11661|
371595|0|0|0|0|0|0|0|0|0
367185|0|0|0|0|0|0|64620|66585|
395088|0|0|0|0|0|0|0|0|0
389369|0|0|1067|0|0|0|668|521|1735
371335|0|0|0|0|0|0|840|826|840
368631|97433|84023|0|0|0|0|9313|6208|
369234|0|0|0|0|0|0|0|0|
367927|0|0|0|0|0|0|0|0|
369171|0|0|0|0|0|0|0|0|
370159|0|0|0|0|0|0|163|163|163
372557|0|0|0|0|0|0|0|0|0
368286|||||||||
374233|||||||||
386815|0|0|0|0|0|0|0|0|0
385574|0||0||0||2274|2674|2274
367376|0|0|0|0|0|0|0|0|0
386961|0|0|0|0|0|0|0|0|0
387975|0|0|0|0|0|0|432|435|432
389086|0|0|0|0|0|0|0|0|0
378110|0|0|0|0|0|0|1031|1024|1031
413712|0|1392|0|0|0|0|0|0|0
389011|0|0|0|0|0|0|0|0|0
393609|0|0|0|0|0|0|0|0|0
379575|0|0|0|0|0|0|452|624|452
383836|0|0|0|0|0|0|1945|1841|1945
391601|0|0|0|0|0|0|0|0|0
382785|0|0|0|0|0|0|1023|329|1023
399126|0|0|0|0|0|0|0|0|0
387059|||||||||0
389449|0|0|0|0|0|0|138013|146622|
379946|4743|34703|0|0|0|0|1302|4532|
385930|0|0|0|0|0|0|0|0|0
386675|0|0|0|0|0|0|0|0|0
394209|0|0|0|0|0|0|0|0|0
394304|0|0|0|0|0|0|0|0|0
379618|0||0||0||0||0
383315|0|0|1600|1600|0|0|4853|4982|
377451|5151|22280|0|0|64744|57536|0|0|
378734|0|0|0|0|0|0|0|0|0
387974|37495|0|0|0|0|0|1566|35005|
383847|0|661687|394203|3900000|0|0|1293177|910995|
394350|0|3468|0|0|0|0|87|549|87
374895|0|0|0|0|0|0|4212|9452|4212
405499|0|0|0|0|0|0|0|0|0
382119|0|0|0|0|0|0|6674|0|6674
389823|0|0|0|0|0|0|0|0|0
376239|0||0||0||0||0
382036|0|0|0|0|0|0|0|0|0
400497|||||||||
393290|0|0|0|0|0|0|0|0|0
391700|0|0|0|0|0|0|0|0|0
389307|0|0|0|0|0|0|0|0|0
381454|5939|6640|0|0|0|0|479|3688|6418
377220|0|0|0|0|0|0|0|0|0
391285|0|0|0|0|0|0|0|0|0
373187|0|37|0|0|0|0|0|0|0
387576|0|0|0|0|0|0|0|0|0
382717|0|0|0|0|0|0|0|0|0
392814|0|0|579|0|0|0|0|0|
371592|0|0|0|0|0|0|0|0|0
406024|2000|0|0|0|0|0|0|0|
377230|0|0|0|0|0|0|0|0|0
377620|0|0|0|0|0|0|0|0|0
393269|0|0|0|0|0|0|0|0|0
383994|0|0|0|0|0|0|367|0|
373239|0|0|0|0|0|0|0|0|0
373874|651|1060|||||||651
377309|0|0|0|0|0|0|0|0|0
376506|0|0|0|0|0|0|0|0|0
386955|0|0|0|0|0|0|0|0|0
389212|112003|136378|||||||
388045|0|0|0|0|0|0|0|0|0
377174|0||0||0||0||0
383480|0|0|0|0|0|0|0|0|
388568|1415|6643|0|0|0|0|0|0|1415
394526|0|0|0|0|0|0|0|0|0
396833|0|0|0|0|0|0|0|0|0
389118|0|0|0|0|0|0|111|133|111
386400|0|2416|0|0|0|0|0|0|0
378040|0|667|0|0|0|0|165|166|165
376500|0|0|0|0|0|0|0|0|0
379374|0|0|0|0|0|0|0|0|0
387873|0||0||0||0||0
382719|0|0|0|0|0|0|0|0|0
409576|0|0|0|0|0|0|0|0|0
431085|0|0|0|0|0|0|0|0|0
389991|0|0|0|0|0|0|0|0|0
381792|0|0|0|0|0|0|138|130|138
389534|1523|775|0|0|0|0|0|0|1523
376775|0|0|0|0|0|0|0|0|0
382117|0|0|0|0|0|0|0|0|0
387835|0|0|0|0|0|0|0|0|0
382942|0|0|0|0|0|0|6425|5919|
394926|||||||||
381611|0|0|0|0|0|0|0|0|0
380167|0|0|0|0|0|0|0|0|0
375220|0|0|0|0|0|0|0|0|0
389194|0|0|0|0|0|0|0|0|0
383848|7640|14491|0|0|0|0|0|0|7640
413051|||||||||
399607|0|0|0|0|0|0|0|0|0
399803|||||||384|556|384
391407|0|0|0|0|0|0|0|0|0
378875|0|0|0|0|0|0|0|0|0
375929|0|0|0|0|0|0|0|0|0
383238|0||0||0||0||0
388001|||||||0|0|0
428784|0|0|0|0|0|0|0|0|0
379822|0|0|0|0|0|0|0|0|0
388311|0|0|0|0|0|0|0|0|0
381890|0|0|0|0|0|0|0|0|
380640|0|0|0|0|0|0|0|0|0
432187|0|0|0|0|0|0|0|0|0
370248|0|509|0|0|84134|82229|0|0|84134
393787|150|193|0|0|0|0|1293|1506|
388375|0|0|0|0|0|0|0|0|0
383235|0||0||0||0||0
380081|0|0|0|0|0|0|0|0|0
388059|0|0|0|0|0|0|0|0|0
380920|0|0|0|0|0|0|0|0|
409567|0|0|0|0|0|0|0|0|0
384632|292858|193748|822690|95629|0|0|4022469|4476499|
399812|0|0|0|0|0|0|0|0|0
384542|0|0|0|0|0|0|0|0|
391584|0|0|0|0|0|0|0|0|0
377489|0|0|0|0|0|0|0|0|0
367780|0|0|0|0|0|0|0|0|0
368004|0|0|0|0|0|0|0|797|
379717|||||||||
373097|16936|41763|0|0|0|0|223366|179583|
373067|8201|8330|0|0|0|0|0|0|
371133|27398|20994|0|0|0|0|15324|24123|
379579|0|0|0|0|0|0|0|0|0
372669|0|0|0|0|0|0|0|0|0
391814|0|0|0|0|0|0|0|0|0
367537|0|0|0|0|0|0|156|231|156
387083|0|0|0|0|0|0|1882|1641|1882
383842|0|0|0|0|0|0|0|0|0
373005|1515|0|56780|55212|0|0|2075|3231|
373008|1533|2742|0|0|0|0|0|0|
406181|0|0|0|0|0|0|0|0|
401187|0|0|0|0|0|0|0|0|
402083|0|0|0|0|0|0|0|0|
406528|0|0|0|0|0|0|0|0|0
392421|0|0|0|0|0|0|0|0|0
389586|131|81|0|0|0|0|0|0|131
390454|0|0|0|0|0|0|0|0|0
399754|0|0|0|0|0|0|0|0|0
431173|0|0|0|0|0|0|0|0|0
393946|677|1285|0|0|0|0|0|0|677
372704|0|0|0|0|0|0|0|0|0
381852|0|0|0|0|0|0|0|0|0
362058|0|0|0|0|0|0|52|268|52
369127|0|0|0|0|0|0|0|0|0
431054||0||0||0||0|
385246|24669|14764|0|0|0|0|2002|872|
386041|0|0|0|0|0|0|0|0|0
388882|0|0|0|0|0|0|0|0|0
385566|0|0|0|0|0|0|0|0|0
369977|0|0|0|0|0|0|538|372|538
367035|0|0|0|0|0|0|0|0|0
389938|0|0|0|0|0|0|0|0|0
389379|0|0|0|0|0|0|0|0|0
387448|0|0|0|0|0|0|0|0|0
405706|0|0|0|0|0|0|0|0|
469264|0|0|0|0|0|0|355|0|355
385982|0|0|0|0|0|0|0|0|0
371589|0|0|0|0|0|0|0|0|0
391384|0||0||0||0||0
383845|1566|1396|0|0|0|0|0|0|1566
386042|0|0|0|0|0|0|0|0|0
383571|1094|2098|0|0|0|0|0|0|1094
389323|0|0|0|0|0|0|0|0|0
373010|0|0|985|0|0|0|6489|10674|
394037|2722|1650|||||922|128|
383262|0|0|0|0|0|0|0|0|0
387397|0|0|0|0|0|0|0|0|0
376507|95424|133778|0|0|0|0|0|0|95424
387430|0|0|0|0|0|0|0|0|0
378456|0|0|0|0|0|0|0|0|0
377151|3259|2875|0|0|0|0|209|682|3468
389635|989|1614|||||||989
378443|0|0|0|0|0|0|0|0|0
390712|0|0|0|0|0|0|0|0|0
386109|0|0|0|0|0|0|0|0|0
395724|0|0|0|0|0|0|0|0|0
399543|0|0|0|0|0|0|0|0|0
386546|0|0|0|0|0|0|0|0|0
379449|0|0|13071|0|0|0|1981|2133|
380754|0|0|0|0|0|0|404|889|404
394308|9996|5941|0|0|0|0|340|860|10336
370877|0|0|0|0|0|0|0|0|0
390772|0|0|0|0|0|0|0|0|0
388825|0|0|0|0|0|0|1177|1112|1177
386151|0|0|0|0|0|0|0|0|0
400087|0|0|0|0|0|0|0|0|
384095|31048|36295|0|0|0|0|75239|277653|
368765|20965|29730|0|0|0|0|1449|6061|
373889|0|0|||||||
400810|0|0|0|0|0|0|0|0|0
432521|0|0|0|0|0|0|0|0|0
391235|||||||480|385|480
375762|0|0|0|0|0|0|0|0|0
386429|0|1026|0|0|0|0|0|0|0
