RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
385263|352223|17877|13948|56958|146045|104176|0|3059|0||26445|0|164074|166163|395472|151555|0|5671|0|0|24400|104456|-280|77406|23381|0|42227|0|5401|38746|9286|0||0
395702|||0||||||||||30344|0|0|0|0|||7650|0|||||||||||2993||0
380891|||0||||||||||51461|3924|0|0|0|||4616|421|||||||||||2458||0
395844|||100||||||||||0|2023|0|0|0|||0|0|||||||||||18840||7686
386402|||2800||||||||||0|23301|899|0|0|||0|8544|||||||||||30690||4582
383774|||2172||||||||||4729|89720|640|16083|0|||24068|25062|||||||||||47752||3160
393703|||1750||||||||||3723|5200|0|0|0|||7271|0|||||||||||7642||0
387387|||3000||||||||||0|0|0|0|0|||13878|93180|||||||||||4000||2550
390553|||1199||||||||||0|0|0|0|0|||8468|0|||||||||||1142||202
386155|||0||||||||||0|13045|0|0|0|||917|0|||||||||||10647||0
377386|||803||||||||||7314|9533|0|0|0|||6224|3846|||||||||||2250||157
380704|||600||||||||||53034|20998|0|0|0|||22366|3482|||||||||||11243||0
379680|||0||||||||||15705|5785|0|1500|0|||1355|0|||||||||||10420||0
388018|||3980||||||||||0|17069|0|0|0|||2124|1484|||||||||||725||2524
346678|||550||||||||||14251|14285|0|0|0|||0|0|||||||||||11418||1025
393150|||1800||||||||||59940|0|0|0|0|||38014|0|||||||||||3476||0
381188|||2207|||||||||||25514||||||13091|1297|||||||||||168||5461
387948|||750||||||||||2376|17604||||||35475||||||||||||5143||
388299|||40||||||||||5835|6989||611||||3426|2260|||||||||||638||629
386601|||1753||||||||||14863|2622|0|0|0|||0|0|||||||||||4732||0
390002|||4676||||||||||0|42990|0|0|0|||78398|2213|||||||||||5555||6505
393341|||0||||||||||0|2347|0|0|0|||11352|1275|||||||||||528||0
363335|||991||||||||||1000|10479|0|0|0|||66664|0|||||||||||10184||48947
392517|||0||||||||||8595|1200|0|0|0|||0|0|||||||||||0||0
362117|||0||||||||||11407|1825|0|0|0|||318|0|||||||||||2238||3625
378733|||709||||||||||5256|33746|0|0|0|||35065|8320|||||||||||14905||3982
379598|||0||||||||||10550|3307|0|0|0|||2283|0|||||||||||267||0
