RPT_ID|DUES|TAX|INVESTMENTS|SUPPLIES|LOANS_MADE|INTEREST|DIVIDENDS|RENTS|FEES|LOANS_OBTAINED|OTHER_RECEIPTS|AFFILIATES|MEMBERS|INV_SALE_REINVESTMENTS|ALL_OTHER_RECEIPTS
385263|632387|0|308906|468|0|22274|0|0|7220|0|434977|0|0|0|434977
395702|51867|0|0|||0|||0||0||||
380891|62563|0|0|||60|||0||0||||
395844|37732|0|0|||1424|||0||0||||
386402|62788|0|0|||1485|||0||1581||||
383774|192813|0|0|||2222|||0||25639||||
393703|6218|0|0|||2890|||0||3899||||
387387|0|54686|0|||1419|||0||82620||||
390553|7088|0|0|||11|||0||2462||||
386155|26733|0|0|||0|||0||0||||
377386|20738|0|0|||666|||0||147||||
380704|118089|0|0|||390|||150||13259||||
379680|34230|0|0|||566|||0||431||||
388018|29747|0|0|||67|||0||0||||
346678|14495|0|0|||311|||26062||2368||||
393150|0|81471|0|||226|||0||22610||||
381188|43731|||||602|||||3||||
387948|24816||||||||27994||||||
388299|22582||||||||225||||||
386601|21859|0|0|||20|||0||0||||
390002|39886|0|0|||0|||0||104566||||
393341|2044|0|0|||13|||0||15404||||
363335|0|128743|0|||2137|||0||34425||||
392517|10250|0|0|||0|||0||0||||
362117|18963|0|0|||0|||0||0||||
378733|104395|0|0|||40|||0||6||||
379598|21158|0|0|||382|||0||0||||
400975|12871|0|0|||55|||0||0||||
386020|1891340|0|0|0|0|6345|0|0|0|0|25281|0|0|0|25281
396825|28625|0|25|||1|||0||473||||
426483|35619|||||79|||||||||
386729|58120|||||112|||||388||||
400286|13599|0|0|||1492|||0||1854||||
406917|14603|0|0|||0|||0||0||||
366265|1496113|135126|0|0|0|13400|34276|0|0|16579|88815|0|0|0|25415
371595|24464|0|0|||419|||0||0||||
367185|369638|0|0|7152|0|19555|0|0|708048|0|141255|0|36120|0|6495
395088|3557|0|0|||291|||0||471||||
389369|51439|0|0|||305|||0||0||||
371335|150530|0|0|||3365|||0||0||||
368631|841713|0|225000|2196|0|45792|40139|0|1865985|0|269713|0|0|0|10747
369234|0|28017|0|0|0|113|0|0|0|0|0|0|0|0|0
367927|9907|292500|0|798|0|4277|0|0|0|0|33419|0|0|0|2496
369171|119241|54841|0|4404|0|10970|5545|0|743860|0|29667|0|2440|0|5490
370159|77906|0|0|||233|||0||0||||
372557|10940|0|0|||5|||0||0||||
368286|44327|||||510|||||1200||||
374233|44013||||||||||||||
386815|68252|0|0|||1922|||0||8805||||
385574|72185||||||||||6916||||
367376|32394|24016|0|||683|||0||62281||||
386961|117349|0|0|||605|||0||3013||||
387975|44003|0|556|||7414|||0||3783||||
389086|19281|0|0|||2026|||0||0||||
378110|51835|0|0|||2858|||0||101||||
413712|48853|0|0|||464|||0||0||||
389011|28664|0|0|||1182|||0||4099||||
393609|12875|0|0|||0|||0||3000||||
379575|13649|0|0|||819|||12810||2265||||
383836|132394|0|0|||660|||0||7339||||
391601|63292|0|444|||2329|||0||1335||||
382785|41742|4313|0|||1410|||0||1||||
399126|21274|0|0|||168|||0||87||||
387059|36773|0|0|||0|||0||0||||
389449|295274|0|0|0|0|0|0|20060|0|0|0|0|0|0|0
379946|0|1157776|0|0|0|3000|0|0|0|0|581299|0|0|0|4514
385930|0|11218|0|||29|||0||0||||
386675|120782|0|0|||11|||0||7605||||
394209|8647|0|0|||381|||0||0||||
394304|20502|0|0|||116|||0||3413||||
379618|12730||||||||||||||
383315|135871|0|0|0|0|24971|6268|28680|510351|0|14650|5500|0|0|9003
377451|1988150|0|101729|0|0|13200|0|15000|0|0|219637|3391701|0|0|0
378734|17687|0|0|||50|||0||533||||
387974|719468|0|0|0|0|0|0|0|0|0|96221|0|0|0|7804
383847|18094640|0|2040814|0|0|1475|997981|628223|74750|7100000|2002599|8356|0|0|257921
394350|61204|0|0|||24|||0||9382||||
374895|55525|0|0|||0|||0||5335||||
405499|27577|0|0|||6493|||56536||0||||
382119|179080|0|0|||3151|||0||21432||||
389823|34740|75|0|||1433|||0||1096||||
376239|10165|||||77|||||48||||
382036|134106|0|0|||2149|||0||1870||||
400497|18550|||||2231|||||5520||||
393290|19718|0|0|||0|||0||0||||
391700|56272|0|15994|||15216|||1150||3||||
389307|25273|0|0|||2058|||0||568||||
381454|94539|0|0|||559|||175||17729||||
377220|20545|0|162|||0|||0||0||||
391285|24710|0|0|||982|||0||1400||||
373187|48889|0|0|||0|||0||0||||
387576|45816|0|0|||0|||2714||79179||||
382717|78022|0|0|||3557|||0||2785||||
392814|0|0|0|0|0|8991|0|0|0|0|108733|0|0|0|2154
371592|115159|0|0|||1233|||0||0||||
