RPT_ID|DUES|TAX|INVESTMENTS|SUPPLIES|LOANS_MADE|INTEREST|DIVIDENDS|RENTS|FEES|LOANS_OBTAINED|OTHER_RECEIPTS|AFFILIATES|MEMBERS|INV_SALE_REINVESTMENTS|ALL_OTHER_RECEIPTS
315081|580894|0|0|943|0|27978|0|0|6550|0|422596|0|0|0|422596
326282|50888|0|0|||0|||0||400||||
311856|61148|0|0|||49|||0||0||||
328257|33700|0|0|||0|||0||0||||
319202|82525|0|0|||2305|||0||52||||
319056|190945|0|0|||596|||0||5704||||
373682|6781|0|0|||2588|||0||45367||||
360242|0|45887|0|||619|||0||96157||||
324952|3793|0|0|||35|||0||2564||||
305864|30283|0|0|||855|||0||957||||
357842|85753|0|0|||425|||1050||13769||||
307586|26450|40|0|||739|||0||0||||
309221|22908|||||71|||||180||||
281735|21017|0|0|||16|||10998||1480||||
309207|0|85650|0|||683|||0||21313||||
327252|47423|0|0|||1212|||0||2647||||
315850|22800||||||||32565||4250||||
330261|20827||||||||||||||
361603|25106|0|0|||22|||0||0||||
308073|3536|0|0|||14|||0||0||||
314331|38086|0|0|||0|||0||25849||||
319823|1882|0|0|||273|||0||14701||||
299147|0|76291|0|||660|||0||35948||||
307625|9765|0|0|||0|||0||0||||
290982|18156|0|0|||0|||0||0||||
309475|106695|0|0|||102|||0||5||||
305627|15666|0|0|||833|||0||0||||
322188|15060|0|0|||26|||0||0||||
315281|1691644|0|0|0|0|6577|0|0|0|0|24742|0|0|0|24742
321556|15858|0|0|||2|||0||20||||
315802|30296|0|0|||150|||0||0||||
316396|118455|||||447|||||4415||||
330262|68136|0|0|||1220|||0||5786||||
331496|14186||||||||||600||||
297076|1466298|99470|320800|0|0|9323|43175|0|0|0|428967|0|0|0|15342
310632|20624|0|0|||270|||0||20217||||
296772|219456|0|0|3067|0|11899|3824|0|370370|0|89652|0|43591|0|4061
315364|12675|0||||272|||0||31||||
324916|40809|0|0|||338|||0||0||||
298360|158576|0|0|||3142|||0||0||||
299301|797148|0|211721|3661|0|48203|30061|0|2453419|0|396771|0|0|0|8045
293925|0|37871|0|||217|||0||0||||
300072|10506|261313|0|1426|0|5134|0|0|0|0|33064|0|0|0|5226
302266|97313|132058|0|3457|0|9385|50|0|539357|0|38494|0|282|0|5002
300273|69274|0|0|||158|||0||0||||
299291|42562|0|0|||166|||0||1200||||
299148|21619|0|0|||0|||1200||12243||||
319319|82121|0|0|||1520|||0||8512||||
325195|72426||||||||||13569||||
298639|57366|10856|0|||1350|||0||2918||||
315206|262801|0|0|0|0|91|0|0|0|0|2502|0|0|0|0
319811|44595|0|6413|||13752|||0||4031||||
319246|21989|0|0|||1170|||0||254||||
320512|45866|0|0|||1306|||0||0||||
345662|5395|0|0|||4|||0||5476||||
315004|23762|0|0|||130|||0||1670||||
311074|15046|||||2058|||12544||1258||||
341498|96314|0|0|||596|||0||5179||||
305883|94560|0|0|||2523|||0||1087||||
308765|49135|4935||||1435|||||1||||
340400|17231|0|0|||16|||0||0||||
317610|263352|0|0|854|0|0|0|15275|0|0|0|0|0|0|0
312878|0|665694|0|0|0|2291|0|0|0|0|345108|0|0|0|8091
318249|0|9016|0|||27|||0||0||||
321780|139129|0|0|||46|||0||12576||||
305789|8559|0|0|||116|||0||15||||
315169|18483|0|0|||121|||0||4261||||
322531|13042|0|0|||0|||0||0||||
314742|127374|0|0|0|2400|71812|5063|7630|520719|0|7991|0|0|0|7991
315833|9635|0|0|||33|||0||565||||
335252|1644557|0|7087|0|0|27700|0|11100|0|0|48348|2105682|0|0|6469
306810|28366|0|0|||31|||0||591||||
312870|760575|0|0|0|0|238|0|0|0|0|104310|0|0|0|22406
313475|15489466|0|5116896|0|0|2607|1382807|521651|159997|1650000|2035524|0|0|0|194206
318524|56134|0|0|||64|||0||10159||||
305089|52558|0|0|||0|||0||4975||||
320047|25412|0|0|||4458|||28950||0||||
308462|249198|0|0|0|0|7059|0|0|40|0|26050|0|361|0|131
317402|30019|120|0|||1660|||0||124||||
306921|12576|0|0|||60|||0||54||||
317373|207712|0|0|||1171|||150||778||||
317933|23427|0|0|||1306|||0||8000||||
326299|20062|0|0|||0|||0||0||||
303579|45389|0|0|||3225|||575||1150||||
316389|54803|0|0|||1823|||0||1600||||
328170|5841|0|0|||0|||0||150319||||
317204|95128|0|13|||237|||1549||14291||||
306839|12151|0|0|||157|||0||0||||
320384|26691|0|0|||839|||0||1921||||
302852|49762|0|0|||0|||0||0||||
333364|44218|0|0|||0|||4090||68458||||
318738|69724|0|0|||3434|||0||3598||||
313482|1212463|0|0|0|0|451|0|0|0|0|12916|0|0|0|0
300692|108035|||||42|||||10396||||
358438|423138|0|0|0|0|0|0|0|15|0|155432|0|0|0|0
309062|14966|0|0|||0|||600||1270||||
308124|0|957040|110000|0|0|2760|0|0|10663|0|27033|1029682|0|0|7227
305731|33874|0|0|||608|||1000||8437||||
333864|21229|0|0|||2091|||0||0||||
313279|2406255|0|0|0|7210|50664|0|0|0|0|135061|0|0|0|30807
304217|12835|||||8|||||||||
307120|29969|0|0|||544|||0||1105||||
305910|45641|0|0|||146|||0||1956||||
309572|216073|0|0|0|0|584|0|1800|1160|0|50928|0|1700|0|5038
326555|13989|0|0|||313|||0||0||||
320359|153902|0|0|||2766|||240||18269||||
318101|23445|||||253|||||618||||
322333|0|5623|0|||0|||0||0||||
327186|0|19084|0|||0|||0||14350||||
307026|8025|0|0|||147|||0||0||||
343983|208724|42060|0|0|0|5119|0|0|0|0|1102|0|6631|0|1102
315874|27120|0|0|||478|||0||3612||||
317016|0|49769|0|||0|||0||15314||||
326804|0|28950|0|||446|||0||2473||||
317132|7285|0|0|||6284|||0||0||||
326857|0|48104|0|||0|||0||0||||
306877|0|60233|0|||191|||0||942||||
308209|12784|0|0|||1087|||0||171||||
308174|37622|0|0|||0|||0||180||||
329990|0|0|0|||0|||0||32156||||
318217|0|20838|0|||71|||0||4730||||
318575|70731|5|0|||139|||0||7281||||
309559|0|9215|0|||0|||0||15436||||
321200|28173|0|0|||0|||0||0||||
318106|107850|0|0|||1328|||3625||7687||||
308351|0|39323|0|||139|||0||2218||||
318496|0|49030|0|||498|||0||0||||
320840|0|0|0|||45|||0||12091||||
303237|29548|0|0|||0|||0||0||||
327267|0|77445|0|||0|||0||3200||||
314402|0|182632|0|70|0|611|0|50|0|0|164227|0|0|0|22841
325638|0|4847|0|||72|||0||0||||
371586|2495|27494|0|||3|||0||6396||||
316460|0|39227|0|||0|||0||620||||
320563|0|7292|0|||17|||0||26||||
302554|6562|0|0|||200|||4386||12||||
318526|0|56114|0|||1496|||0||791||||
313118|16631|0|0|||237|||0||551||||
317277|37112|0|0|||165|||525||2325||||
316931|0|86590|0|||2469|||0||50278||||
309083|4385|0|0|||12|||4464||4365||||
321583|12345|0|0|||15|||0||0||||
317095|43405|||||808|||||70||||
338349|37244|0|0|||22|||55||0||||
311067|0|42983|0|||1773|||0||47||||
309567|26655|0|0|||571|||0||3276||||
330816|0|4721|0|||162|||0||0||||
330820|194185|0|0|||6770|||0||25108||||
326830|15311|0|0|||0|||0||0||||
307530|213735|0|0|||7993|||0||3944||||
319610|0|24918|0|||0|||0||0||||
314839|0|1076306|0|0|0|4776|0|0|0|0|3996|0|0|0|0
316280|0|24642|0|||94|||0||4837||||
319555|172115|0|0|||0|||0||26098||||
