OID|DESCRIPTION|COST_BASIS|DEPRECIATION|BOOK_VALUE|VALUE|ASSET_TYPE|RPT_ID
352637|LAND: 303 ERICKSON BLVD|47003|0|47003|50000|301|709745
352638|BUILDING: 303 ERICKSON BLVD|751639|300232|451407|500000|302|709745
352639|Automobiles and Other Vehicles|105722|19136|86586|90000|303|709745
352640|Office Furniture and Equipment|102644|76540|26104|26000|304|709745
352641|Other Fixed Assets|29311|29311|0|0|305|709745
341654|Leasehold Improvement|149133|130215|18918|18918|302|695510
341655|Automobiles and Other Vehicles|||||303|695510
341656|Office Furniture and Equipment|278050|216348|61702|61702|304|695510
341657|Other Fixed Assets|||||305|695510
357420|Automobiles and Other Vehicles|28172|28172|0|8420|303|713927
357421|Office Furniture and Equipment|9555|9555|0|3000|304|713927
357422|Other Fixed Assets|||||305|713927
343704|3300 US HWY 70 EAST,  DURHAM, NC  27703||0|63500|63500|301|696829
343705|3300 US HWY 70 EAST, DURHAM, NC 27703|63500|63500|0|0|302|696829
343706|IMPROVEMENTS TO THE BUILDING|27912|750|24821|24821|302|696829
343707|Automobiles and Other Vehicles|21530|2363|6104|6104|303|696829
343708|Office Furniture and Equipment|8577|370|123|123|304|696829
343709|Other Fixed Assets|||||305|696829
347163|CARVER COUNTY, MN |100000|0|100000|918200|301|698764
347164|5530 COUNTY ROAD 35, LUTSEN, MN 55612|1005183|656761|348422|839000|302|698764
347165|Automobiles and Other Vehicles|162987|63125|99862|99862|303|698764
347166|Office Furniture and Equipment|347368|278647|68721|68721|304|698764
347167|Other Fixed Assets|0|0|0|0|305|698764
347162|5530 COUNTY ROAD 35, LUTSEN, MN 55612|150000|0|150000|361000|301|698764
340737|Automobiles and Other Vehicles|||||303|694642
340738|Office Furniture and Equipment|9936|7878|2058|2058|304|694642
340739|Other Fixed Assets|||||305|694642
347742|Land - 7320 S. University Ave., Little Rock, AR|29902|0|29902|75000|301|699065
347743|Land - Lot, Little Rock, AR |1|0|1|25000|301|699065
347744|Land - 7400 S. University Ave., Little Rock, AR|80000|0|80000|100000|301|699065
347745|7320 S. University Ave., Little Rock, AR|69761|68661|1100|200000|302|699065
347746|7420 S. University Ave., Little Rock, AR|206779||206779|250000|302|699065
347747|Shop Building, Little Rock, AR|101950||101950|120000|302|699065
347748|Automobiles and Other Vehicles|72337||72337|100000|303|699065
347749|Office Furniture and Equipment|112785|1769|111016|64000|304|699065
347750|Other Fixed Assets|52996||52996|40000|305|699065
344050|5403 Dividend Drive Decatur GA|1684086|64726|1619360|1351438|302|696992
344046|248 Main St Forest Park GA|52500|0|52500|45000|301|696992
344051|109 Gusmus Ave Muscle Shoals AL|215413|114818|100595|57388|302|696992
344052|Automobiles and Other Vehicles|240890|50055|190835|125932|303|696992
344053|Office Furniture and Equipment|33194|12013|21181|21181|304|696992
344054|Other Fixed Assets|||||305|696992
344047|5403 Dividend Drive Decatur GA|250000|0|250000|322500|301|696992
344048|109 Gusmus Ave Muscle Shoals AL|37500|0|37500|9992|301|696992
344049|248 Main St Forest Park GA|298265|160681|137584|278500|302|696992
344348|6279 Nine Mile Road, Warren, MI  48091|284625||284625|284625|302|697254
344349|Automobiles and Other Vehicles|||||303|697254
344350|Office Furniture and Equipment|26189||26189|26189|304|697254
344351|Other Fixed Assets|||||305|697254
345025|325 South Ashland Avenue, Chicago, IL 60607|71168|0|71168|1250000|301|697573
345026|333 South Ashland Avenue, Chicago, IL 60607|135522|0|135522|2250000|301|697573
345027|Building- 333 S. Ashland Ave. Chicago, IL 60607|856072|820782|35290|3800000|302|697573
345028|Automobiles and Other Vehicles|786125|548311|238956|238956|302|697573
345029|Office Furniture and Equipment|449005|447254|1751|112000|302|697573
345030|Other Fixed Assets|171577|77584|93993|125000|302|697573
345031|Automobiles and Other Vehicles|0|0|0|0|303|697573
345032|Office Furniture and Equipment|0|0|0|0|304|697573
345033|Other Fixed Assets|0|0|0|0|305|697573
348989|Automobiles and Other Vehicles|||||303|699964
348990|Office Furniture and Equipment|12668|11287|1381|1381|304|699964
348991|Other Fixed Assets|27345|18407|8938|8938|305|699964
339419|Automobiles and Other Vehicles|||||303|693550
339420|Office Furniture and Equipment|8978||8978|8978|304|693550
339421|Other Fixed Assets|||||305|693550
346723|Automobiles and Other Vehicles|38182|15109|23073|23073|303|698530
346724|Office Furniture and Equipment|49424|48712|712|712|304|698530
346725|Other Fixed Assets|269120|88066|181054|181054|305|698530
347479|Automobiles and Other Vehicles|0|0|0|0|303|698938
347480|Office Furniture and Equipment|0|0|0|0|304|698938
347481|Other Fixed Assets|0|0|0|0|305|698938
369530|HONOLULU|136812|0|136812|0|301|727042
369531|MAUI 2|811259|0|811259|0|301|727042
369532|HILO|45236|0|45236|0|301|727042
369533|KAUAI|223984|0|223984|0|301|727042
369534|MAUI 3|341287|0|341287|0|301|727042
369535|HONOLULU|1106994|774141|332853|0|302|727042
369536|MAUI 2|1800348|893246|907102|0|302|727042
369537|KAUAI|1520737|1163096|357641|0|302|727042
369538|HAWAII|464515|322526|141989|0|302|727042
369539|HONOLULU IMPROVEMENTS|2393|2393|0|0|302|727042
369540|OREGON IMPROVEMENTS|18401|15702|2699|0|302|727042
369541|Automobiles and Other Vehicles|0|0|0|0|303|727042
369542|Office Furniture and Equipment|2148180|1936613|211567|0|304|727042
369543|Other Fixed Assets|||||305|727042
335959|Automobiles and Other Vehicles|24095|9638|14457|14457|303|686348
335960|Office Furniture and Equipment|111225|79280|31945|31945|304|686348
335961|Other Fixed Assets|8354|862|7492|7492|305|686348
335992|Automobiles and Other Vehicles|121861|78981|42880|42880|303|686403
335993|Office Furniture and Equipment|124491|119134|5357|5357|304|686403
335994|Other Fixed Assets|2729|2729|0|0|305|686403
334659|Land (Boron, CA)|2000|0|2000|2000|301|684854
334660|Building (Boron, CA)|396266|185846|210420|175000|302|684854
334661|Automobiles and Other Vehicles|||||303|684854
334662|Office Furniture and Equipment|117292|87846|29446|65000|304|684854
334663|Other Fixed Assets|1314||1314|1000|305|684854
351523|145 COLONIAL CT., MT. CLEMENS, MI 48043|234761|75335|159426|156426|302|708230
351524|Automobiles and Other Vehicles|||||303|708230
351525|Office Furniture and Equipment|33440|32209|1231|1231|304|708230
351526|Other Fixed Assets|||||305|708230
335973|17233 W Ten Mile Rd, Southfield, Michigan|20000|0|20000|20000|301|686370
335974|17233 W Ten Mile Rd, Southfield, Michigan|204447|204447|0|295400|302|686370
335975|Automobiles and Other Vehicles|0|0|0|0|303|686370
335976|Office Furniture and Equipment|88157|87943|214|214|304|686370
335977|Other Fixed Assets|190477|121224|69253|69253|305|686370
335525|190 W. G STREET, COLTON CA 92324|25160|0|25160|25160|301|685960
335526|190 W. G STREET, COLTON CA 92324|145295|145295|0|282235|302|685960
335527|Automobiles and Other Vehicles|0|0|0|0|303|685960
335528|Office Furniture and Equipment|49220|45844|3376|3376|304|685960
335529|Other Fixed Assets|184437|147857|36580|36580|305|685960
336611|100 N River St, Newcomerstown, OH 43832|247789|54230|193559|180000|302|688141
336612|Automobiles and Other Vehicles|31788|31788|0|5000|303|688141
336613|Office Furniture and Equipment|16144|16144|0|0|304|688141
336614|Other Fixed Assets|||||305|688141
347561|Other Fixed Assets|||||305|698984
347557|1440 BELLEFONTAINE AVE. LIMA, OH|20073|0|20073|20073|301|698984
347558|1440 BELLEFONTAINE AVE. LIMA, OH|82207|0|82207|82207|302|698984
347559|Automobiles and Other Vehicles|||||303|698984
347560|Office Furniture and Equipment|13670|0|13670|13670|304|698984
347434|Automobiles and Other Vehicles|129929|51312|78617|78617|303|698910
347435|Office Furniture and Equipment|38110|31355|6755|6755|304|698910
347436|Other Fixed Assets|0|0|0|0|305|698910
330995|161 LONDONDERRY TPKE, HOOKSETT, NH|805636|534946|270691|493200|302|682547
330994|161 LONDONDERRY TPKE, HOOKSETT, NH|48071|0|48071|316700|301|682547
330996|Automobiles and Other Vehicles|44591|42360|2231|15000|303|682547
330997|Office Furniture and Equipment|26642|25627|1015|3000|304|682547
330998|Other Fixed Assets|16000|16000|0|1000|305|682547
343261|Automobiles and Other Vehicles|||||303|696569
343262|Office Furniture and Equipment|||||304|696569
343263|Other Fixed Assets|||||305|696569
339290|Automobiles and Other Vehicles|||||303|693426
339291|Office Furniture and Equipment|||||304|693426
339292|Other Fixed Assets|||||305|693426
332223|NONE|0|0|0|0|301|683371
332224|NONE|0|0|0|0|302|683371
332225|Automobiles and Other Vehicles|0|0|0|0|303|683371
332226|Office Furniture and Equipment|23302|20416|2886|2886|304|683371
332227|Other Fixed Assets|0|0|0|0|305|683371
339940|100 BLUE SKY PARKWAY, LEXINGTON, KY 40509|95000|0|95000|150000|301|694082
339941|100 BLUE SKY PARKWAY, LEXINGTON, KY 40509|497357|401405|95952|700100|302|694082
339942|Automobiles and Other Vehicles|7400|6829|571|500|303|694082
339943|Office Furniture and Equipment|74681|56773|17908|16000|304|694082
339944|Other Fixed Assets|||||305|694082
329734|Automobiles and Other Vehicles|143668|0|143668|143668|303|679460
329735|Office Furniture and Equipment|58426|0|58426|58426|304|679460
329736|Other Fixed Assets|||||305|679460
335081|199 NORTH WELLWOOD AVENUE, LINDENHURST, NY 11757|345000|66604|278396|278396|302|685511
330201|199 NORTH WELLWOOD AVENUE, LINDENHURST, NY 11757|345000|62771|282229|282229|302|680811
330202|Automobiles and Other Vehicles|189816|174394|15422|15422|303|680811
330203|Office Furniture and Equipment|61268|28879|32389|32389|304|680811
330204|Other Fixed Assets|279006|40684|238322|238322|305|680811
335082|Automobiles and Other Vehicles|189816|176678|13138|13138|303|685511
335083|Office Furniture and Equipment|64719|30793|33926|33926|304|685511
335084|Other Fixed Assets|284866|44071|240795|240795|305|685511
330766|Automobiles and Other Vehicles|56506|56506|0|20000|303|682156
330767|Office Furniture and Equipment|57641|57641|0|1000|304|682156
330768|Other Fixed Assets|||||305|682156
336521|22330 D ST, ARKANSAS CITY, KS 67005|70315|70315|0|35370|302|687640
336522|22330 D ST, ARKANSAS CITY, KS 67005|48545|1871|46674|48500|302|687640
336523|Automobiles and Other Vehicles|||||303|687640
336524|Office Furniture and Equipment|81487|79326|2161|5000|304|687640
336525|Other Fixed Assets|0|0|0|0|305|687640
341950|Automobiles and Other Vehicles|||||303|695736
341951|Office Furniture and Equipment|4498|4498|0|0|304|695736
341952|Other Fixed Assets|||||305|695736
337435|Office Furniture and Equipment|19596|14354|5242|5242|304|691025
337434|Automobiles and Other Vehicles|||||303|691025
337436|Other Fixed Assets|||||305|691025
336353|Automobiles and Other Vehicles|||||303|686714
336354|Office Furniture and Equipment|||||304|686714
336355|Other Fixed Assets|0|0|0|0|305|686714
335880|Automobiles and Other Vehicles|||||303|686305
335881|Office Furniture and Equipment|243269|238543|4726|4726|304|686305
335882|Other Fixed Assets|98557|37386|61171|61171|305|686305
331441|Land|42565|0|42565|42565|301|682905
331442|Buildings|222751|222751|0|310000|302|682905
331443|Automobiles and Other Vehicles|98040|96467|1573|40000|303|682905
331444|Office Furniture and Equipment|104591|104591|0|10000|304|682905
331445|Other Fixed Assets|||||305|682905
329820|333 EAST BROADWAY, MAYFIELD, KY 42066|110720|0|110720|110720|302|679599
329821|Automobiles and Other Vehicles|40880|0|40880|40880|303|679599
329822|Office Furniture and Equipment|||||304|679599
329823|Other Fixed Assets|||||305|679599
348382|Automobiles and Other Vehicles|||||303|699345
348383|Office Furniture and Equipment|760|646|114|114|304|699345
348384|Other Fixed Assets|||||305|699345
340578|Automobiles and Other Vehicles|||||303|694523
340579|Office Furniture and Equipment|3762|3762|0|0|304|694523
340580|Other Fixed Assets|||||305|694523
348969|280 McCloskey Road, Fayetteville, NC|135000|0|135000|135000|301|699923
348970|280 McCloskey Road, Fayetteville, NC|60000||60000|60000|302|699923
348971|Automobiles and Other Vehicles|||||303|699923
348972|Office Furniture and Equipment|25000||25000|25000|304|699923
348973|Other Fixed Assets|||||305|699923
339422|Automobiles and Other Vehicles|||||303|693557
339423|Office Furniture and Equipment|||||304|693557
339424|Other Fixed Assets|||||305|693557
349102|Automobiles and Other Vehicles|93752|93752|0|0|303|700091
349103|Office Furniture and Equipment|||||304|700091
349104|Other Fixed Assets|||||305|700091
338439|1520 Porter Rd Bear DE 19701|50000|0|50000|50000|301|692506
338440|1520 Porter Rd Bear DE 19701|160000||160000|160000|302|692506
338441|Automobiles and Other Vehicles|||||303|692506
338442|Office Furniture and Equipment|11047||11047|11047|304|692506
338443|Other Fixed Assets|||||305|692506
341052|Automobiles and Other Vehicles|||||303|695083
341053|Office Furniture and Equipment|7760|6065|1695|1695|304|695083
341054|Other Fixed Assets|||||305|695083
341843|1819 NEWPORT RD WILMINGTON, DE. 19808|60225||60225|60225|302|695645
341844|Automobiles and Other Vehicles|||||303|695645
341845|Office Furniture and Equipment|||||304|695645
341846|Other Fixed Assets|||||305|695645
342105|Automobiles and Other Vehicles|||||303|695844
342106|Office Furniture and Equipment|56474|0|56474|56474|304|695844
342107|Other Fixed Assets|31765|0|31765|31765|305|695844
349271|Automobiles and Other Vehicles|||||303|700297
349272|Office Furniture and Equipment|12417||12417|12417|304|700297
349273|Other Fixed Assets|||||305|700297
349543|Automobiles and Other Vehicles|||||303|700831
349544|Office Furniture and Equipment|28288||28288|28288|304|700831
349545|Other Fixed Assets|||||305|700831
336187|459 E. Church Street Elmira, NY 14901-2831|95585|48163|47422|143007|302|686506
336188|Office Furniture & Equipment|25692|19280|6412|32104|302|686506
336189|Automobiles and Other Vehicles|||||303|686506
336190|Office Furniture and Equipment|||||304|686506
336191|Other Fixed Assets|||||305|686506
335112|270 ESSJAY ROAD WILLIAMSVILLE, NY 14221|242786|0|242786|242786|301|685520
335111|800 TROY SCHENECTADY ROAD LATHAM, NY 12110|3860896|0|3860896|3860896|301|685520
335113|1 WEST OAK HILL ROAD JAMESTOWN, NY 14701|235451|0|235451|235451|301|685520
335114|30 N. UNION STREET ROCHESTER, NY 14607|874000|0|874000|874000|301|685520
335115|4983 BRITTONFIELD PKWY EAST SYRACUSE, NY 13057|367028|0|367028|367028|301|685520
335116|7 ELLINWOOD COURT NEW HARTFORD, NY 13413|85000|0|85000|85000|301|685520
335117|201 STOCKADE DRIVE KINGSTON, NY 12401|200000|0|200000|200000|301|685520
335118|305 VESTAL PKWY WEST VESTAL, NY 13850|250000|0|250000|250000|301|685520
335119|59 LAWRENCE AVE POTSDAM, NY 13676|2400|0|2400|2400|301|685520
335120|800 TROY SCHENECTADY ROAD LATHAM, NY 12110|23048840|9219536|13829304|13829304|302|685520
335121|270 ESSJAY ROAD WILLIAMSVILLE, NY 14221|1978493|1405230|573263|573263|302|685520
335122|1 WEST OAK HILL ROAD JAMESTOWN, NY 14701|2766363|760615|2005748|2005748|302|685520
335123|30 N. UNION STREET ROCHESTER, NY 14607|4147356|2472661|1674695|1674695|302|685520
335124|4983 BRITTONFIELD PKWY EAST SYRACUSE, NY 13057|2825538|1345422|1480116|1480116|302|685520
335125|7 ELLINWOOD COURT NEW HARTFORD, NY 13413|545955|356848|189107|189107|302|685520
335126|201 STOCKADE DRIVE KINGSTON, NY 12401|1437151|731335|705816|705816|302|685520
335127|305 VESTAL PKWY WEST VESTAL, NY 13850|539385|258632|280753|280753|302|685520
335128|59 LAWRENCE AVE POTSDAM, NY 13676|1916105|335318|1580787|1580787|302|685520
335129|Automobiles and Other Vehicles|4166962|2135189|2031773|2031773|303|685520
335130|Office Furniture and Equipment|6967340|5983282|984058|984058|304|685520
335131|Other Fixed Assets|12357870|7043316|5314554|5314554|305|685520
336516|1015,1017,1019|91000|0|91000|91000|301|687637
336517|1015,1017,1019 Oregon|100000||100000|100000|302|687637
336518|Automobiles and Other Vehicles|||||303|687637
336519|Office Furniture and Equipment|15510||5483|5483|304|687637
336520|Other Fixed Assets|||||305|687637
336100|Automobiles and Other Vehicles|28975|2898|26077|26077|303|686472
336101|Office Furniture and Equipment|19445|18558|887|887|304|686472
336102|Other Fixed Assets|||||305|686472
336702|Automobiles and Other Vehicles||||0|303|688535
336703|Office Furniture and Equipment||||0|304|688535
336704|Other Fixed Assets||||0|305|688535
341933|Automobiles and Other Vehicles|91107|36839|54268|54268|303|695711
341934|Office Furniture and Equipment|96355|87437|8918|8918|304|695711
341935|Other Fixed Assets|||||305|695711
336156|Office condominium|237110|197464|39646|39646|302|686487
336157|Building improvements|9451|8767|684|684|302|686487
336158|Automobiles and Other Vehicles|||||303|686487
336159|Office Furniture and Equipment|34375|30582|3795|3795|304|686487
336160|Other Fixed Assets|||||305|686487
351149|Automobiles and Other Vehicles|||||303|707416
351150|Office Furniture and Equipment|5138|0|5138|5138|304|707416
351151|Other Fixed Assets|||||305|707416
334302|161 Patchway Road, Duncansville, PA 16632-8431|304845|0|304845|304845|301|684209
334303|1276 Liberty Street, Franklin, Pa 16323|26461|0|26461|26461|301|684209
334304|250 Commerce Park Drive, New Columbia, PA 17856|260259|0|260259|260259|301|684209
334305|1258 O'Neill Highway, Dunmore, PA 18512|50000|0|50000|50000|301|684209
334306|150 South 43rd St. Ste. #2, Harrisburg, PA 17111|473039|0|473039|473039|301|684209
334307|4031 Executive Park Drive, Harrisburg, PA 17111|207973|0|207973|207973|301|684209
334308|161 Patchway Road, Duncansville, PA 16632-8431|2346494|1229102|1117392|2712680|302|684209
334309|1276 Liberty Street, Franklin, PA 16323|1406358|641552|764806|1867775|302|684209
334310|250 Commerce Park Drive, New Columbia, PA 17856|2239761|1232782|1006979|2596763|302|684209
334311|1258 O'Neill Highway, Dunmore, PA 18512|1764825|1133204|631621|1952799|302|684209
334312|150 South 43rd St., Ste. #2, Harrisburg, PA 17111|9918743|6344978|3573765|10941530|302|684209
334313|4031 Executive Park Drive, Harrisburg, PA 17111|3924490|3495492|428998|6510025|302|684209
334314|Automobiles and Other Vehicles|45741|45741|0|0|303|684209
334315|Office Furniture and Equipment|4414091|4297099|116992|116992|304|684209
334316|Other Fixed Assets|23697|23697|0|0|305|684209
351256|Automobiles and Other Vehicles|0|0|0|0|303|707693
351257|Office Furniture and Equipment|46406|39389|7017|7017|304|707693
351258|Other Fixed Assets|0|0|0|0|305|707693
335357|Automobiles and Other Vehicles|0|0|0|0|303|685749
335358|Office Furniture and Equipment|0|0|0|0|304|685749
335359|Other Fixed Assets|0|0|0|0|305|685749
340225|Automobiles and Other Vehicles|29859|23732|6127|10000|303|694265
340226|Office Furniture and Equipment|16776|13752|3024|5000|304|694265
340227|Other Fixed Assets|||||305|694265
358422|Land and parking lots|746648|0|746648|746648|301|717224
358423|Building & Bldg. Improvements|704531|0|588739|588739|301|717224
358424|Autos & Other vehicles|74780|0|0|0|301|717224
358425|Office Furn. & Equip.|227224|0|63088|63088|301|717224
358426|Other Fixed Assets|32676|0|0|0|301|717224
358427|Automobiles and Other Vehicles|||||303|717224
358428|Office Furniture and Equipment|||||304|717224
358429|Other Fixed Assets|||||305|717224
342795|Automobiles and Other Vehicles|0|0|0|0|303|696231
342796|Office Furniture and Equipment|12285|8863|3422|3422|304|696231
342797|Other Fixed Assets|0|0|0|0|305|696231
346979|2201 W 52ND AVE, DENVER, CO 80221|50000|0|50000|50000|301|698674
346980|2201 W 52ND AVE, DENVER, CO 80221|82871|82871|0|0|302|698674
346981|2201 W 52ND AVE, DENVER, CO 80221-IMPROVEMENTS|19293|19293|0|0|302|698674
346982|Automobiles and Other Vehicles|||||303|698674
346983|Office Furniture and Equipment|44865|43431|1434|1434|304|698674
346984|Other Fixed Assets|||||305|698674
337655|1451 Old Pickney Howell, MI. 48844|306408|141599|164809|300000|302|691393
337656|Automobiles and Other Vehicles|||||303|691393
337657|Office Furniture and Equipment|44886|44519|367|5500|304|691393
337658|Other Fixed Assets|139834|63560|76274|45000|305|691393
338467|Automobiles and Other Vehicles|19831|3966|15865|15865|303|692521
338468|Office Furniture and Equipment|31875|31875|0|0|304|692521
338469|Other Fixed Assets|||||305|692521
332726|Automobiles and Other Vehicles|||||303|683583
332727|Office Furniture and Equipment|39861|39861|0|1500|304|683583
332728|Other Fixed Assets|||||305|683583
341028|1192 Plainfield Street, Johnston, RI  02919|65000|0|65000|100000|301|695062
341029|1192 Plainfield Street, Johnston, RI  02919|579895|478582|101313|220000|302|695062
341030|Automobiles and Other Vehicles|||||303|695062
341031|Office Furniture and Equipment|29485|29085|400|400|304|695062
341032|Other Fixed Assets|18128|16843|1285|1200|305|695062
337569|1385 Tennessee Ave.|22500|0|22500|22500|301|691252
337570|1385 Tennessee Ave.|473783|171393|302390|302390|302|691252
337571|Automobiles and Other Vehicles|||||303|691252
337572|Office Furniture and Equipment|30321|30321|0|0|304|691252
337573|Other Fixed Assets|||||305|691252
344184|LAND 4409 W ALVA ST TAMPA FL|14600|0|14600|14600|301|697054
344185|BUILDING 4409 W ALVA ST TAMPA FL|358079|305684|52395|52395|302|697054
344186|Automobiles and Other Vehicles|32996|22482|10514|10514|303|697054
344187|Office Furniture and Equipment|43238|39783|3455|3455|304|697054
344188|Other Fixed Assets|||||305|697054
342218|194 W. LAKE ST, ELMHURST, IL 60126|35000|0|35000|40000|301|695917
342219|194 W. LAKE ST, ELMHURST, IL 60126|405407|247426|157981|410000|302|695917
342220|Automobiles and Other Vehicles|0|0|0|0|303|695917
342221|Office Furniture and Equipment|134220|134220|0|122000|304|695917
342222|Other Fixed Assets|2055|2055|0|2100|305|695917
348904|4 NORTH HIGH ST, BALTIMORE MD|348123|220875|127248|200000|302|699755
348903|4 NORTH HIGH ST, BALTIMORE MD|22500|0|22500|30000|301|699755
348905|Automobiles and Other Vehicles|||||303|699755
348906|Office Furniture and Equipment|130236|130236|0|5000|304|699755
348907|Other Fixed Assets|||||305|699755
336699|Automobiles and Other Vehicles|||||303|688530
336700|Office Furniture and Equipment|||||304|688530
336701|Other Fixed Assets|||||305|688530
336698|OFFICE FURNITURE AND EQUIPMENT|34802|0|7124|27678|301|688530
345438|23 BROCK ST #B-03, NORTH HAVEN, CT 06473|15000|0|15000|15000|301|697777
345439|23 BROCK ST #B-03, NORTH HAVEN, CT 06473|128130|126363|1767|99500|302|697777
345440|Automobiles and Other Vehicles|74324|3716|70608|71000|303|697777
345441|Office Furniture and Equipment|41527|31507|10020|12000|304|697777
345442|Other Fixed Assets|||||305|697777
348985|10501 S. Orange Ave, Orlando, FL 32824|232076|0|232076|232076|302|699955
348986|Automobiles and Other Vehicles|0|0|0|0|303|699955
348987|Office Furniture and Equipment|5360|1860|3500|3500|304|699955
348988|Other Fixed Assets|||||305|699955
345213|1987 10TH LAKE AVE, N PALM BEACH , FL|122535|122535|0|150000|302|697684
345214|Automobiles and Other Vehicles|||||303|697684
345215|Office Furniture and Equipment|59078|59078|0|0|304|697684
345216|Other Fixed Assets|||||305|697684
340906|1200 E. Euclid Ave., Des Moines, IA|156000|0|156000|156000|301|694879
340907|1200 E. Euclid Ave., Des Moines|184000|82800|101200|101200|302|694879
340908|Automobiles and Other Vehicles|||||303|694879
340909|Office Furniture and Equipment|55939|54199|1740|1740|304|694879
340910|Other Fixed Assets|||||305|694879
340832|3741 E ATLANTA AVE., PHOENIX, AZ 85040|50000|0|50000|55000|301|694783
340833|3741 E ATLANTA AVE., PHOENIX, AZ 85040|377771|279177|98594|390000|302|694783
340834|Automobiles and Other Vehicles|||||303|694783
340835|Office Furniture and Equipment|206341|199369|6972|6972|304|694783
340836|Other Fixed Assets|||||305|694783
348281|5301 MADISON AVE, SACRAMENTO, CA 95841|68988|0|68988|72000|301|699306
348282|5301 MADISON AVE., SACRAMENTO, CA 95841|117466|23343|94123|100000|302|699306
348283|Automobiles and Other Vehicles|||||303|699306
348284|Office Furniture and Equipment|207388|158893|48495|48495|304|699306
348285|Other Fixed Assets|||||305|699306
342294|Automobiles and Other Vehicles|92445|0|92445|92445|303|695961
342295|Office Furniture and Equipment|90776|0|90776|90776|304|695961
342296|Other Fixed Assets|||||305|695961
349207|Automobiles and Other Vehicles|||||303|700190
349208|Office Furniture and Equipment|42494|41418|1076|1076|304|700190
349209|Other Fixed Assets|||||305|700190
337922|3824 East 16th Street, Kansas City Missouri|943714|310158|633556|633556|302|691862
337923|Automobiles and Other Vehicles|||||303|691862
337924|Office Furniture and Equipment|65863|53623|12240|12240|304|691862
337925|Other Fixed Assets|||||305|691862
337921|3824 East 16th Street, Kansas City Missouri|97300|0|97300|97300|301|691862
349481|Other Fixed Assets|0|0|0|0|305|700708
349479|Automobiles and Other Vehicles|0|0|0|0|303|700708
349480|Office Furniture and Equipment|43956|1489|43956|0|304|700708
339697|Automobiles and Other Vehicles|||||303|693834
339698|Office Furniture and Equipment|||||304|693834
339699|Other Fixed Assets|||||305|693834
