OID|RATE_TYPE|AMOUNT|UNIT|MINIMUM|MAXIMUM|RPT_ID
336092|1103|100.00|ONCE|N/A|N/A|556861
293961|1101|62.75|MONTH|N/A|N/A|532345
293962|1103|100.00|ONCE|N/A|N/A|532345
293963|1104|NONE|N/A|N/A|N/A|532345
293964|1105|NONE|N/A|N/A|N/A|532345
336397|1103|0||||557246
299511|1101|22|month|17|22|535445
299512|1102|3.5%|gross|3.5%|3.5%|535445
299513|1103|50|one time|50|50|535445
299514|1104|n/a||n/a|n/a|535445
299515|1105|n/a||n/a|n/a|535445
336398|1104|0||||557246
336399|1105|0||||557246
302018|1101|39|monthly|22|39|536790
302019|1102|7% of gross|weekly|3%|7%|536790
302020|1103|250|one time|50|250|536790
302021|1104|||||536790
302022|1105|||||536790
302430|1101|35|plus|4%|gross wages|537048
302431|1102|||||537048
302432|1103|200||||537048
302433|1104|||||537048
302434|1105|||||537048
303009|1101|75|month|N/A|N/A|537539
303010|1102|3%|gross|N/A|N/A|537539
303011|1103|40|one time|N/A|N/A|537539
303012|1104|N/A|N/A|N/A|N/A|537539
303013|1105|N/A|N/A|N/A|N/A|537539
303294|1101|2X base rate|0|0|0|537697
303295|1103|50||||537697
303296|1104|||0|0|537697
303297|1105|||0|0|537697
305109|1101|15|MONTH|3|54|538628
305110|1102|2.51|HOUR|1.65|2.51|538628
305111|1103|||30|310|538628
305112|1104|||||538628
305113|1105|||||538628
305663|1101|36.92|Month|na|na|539082
305664|1102|||||539082
305665|1103|||||539082
305666|1104|||||539082
305667|1105|||||539082
306220|1101|69.75|MONTH|N/A|N/A|539422
306221|1103|100.00|ONCE|N/A|N/A|539422
306222|1104|NONE|N/A|N/A|N/A|539422
306223|1105|NONE|N/A|N/A|N/A|539422
306661|1101|N/A|N/A|7.00|27.00|540088
306662|1103|425.00|New Member|N/A|N/A|540088
306663|1104|N/A|N/A|N/A|N/A|540088
306664|1105|N/A|N/A|N/A|N/A|540088
307309|1101|$20|month|$2.50|$20|540584
307310|1102|3%|Gross Wage|N/A|N/A|540584
307311|1103|100|Occurence|$100|$150|540584
307312|1104|N/A|N/A|N/A|N/A|540584
307313|1105|N/A|N/A|N/A|N/A|540584
307805|1101|$15|MONTH|$15|$15|541011
307806|1103|$200|MEMBER|$200|$200|541011
307807|1104|N/A|N/A|N/A|N/A|541011
307808|1105|N/A|N/A|N/A|N/A|541011
307942|1101|47.78|month|47.78|47.78|541062
307943|1103|10.00|member|10.00|10.00|541062
307944|1104|N/A|N/A|N/A|N/A|541062
307945|1105|N/A|N/A|N/A|N/A|541062
308683|1101|33|month|n/a|n/a|541549
308684|1103|25|n/a|n/a|n/a|541549
308685|1104|n/a|n/a|n/a|n/a|541549
308686|1105|n/a|n/a|n/a|n/a|541549
308711|1101|8%|N/A|N/A|N/A|541563
308712|1102|0|N/A|N/A|N/A|541563
308713|1103|500.|N/A|N/A|N/A|541563
308714|1104|0|N/A|N/A|N/A|541563
308715|1105|0|N/A|N/A|N/A|541563
308826|1101|3.5%-5.0%|Gross Wages|3.5%|5.0%|541681
308827|1102|||||541681
308828|1103|||||541681
308829|1104|||||541681
308830|1105|||||541681
309275|1101|20|month|n/a|n/a|542036
309276|1103|n/a|n/a|n/a|n/a|542036
309277|1104|n/a|n/a|n/a|n/a|542036
309278|1105|n/a|n/a|n/a|n/a|542036
309620|1101|0|0|0|0|542249
309621|1103|0|0|0|0|542249
309622|1104|0|0|0|0|542249
309623|1105|0|0|0|0|542249
310811|1101|5%|MO|NA|NA|543045
310812|1103|NA|NA|NA|NA|543045
310813|1104|NA|NA|NA|NA|543045
310814|1105|NA|NA|NA|NA|543045
311391|1101|N/A|MONTH|$10|$102|543375
311392|1102|N/A|N/A|N/A|N/A|543375
311393|1103|N/A|NEW MEM|$50|$100|543375
311394|1104|$1.00|TRANSFER|N/A|N/A|543375
311395|1105|N/A|N/A|N/A|N/A|543375
311554|1101|33/8|Month|8|33|543545
311555|1102|4%|Hour|0|0|543545
311556|1103|800|Member|||543545
311557|1104|||||543545
311558|1105|||||543545
313163|1101|20|0|20|20|544275
313164|1103|10|0|10|10|544275
313165|1104|0|0|0|0|544275
313166|1105|0|0|0|0|544275
336137|1103|0|N/A|0|0|556929
336138|1104|0|N/A|0|0|556929
336139|1105||N/A|0|0|556929
335890|1103|0||||556614
335891|1104|0||||556614
335892|1105|0||||556614
336164|1102|||||556936
336165|1103|||||556936
336166|1104|||||556936
336167|1105|||||556936
336484|1104|||||557364
327131|1101|31|1|31|31|549449
327132|1103|31|1|31|31|549449
327133|1104|||||549449
327134|1105|||||549449
336202|1103|30.00||||556953
336203|1104|0.00||||556953
332488|1101|2.5 hours|Month|na|na|552557
332489|1103|||||552557
332490|1104|||||552557
332491|1105|||||552557
332594|1101|338|yr|0|0|552835
332595|1103|||||552835
332596|1104|||||552835
332597|1105|||||552835
332622|1101|60|month|0|0|552844
332623|1103|10|person|0|0|552844
332624|1104|0||0|0|552844
332625|1105|0||0|0|552844
336485|1105|||||557364
332869|1101|5.00|year|0|0|553619
332870|1103|15.00|year|0|0|553619
332871|1104|0.00|year|0|0|553619
332872|1105|0.00|year|0|0|553619
332949|1101|20.80|bi-week|20.80|20.80|553871
332950|1103|||||553871
332951|1104|||||553871
332952|1105|||||553871
336204|1105|0.00||||556953
333047|1101|0|MONTH|25.00|53.00|554044
333048|1102|0|0|0|0|554044
333049|1103|0|APP.|200.00|1000.00|554044
333050|1104|0|0|0|0|554044
333051|1105|0|PERMIT|83.25|90.00|554044
333385|1101|30|month|360|360|554401
333386|1103|||||554401
333387|1104|||||554401
333388|1105|||||554401
333419|1101|$23.23|Bi-weekly|0|0|554473
333420|1103|0|0|0|0|554473
333421|1104|0|0|0|0|554473
333422|1105|0|0|0|0|554473
333615|1101|3.00|Member/Month|N/A|N/A|554813
333616|1103|||||554813
333617|1104|||||554813
333618|1105|||||554813
333645|1101|0|0|0|0|554822
333646|1103|0|0|0|0|554822
333647|1104|0|0|0|0|554822
333648|1105|0|0|0|0|554822
333671|1101|.88%+2cents|HOUR|$5|1.7%X GROSS|554856
333672|1102|0|0|0|0|554856
333673|1103|10|ONCE|0|0|554856
333674|1104|N/A|0|0|0|554856
333675|1105|N/A|0|0|0|554856
333686|1101|25.49|BI-weekly|25.49|25.49|554861
333687|1103|0||0|0|554861
333688|1104|0||0|0|554861
333689|1105|0||0|0|554861
333724|1101|N/A|N/A|N/A|N/A|554903
333725|1103|N/A|N/A|N/A|N/A|554903
