RPT_ID|DUES|TAX|INVESTMENTS|SUPPLIES|LOANS_MADE|INTEREST|DIVIDENDS|RENTS|FEES|LOANS_OBTAINED|OTHER_RECEIPTS|AFFILIATES|MEMBERS|INV_SALE_REINVESTMENTS|ALL_OTHER_RECEIPTS
581947|1052557|0|200184|0||58214|0|0|8250|49588|22497|0|0||22497
590987|58361|0|0|||0|||0||0||||
588854|37488|||||181|||||||||
589480|71729|0|0|||52|||0||605||||
585828|100363|0|0|||858|||0||5168||||
591966|5181|0|0|||29|||0||918||||
589448|0|41623|0|||24|||0||50000||||
587775|40097|0|0|||0|||0||0||||
576380|21954|0|0|||67|||0||3312||||
589525|76720|0|0|||150|||0||10915||||
585280|221129|0|0|||16|||0||150||||
597360|34246|0|0|||5|||0||0||||
579706|29491|||||8|||||||||
560455|19048|0|0|||37|||30681||39||||
612319|0|87420|0|||4|||0||11531||||
589132|41850|||||21|||||||||
589412|22115||||||||39831||||||
581493|25967|0|0|||0|||75||0||||
589931|34342||||||||||||||
591848|67379|0|0|||125|||0||1500||||
589113|9484|0|0|||1|||0||0||||
595535|50739|0|0|||0|||0||127501||||
584195|0|0|0|||0|||0||16672||||
557426|0|125213|0|||5|||0||22142||||
559035|12329||||||||||100||||
599720|38221|0|0|||0|||0||0||||
592873|125893|0|0|||9|||0||0||||
563484|9725|0|0|||4|||0||0||||
588792|17348|0|0|||0|||585||359||||
586592|39032|0|0|||45|||0||0||||
593097|8443|0|0|||0|||0||1050||||
593444|1740796|0||0||1235|0|0|0||19602|0|0||19602
561924|33725|0|0|||0|||0||0||||
579494|14307|0|0|||4|||0||651||||
626214|8452|0|0|||6|||0||0||||
560986|0|0|0|||0|||0||0||||
602778|92142|0|0|||0|||0||0||||
589962|29624|0|0|||126|||0||369||||
683207|420|0|0|||0|||0||9436||||
595991|19027|0|0|||0|||0||564||||
560839|1781370|95804|0|0|3040|0|0|0|0|0|116374|1052049|0|0|19374
572619|24507|0|0|||35|||0||0||||
560865|325987|0||0||1143|0|365600|836074||211314|0|87562||4323
563337|44521|0|0|||100|||0||0||||
561867|87652|0|0|||805|||0||0||||
561411|662830|0|443607|352|0|23398|8928|0|1953170|0|251327|0|0||9658
560728|0|31312|0|||0|||0||5189||||
562735|0|257375|0|0|0|745|0|0|0|0|10831|0|0||3657
581468|0|120537|0|||1067|||331||14386||||
561751|67368|0|0|||0|||0||0||||
562192|11367|0|0|||0|||0||0||||
560554|54497|0|0|||85|||0||13505||||
563212|33670|||||43|||2400||4000||||
582779|86382|0|0|||0|||0||3826||||
578438|51147|0|0|||0|||0||12518||||
591931|172636|0|0|||27|||0||2820||||
586596|38242|0|49146|||5544|||0||3741||||
583841|22752|0|0|||635|||0||4125||||
588774|60739|0|0|||161|||0||1059||||
580248|84297|0|0|||8|||0||12579||||
588254|18036|0|0|||150|||0||0||||
593574|260860|0||0||48|0|0|0||0|0|0||0
581002|14093|0|0|||102|||8539||5412||||
579526|135720|0|0|||0|||0||9938||||
583556|93398|0|0|||734|||0||767||||
577797|53344|0|0|||276|||0||221||||
589719|13660|0|0|||1330|||0||261||||
579560|443266|0||0||25|0|23420|0||20747|0|0||20747
583206|0|1411198|0|0|0|29|0|0|0|0|245779|0|0|0|779
580091|0|9094|0|||0|||0||265||||
590962|31771|0|0|||3|||0||1243||||
588720|0|12508|0|||0|||0||0||||
588840|32620|0|0|||74|||0||4531||||
580970|11093|0|0|||0|||0||0||||
586567|127265|0||0||3103|0|26480|470013||34124|64415|0||24124
583490|2393576|0|1500|0||6005|0|18100|0||179764|2054769|0||13246
586827|15855|||||30|||||||||
579681|584823|0|0|0|0|1588|0|0|0|0|17628|0|0||8419
582982|8960066|0|6414|0|0|44|0|842777|0|91898|2490092|0|0|10100|87290
582121|51960|0|0|||2|||0||3977||||
579645|16096|0|0|||0|||0||1152||||
591558|30328|0|0|||60|||138251||5278||||
585000|159878|0|0|||131|||0||24233||||
591781|20027|0|0|||2|||0||0||||
591450|13429|0|0|||19|||0||0||||
579337|84724|0|0|||140|||0||0||||
581544|63985|0|0|||7|||0||17074||||
580876|12255|0|0|||0|||0||936||||
615198|9030|0|0|||0|||0||16526||||
574176|25631|0|0|||26|||425||6806||||
574931|70056|0|0|||26936|||675||139||||
591312|9201|0|0|||0|||0||0||||
581253|65286|0|0|||41|||1356||4563||||
581443|13364|0|0|||7|||0||1038||||
576325|24543|0|0|||116|||0||2438||||
575336|18595|0|0|||0|||0||0||||
577912|39184|||||11|||||1908||||
578269|58546|0|0|||77|||0||11257||||
587340|3781495|0||0||1053|0|0|0|0|60702|0|0||3042
578615|141550|0|0|||8|||0||188||||
577836|474070|0||0||0|0|100|140|0|108505|0|220||958
576503|12359|0|0|||0|||0||1394||||
578125|56587|0|0|||0|||0||3309||||
591091|19585|318|0|||0|||0||0||||
585642|1661282|0|0|0|13167|48227|0|0|0|0|98393|0|0|0|14914
573936|11089|0|0|||0|||0||0||||
574268|7715|0|0|||0|||0||1367||||
580296|26715|0|0|||142|||0||2040||||
575507|29144|0|0|||17|||0||1716||||
583685|143393|0|0|||12|||0||22090||||
586655|123572|0|0|||277|||0||22603||||
581923|0|55349|0|||0|||0||0||||
578775|17585|||||59|||||758||||
589209|109604||||||||||5212||||
589268|159365|52181|0|0|0|2405|0|0|0|0|0|0|0||0
588542|0|16059|0|||0|||864||2435||||
585302|0|26252|0|||22|||0||14964||||
579619|0|13431|0|||0|||0||412||||
582269|13630|0|0|||3755|||0||37||||
588787|122053|0|0|||54|||0||2||||
583087|0|34742|0|||0|||0||93||||
583038|15364|0|0|||186|||10||0||||
586957|0|30296|0|||8|||0||745||||
588769|0|17290|0|||7|||0||5150||||
599910||94062|||||||||||||
588856|153618|0|0|||164|||0||8715||||
581799|0|27319|0|||31|||0||22||||
579918|0|30074|0|||0|||0||0||||
573918|67093|0|0|||0|||0||0||||
584114|0|19409|0|||0|||0||0||||
587107|0|52146|0|||19|||0||71524||||
586040|0|44360|0|||11|||0||2977||||
592528|42731|0|0|||78|||0||0||||
578354|0|202524|0|||155|||0||9803||||
585434|57092|0|0|||8|||0||4706||||
586658|61254|0|0|||0|||0||1880||||
576292|19188|0|0|||9|||0||433||||
581031|382122|0||0||14171|0|0|0|0|891|0|0||0
582611|134069|0|77666|0||1720|8039|0|0||10399|0|0|2334|2153
592001|0|8650|0|||0|||0||2952||||
581579|0|721798|0|0|0|0|0|0|0|0|11225|0|0|0|0
572236|0|87074|0|||32|||0||0||||
589471|110838|0|0|||63|||0||4962||||
591101|0|16250|0|||0|||0||3000||||
578473|51797|0|0|||123|||0||0||||
573033|0|127733||0||10|0|0|0||270424|0|0||11005
572666|0|11428|0|||5|||0||0||||
585884|7187050|1825109|497238|0|0|63165|20737|41914|2913|0|43747|236252|889647|473010|2530
541549|12936|0|0|||900|||0||0||||
579733|94954|0|0|||0|||0||0||||
575820|22308|0|0|||0|||0||875||||
574499|1314238|0|0|0|0|1415|0|0|0|0|1972|0|0||1972
574195|1034725|0|0|0|0|29809|16304|0|29710|0|0|0|0|8000|0
572580|773235|0||0|0|943|0|0|0||1369|0|0||1369
573981|101399|0|0|||182|||0||0||||
563247|47854|0|0|||36|||0||77||||
587628|42013|0|0|||58|||0||29||||
579525|31650|0|0|||58|||0||1075||||
573502|330651|0|344538|0||1489|2012|0|0||11961|0|0||11961
573993|419301|0|1107170|0|0|104723|4761|0|0|0|3003|0|0|0|3003
595298|0|0|0|||17419|||103047||103875||||
585795|0|0|0|||1|||118749||376||||
599893|8094|0|0|||0|||0||0||||
587609|0|10056|0|||0|||0||107||||
579318|0|0|0|||5024|||54933||0||||
588065|45501|0|0|||5|||0||1777||||
578415|19387|0|0|||0|||0||26795||||
581438|25290|0|0|||12|||0||191||||
556404|37095|0|0|||0|||0||0||||
578422|0|14040|0|||26|||0||0||||
581829|283435|0||0||1452|0|0|5826||0|0|0||0
588039|0|86306|0|||0|||0||1000||||
583875|159015|0|0|||0|||0||1225||||
585091|0|14032|0|||32|||0||0||||
600763|109803|0|0|||0|||0||0||||
579202|0|22762|0|||4|||0||1578||||
580744|5596|0|0|||7|||0||1560||||
593651|21948||||||||||100||||
562915|19143|0||0||5|0|0|0||0|0|0||0
587839|28544||||||||||||||
578048|0|15716|0|||0|||0||106||||
588055|0|47640|0|||0|||0||0||||
583653|10553|0|0|||7|||0||253||||
579976|21610|0|0|||98|||0||480||||
573862|630281|0|0|0||143|0|0|0|0|54516|0|0||6556
576278|22508|0|0|||769|||0||0||||
583606|154331|0|0|0||1161|0|0|0|0|0|0|0|0|
584578|11245|0|0|||2|||0||862||||
589429|114841|||||49|||||||||
578726|69135|0|0|||70|||0||2787||||
586669|16134|0|0|||0|||0||0||||
578196|127974|0|0|||0|||0||0||||
577076|26586|0|0|||2|||0||142||||
