OID|DESCRIPTION|COST_BASIS|DEPRECIATION|BOOK_VALUE|VALUE|ASSET_TYPE|RPT_ID
242149|110 Dry Road, Whitestown, NY|373915|533|373382|373382|302|581947
242150|Automobiles and Other Vehicles|89815|28572|61243|61243|303|581947
242151|Office Furniture and Equipment|74123|59584|14539|14539|304|581947
242152|Other Fixed Assets|||||305|581947
252697|Land (402 37th Street, Richmond CA)|155000|0|155000|155000|301|593444
252698|Building (402 37th Street, Richmond CA)|448028|237070|210958|210958|302|593444
252699|Automobiles and Other Vehicles|0|0|0|0|303|593444
252700|Office Furniture and Equipment|109904|94285|15619|15619|304|593444
252701|Other Fixed Assets|4259|2235|2024|2024|305|593444
232527|NONE|0|0|0|0|301|560839
232528|NONE|0|0|0|0|302|560839
232529|Automobiles and Other Vehicles|145842|104799|41043|41043|303|560839
232530|Office Furniture and Equipment|28690|25509|3181|3181|304|560839
232531|Other Fixed Assets|22990|22990|0|0|305|560839
232553|814 Airport Blvd., Austin, Texas|124387|0|124387|132337|301|560865
232554|814 Airport Blvd., Austin, Texas|4209998|386816|3823182|4209998|302|560865
232555|Automobiles and Other Vehicles|32722|15270|17452|18000|303|560865
232556|Office Furniture and Equipment|123070|86511|36559|35559|304|560865
232557|Other Fixed Assets|81378|27196|54182|54182|305|560865
232993|Automobiles and Other Vehicles|132969|103058|29911|40000|303|561411
232994|Office Furniture and Equipment|144745|135617|9128|12500|304|561411
232995|Other Fixed Assets|||||305|561411
235756|Automobiles and Other Vehicles|||||303|562735
235757|Office Furniture and Equipment|17397|12047|5350|5350|304|562735
235758|Other Fixed Assets|||||305|562735
235755|none|0|0|0|0|302|562735
235754|none|0|0|0|0|301|562735
239868|3300 US HWY 70 EAST, DURHAM, NC  27703||0|63500|63500|301|579560
239869|3300 US HWY 70 EAST, DURHAM, NC  27703|63500|63500|0|0|302|579560
239870|IMPROVEMENTS TO BUILDING|16851|298|16553|16553|302|579560
239871|Automobiles and Other Vehicles|9715|1943|2267|2267|303|579560
239872|Office Furniture and Equipment|5911|2086|1043|1043|304|579560
239873|Other Fixed Assets|||||305|579560
243721|Automobiles and Other Vehicles|||||303|583206
243722|Office Furniture and Equipment|23563|21757|1806|1806|304|583206
243723|Other Fixed Assets|||||305|583206
249152|Land - 7320 S. University Ave., Little Rock, Ark|29902|0|29902|65000|301|586567
249153|Land - Lot, Little Rock, Ark|1|0|1|19160|301|586567
249154|Land - 7400 S. University Ave., Little Rock, Ark|80000|0|80000|80000|301|586567
249155|7320 S. University Ave., Little Rock, Ark|69761|68661|1100|170000|302|586567
249156|7400 S. University Ave., Little Rock,.Ark|206779||206779|22000|302|586567
249157|Shop Building, Little Rock, Ark|101950||101950|110000|302|586567
249158|Automobiles and Other Vehicles|64015||64015|62000|303|586567
249159|Office Furniture and Equipment|109787|1769|108018|68000|304|586567
249160|Other Fixed Assets|53162||53162|38000|305|586567
244265|248 Main St Forest Park GA|52500|0|52500|52500|301|583490
244266|Birmingham, Alabama|33000|0|33000|33000|301|583490
244267|Muscle Shoals, Alabama|37500|0|37500|37500|301|583490
244268|248 Main St Forest Park GA|297500|113050|184450|297500|302|583490
244269|Birmingham, Alabama|187000|71060|115940|187000|302|583490
244270|Muscle Shoals, Alabama|212500|80750|131750|212500|302|583490
244271|Automobiles and Other Vehicles|145235|51533|93702|93702|303|583490
244272|Office Furniture and Equipment|34746|27957|6789|6789|304|583490
244273|Other Fixed Assets|||||305|583490
239946|Automobiles and Other Vehicles|||||303|579681
239947|Office Furniture and Equipment|26189|0|26189|26189|304|579681
239948|Other Fixed Assets|||||305|579681
243350|325 S. Ashland Avenue, Chgo, IL 60607|71168|0|71168|28500|301|582982
243351|333 S. Ashland Avenue, Chgo, IL 60607|135522|0|135522|150000|301|582982
243352|Bldng-333 S. Ashland Avenue, Chgo, IL 60607|856072|816126|39946|2046500|302|582982
