RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
457682|||2449||||||||||0|6140|0|0|0|||2014|0|||||||||||1522||0
448963|369006|24378|12890|46434|207673|112649|0|3474|0||21580|0|167842|252032|836039|180492|0|7345|0|0|48716|110251|2398|0|0|0|6000|0|4158|15101|54562|0||0
458270|||||||||||||33494|0||||||||||||||||||22654||1099
452556|||0||||||||||39987|3296|0|0|0|||65|486|||||||||||1749||0
460844|||2069||||||||||0|2000|0|3810|0|||556|7109|||0||||||||1890||13923
456825|||2000||||||||||0|19909|604|0|0|||16231|10053|||||||||||5519||4847
455918|||6534||||||||||1823|39987|807|0|0|||9563|9806|||||||||||30739||3140
459407|||610||||||||||5035|9600|0|0|0|||440|0|||||||||||11606||0
453865|||900||||||||||0|0|0|0|0|||12860|136206|||||||||||2605||1560
454051|||0||||||||||0|21281|0|0|0|||6200|0|||||||||||12776||0
444101|||825||||||||||4578|8607|0|0|0|||1393|2468|||||||||||4057||159
458908|||14180||||||||||53364|22814|0|0|0|||6130|0|||||||||||8622||0
474840|||200||||||||||15961|5312|0|3400|0|||9116|0|||||||||||2859||0
447087|||4370||||||||||0|19469|0|0|0|||2602|144|||||||||||1495||15
427033|||0||||||||||11625|18699|0|0|0|||6865|0|||||||||||9301||2048
456568|||3000||||||||||59940|0|0|0|0|||23710|0|||||||||||1634||0
445110|||1160|||||||||||22681||||||16977|5428|||||||||||78||13233
453672|||||||||||||2485|19119||||||34206||||||||||||1334||
455207|||0||||||||||6172|7398|0|603|0|||5986|2123|||||||||||541||937
457954|||40||||||||||15153|2735||||||||||||||||||3381||
453451|||48||||||||||4758|1488|0|0|0|||0|300|||||||||||72||0
464705|||10405||||||||||0|35318|0|0|0|||97725|2036|||||||||||10352||425
452982|||0||||||||||0|2209|0|0|0|||12226|275|||||||||||360||0
430148||||||||||||||9643||||||90843||||||||||||1872||43417
463097|||0||||||||||8658|1380|0|0|0|||370|0|||||||||||85||0
430354|||||||||||||13673|2743||||||968||||||||||||3323||2970
460957|||1466||||||||||3021|35398|0|0|0|||31962|6063|||||||||||17177||3952
455368|||49||||||||||12152|3669|0||0|||1662|0|||||||||||1078||4252
453502|||490||||||||||6735|1106|700|0|0|||350|0|||||||||||559||0
452223|619244|23189|21478|103199|278906|0|42625|0|0||60196|0|515901|801724|18104|168534|0|0|0|||0||||0|7538|1135|18812|8995|416|||
459001|||0||||||||||13662|5995|0|0|0|||697|0|||||||||||2010||0
532219|||0||||||||||0|2950|0|0|0|||0|0|||||||||||3981||1047
465641|||0||||||||||0|0|0|0|0|||0|0|||0||||||||572||0
460320|||6872||||||||||17978|26548|0|0|0|||6142|1558|||||||||||8850||1560
463359|||||||||||||1439|8948||||||4574||||||||||||2960||
452420|||0||||||||||0|13026|0|0|0|||5368|223|||||||||||553||0
433208|1166249|160710|47767|179559|36982|321806|0|0|0||62526|0|0|108226|32730|411320|1451|0|5328|0|488029|320753|1053|46828|274978|0|33653|5449|34095|19723|3848|0||0
438853|||2406|||||||||||1162||||||20480||||||||||||891||101
