RPT_ID|ACCOUNTS_PAYABLE_START|ACCOUNTS_PAYABLE_END|LOANS_PAYABLE_START|LOANS_PAYABLE_END|MORTGAGE_PAYABLE_START|MORTGAGE_PAYABLE_END|OTHER_LIABILITIES_START|OTHER_LIABILITIES_END|TOTAL_START
457682|0|0|0|0|0|0|0|0|0
448963|0|0|19303|32050|0|0|0|4417|
458270||0|0|0||0||0|0
452556|0|0|0|0|0|0|0|0|0
460844|0|0|0|0|0|0|0|0|
456825|0|6904|0|0|0|0|0|0|0
455918|0|0|0|0|0|0|0|0|0
459407|0|0|0|0|0|0|0|0|0
453865|0|0|0|0|0|0|0|0|0
454051|0|0|0|0|0|0|0|0|0
444101|0|0|0|0|0|0|0|0|0
458908|10243|6464|0|0|0|0|0|0|10243
474840|0|0|0|0|0|0|0|0|0
447087|0||0||0||0||0
427033|0|0|0|0|0|0|0|0|0
456568|0|0|0|0|0|0|0|0|0
445110|0||0||0||2007|2007|2007
453672|0|0|0|0|0|0|0|0|0
455207|0|0|0|0|0|0|0|0|0
457954|0||0||0||0||0
453451|0|0|0|0|0|0|0|0|0
464705|0|0|0|0|0|0|0|0|0
452982|0|0|0|0|0|0|0|0|0
430148|0||0||0||0||0
463097|0|0|0|0|0|0|0|0|0
430354|0||0||0||0|192|0
460957|0|0|0|0|0|0|0|0|0
455368|0|0|0|0|0|0|0|0|0
453502|0|0|0|0|0|0|0|0|0
452223|0|0|0|0|0|0|0|0|
459001|0|0|0|0|0|0|0|0|0
532219||0||0||0||0|0
465641|0|0|0|0|0|0|0|0|
460320|0|0|0|0|0|0|735|724|735
463359|||||||||
452420|0|0|0|0|0|0|0|0|0
433208|102845|106255|0|0|0|0|10148|11201|
438853|0|0|0|0|0|0|0|0|0
433356|0|0|0|0|0|1276797|71277|81918|
446719|0|0|0|0|0|0|589|589|589
434092|0|0|0|0|0|0|913|959|913
435898|47810|61773|0|0|0|0|5549|4998|
432912|0|0|0|0|0|0|0|0|
436077|0|0|0|0|0|0|6300|4576|
448509|0|0|0|0|0|0|0|0|0
468239||0||0||0|280|460|280
441333|0|0|0|0|0|0|0|0|0
472072|0|0|0|75000|0|0|0|0|0
437916|||||||||
463084|||||||||0
445291|1500|911|0|0|0|0|0|0|1500
458238|0|0|0|0|0|0|2689|1728|2689
433246|0|0|0|0|0|0|0|0|0
445988|0|0|0|0|0|0|0|0|
455135|0||0||0||348|415|348
447085|0|0|0|0|0|0|0|86|0
445597|0|0|0|0|0|0|357|396|357
463570|0|0|0|0|0|0|0|0|0
459048|0|0|0|0|0|0|0|0|0
442322|0|0|0|0|0|0|0|0|0
447714|0|0|0|0|0|0|439|432|439
448899|0|0|0|0|0|0|2231|887|2231
464866|0|0||0||0||0|
448061|0|0|0|0|0|0|1456|1524|1456
459216|0|0|0|0|0|0|0|0|0
443603|0|0|0|0|0|0|0|0|0
449348|0||0||0|0|0|5028|
445447|53759|51332|0|0|0|0|1979|3296|
458826|0|0|0|0|0|0|0|0|0
458251|0|0|0|0|0|0|0|0|0
456682|0|0|0|0|0|0|0|64|
454678|0||0||0||0||0
450978|0|0|0|0|0|0|3616|5510|
449347|0||0||51264|42059|10123|53941|
452963|0|0|0|0|0|0|0|0|0
448602|0|0|0|0|0|0|26004|25447|
449206|0|0|4400000|1861016|0|0|2045443|2829691|
444823|4097|4055|0|0|0|0|323|65|4420
456364|0|0|0|0|0|0|0|0|0
452008|0|0|0|0|0|0|0|0|0
452746|0|0|0|0|0|0|0|0|0
452764|0|0|0|0|0|0|0|0|0
443630|0|0|0|0|0|0|0|0|0
447271|0|0|0|0|0|0|0|0|0
455022|0|0|0|0|0|0|0|0|0
449096|0|0|0|0|0|0|0|0|0
448771|0|0|0|0|0|0|0|0|0
449911|0|0|0|0|0|0|0|0|0
463918|0|0|0|0|0|0|0|0|0
465434|0|0|0|0|0||0||
446248|2559|2509|0|0|0|0|302|266|2861
454401|0|0|0|0|0|0|0|0|0
446750|0|0|0|0|0|0|0|0|0
441492|79||0||0||0||79
450605|0|0|0|0|0|0|0|0|0
448050|0|0|0|0|0|0|0|0|0
451788|0||0||0|0|0|9346|
437799|0|0|0|0|0|0|0|0|0
469460|0|24396|0||0|0|0|7750|
450418|0|0|0|0|0|0|0|0|0
440091|0|0|0|0|0|0|0|0|0
461576|0|0|0|0|0|0|0|0|0
446786|0||0||0|0|0||
439096|0|0|0|0|0|0|0|0|0
440652|780|51|||||||780
444102|0|0|0|0|0|0|0|0|0
442603|0|0|0|0|0|0|0|0|0
451667|0|7017|0|0|0|0|0|0|0
454976|895|7064|0|0|0|0|0|570|895
444860|0|0|0|0|0|0|0|0|0
444521|||||||||
446337|4780|4141|0|0|0|0|646|470|5426
451257|0|0|0|0|0|0|0|0|
455028|0|0|0|0|0|0|0|0|0
446481|0|0|0|0|0|0|0|0|0
454979|0||0||0||0||0
458327|0|0|0|0|0|0|102|202|0
458257|0|0|0|0|0|0|0|0|0
449978|575|0|0|0|0|0|167|113|742
449541|0|0|0|0|0|0|502|514|502
454629|0|0|0|0|0|0|0|0|0
453469|0|0|0|0|0|0|0|0|0
464850||0||||0|||
448525|||||||||0
454162|0|0|0|0|0|0|0|0|0
450289|0|0|0|0|0|0|143|136|143
454999|0|784|0|0|0|0|0|0|0
454410|0|0|0|0|0|0|0|0|0
440889|0|0|0|0|0|0|0|0|0
452078|0|0|0|0|0|0|0|0|0
454991|0|0|0|0|0|0|894|551|894
471189|0|0|0|0|0|0|0|0|0
445106|0|0|0|0|0|0|0|0|0
454361|0|0|0|0|0|0|0|0|0
441724|0|0|0|0|0|0|0|0|0
457712|0||0||0||0||0
447157|12396|14194|0|0|0|0|0|0|12396
442158|||||||||0
475675|0|0|0|0|0|0|0|0|0
461710|0|0|0|0|0|0|0|0|0
450906|0|0|0|0|0|0|0|0|0
443131|0||0||0|0|0||
448442|0|0|0|0|0|0|0|0|0
457153|0|0|0|0|0|0|0|0|0
453804|0|0|0|0|0|0|0|0|0
449508|0|0|0|0|0|0|0|0|
447419|0|0|0|0|0|0|0|0|0
455751|0||0||0|0|0||
437352|0|0|0|0|58988|0|0|0|58988
449399|||||||||
452404|0|0|0|0|0|0|0|0|0
460173|0|0|0|0|0|0|0|0|0
455196|0|0|0|0|0|0|0|0|0
446790|0|0|0|0|0|0|0|0|
450293|0|0|0|0|0|0|0|0|0
451145|243189|186388|0|0|0|0|6393406|6502766|
436503|0|0||0||0||0|
446867|0||0|15000|0||0||0
441629|0|0|0|0|0|0|0|0|0
