OID|RATE_TYPE|AMOUNT|UNIT|MINIMUM|MAXIMUM|RPT_ID
382834|1105|N/A|N/A|N/A|N/A|593106
339980|1101|17.30|month|N/A|N/A|561081
339981|1103|250|once|250|300|561081
339982|1104|N/A||||561081
339983|1105|N/A||||561081
432083|1104|0|N/A|0|0|618394
342383|1101|N/A|MONTH|6.00|20.00|562284
342384|1102|N/A|N/A|N/A|N/A|562284
342385|1103|N/A|PERSON|0|300.00|562284
342386|1104|N/A|N/A|N/A|N/A|562284
342387|1105|N/A|N/A|N/A|N/A|562284
432084|1105|0|N/A|0|0|618394
346617|1101|N/A|HOUR|2.57|3.02|573160
346618|1102|N/A|N/A|N/A|N/A|573160
346619|1103|N/A|INIT|100|300|573160
346620|1104|N/A|N/A|N/A|N/A|573160
346621|1105|N/A|N/A|N/A|N/A|573160
346893|1101|$30.00|MONTH|$11.00|$30.00|573285
346894|1102|NA|NA|NA|NA|573285
346895|1103|$250.00|ONE TIME|$250.00|$250.00|573285
346896|1104|N/A|N/A|N/A|N/A|573285
346897|1105|N/A|N/A|N/A|N/A|573285
387670|1103|100.50|0|0|0|597522
387671|1104|0|0|0|0|597522
387672|1105|0|0|0|0|597522
349505|1101|10.00|week|0|0|574689
349506|1103|25.00||||574689
349507|1104|||||574689
349508|1105|||||574689
402840|1102|n/a|n/a|n/a|n/a|606182
350394|1101|55|month|40|55|575462
350395|1103|200||||575462
350396|1104|none||||575462
350397|1105|none||||575462
350537|1101|Various|Month|49.30|81.88|575579
350538|1102|||||575579
350539|1103|||||575579
350540|1104|||||575579
350541|1105|||||575579
351018|1101|11.21|wk|0|0|575959
351019|1103|20|||x|575959
351020|1104|||||575959
351021|1105|||||575959
352298|1101|8%|N/A|N/A|N/A|577103
352299|1102|0||||577103
352300|1103|500.|N/A|N/A|N/A|577103
352301|1104|0||||577103
352302|1105|0||||577103
352542|1101|250|Year|na|na|577305
352543|1103|na|na|na|na|577305
352544|1104|na||na|na|577305
352545|1105|na||na|na|577305
353939|1101|20|0|20|20|578310
353940|1103|10|0|10|10|578310
353941|1104|0|0|0|0|578310
353942|1105|0|0|0|0|578310
432085|1101|0|MONTH|13|26|618395
432086|1102|0|N/A|0|0|618395
356657|1101|5%|MO|NA|NA|579971
356658|1103|NA|NA|NA|NA|579971
356659|1104|NA|NA|NA|NA|579971
356660|1105|NA|NA|NA|NA|579971
432087|1103|2|MEMBER|0|0|618395
356943|1101|31.00|month|31|31|580131
356944|1103|31.00|1|31|31|580131
356945|1104|0||||580131
356946|1105|0||||580131
432088|1104|25|MEMBER|0|0|618395
387673|1101|15.00|biweekly|15.00|0|597523
387674|1103|||||597523
387675|1104|||||597523
387676|1105|||||597523
432089|1105|0|N/A|0|0|618395
369356|1101|N/A|MONTH|2 X HOURLY|2.5 X HOURLY|584859
