RPT_ID|DUES|TAX|INVESTMENTS|SUPPLIES|LOANS_MADE|INTEREST|DIVIDENDS|RENTS|FEES|LOANS_OBTAINED|OTHER_RECEIPTS|AFFILIATES|MEMBERS|INV_SALE_REINVESTMENTS|ALL_OTHER_RECEIPTS
231197|603132|0|0|0|0|9555|2029|0|6753|47414|449636|0|0||
234235|38682|0|0|||0|||0||0||||
240734|67065|0|0|||99|||0||0||||
236407|32234|0|0|||0|||0||0||||
282151|69820|0|0|||51|||0||2822||||
232205|181457|0|0|||283|||0||1692||||
224160|7000|0|0|||6187|||0||0||||
233696|0|17975|0|||0|||0||45833||||
241371|2573|0|0|||33|||0||9012||||
222968|21771|0|0|||633|||0||2024||||
244621|77324|||||81|||1400||14482||||
224258|21500|0|0|||312|||0||0||||
234359|54468|0|0|||45|||0||0||||
214606|17566|0|0|||2360|||16584||10639||||
224562|0|66003|0|||595|||0||16223||||
227664|49599|0|0|||354|||0||2578||||
231980|21352||||||||32642||||||
267738|21091|0|0|||0|||0||0||||
233664|16385|0|0|||97|||0||0||||
232632|4008|0|0|||34|||0||405||||
265157|69456|0|0|||6|||0||33790||||
236008|2281|0|0|||259|||0||16558||||
211199|0|34809|0|||500|||6730||6000||||
236219|7720|0|0|||0|||0||0||||
222390|78389|0|0|||65|||0||5396||||
235762|||||||||||||||
231234|984557|0|0|0|0|1138|0|0|0|0|19962|0|0||
298146|33897|0|0|||70|||0||0||||
233359|19495|0|0|||1046|||0||0||||
234684|97164|0|0|||114|||0||8756||||
236610|79715|0|0|||575|||0||9084||||
239706|10045|0|0|||0|||0||0||||
219351|1617088|107797|400000|0|0|9675|0|0|0|0|340324|14445|0||
219377|17458|0|0|||113|||0||0||||
215416|161542|0|0|1964|0|14378|3775|0|304114|0|120216|0|87300||
233636|29142|0|0|||589|||0||654||||
241318|43396|0|0|||1719|||0||0||||
216375|140994|0|0|||1443|||0||0||||
216894|1235139|0|523431|2193|0|15175|18183|0|1181189|0|242836|240779|0||
210690|0|34580|0|||265|||0||0||||
214369|261581|0|0|2011|0|4019|0|0|0|0|35166|0|0||
