RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
124333|||100||||||||||49|1798||||||||||||||||||9763||
122165|||10949|||81441|0|2860|0||18385||135273|130377|201739|101143|0|0|0|231150|20679|||||||||||46822|9480|12338
117881|||0||||||||||15317|0|0|0|0|||0|0|||||||||||4765||250
115536|||0||||||||||0|3550|0|0|0|||5038|712|||||||||||62026||0
123121|||1625||||||||||3451|71149|2173|||||31216||||||||||||85329||7885
113033|||||||||||||3884|602||2000||||1523||||||||||||4617||5200
105875|||1488|||||||||||0||||||5738|0|||||||||||||4920
110758|||5650||||||||||7551|7303|0|0|0|||4266|4929|||||||||||6118||0
115217|||1250||||||||||50549|12884|2180|0|0|||18505|5613|||||||||||4787||0
113074|||300||||||||||10912|6218|0|400|0|||655|0|||||||||||6765||0
115816|||2517||||||||||53332|22385|0|398|0|||6444|4902|||||||||||1180||4101
103713|||1386||||||||||3728|2975|0|0|0|||48853|0|||||||||||451||0
116840|||1525||||||||||46670|1359|0|0|0|||32557|8504|||||||||||15739||0
113948|||2635|||||||||||25433||||||52038|7341|||||||||||751||
116346|||||||||||||2333|12410||58123||||648952||||||||||||9420||
126238|||706||||||||||4816|5545||533||||3203|1777|||||||||||503||7687
125227|||||||||||||10994|3167||545||||1559||||||||||||3364||300
113208|||100||||||||||384|0|0|1814|0|||913|0|||||||||||0||0
132889|||750||||||||||32481|22055||27073|3344|||244||||||||||||3362||750
117258|||100|||||||||||2314||||||23192|745|||||||||||||
103513|||2500|||||||||||3000||||||66787||||||||||||2447||1625
109801|||373||||||||||4390|17997||||||27437|7953|||||||||||20360||
120405|||3564||||38233||||50058||11468|465953|566485|64896||4021||12841|102369|||||||||||211275|7236|12005
120423|||400||||||||||101667|14392|0|0|0|||0|0|||||||||||10050||0
98670|||1000||||||||||10678|475||||||303|308|||||||||||3722||1400
121963|||11476||||||||||60010|19703|0|0|0|||5386|0|||||||||||9038||1951
114456|||0||||||||||49578|4670|0|0|0|||7253|8497|||||||||||3235||0
130132|||629||||||||||0|8922|1937|200|0|||1428|0|||||||||||3115||0
103542||||||||||||||3000||||||39180||||||||||||2155||375
103499|||2000|||47198|0|0|4150||24733||180122|98943|42337|128090|0|0|0|335472|63523|||||||||||67849|0|22079
127184|||3096||||||||||999|11396|7000|||||421|4596|||||||||||477||
130765|||0||||||||||0|16974|0|42|0|||42313|1390|||||||||||8386||1950
107033|||545||||||||||92784|18157||||||22246||||||||||||414||1877
103461|||2950|||166042|215142||||39750||463343|48898|2435|170374||||151489|294722|||||||||||136058||182184
172229||||||||||||||5000||||||17256||||||||||||2099||
105657|||0|||25694|0|1210|0||7913||4575|100488|0|0|0|0|0|37202|8260|||||||||||20889|4638|200
107493||||||62683||5789|||12053||146319|63724|55973|63780||||34401||||||||||||49068||4255
104979|||400||||||||||43372|6549||2000||||||||||||||||11079||700
105761|||0||||||||||20647|6501|0|0|0|||6007|199|||||||||||2573||1227
123957|||3992|||||||||||6072|||||||12110|||||||||||10285||
106571|||200||||||||||38049|624|0|0|0|||16021|0|||||||||||8658||3630
127008|||4081||||||||||2315|18870|0|7711|0|||10111|5134|||||||||||24335||2134
130274|||0||||||||||0|15045|49479|2000|0|||0|98395|||||||||||2500||0
127540|||50||||||||||960|19478|0|0|0|||23795|20193|||||||||||13530||1126
104674||||||3606|80541||110||1980|||13400|||||205900|13415||||||||||||5879|1922|4229
117848|||2435|||21455|0|244|24||8350||145554|68084|0|8950|0|0|0|11936|24739|||||||||||18109|0|5545
119447|||||||||||||14731|15824|6197|300||||7758|7994|||||||||||18678||950
116125|||675||||||||||451|7905|0|0|0|||8|0|||||||||||4739||0
114761|||4267||||||||||50|11420||||||7288|1204|||||||||||8606||
191442|||3924||||||||||14333|15016|0|0|0|||1311|277|||||||||||3502||1620
141967|||757||||||||||26546|8104|0|0|0|||129|521|||||||||||1878||0
119759|||||||||||||7680|12108||7110||||3326||||||||||||7098||975
110700|||4182||||||||||4420|12460||||||25367|19451|||||||||||15141||175
124324|||11212|||4562|0|3085|0||1814||263525|9364|0|0|0|0|0|625|11305|||||||||||11136|0|2103
117992|||0||||||||||1618|22017|0|0|0|||27988|3347|||||||||||891||1671
113032|||0||||||||||335|7772|0|0|0|||2270|0|||||||||||164||0
112333|||1200||||||||||28127|53798|0|16548|0|||14420|0|||||||||||14980||4699
116693|||1000|||39530|0|0|0||16247||109017|135256|0|39239|0|6206|0|3369|0|||||||||||57436|0|0
114713|||16050|||19536|0|0|65||10155||0|2300|2413|25577|18103|0|0|20914|90467|||||||||||28961|0|7114
144215|||0||||||||||0|523|0|0|0|||10858|0|||||||||||66||366
112349|||853||||||||||116385|3105|0|128|0|||25296|14739|||||||||||5949||0
114239|||2133||||||||||0|4531|0|0|0|||2860|0|||||||||||860||0
121821|||2529|||||||||||3031|470|259|||||360|||||||||||4980||1252
124005|||0||||||||||0|0|0|0|0|||0|0|||||||||||15014||0
123643|||3950|||45449|0|0|0||19502||149012|104881|51431|118851|0|4048|0|297562|35615|||||||||||48791|79146|8006
116543|||100||||||||||16032|7911|0|0|0|||2997|0|||||||||||195||0
202976|||9347|||54220|1895|7470|0||3839||510243|96333|360|0|0|0|0|75994|50263|||||||||||35673|3033|2214
123299|||4424|||428265|33006|23931|0||151828||1595131|108092|87365|831818|5264|0|0|880466|1387981|||||||||||577200|0|88895
124013|||0||||||||||11719|0|0|0|0|||114|0|||||||||||806||0
112673|||200||||||||||20861|6364||||||2681|219|||||||||||6909||
113051|||0||||||||||36020|1226|0|0|0|||7667|4092|||||||||||542||0
128312|||350||||||||||16203|22342|2126|5400|0|||6553|1406|||||||||||6510||1534
122026|||100|||10840|0|0|0||0||163289|26314|0|0|0|0|18|11207|9775|||||||||||11099|6298|3938
122910|||10716||||||||||672|2985|0|0|0|||0|274|||||||||||12266||195
113578|||650||||||||||36065|2518|0|0|0|||2035|2925|||||||||||682||0
114533|||3136|||18302|||||5467||104364|26385||||||1885|14182|||||||||||4345||650
190713|||602||||||||||14118|5036|0|2766|0|||16778|0|||||||||||2505||405
113818|||0||||||||||600|8270|0|0|0|||8922|1108|||||||||||3666||0
110871|||3200||||||||||2240|7044||||||2078||||||||||||5201||
125338|||||||||||||39920|10311||||||5507|38|||||||||||2011||155
141572|||1412||||||||||64539|11543|0|0|0|||22062|12599|||||||||||6239||875
128622|||0||||||||||5576|811|0|0|0|||1086|0|||||||||||0||0
122667||||||||||||||7920||||||11279||||||||||||||
119338|||475||||||||||29220|14007|0|0|0|||0|5844|||||||||||1729||1000
114318|||3278||||||||||101995|13070|0|20886|0|||9961|9732|||||||||||6592||154
118892|||600||||||||||0|28308|0|0|0|||7115|4968|||||||||||4446||56
116651|||22095|||144894|0|0|0||38337||669277|146998|0|115814|0|0|0|6756|244327|||||||||||104457|135675|4328
110734|||||||||||||26388|18060|30000|||||2200||||||||||||28177||1870
136432|||2094|||43033|||||14424||241327|111058|||||||57285|||||||||||45331||6525
111811|||1330||||||||||10644|0|0|0|0|||8393|0|||||||||||426||1145
