RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
87803|||2732||||||||||21|30829|888|||||18711|4685|||||||||||7872||
84718|||5639|||85523||2180|||18878||127818|127697|102155|95977||||209887|20226|||||||||||55584|6526|7700
126783|||0||||||||||15038|0|0|0|0|||0|0|||||||||||5143||250
82670|||0||||||||||0|3531|0|0|0|||3869|1406|||||||||||73010||0
99491|||1725||||||||||4104|70591||||||27790||||||||||||65856||5868
81599|||||||||||||3947|||||||6175||||||||||||7376||
74371|||3277|||||||||||0||||||10550|0|||||||||||3944||
78954|||4862||||||||||7061|6046|0|0|0|||16312|4752|||||||||||4973||0
80958|||1087||||||||||49080|13674|4408|0|0|||22918|5656|||||||||||1633||0
83711|||746||||||||||11681|4986|0|1000|0|||300|0|||||||||||4887||0
91156|||6740||||||||||40175|24490||1835||||7205|2367|||||||||||3002||2934
70555|||2029||||||||||10496|2975|0|0|0|||27020|0|||||||||||5848||0
84604|||2700||||||||||39405|810|0|0|0|||43968|8627|||||||||||10794||0
83573|||3844|||||||||||20212||||||52579|8269|||||||||||1903||
99117|||100||||||||||1445|19150||74163||||752619||||||||||||14516||240
99784|||805||||||||||4759|5319||438||||1254|1565|||||||||||468||1350
89045|||515||||||||||8271|3452|0|991|0|||0|119|||||||||||3552||300
79044|||0||||||||||372|0|1170|783|0|||3725|0|||||||||||17||0
80321|||||||||||||30836|17761||12795||||3547|1468|||||||||||5039||2904
89026||||||||||||||2554||||||25845|1000|||||||||||||
69747||||||||||||||3000||||||58824||||||||||||3975||3875
81537|||1325||||||||||12062|420|0|0|0|||144|0|||||||||||0||0
90122|||497||||||||||4463|22416|0|0|0|||67608|13028|||||||||||17592||0
81487|||75||||||||||6190|2579||||||352||||||||||||277||
87873|||2940||||26461||||42051||10878|421446|14134|60334||||85435|90541|||||||||||183958|6103|7171
95945|||50||||||||||89387|9328|0|0|0|||0|0|||||||||||8153||0
92095|||9757||||||||||54824|17729||||||8053||||||||||||2724||1908
89963|||3700||||||||||61616|2803|0|100|0|||413|8061|||||||||||4868||0
107359||||||||||||||6538||||||2313||||||||||||1261||
71879|||200|||||||||||3000||||||79619||||||||||||375||350
75885|||957||||||||||0|1719|0|0|0|||9821|2114|||||||||||687||115
90006|||2065|||41242|0|0|2126||14303||160467|91979|117906|110313|0|0|0|417484|64246|||||||||||74147|0|1116
91377|||700||||||||||697|14860|0|0|0|||4622|3922|||||||||||1194||0
106650|||0||||||||||23418|17198|0|0|0|||1945||||||||||||25975||17952
74613|||56225|||160515|226104||||32578||444658|41633|261500|154872||||172046|281791|||||||||||197553||79768
174760||||||||||||||||||||17861||||||||||||3142||
81708|||0|||24973|0|1226|0||8407||5152|99815|0|0|0|0|0|32455|7848|||||||||||30489|0|383
101580|||500||||||||||8795|357|171|||||30307|23206|||||||||||2032||800
74463|||400||||||||||42485|6012||2000||||||||||||||||12434||
73342|||0||||||||||20219|5920|0|0|0|||4667|0|||||||||||2668||180
90127||||||||||||||6052||4640|||||15335|||||||||||17121||
75571|||110||||||||||41179|508|0|0|0|||15789|0|||||||||||9956||2700
82026|||3691||||||||||2523|19868|0|8862|0|||10783|4873|||||||||||21613||4829
108397|||100||||||||||960|37218|0|0|0|||30963|28001|||||||||||16071||1683
74521||||||10535|||110||4600|||33767|||||214506|8668||||||||||||7246|2487|1821
96747|||3714|||27402|0|1712|24||11640||206980|73118|0|11000|0|0|0|11369|31870|||||||||||8456|0|7119
91616|||||||||||||15713|11167|13751|730|||||7928|||||||||||22486||800
99889|||||||||||||488|10232||||||2271||||||||||||3613||2472
92874|||1161|||||||||||23188||||||5241|5523|||||||||||8457||
95799|||1961||||||||||18250|13501|0|0|0|||2329|1803|||||||||||5795||2245
84175|||||||||||||10599|8705||||||2990||||||||||||||
89024|||||||||||||8295|13136||7090||||3542||||||||||||7674||950
90717|||12591||||||||||4420|23558||||||40791|21401|||||||||||22405||4190
104944|||3457|||0|0|0|0||0||165483|7567|0|0|0|0|0||8536|||||||||||4701|0|1539
92146|||470||||||||||49064|23221||||||32387|1936|||||||||||1625||3788
96259|||0||||||||||685|9111|0|0|0|||5842|0|||||||||||251||0
87131|||0|||45931|0|0|0||19689||95549|47341|0|33871|0|3898|0|7291|112260|||||||||||64689|0|0
107251|||22914|||25138|0|0|0||10423||50|1848|0|21160|26869|0|0|225287|60487|||||||||||37317|0|10622
83620|||300|||||||||||||||||14024||||||||||||||247
89304|||0||||||||||115966|2574|0|4|0|||31189|1807|||||||||||1240||0
79118|||1682||||||||||0|2717|0|0|0|||1597|0|||||||||||1372||0
95563|||2100|||||||||||5380||||||4645||||||||||||379||940
90530|||0||||||||||0|0|0|0|0|||0|0|||||||||||15176||0
