OID|DESCRIPTION|COST_BASIS|DEPRECIATION|BOOK_VALUE|VALUE|ASSET_TYPE|RPT_ID
362984|110 DRY ROAD, WHITESTOWN, NY |373915|54608|319307|319307|302|722137
362985|Automobiles and Other Vehicles|97223|69098|28125|28125|303|722137
362986|Office Furniture and Equipment|55829|52399|3430|3430|304|722137
362987|Other Fixed Assets|||||305|722137
371486|Automobiles and Other Vehicles|||||303|730415
371487|Office Furniture and Equipment|4227|4227|0|0|304|730415
371488|Other Fixed Assets|||||305|730415
355024|Automobiles and Other Vehicles|||||303|710696
355025|Office Furniture and Equipment|2603974|894948|1709026|1709026|304|710696
355026|Other Fixed Assets|4218992|505371|3713621|3713621|305|710696
370851|Automobiles and Other Vehicles|||||303|729334
370852|Office Furniture and Equipment|171752|27487|144265|140000|304|729334
370853|Other Fixed Assets|||||305|729334
372602|Automobiles and Other Vehicles|0|0|0|0|303|733566
372603|Office Furniture and Equipment|1996|1996|0|0|304|733566
372604|Other Fixed Assets|0|0|0|0|305|733566
371060|Other Fixed Assets|0|0|0|0|305|729735
371056|n/a|0|0|0|0|301|729735
371057|n/a|0|0|0|0|302|729735
371058|Automobiles and Other Vehicles|0|0|0|0|303|729735
371059|Office Furniture and Equipment|0|0|0|0|304|729735
373277|402 37th Street Richmond CA|155000|0|155000|155000|301|734889
373278|402 37th Street Richmond CA|547532|298120|249412|249412|302|734889
373279|Automobiles and Other Vehicles|||||303|734889
373280|Office Furniture and Equipment|142014|131282|10732|10732|304|734889
373281|Other Fixed Assets|4259|1275|2984|2984|305|734889
353595|Automobiles and Other Vehicles|||||303|710241
353596|Office Furniture and Equipment|||||304|710241
353597|Other Fixed Assets|||||305|710241
351469|Automobiles and Other Vehicles|0|0|0|0|303|708135
351470|Office Furniture and Equipment|0|0|0|0|304|708135
351471|Other Fixed Assets|0|0|0|0|305|708135
352894|Automobiles and Other Vehicles|||||303|709953
352895|Office Furniture and Equipment|||||304|709953
352896|Other Fixed Assets|||||305|709953
368147|Automobiles and Other Vehicles|||||303|725396
368148|Office Furniture and Equipment|45997|13017|32980|32980|304|725396
368149|Other Fixed Assets|||||305|725396
351619|NONE|0|0|0|0|301|708479
351620|NONE|0|0|0|0|302|708479
351621|Automobiles and Other Vehicles|106017|52737|53280|53280|303|708479
351622|Office Furniture and Equipment|36548|32061|4487|4487|304|708479
351623|Other Fixed Assets|22990|22990|0|0|305|708479
354695|Automobiles and Other Vehicles|31337|12731|18606|18606|303|710606
354696|Office Furniture and Equipment|53561|50467|3094|3094|304|710606
354697|Other Fixed Assets|0|0|0|0|305|710606
351769|814 Airport Blvd., Austin, Texas|124387|0|124387|2810088|301|708665
351770|814 Airport Blvd., Austin, Texas|4245721|927781|3317940|1695092|302|708665
351771|Automobiles and Other Vehicles|63326|6971|56355|56355|303|708665
351772|Office Furniture and Equipment|153278|135527|17751|17751|304|708665
351773|Other Fixed Assets|81378|51166|30212|30212|305|708665
356367|Automobiles and Other Vehicles|||||303|712547
356368|Office Furniture and Equipment|5188|1608|3580|3600|304|712547
356369|Other Fixed Assets|||||305|712547
354962|Automobiles and Other Vehicles|||||303|710669
354963|Office Furniture and Equipment|||||304|710669
354964|Other Fixed Assets|||||305|710669
352520|Automobiles and Other Vehicles|||||303|709659
352521|Office Furniture and Equipment|||||304|709659
352522|Other Fixed Assets|7281|0|7281|7281|305|709659
352506|Automobiles and Other Vehicles|136213|74049|62164|62163|303|709656
352507|Office Furniture and Equipment|211302|166470|44832|30000|304|709656
352508|Other Fixed Assets|||||305|709656
355689|Automobiles and Other Vehicles|||||303|711350
355690|Office Furniture and Equipment|4736|474|4262|4262|304|711350
355691|Other Fixed Assets|||||305|711350
355657|Automobiles and Other Vehicles|||||303|711276
355658|Office Furniture and Equipment|5999|600|5399|5399|304|711276
355659|Other Fixed Assets|||||305|711276
355575|Automobiles and Other Vehicles|||||303|711082
355576|Office Furniture and Equipment|1400|67|1333|1333|304|711082
355577|Other Fixed Assets|||||305|711082
354095|Automobiles and Other Vehicles|||||303|710418
354096|Office Furniture and Equipment|22331|20737|1594|1594|304|710418
354097|Other Fixed Assets|||||305|710418
353756|303 ERICKSON BLVD|47003|0|47003|50000|301|710298
353757|303 ERICKSON BLVD|760894|318351|442543|450000|302|710298
353758|Automobiles and Other Vehicles|104848|30329|74519|70000|303|710298
353759|Office Furniture and Equipment|103645|81825|21820|20000|304|710298
353760|Other Fixed Assets|||||305|710298
355422|Automobiles and Other Vehicles|||||303|710887
355423|Office Furniture and Equipment|||||304|710887
355424|Other Fixed Assets|||||305|710887
354777|Other Fixed Assets|||||305|710632
354771|9623 Brookline Ave, Baton Rouge, LA 70809|80050|0|80050|80050|301|710632
354772|9623 Brookline Ave, Baton Rouge, LA 70809|417583|175510|242073|242073|302|710632
354773|6765 Corporate Blvd, Unit 10111, BR, LA|123900|1324|122576|122576|302|710632
354774|9623 Brookline Ave Improvements|29301|1716|27585|27585|302|710632
354775|Automobiles and Other Vehicles|||||303|710632
354776|Office Furniture and Equipment|70096|62052|8044|8044|304|710632
354898|Automobiles and Other Vehicles|0|0|0|0|303|710659
354899|Office Furniture and Equipment|0|0|0|0|304|710659
354900|Other Fixed Assets|1078|39|1039|1039|305|710659
372422|Automobiles and Other Vehicles|||||303|732886
372423|Office Furniture and Equipment|224388|163822|60566|60566|304|732886
372424|Other Fixed Assets|169714|146815|22899|22899|305|732886
362303|Automobiles and Other Vehicles|28172|28172|0|8000|303|721458
362304|Office Furniture and Equipment|9555|9555|0|3000|304|721458
362305|Other Fixed Assets|||||305|721458
371097|3300 US HWY 70 EAST,  DURHAM, NC  27703||0|63500|63500|301|729829
371098|3300 US HWY 70 EAST, DURHAM, NC 27703|63500|63500|0|0|302|729829
