OID|RATE_TYPE|AMOUNT|UNIT|MINIMUM|MAXIMUM|RPT_ID
619275|1103|||||702937
690443|1101|41.05|0|0|0|730018
690444|1103|0|0|0|0|730018
690445|1104|0|0|0|0|730018
690446|1105|0||0|0|730018
689601|1101|0|0|0|0|729687
689602|1103|0|0|0|0|729687
689603|1104|0|0|0|0|729687
689604|1105|0|0|0|0|729687
689605|1101|18|b/w|4|18|729688
689606|1103|||||729688
689607|1104|||||729688
689608|1105|||||729688
689617|1101|30|month|30|45|729691
689618|1102|4.5%|gross pay|0|0|729691
689619|1103|50|once|50|50|729691
689620|1104|0||0|0|729691
689621|1105|0||0|0|729691
625406|1105|||||706688
661375|1105|||||720256
677841|1105|||||725017
689170|1105|0||||729473
652956|1105|0|0|||717177
655930|1103|5|1 time|||718362
655931|1104|||||718362
655932|1105|||||718362
634587|1102|1.63|hour|0|0|710635
561095|1101|N/A|N/A|N/A|N/A|683007
561096|1103|N/A|N/A|N/A|N/A|683007
561097|1104|N/A|N/A|N/A|N/A|683007
561098|1105|N/A|N/A|N/A|N/A|683007
563762|1101|45|Month|45|45|683806
563763|1102|N/A|N/A|N/A|N/A|683806
563764|1103|60|Member|60|60|683806
563765|1104|N/A|N/A|N/A|N/A|683806
563766|1105|N/A|N/A|N/A|N/A|683806
563833|1101|31|Month|N/A|N/A|683822
563834|1102|N/A|N/A|N/A|N/A|683822
563835|1103|N/A|N/A|N/A|N/A|683822
563836|1104|N/A|N/A|N/A|N/A|683822
563837|1105|N/A|N/A|N/A|N/A|683822
564590|1101|0-16|month|0|16|684019
564591|1103|0-300|one-time|0|300|684019
564592|1104|N/A|N/A|N/A|N/A|684019
564593|1105|N/A|N/A|N/A|N/A|684019
564873|1101|0-16|month|0|16|684085
564874|1103|N/A|N/A|N/A|N/A|684085
564875|1104|N/A|N/A|N/A|N/A|684085
564876|1105|N/A|N/A|N/A|N/A|684085
566948|1101|4%|GROSS PAY|4%|4%|684868
566949|1103|N/A|N/A|N/A|N/A|684868
566950|1104|N/A|N/A|N/A|N/A|684868
566951|1105|N/A|N/A|N/A|N/A|684868
567005|1101|$45|MONTH|$3.75|$45|684885
567006|1102|N/A|N/A|N/A|N/A|684885
567007|1103|$125|MEMBER|N/A|N/A|684885
567008|1104|N/A|N/A|N/A|N/A|684885
567009|1105|N/A|N/A|N/A|N/A|684885
567061|1101|0|0|0|0|684899
567062|1102|||||684899
567063|1103|||||684899
567064|1104|||||684899
567065|1105|||||684899
567338|1101|20|month|N/A|N/A|685021
567339|1102|||||685021
567340|1103|225|initiate|N/A|N/A|685021
567341|1104|||||685021
567342|1105|||||685021
567812|1101|43.45|month|25.00|43.45|685204
567813|1102|3%-5%|Gross wages|3%|5%|685204
567814|1103|$531|New member|$100|$531|685204
567815|1104|$30|New member|$15|$35|685204
567816|1105|N/A|N/A|N/A|N/A|685204
568522|1101|$96.75|MONTH|N/A|N/A|685482
568523|1103|$100.00|ONCE|N/A|N/A|685482
568524|1104|N/A|N/A|N/A|N/A|685482
568525|1105|N/A|N/A|N/A|N/A|685482
568842|1101|N/A|Month|0|20|685584
568843|1102|N/A|Month|0|20|685584
568844|1103|N/A|One Time|50|300|685584
568845|1104|N/A||||685584
568846|1105|N/A||||685584
568855|1101|$28.00|MONTH|N/A|N/A|685587
568856|1102|N/A|N/A|N/A|N/A|685587
568857|1103|N/A|NEW MEMBER|$125.00|$425.00|685587
568858|1104|N/A|N/A|N/A|N/A|685587
568859|1105|N/A|N/A|N/A|N/A|685587
568860|1101|$28.00|MONTH|N/A|N/A|685588
568861|1102|N/A|N/A|N/A|N/A|685588
568862|1103|N/A|NEW MEMBER|$125.00|$425.00|685588
568863|1104|N/A|N/A|N/A|N/A|685588
568864|1105|N/A|N/A|N/A|N/A|685588
568865|1101|$28.00|MONTH|N/A|N/A|685589
568866|1102|N/A|N/A|N/A|N/A|685589
568867|1103|N/A|NEW MEMBER|$125.00|$435.00|685589
568868|1104|N/A|N/A|N/A|N/A|685589
568869|1105|N/A|N/A|N/A|N/A|685589
568870|1101|$28.00|MONTH|N/A|N/A|685590
568871|1103|N/A|NEW MEMBER|$60.00|$300.00|685590
568872|1104|N/A|N/A|N/A|N/A|685590
568873|1105|N/A|N/A|N/A|N/A|685590
568874|1101|28|MONTH|N/A|N/A|685591
568875|1102|N/A|N/A|N/A|N/A|685591
568876|1103|425|NEW MEMBER|N/A|N/A|685591
568877|1104|N/A|N/A|N/A|N/A|685591
568878|1105|N/A|N/A|N/A|N/A|685591
568879|1101|$28.00|MONTH|N/A|N/A|685592
568880|1102|N/A|N/A|N/A|N/A|685592
568881|1103|N/A|NEW MEMBER|$125.00|$425.00|685592
568882|1104|N/A|N/A|N/A|N/A|685592
568883|1105|N/A|N/A|N/A|N/A|685592
568884|1101|28|MONTH|N/A|N/A|685593
568885|1102|N/A|N/A|N/A|N/A|685593
568886|1103|N/A|NEW MEMBER|125|425|685593
568887|1104|N/A|N/A|N/A|N/A|685593
568888|1105|N/A|N/A|N/A|N/A|685593
568889|1101|28|MONTH|N/A|N/A|685594
568890|1102|N/A|N/A|N/A|N/A|685594
568891|1103|425|NEW MEMBER|N/A|N/A|685594
568892|1104|N/A|N/A|N/A|N/A|685594
568893|1105|N/A|N/A|N/A|N/A|685594
568894|1101|28|MONTH|N/A|N/A|685595
568895|1102|N/A|N/A|N/A|N/A|685595
568896|1103|425|NEW MEMBER|N/A|N/A|685595
568897|1104|N/A|N/A|N/A|N/A|685595
568898|1105|N/A|N/A|N/A|N/A|685595
568899|1101|$28.00|MONTH|N/A|N/A|685596
568900|1103|N/A|NEW MEMBER|$125.00|$425.00|685596
568901|1104|N/A|N/A|N/A|N/A|685596
568902|1105|N/A|N/A|N/A|N/A|685596
568903|1101|28.00|MONTH|N/A|N/A|685597
568904|1103|N/A|New Mem|125|425|685597
568905|1104|N/A|N/A|N/A|N/A|685597
568906|1105|N/A|N/A|N/A|N/A|685597
568907|1101|28.00|Month|N/A|N/A|685598
568908|1103|N/A|New Mem|125.00|425.00|685598
568909|1104|N/A|N/A|N/A|N/A|685598
568910|1105|N/A|N/A|N/A|N/A|685598
568911|1101|28|MONTH|N/A|N/A|685599
568912|1103|N/A|NEW MEMBER|50|425|685599
568913|1104|N/A|N/A|N/A|N/A|685599
568914|1105|N/A|N/A|N/A|N/A|685599
568915|1101|$31.00|MONTH|N/A|N/A|685600
568916|1103|$300.00|NEW MEMBER|N/A|N/A|685600
568917|1104|N/A|N/A|N/A|N/A|685600
568918|1105|N/A|N/A|N/A|N/A|685600
568919|1101|28|MONTH|N/A|N/A|685601
568920|1103|425|NEW MEM|N/A|N/A|685601
568921|1104|N/A|N/A|N/A|N/A|685601
568922|1105|N/A|N.A|N/A|N/A|685601
568923|1101|$28.00|MONTH|N/A|N/A|685602
568924|1103|$85.00|NEW MBR|N/A|N/A|685602
568925|1104|N/A|N/A|N/A|N/A|685602
568926|1105|N/A|N/A|N/A|N/A|685602
568927|1101|$28.00|MONTH|N/A|N/A|685603
568928|1103|N/A|NEW MEMBER|$125.00|$425.00|685603
568929|1104|N/A|N/A|N/A|N/A|685603
568930|1105|N/A|N/A|N/A|N/A|685603
568931|1101|28|MONTH|N/A|N/A|685604
568932|1102|N/A|N/A|N/A|N/A|685604
568933|1103|N/A|NEW MBR|125|425|685604
568934|1104|N/A|N/A|N/A|N/A|685604
568935|1105|N/A|N/A|N/A|N/A|685604
571443|1101|.6138|HR/RATE|14.00|22.03|686412
571444|1103|10.00|EACH|10.00|10.00|686412
571445|1104|||||686412
571446|1105|||||686412
574065|1101|1.15%|year|0|0|687435
574066|1103|||||687435
574067|1104|||||687435
574068|1105|||||687435
574133|1101|0|MONTH|6.00|20.00|687453
574134|1102|0|0|0|0|687453
574135|1103|0|APP.|60.00|300.00|687453
574136|1104|0|0|0|0|687453
574137|1105|0|0|0|0|687453
576836|1101|N/A|N/A|N/A|N/A|688408
576837|1103|N/A|N/A|N/A|N/A|688408
576838|1104|N/A|N/A|N/A|N/A|688408
576839|1105|N/A|N/A|N/A|N/A|688408
578675|1101|$5.00|month|n/a|n/a|689156
578676|1102|n/a|hour|n/a|n/a|689156
578677|1103|$352|person|n/a|n/a|689156
578678|1104|n/a|n/a|n/a|n/a|689156
578679|1105|n/a|n/a|n/a|n/a|689156
579657|1101|65.00|month|65.00|65.00|689510
579658|1102|||||689510
579659|1103|100.00|member|||689510
579660|1104|||||689510
579661|1105|||||689510
581923|1101|27.69|1|27.69|27.69|690330
581924|1103|0.00|0|0.00|0.00|690330
581925|1104|0.00|0|0.00|0.00|690330
581926|1105|0.00|0|0.00|0.00|690330
584044|1101|$25.00|month|0|$25.00|691209
584045|1102||||8% of wages|691209
584046|1103|||250.00|500.00|691209
584047|1104|||0|0|691209
584048|1105|||0|0|691209
584100|1101|0|0|0|0|691231
584101|1103|0|0|0|0|691231
584102|1104|0|0|0|0|691231
584103|1105|0|0|0|0|691231
587088|1101|1.45%+.02|MONTH|5.00|2.8XGROSS|692347
587089|1103|10.00|ONCE|10.00|10.00|692347
587090|1104|0|0|0|0|692347
587091|1105|0|0|0|0|692347
587233|1101|140|year|35|140|692392
587234|1103|85|one time|||692392
587235|1104|85|one time|||692392
587236|1105|none||||692392
588139|1101|15.25|2 weeks|10.00|15.25|692702
588140|1103|40.00|once|40.00|40.00|692702
588141|1104|||||692702
588142|1105|||||692702
634588|1103|100|initial|0|0|710635
634589|1104|0|0|0|0|710635
634590|1105|0|0|0|0|710635
589425|1101|208|YEAR|208|208|693193
589426|1103|||||693193
589427|1104|||||693193
589428|1105|||||693193
592795|1101|390|Year|0|0|694253
592796|1103|||||694253
592797|1104|||||694253
592798|1105|||||694253
642142|1105|N/A|N/A|N/A|N/A|713250
642143|1101|2.25|hr|9.50|40.59|713252
642144|1103|||||713252
642145|1104|||||713252
642146|1105|||||713252
608703|1101|19-96|Month|19|96|698885
608704|1102|N/A|N/A|||698885
608705|1103|12-25|Person|12|25|698885
608706|1104|.5|Transfer|||698885
608707|1105|N/A|N/A|||698885
629590|1101|2 1/2 hrs|month|n/a|n/a|708906
648094|1104|N/A|N/A|N/A|N/A|715435
629591|1103|$40|New Hire|n/a|n/a|708906
629592|1104|n/a|n/a|n/a|n/a|708906
629593|1105|n/a|n/a|n/a|n/a|708906
614187|1101|3.00|mo|0|0|700394
614188|1103|||||700394
614189|1104|||||700394
614190|1105|||||700394
614339|1101|$20.00|pay period|n/a|n/a|700434
614340|1103|n/a|n/a|n/a|n/a|700434
614341|1104|n/a|n/a|n/a|n/a|700434
614342|1105|n/a|n/a|n/a|n/a|700434
648095|1105|N/A|N/A|N/A|N/A|715435
615592|1101|19.50|Month|0|0|700927
615593|1103|15.00|Once|0|0|700927
615594|1104|0||0|0|700927
615595|1105|0||0|0|700927
616930|1101|26.48|26|26.48|26.48|701864
616931|1103|||||701864
616932|1104|||||701864
616933|1105|||||701864
617220|1101|17.50|Pay Period|17.50|17.50|701966
617221|1103|||||701966
617222|1104|||||701966
617223|1105|||||701966
617302|1101|16.33|PP|16.33|16.33|702084
617303|1103|0||0|0|702084
617304|1104|0||0|0|702084
617305|1105|0||0|0|702084
617600|1101|26.44|By-weekly|0|0|702251
617601|1103|0||0|26.44|702251
617602|1104|0||0|0|702251
617603|1105|0||0|0|702251
617710|1101|5.00|YEAR|0|0|702302
617711|1103|15.00|YEAR|0|0|702302
617712|1104|0.00|YEAR|0|0|702302
617713|1105|0.00|YEAR|0|0|702302
617913|1101|130.00|year|0|0|702416
617914|1103|0|0|0|0|702416
617915|1104|0|0|0|0|702416
617916|1105|0|0|0|0|702416
618214|1101|28.19|1|27.37|28.19|702532
618215|1103|10||10|10|702532
618216|1104|||||702532
618217|1105|||||702532
618310|1101|11.82|pay period|0|0|702561
618311|1103|0|0|0|0|702561
618312|1104|0|0|0|0|702561
618313|1105|0|0|0|0|702561
618318|1101|$23|Bi-Weekly|0|0|702564
618319|1103|$0|N/A|0|0|702564
618320|1104|$0|N/A|0|0|702564
618321|1105|$0|N/A|0|0|702564
618355|1101|5772|YEAR|5772|5994|702575
618356|1103|||||702575
618357|1104|||||702575
618358|1105|||||702575
618399|1101|17.00|0|0|0|702590
618400|1103|||||702590
618401|1104|||||702590
618402|1105|||||702590
618459|1101|3.00|Member/month|0|0|702611
618460|1103|0|0|0|0|702611
618461|1104|0|0|0|0|702611
618462|1105|0|0|0|0|702611
618804|1101|25|month|25|62|702768
618805|1103|||||702768
618806|1104|||||702768
618807|1105|||||702768
618812|1101|148|yr|76/yr|148/yr|702770
618813|1103|115|All|0|115|702770
618814|1104|NA|All|NA|NA|702770
618815|1105|NA|All|NA|NA|702770
618825|1101|18.00|X|0|0|702773
618826|1103|||0|0|702773
618827|1104|||0|0|702773
618828|1105|||0|0|702773
618866|1101|22.00|member|3.00|22.00|702787
618867|1103|||||702787
618868|1104|||||702787
618869|1105|||||702787
618874|1101|60|MONTH|60|975|702790
618875|1103|||||702790
618876|1104|||||702790
618877|1105|||||702790
618898|1101|240|YEAR|0|0|702798
618899|1103|600|YEAR|||702798
618900|1104|0|0|||702798
618901|1105|0|0|||702798
619123|1101|N/A|Month|$25.44|$55.52|702872
619124|1103|0|0|0|0|702872
619125|1104|0|0|0|0|702872
619126|1105|0|0|0|0|702872
619135|1101|51.86|Month|51.86|51.86|702880
619136|1103|N/A|N/A|N/A|N/A|702880
619137|1104|N/A|N/A|N/A|N/A|702880
619138|1105|N/A|N/A|N/A|N/A|702880
