RPT_ID|ACCOUNTS_PAYABLE_START|ACCOUNTS_PAYABLE_END|LOANS_PAYABLE_START|LOANS_PAYABLE_END|MORTGAGE_PAYABLE_START|MORTGAGE_PAYABLE_END|OTHER_LIABILITIES_START|OTHER_LIABILITIES_END|TOTAL_START
718743|0|0|0|0|0|0|5668|5149|
734061|0|0|0|0|0|0|0|0|
722137||0|47796|8600|220692|205262|7990|4918|
728849|0|0|0|0|0|0|0|0|
718018|0|0|0|0|0|0|0|0|
718601|0|0|0|0|0|0|0|0|
724379|0|0|0|0|0|0|0|0|
725707|0|0|0|0|0|0|0|2683|
720074|0|0|0|0|0|0|0|0|
725524|0|0|0|0|0|0|0|0|
719588|0|0|0|0|0|0|0|0|
727945|0|0|0|0|0|0|0|0|
730415||525|||0|0|||
716282|0|0|0|0|0|0|0|0|
714216|0|0|0|0|0|0|0|0|
714935|0|0|0|0|0|0|0|0|
723858|0|0|0|0|0|0|0|0|
702798|0|0|0|0|0|0|0|0|
729839|0|0|0|0|0|0|0|0|
732527|0|0|0|0|0|0|0|0|
727672|0|0|0|0|0|0|2007|2007|
722498|0|0|0|0|0|0|0|0|
723388|0|0|0|0|0|0|0|0|
714061|0|0|0|0|0|0|0|0|
727664|0|0|0|0|0|0|0|0|
732683|0|0|0|0|0|0|0|0|
715108|0|0|0|0|0|0|0|0|
730202|0|0|0|0|0|0|0|0|
725247|0|0|0|0|0|0|0|0|
716860|0|0|0|0|0|0|0|0|
732927|||||0|0|||
722811|0|0|0|0|0|0|0|0|
710696|2355139|3896803|5021213|5021213|0|0|7224187|7459981|
710785|6500|4000|0|0|0|0|0|0|
706078|0|0|0|0|0|0|0|0|
729334|19352|36891|0|0|0|0|414681|667379|
706173|0|0|0|0|0|0|633|829|
736990|0|0|0|0|0|0|189|496|
729438|0|0|0|0|0|0|0|0|
737269|0||0||0|0|0||
728269|0|0|0|0|0|0|0|0|
728455|0|0|0|0|0|0|0|0|
733566|0||0||0|0|0||
729735|0|0|0|0|0|0|0|0|
734889|||||0|0|||
706484|0|0|0|0|0|0|0|0|
719182|0|0|0|0|0|0|0|0|
725450|0|0|0|0|0|0|0|0|
725021||||||0|||
729555|0|0|0|0|0|0|0|0|
728512|0|0|0|0|0|0|1312|1459|
738186|0|0|0|0|0|0|0|0|
710241|0|0|0|0|0|0|0|0|
727144|564|0|0|0|0|0|0|0|
707815|0|0|0|0|0|0|0|0|
