OID|DESCRIPTION|COST_BASIS|DEPRECIATION|BOOK_VALUE|VALUE|ASSET_TYPE|RPT_ID
283806|Other Fixed Assets|264006|23070|240936|240936|305|623802
290440|Automobiles and Other Vehicles|56506|56506|0|20000|303|630210
290441|Office Furniture and Equipment|57641|57641|0|1000|304|630210
290442|Other Fixed Assets|||||305|630210
294662|Automobiles and Other Vehicles|||||303|637201
294663|Office Furniture and Equipment|4489|4489|0|0|304|637201
294664|Other Fixed Assets|||||305|637201
313456|Automobiles and Other Vehicles|||||303|657336
313457|Office Furniture and Equipment|16999|11296|5703|5703|304|657336
313458|Other Fixed Assets|||||305|657336
289870|Automobiles and Other Vehicles||||0|303|629596
289871|Office Furniture and Equipment||||0|304|629596
289872|Other Fixed Assets||||0|305|629596
290774|Automobiles and Other Vehicles|||||303|630414
290775|Office Furniture and Equipment|240869|240869|0|0|304|630414
290776|Other Fixed Assets|98557|25192|73365|73365|305|630414
284963|Land|42565|0|42565|42565|301|626398
284964|Buildings|222751|222751|0|310000|302|626398
284965|Automobiles and Other Vehicles|98040|80228|17812|60000|303|626398
284966|Office Furniture and Equipment|104591|104591|0|10000|304|626398
284967|Other Fixed Assets|||||305|626398
283320|333 EAST BROADWAY, MAYFIELD, KY 42066|110720|0|110720|110720|302|621698
283321|Automobiles and Other Vehicles|||||303|621698
283322|Office Furniture and Equipment|37587|0|37587|37587|304|621698
283323|Other Fixed Assets|||||305|621698
301546|0|0|0|0|0|301|641601
301547|0|0|0|0|0|302|641601
301548|Automobiles and Other Vehicles|0|0|0|0|303|641601
301549|Office Furniture and Equipment|760|494|266|266|304|641601
301550|Other Fixed Assets|0|0|0|0|305|641601
298941|Automobiles and Other Vehicles|||||303|640091
298942|Office Furniture and Equipment|3762|3762||500|304|640091
298943|Other Fixed Assets|||||305|640091
305863|280 McCloskey Road, Fayetteville, NC|135000|0|135000|135000|301|643840
305864|280 McCloskey Road, Fayetteville, NC|60000||60000|60000|302|643840
305865|Automobiles and Other Vehicles|||||303|643840
305866|Office Furniture and Equipment|25000||25000|25000|304|643840
305867|Other Fixed Assets|||||305|643840
296281|Automobiles and Other Vehicles|||||303|638473
296282|Office Furniture and Equipment|||||304|638473
296283|Other Fixed Assets|||||305|638473
297852|Automobiles and Other Vehicles|||||303|639406
297853|Office Furniture and Equipment|93752|92826|926|926|304|639406
297854|Other Fixed Assets|||||305|639406
293107|91237 OLD MILL ROAD WESTPORT, OR 97016|310456||310456|310456|302|635389
293108|Automobiles and Other Vehicles|||||303|635389
293109|Office Furniture and Equipment|67149||67149|67149|304|635389
293110|Other Fixed Assets|||||305|635389
302056|Automobiles and Other Vehicles|||||303|641850
302057|Office Furniture and Equipment|7760|3892|3868|3868|304|641850
302058|Other Fixed Assets|||||305|641850
297595|Automobiles and Other Vehicles|||||303|639264
297596|Office Furniture and Equipment|56474|0|56474|56474|304|639264
297597|Other Fixed Assets|31765|0|31765|31765|305|639264
306612|Automobiles and Other Vehicles|||||303|647334
306613|Office Furniture and Equipment|||||304|647334
306614|Other Fixed Assets|10357||10357|10357|305|647334
293830|Automobiles and Other Vehicles|||||303|636167
293831|Office Furniture and Equipment|28288||28288|28288|304|636167
293832|Other Fixed Assets|||||305|636167
291140|459 E. Church Street Elmira, NY 14901|82374|45466|36908|119282|302|630602
291141|Office Furniture and Equipment|25592|15319|10273|35865|302|630602
291142|Automobiles and Other Vehicles|||||303|630602
291143|Office Furniture and Equipment|||||304|630602
291144|Other Fixed Assets|||||305|630602
289944|800 TROY SCHENECTADY ROAD, LATHAM, NY 12110|3860896|0|3860896|3860896|301|629655
289945|270 ESSJAY ROAD, WILLIAMSVILLE, NY 14221|242786|0|242786|242786|301|629655
289946|1 WEST OAK HILL ROAD, JAMESTOWN, NY 14701|235451|0|235451|235451|301|629655
289947|30 N. UNION STREET, ROCHESTER, NY 14607|874000|0|874000|874000|301|629655
289948|4983 BRITTONFIELD PKWY, EAST SYRACUSE, NY 13057|367028|0|367028|367028|301|629655
289949|7 ELLINWOOD COURT, NEW HARTFORD, NY 13413|85000|0|85000|85000|301|629655
289950|201 STOCKADE DRIVE, KINGSTON, NY 12401|200000|0|200000|200000|301|629655
289951|305 VESTAL PKWY WEST, VESTAL, NY 13850|250000|0|250000|250000|301|629655
289952|59 LAWRENCE AVE, POTSDAM, NY 13676|2400|0|2400|2400|301|629655
289953|800 TROY SCHENECTADY ROAD, LATHAM, NY 12110|23048840|8067091|14981749|14981749|302|629655
289954|270 ESSJAY ROAD, WILLIAMSVILLE, NY 14221|1978493|1306305|672188|672188|302|629655
289955|1 WEST OAK HILL ROAD, JAMESTOWN, NY 14701|2766363|622297|2144066|2144066|302|629655
289956|30 N. UNION STREET, ROCHESTER, NY 14607|4147356|2265293|1882063|1882063|302|629655
289957|4983 BRITTONFIELD PKWY, EAST SYRACUSE, NY 13057|2825538|1204145|1621393|1621393|302|629655
289958|7 ELLINWOOD COURT, NEW HARTFORD, NY 13413|545955|329551|216404|216404|302|629655
289959|201 STOCKADE DRIVE, KINGSTON, NY 12401|1437151|659477|777674|777674|302|629655
289960|305 VESTAL PKWY WEST, VESTAL, NY 13850|539385|231663|307722|307722|302|629655
289961|59 LAWRENCE AVE, POTSDAM, NY 13676|1916105|239513|1676592|1676592|302|629655
289962|Automobiles and Other Vehicles|4056923|2075014|1981909|1981909|303|629655
289963|Office Furniture and Equipment|10273830|8849069|1424761|1424761|304|629655
289964|Other Fixed Assets|12441006|6562635|5878371|5878371|305|629655
292410|1015,1017,1019 OREGON|191000||250000|250000|302|634366
292411|Automobiles and Other Vehicles|||||303|634366
292412|Office Furniture and Equipment|||||304|634366
292413|Other Fixed Assets|97267|||10900|305|634366
290672|Automobiles and Other Vehicles|25000|25000|0|0|303|630353
290673|Office Furniture and Equipment|24687|17977|6710|6710|304|630353
290674|Other Fixed Assets|||||305|630353
293440|Automobiles and Other Vehicles|0|0|0|0|303|635771
293441|Office Furniture and Equipment|0|0|0|0|304|635771
293442|Other Fixed Assets|0|0|0|0|305|635771
297598|Automobiles and Other Vehicles|93900|34726|59174|59174|303|639265
297599|Office Furniture and Equipment|87203|82995|4208|4208|304|639265
297600|Other Fixed Assets|||||305|639265
290227|Office condominium|237110|182166|54944|54944|302|630015
290228|Building improvements|16849|14589|2260|2260|302|630015
290229|Automobiles and Other Vehicles|||||303|630015
290230|Office Furniture and Equipment|53212|52401|811|811|304|630015
290231|Other Fixed Assets|||||305|630015
288650|160 Patchway Road, Duncansville, PA|304845|0|304845|304845|301|627674
288651|116-118 Blvd of the Allies, Pittsburgh, PA|275502|0|275502|275502|301|627674
288652|1276 Liberty Street, Franklin, PA|26461|0|26461|26461|301|627674
288653|250 Commerce Park Drive, New Columbia, PA|260259|0|260259|260259|301|627674
288654|1258 O'Neil Hwy, Dunmore, PA|50000|0|50000|50000|301|627674
288655|150 South 43rd Street, Harrisburg, PA|473039|0|473039|473039|301|627674
288656|4031 Executive Park Blvd., Harrisburg, PA|207973|0|207973|207973|301|627674
288657|160 Patchway Road, Duncansville, PA|2346494|1088188|1258306|2445800|302|627674
288658|116-118 Blvd of the Allies, Pittsburgh, PA|777262|525432|251830|1120578|302|627674
288659|276 Liberty Street, Franklin, PA|1406358|543006|863352|1684018|302|627674
288660|250 Commerce Park Drive, New Columbia, PA|2237126|1102944|1134182|2341287|302|627674
288661|1258 O'Neil Hwy, Dunmore, PA|1764825|999962|764863|1760678|302|627674
288662|150 South 43rd Street, Harrisburg, PA|9618853|5689195|3929658|9778710|302|627674
288663|4031 Executive Park Blvd., Harrisburg, PA|3913069|3171031|742038|5869552|302|627674
288664|Automobiles and Other Vehicles|45741|45741|0|0|303|627674
288665|Office Furniture and Equipment|4379635|4178212|201423|201423|304|627674
288666|Other Fixed Assets|23697|23697|0|0|305|627674
300951|Automobiles and Other Vehicles|0|0|0|0|303|641244
300952|Office Furniture and Equipment|42917|36357|6560|6560|304|641244
300953|Other Fixed Assets|0|0|0|0|305|641244
296273|Automobiles and Other Vehicles|29859|14499|15360|10000|303|638466
296274|Office Furniture and Equipment|16776|9189|7587|5000|304|638466
296275|Other Fixed Assets|||||305|638466
301641|Automobiles and Other Vehicles|74780|64452|10328|10328|303|641638
301639|Land (Blk. 36, Lot 1 & Lot 2.01|746648|0|746648|746648|301|641638
301642|Office Furniture and Equipment|187826|102965|84861|84861|304|641638
301643|Other Fixed Assets|32676|27528|5148|5148|305|641638
301640|Bldg. at 1014 Atlantic Ave., AC, NJ|704532|66088|638444|638444|302|641638
302677|Office Furniture and Equipment|6220|5655|564|564|304|642114
302676|Automobiles and Other Vehicles|||||303|642114
302678|Other Fixed Assets|0|0|0|0|305|642114
301608|2201 W 52ND ST DENVER, CO|50000|0|50000|50000|301|641625
301609|2201 W 52ND ST DENVER, CO|82871|82871|0|0|302|641625
301610|2201 W 52ND IMPROVEMENTS|19293|19293|0|0|302|641625
301611|Automobiles and Other Vehicles|||||303|641625
301612|Office Furniture and Equipment|43069|42782|287|287|304|641625
301613|Other Fixed Assets|||||305|641625
294418|1451 Old Pinckney Howell MI. 48844|253808|125345|128463|300000|302|636911
294419|Automobiles and Other Vehicles|||||303|636911
294420|Office Furniture and Equipment|44886|42961|1925|6200|304|636911
294421|Other Fixed Assets|139834|50560|89274|50000|305|636911
300792|Automobiles and Other Vehicles|||||303|641148
300793|Office Furniture and Equipment|31875|31875|0|0|304|641148
300794|Other Fixed Assets|||||305|641148
284943|Automobiles and Other Vehicles|||||303|626355
284944|Office Furniture and Equipment|39861|39861|0|1500|304|626355
284945|Other Fixed Assets|||||305|626355
308877| 1192 Plainfield Street, Johnston, RI 02919|65000|0|65000|103000|301|654822
308878|1192 Plainfield Street, Johnston, RI  02919|554971|443113|111858|220000|302|654822
308879|Automobiles and Other Vehicles|||||303|654822
308880|Office Furniture and Equipment|29485|28099|1386|1300|304|654822
308881|Other Fixed Assets|18128|15204|2924|2900|305|654822
292967|1385 Tennessee Ave|22500|0|22500|22500|301|635212
292968|1385 tennessee Ave|473783|143028|330955|330955|302|635212
292969|Automobiles and Other Vehicles|0|0|0|0|303|635212
292970|Office Furniture and Equipment|24082|24082|0|0|304|635212
292971|Other Fixed Assets|0|0|0|0|305|635212
305716|LAND 4409 W ALVA ST TAMPA FL|14600|0|14600|14600|301|643706
305717|BUILDING 4409 W ALVA ST TAMPA FL|358079|287686|70393|70393|302|643706
305718|Automobiles and Other Vehicles|32996|17557|15439|15439|303|643706
305719|Office Furniture and Equipment|41587|37520|4067|4067|304|643706
305720|Other Fixed Assets|||||305|643706
306554|194 W. LAKE ST, ELMHURST, IL 60126|35000|0|35000|40000|301|647198
306555|194 W. LAKE ST, ELMHURST, IL 60126|405407|226636|178771|410000|302|647198
306556|Automobiles and Other Vehicles|||||303|647198
306557|Office Furniture and Equipment|134220|134220|0|122000|304|647198
306558|Other Fixed Assets|2055|2055|0|2100|305|647198
305180|4 NORTH HIGH STREET, BALTIMORE, MD|22500|0|22500|30000|301|643434
305182|Automobiles and Other Vehicles|||||303|643434
305183|Office Furniture and Equipment|130236|130236|0|6500|304|643434
305184|Other Fixed Assets|||||305|643434
305181|4 NORTH HIGH STREET, BALTIMORE, MD|308473|188547|119926|155000|302|643434
292476|OFFICE FURNITURE AND EQUIPMENT|26456|0|5428|21028|301|634485
292477|Automobiles and Other Vehicles|||||303|634485
292478|Office Furniture and Equipment|||||304|634485
292479|Other Fixed Assets|||||305|634485
301769|Office Furniture and Equipment|54954|54827|127|5000|304|641698
301770|Other Fixed Assets|||||305|641698
301767|3 BROCK ST #B-03, NORTH HAVEN, CT 06473|128130|118675|9455|99500|302|641698
301768|Automobiles and Other Vehicles|40387|28756|11631|23422|303|641698
301766|23 BROCK ST #B-03, NORTH HAVEN, CT 06473|15000|0|15000|15000|301|641698
305677|10501 S. Orange Ave., Orlando FL, 32824|288000|43200|244800|191798|302|643680
305678|Automobiles and Other Vehicles|0|0|0|0|303|643680
305679|Office Furniture and Equipment|10000|3300|6700|6700|304|643680
305680|Other Fixed Assets|0|0|0|0|305|643680
303718|1957 10TH LAKE AVE N, PALM BEACH FL|122535|122535|0|150000|302|642681
303719|Automobiles and Other Vehicles|||||303|642681
303720|Office Furniture and Equipment|59078|59078|0|0|304|642681
303721|Other Fixed Assets|||||305|642681
305314|1200 E. Euclid Ave., Des Moines, Iowa|156000|0|156000|156000|301|643499
305315|1200 E. Euclid Ave., Des Moines, IA|184000|69000|110400|110400|302|643499
305316|Automobiles and Other Vehicles|||||303|643499
305317|Office Furniture and Equipment|55939|53295|2644|2644|304|643499
305318|Other Fixed Assets|||||305|643499
305667|3741 E ATLANTA AVE, PHOENIX, AZ 85040|50000|0|50000|50000|301|643672
305668|3741 E ATLANTA AVE, PHOENIX, AZ 85040|377771|260289|117482|400000|302|643672
305669|Automobiles and Other Vehicles|||||303|643672
305670|Office Furniture and Equipment|204430|191702|12728|12728|304|643672
305671|Other Fixed Assets|||||305|643672
300315|5301 MADISON AVE, SACRAMENTO, CA 95841|68988|0|68988|68988|301|640905
300316|5301 MADISON AVE, SACRAMENTO, CA 95841|117467|17319|100148|121000|302|640905
300317|Automobiles and Other Vehicles|||||303|640905
300318|Office Furniture and Equipment|206060|111287|94773|94773|304|640905
300319|Other Fixed Assets|||||305|640905
306978|Automobiles and Other Vehicles|72893||72893|72893|303|648486
306979|Office Furniture and Equipment|90776||90776|90776|304|648486
306980|Other Fixed Assets|||||305|648486
303619|Automobiles and Other Vehicles|||||303|642616
303620|Office Furniture and Equipment|42494|39506|2988|2988|304|642616
303621|Other Fixed Assets|||||305|642616
306787|3824 East 16th Street, Kansas City, MO|97300|0|97300|97300|301|647836
306788|3824 East 16th Street, Kansas City, MO|846414|21703|579661|579661|302|647836
306789|Automobiles and Other Vehicles|||||303|647836
306790|Office Furniture and Equipment|50695|1333|2131|2131|304|647836
306791|Other Fixed Assets|||||305|647836
302797|Automobiles and Other Vehicles|||||303|642195
302798|Office Furniture and Equipment|26617|1489|31106|0|304|642195
302799|Other Fixed Assets|0|0|0|0|305|642195
294281|Automobiles and Other Vehicles|||||303|636795
294282|Office Furniture and Equipment|15829|15829|0|0|304|636795
294283|Other Fixed Assets|||||305|636795
304337|2974 E Henrietta Rd, Rochester, NY|17189|0|17189|30000|301|643040
304338|2974 E Henrietta Rd, Rochester, NY|178993|53700|125293|150000|302|643040
304339|Automobiles and Other Vehicles|||||303|643040
304340|Office Furniture and Equipment|69071|64578|4493|5200|304|643040
304341|Other Fixed Assets|||||305|643040
304393|Automobiles and Other Vehicles|||||303|643078
304394|Office Furniture and Equipment|||||304|643078
304395|Other Fixed Assets|||||305|643078
295000|1414 Brighton Road|21951|0|21951|21951|301|637549
295001|1414 Brighton Road|696650|270200|426450|426450|302|637549
295002|Automobiles and Other Vehicles|||||303|637549
295003|Office Furniture and Equipment|16286|5164|11122|11122|304|637549
295004|Other Fixed Assets|||||305|637549
301875|2313 4TH AVENUE N, BIRMINGHAM, AL|11500|0|11500|15000|301|641756
301876|2313 4TH AVENUE N, BIRMINGHAM, AL|82100|20755|61345|100000|302|641756
301877|Automobiles and Other Vehicles|||||303|641756
301878|Office Furniture and Equipment|28905|25014|3891|9000|304|641756
301879|Other Fixed Assets|||||305|641756
294251|1879 LUNDY AVE #138, SAN JOSE, CA|319275|7163|312112|319275|302|636775
294252|Automobiles and Other Vehicles|||||303|636775
294253|Office Furniture and Equipment|13718|7882|5836|5836|304|636775
294254|Other Fixed Assets|||||305|636775
296491|1239 Howard St, San Francisco, CA|388699|0|388699|388699|301|638598
296492|1239 Howard St, San Francisco, CA|593512|267888|325624|325624|302|638598
296493|Automobiles and Other Vehicles|||||303|638598
296494|Office Furniture and Equipment|82820|81063|1757|1757|304|638598
296495|Other Fixed Assets|||||305|638598
307026|Automobiles and Other Vehicles|0|0|0|0|303|648587
307024|2261 WATERS DRIVE MENDOTA HEIGHTS, MN 55120|21757|0|21757|21757|301|648587
307027|Office Furniture and Equipment|6163|6163|0|0|304|648587
307028|Other Fixed Assets|0|0|0|0|305|648587
307025|2261 WATERS DRIVE MENDOTA HEIGHTS, MN 55120|358400||358400|358400|302|648587
306218|1820 NORTHWEST BLVD, COLUMBUS, OH|30000|0|30000|30000|301|645439
306219|1820 NORTHWEST BLVD, COLUMBUS, OH|310000|166587|143413|310000|302|645439
306220|IMPROVEMENTS|42289|19599|22690|42289|302|645439
306221|Automobiles and Other Vehicles|||||303|645439
306222|Office Furniture and Equipment|111319|105388|5931|111319|304|645439
306223|Other Fixed Assets|||||305|645439
294524|6100 BOULEVARD OF CHAMPIONS|529215|0|529215|529215|301|637033
294525|Automobiles and Other Vehicles|||||303|637033
294526|Office Furniture and Equipment|42145||42145|42145|304|637033
294527|Other Fixed Assets|6038||6038|6038|305|637033
294852|3181 EASTERN AVE SE GRAND RAPIDS, MI  49508|183099|183099|0|180180|302|637428
294851|3181 EASTERN AVE SE GRAND RAPIDS, MI  49508|20344|0|20344|20020|301|637428
294853|Automobiles and Other Vehicles|||||303|637428
294854|Office Furniture and Equipment|||||304|637428
294855|Other Fixed Assets|||||305|637428
297373|Automobiles and Other Vehicles|||||303|639123
297374|Office Furniture and Equipment|||||304|639123
297375|Other Fixed Assets|||||305|639123
291702|Automobiles and Other Vehicles|||||303|632493
291703|Office Furniture and Equipment|620|0|620|620|304|632493
291704|Other Fixed Assets|||||305|632493
303154|3720 W GREENWAY RD|20000|0|20000|20000|301|642336
303155|3720 GREENWAY RD|575103|428813|146290|146290|302|642336
303156|Automobiles and Other Vehicles|||||303|642336
