RPT_ID|DUES|TAX|INVESTMENTS|SUPPLIES|LOANS_MADE|INTEREST|DIVIDENDS|RENTS|FEES|LOANS_OBTAINED|OTHER_RECEIPTS|AFFILIATES|MEMBERS|INV_SALE_REINVESTMENTS|ALL_OTHER_RECEIPTS
639058|1040380|0|105500|0|0|33448|0|0|5550|0|33796|0|0|0|33796
645473|69284|0|0|||0|||0||3000||||
675706|24306|0|0|||149|||0||10000||||
645263|48109|0|0|||178|||0||58||||
642230|105388|0|0|||863|||0||4211||||
645795|3095|0|0|||18|||0||1500||||
646435|0|45829|0|||11|||0||50000||||
640578|42990|0|0|||0|||0||0||||
634518|28325|0|0|||65|||0||0||||
633308|78330|0|0|||2|||0||3189||||
670043|229950|0|0|||25|||0||622||||
643914|48465|0|0|||0|||0||0||||
632496|26064|0|0|||3|||0||246||||
619599|18863|0|0|||7|||28462||1181||||
644130|0|107127|0|||2|||0||0||||
645900|35593|0|0|||20|||0||0||||
645724|21690|0|0|||0|||47350||0||||
638651|27311|0|0|||0|||150||2000||||
642445|20684|0|0|||0|||0||0||||
647316|75475|||||79|||||1050||||
648186|8666|0|0|||0|||0||0||||
645083|51926|0|0|||0|||0||111400||||
692089|158032|0|0|||66|||6392||1855||||
649678|0|0|0|||37|||0||14556||||
622099|130490|0|0|||5|||0||26901||||
621317|26739||||||||||||||
658001|48937||||||||||||||
640195|121205|0|0|||13|||2900||2456||||
624047|8983|0|0|||22|||0||0||||
631788|9802||||||||615||3412||||
645238|37458|0|0|||10|||0||0||||
680085|0|53975|0|0|0|223|0|0|0|0|232206|0|0||363
647700|7600|0|0|||3|||0||0||||
647189|1835767|0||15895||651|0|0|0||11742|0|0||11742
624930|32003|0|0|||0|||0||0||||
665255|43260|0|0|||0|||0||0||||
653982|19128|0|0|||0|||0||100||||
652834|94349|0|0|||0|||0||0||||
632287|17612|0|0|||128|||0||998||||
683209|440|0|0|||0|||0||13870||||
643365|21275|0|0|||0|||0||445||||
625387|1591842|94980|0|0|0|0|0|0|0|0|244841|1057311|0||18008
627971|26000|0|0|||35|||0||690||||
637427|431542|0||5478||3620|0|410289|890617||218562|0|89280||6916
625768|47582|0|0|||77|||0||0||||
625629|10394|0|0|||115|||0||0||||
626891|773506|0|774847|2636||267|52565|0|1979870||237270|0|0|0|6625
625368|0|31395|0|||0|||0||0||||
627622|0|243816|0|0|0|727|0|0|0|0|9124|0|0||206
642732|0|71833|0|||1042|||0||1438||||
628496|77909|0|0|||0|||0||0||||
628967|14640|0|0|||0|||0||0||||
625837|67523|0|0|||32|||0||1233||||
629124|45752|0|0|||43|||0||31382||||
640296|91871|0|0|||0|||0||2719||||
632053|31497|0|0|||0|||0||1228||||
645074|145237|0|0|||17|||0||948||||
645971|39000|0|51492|||4527|||0||8265||||
634717|24278|0|0|||684|||0||3924||||
635883|41210|0|0|||146|||0||736||||
643116|104491|0|0|||20|||0||12100||||
633084|19838|0|0|||159|||0||7597||||
647233|78975|0|0|||46|||0||3035||||
637475|8037|0|0|||656|||8749||3232||||
644855|141815|0|0|||0|||0||7447||||
631614|85179|0|0|||213|||0||118||||
633670|45592|0|0|||424|||0||120||||
633083|16158|0|0|||0|||0||0||||
635543|10560|0|0|||0|||0||0||||
637564|677295|0||0||39|0|32808|0||31655|0|0||31655
637021|0|1394797|0|0|0|29|0|0|0||962043|0|0|0|0
636942|0|7972|0|||0|||0||0||||
638338|0|0|0|||0|||0||1709||||
654215|0|35110||0||0|0|0|0||408173|0|0||0
645783|40001|0|0|||83|||0||3164||||
646783|7749|0|0|||0|||0||0||||
655681|132751|0||0||3330|0|23880|536830||21944|5000|0||21944
631101|9399|0|0|||5|||240||519||||
640391|2652479|0|0|0|0|4317|0|17500|698|0|867136|0|0|0|9274
646458|17662|||||22|||||||||
634488|797409|0|0|0|0|283|0|0|0|0|22611|0|1030||9662
641409|9477947|27160|13154|0|0|3705|0|924902|0|0|1094106|0|0|0|63645
639870|70816|0|0|||1|||0||5194||||
648704|18497|0|0|||0|||0||0||||
638901|33105|0|0|||55|||136483||0||||
631440|165414|0|0|||84|||0||15094||||
638805|26837|0|0|||3|||0||0||||
644173|14962|0|0|||0|||0||0||||
634729|82494|0|0|||124|||1275||9116||||
636288|67048|0|0|||9|||0||9112||||
641970|15209|0|0|||0|||0||10544||||
631909|31917|0|0|||40|||300||5100||||
630873|68836|0|0|||13064|||1350||4336||||
646893|5794|0|0|||0|||0||0||||
641697|113301|0|0|||42|||0||34894||||
639641|14466|0|8|||0|||0||1093||||
630994|28054|0|0|||109|||0||1254||||
631579|17065|0|0|||0|||0||0||||
644058|34783|0|0|||4|||0||822||||
636891|21173|0|0|||54|||0||0||||
643451|4030488|0||0||828|0|0|0|0|227986|0|24||6130
630326|160654|0|0|||11|||0||0||||
637725|614842|0||0||0|0|0|0||56991|0|4016||3088
633116|12571|0|0|||0|||0||1930||||
637419|55451|0|0|||399|||0||0||||
642524|22081|0|0|||0|||0||0||||
638640|1338170|0|0|0|12415|46207|0|0|0|0|148206|0|0||17314
630043|12634|0|0|||0|||0||0||||
630670|9380|0|0|||10|||0||0||||
639045|36883|0|0|||132|||0||178||||
632427|27921|0|0|||19|||0||1375||||
635104|180763|0|0|||13|||20||14836||||
645782|170889|0|0|||512|||0||22462||||
637751|0|39770|0|||0|||0||0||||
635478|16397|0|0|||75|||0||324||||
645555|205301|0|0|||0|||0||2286||||
647281|177884|56375|0|||2929|||0||251||||
645627|0|19502|0|||111|||0||559||||
637844|0|24034|0|||8|||0||14459||||
648335|0|10153|0|||0|||0||0||||
639692|13700|0|0|||4141|||0||0||||
634423|124744|0|0|||38|||0||229||||
632987|0|47778|0|||0|||0||1173||||
636289|15387|0|0|||188|||30||0||||
642170|0|30884|0|||11|||0||233||||
657024|0|11563|0|||6|||0||6831||||
643398|0|33201|0|||0|||0||0||||
645904|79057|0|29927|||18|||0||2745||||
647054|0|20935|0|||20|||0||3418||||
638092|0|51821|0|||0|||0||5092||||
634944|48679|0|0|||0|||0||0||||
642840|0|27773|0|||0|||0||708||||
647698|0|54942|0|||19|||0||40978||||
635722|0|47927|0|||0|||0||834||||
645709|43611|0|0|||131|||0||0||||
634614|0|159968|0|||197|||0||1295||||
641907|12826|0|0|||12|||376||5767||||
687084|66623|0|0|||0|||0||9172||||
634083|25571|0|0|||0|||0||3850||||
637528|347207|0||0||255|0|0|0||2160|0|27920||
649657|11584|0|105979|||5712|||0||2419||||
654248|0|9820|0|||0|||0||0||||
635658|0|834251|0|0|0|0|0|0|0|0|3797|0|0|0|3797
634527|81707|0|0|||49|||0||2817||||
639448|0|16298|0|||0|||0||90||||
630259|22868|0|0|||21|||0||0||||
638748|8256612|1729097|66922|0|0|107448|16087|55179|2586|0|80088|265618|796480|664352|5082
680256|18848|0|0|||26|||0||0||||
638343|40672|0|0|||0|||0||0||||
631720|22183|0|0|||0|||0||0||||
630530|1167733|0||6251|0|1531|0|0|697|0|0|0|0||0
630497|1080288|0|0|0|0|42535|76026|0|39240|0|0|0|0|8450|0
628260|648062|0|0|0|0|1003|0|0|0|0|4128|0|0||4128
657421|15777|0|0|||0|||0||0||||
626273|56481|0|0|||22|||5427||3750||||
645323|50419|0|0|||209|||0||0||||
644873|21840|0|0|||36|||0||0||||
630009|263036|0|113970|0||2459|0|0|0||5156|0|0|0|5156
630338|383008|0|401519|0|0|40681|4521|0|0|0|7395|0|0||7395
652694|0|0|0|||2570|||117668||69557||||
639031|0|0|0|||1|||152611||0||||
638792|11419|0|0|||0|||0||0||||
637620|0|8879|0|||0|||0||1249||||
635929|0|0|0|||8332|||21561||10000||||
645310|63159|0|32020|||20|||0||1777||||
636969|26047|0|0|||112|||0||1074||||
647312|27775|0|0|||15|||0||263||||
620075|5134|0|0|||0|||450||12883||||
621785|25005|0|0|||0|||0||0||||
626081|0|20184|0|||26|||0||0||||
641199|268734|0||0||178|0|0|6054||1213|0|0||1213
642802|0|94976|0|||0|||0||5600||||
644392|154171|0|0|||0|||0||0||||
640740|0|15292|0|||39|||0||400||||
631434|88125|0|0|||0|||0||0||||
634287|0|20691|0|||9|||0||2120||||
633415|6375|0|0|||0|||0||0||||
648048|21766|0|0|||0|||0||0||||
658870|27350|0|0|||0|||0||0||||
634653|0|17721|0|||0|||0||0||||
635345|0|49053|0|||0|||0||485||||
638481|0|14777|0|||0|||0||340||||
633929|26374|0|0|||331|||0||46||||
