RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
639058|107576|27029|150109|173368|196204|86316|0|0|0||23654|0|176253|198533|72013|251299|0|7810|0||23578|87336|-1020|79783|6534|0|9500|0|2700|65240|41521|||
645473|||0||||||||||48632|5931|0|0|0|||8030|0|||||||||||8864||2349
675706|||1400||||||||||0|4488|0|7337|0|||3307|400|||||||||||795||19599
645263|||0||||||||||0|25333|0|0|0|||12741|11055|||||||||||10467||2716
642230|||0||||||||||1896|28853|0|0|0|||0|17456|||2489||||||||79428||3597
645795|||0||||||||||2162|0|0|0|0|||1259|0|||||||||||295||0
646435|||250||||||||||0|0|0|0|0|||2573|106565|||||||||||66||2550
640578|||0||||||||||0|17803|0|0|0|||5552|0|||||||||||12471||0
634518|||0||||||||||6612|9581|0|0|0|||16228|177|||239||||||||3007||0
633308|||0||||||||||29505|13993|1289|0|0|||22133|347|||||||||||512||0
670043|||0||||||||||204357|15588|0|0|0|||0|0|||0||||||||14118||2118
643914|||410||||||||||17424|10965|0|1200|0|||1329|0|||0||||||||6987||520
632496|||615||||||||||4691|11267|0|0|0|||885|0|||||||||||722||0
619599|||||||||||||13861|20145||||||13407|0|||||||||||6763||1200
644130|||14663||||||||||30250|0|0|0|0|||5575|0|||||||||||62755||0
645900|||1186||||||||||0|17433|0|0|0|||6909|2291|||||||||||13989||791
645724|||0||||||||||4125|29768|0|0|0|||22689|0|||||||||||640||0
638651|||0||||||||||8118|8461|4000|460|0|||9316|2738|||2087||||||||600||871
642445|||0||||||||||28558|2250|0|0|0|||0|0|||0||||||||1146||0
647316|||7105|||||||||||||||||30920||||||||||||10090||1800
648186|||110||||||||||0|81|0|0|0|||232|0|||||||||||15||3400
645083|||11653||||||||||0|33836|0|109651|0|||7049|334|||||||||||14||3880
692089|||4925||||||||||66038|84283|0|6447|0|||10773|0|||||||||||14011||41166
649678|||0||||||||||0|4728|0|0|0|||14190|500|||||||||||0||0
622099|||0||||||||||44898|13800|0|0|0|||104764|0|||||||||||381||40450
621317||||||||||||||13355||||||4714||||||||||||3069||2424
658001|||1077|||||||||||10357||||||1880|3958|||||||||||10613||2725
640195|||1589||||||||||3238|32159|0|0|0|||40652|3204|||7087||||||||16333||0
624047|||500||||||||||0|3393|0|0|0|||0|50|||||||||||6124||590
631788|||712||||||||||9941|3701||||||836|0|||||||||||632||
645238|||81||||||||||21632|3686|0|450|0|||13918|0|||||||||||1872||150
680085|176720|30522|7050|530|18874|0|0|0|0||0|0|0|400|||0|0|0|||0|||||2610||1050|490|3834|||
647700|||0||||||||||4720|0|0|0|0|||0|0|||0||||||||0||0
647189|631930|9617|4432|146977|375112|293259|0|2500|0||68333|0|525290|743566|18060|116109|||0||91811|291110|2149||||64931||1201|38481|41798|||
624930|||0||||||||||0|1471|0|0|0|||0|1725|||||||||||650||190
665255|||43||||||||||0|21828|0|0|0|||9134|0|||7735||||||||6978||0
653982|||0||||||||||0|5282|0|0|0|||789|0|||||||||||2194||700
652834|||500||||||||||12960|47340|0|1440|0|||5920|2609|||0||||||||12831||7383
632287|||0||||||||||461|9619|0|0|0|||7320|0|||||||||||3834||0
683209|||0||||||||||0|4680|0|0|0|||6175|0|||||||||||0||0
643365|||2292||||||||||0|8314|0|0|0|||5658|50|||1045||||||||4980||0
625387|550684|318985|10443|62831|348979|303822|0|0|0||56794|0|0|6909|28792|468836|1299|0|888601||504440|310608|-6786|3091|300731||5381|3489|443|9588|47984|||
627971|||2864||||||||||0|1454|0|0|0|||10245|0|||0||||||||9514||111
637427|76802|21970|26015|774842|228512|84385|62790|0|0||107376|0|489374|285832|25000|211969|||0||93560|84385||0|||782|7500|20015|80244|28170|||
625768|||0||||||||||16478|14575|0|0|0|||0|0|||0||||||||14091||2260
625629|||400||||||||||0|8299|0|0|0|||24407|0|||667||||||||720||0
626891|943496|49477|15206|214954|223609|71743|0|2280|0||58391|0|567811|375018|1257823|309906|||0||321269|82565|-10822||||80289|0|5077|79700|0|||
625368|||2600||||||||||0|7200|0|0|0|||4330|0|||0||||||||16129||0
627622|0|0|0|0|266901|13257|0|0|0||7872|0|5193|110822|1081|0|0|0|0||3939|10625|2632|12980|277||||||38569|||
642732|||0||||||||||0|304|0|0|0|||44860|49618|||57||||||||14630||2800
628496|||2687||||||||||56221|2456|0|410|0|||1000||||||||||||8565||0
628967|||0||||||||||12430|0|0|0|0|||0|0|||||||||||0||0
625837|||0||||||||||34225|9810|0|0|0|||5099|874|||||||||||3523||2359
629124|||0||||||||||20850|4482|0|6652|0|||0|0|||||||||||6705||4931
640296|||2578||||||||||120|22342|0|0|0|||6905|7330|||5372||||||||15740||1475
632053|||3600||||||||||240|21184|0|0|0|||7006|2192|||0||||||||0||0
645074|||2650||||||||||2284|58651|0|0|0|||39290|36510|||||||||||20555||30
645971|||0||||||||||15680|14566|36622|300|0|||10135|9238|||||||||||17798||990
634717|||400||||||||||0|20352|0|0|0|||5330|0|||1758||||||||14281||0
635883|||12942||||||||||0|15439|0|0|0|||48679|7714|||||||||||9455||0
643116|||0||||||||||0|45336|2047|0|0|||43341|0|||||||||||9969||1875
633084|||0||||||||||0|9812|0|0|0|||7894|0|||||||||||19||0
647233|||0||||||||||0|4800|0|0|0|||17863|0|||0||||||||0||28524
637475|||0||||||||||5978|2403|0|4369|0|||179|2309|||||||||||6089||2206
644855|||2670||||||||||7020|21925|0|0|0|||41718|8343|||||||||||26232||3237
631614|||3602||||||||||9586|12958|0|2940|0|||9851|7714|||2593||||||||19734||674
633670|||100||||||||||338|24655|0|0|0|||16783|1287|||||||||||1627||0
633083|||50||||||||||125|9069|118|0|0|||6897|0|||0||||||||588||0
635543|||0||||||||||9417|0|0|0|0|||0|0|||0||||||||167||0
637564|95571|1667|1600|190956|76402|56848|0|0|0||22621|0|91442|990|15814|71048|||0||212865|55794|1054||||41865|1667|0|89346|0|||
637021|0|2748592|40150|71378|100499|42768|0|0|0||12004|0|0||0|49276|0||0||151095|42669|99|||0|0|15487|2650|6792|4568|||
636942|||1500||||||||||0|500|0|0|0|||0|0|||0||||||||6933||625
638338|||0||||||||||0|18923|0|0|0|||5186|0|||6480||||||||3147||0
654215|258735|0|0|52499|6360|51131|0|0|0||23890|0|0|216798||34410|||0||22750|51131|||||31094|0|0|6452|0|||
645783|||5189||||||||||26267|4534|0|0|0|||103|1426|||||||||||981||575
646783|||0||||||||||0|0|0|0|0|||0|0|||||||||||4975||2250
655681|136464|36533|18640|96416|126943|50731|0|0|0||38120|0|121051|141109|21271|108308|||41208||31377|51327|-596|41061|9670||43616|12814|12814|26648|38442|||
631101|||200||||||||||645|3000|0|0|0|||1428|0|||0||||||||1473||461
640391|656715|42284|50753|258974|296775|248792|0|0|0||86498|0|464353|410061|1490617|414191|0|0|0||335615|248792||171445|77347|0|30261|1380|16162|105471|12381|||
646458|||5540|||||||||||12054||||||6441||||||||||||3017||
634488|58813|1338|5827|134|155858|22365|1030|0|0||10275|0|494960|48384|0|0|0|0|0||30933|22380|-15|14157|8208||44048|555|5827|134|29197|||
641409|3094834|122340|52887|2496100|800882|1148527|0|0|0||430546|0|2776524|868495|155647|1819086|0|86829|0||2566022|1147695|832|326549|821978|0|183180|0|12245|136150|20885|||
639870|||1450||||||||||40971|8812|0|0|0|||14415|4523|||||||||||5898||0
648704|||500||||||||||0|11396|0|0|0|||0|0|||||||||||0||0
638901|||837||||||||||30790|43792|2665|4500|0|||14776|7829|||0||||||||30833||27915
631440|||0||||||||||115203|31257|0|0|0|||8625|1048|||8446||||||||5796||25
638805|||125||||||||||0|2940|0|0|0|||1471|8480|||||||||||13339||485
644173|||103||||||||||300|13452|0|0|0|||199|0|||||||||||577||166
634729|||4705||||||||||4377|59691|0|0|0|||21310|9364|||13158||||||||6830||50
636288|||8264||||||||||24070|3893|0|3685|0|||9435|3324|||||||||||2279||1200
641970|||2500||||||||||0|0|0|7500|0|||12959|0|||0||||||||1514||1200
631909|||0||||||||||0|26902|0|0|0|||4794|0|||1947||||||||11326||100
630873|||6025||||||||||3389|20639|0|0|0|||22025|5481|||2858||||||||4044||79
646893|||0||||||||||1930|0|0|0|0|||75|0|||0||||||||143||0
641697|||6500||||||||||68354|11256|0|0|0|||12563|8050|||1166||||||||5065||3190
639641|||1300||||||||||0|1295|1862|3788|0|||22|0|||||||||||4199||0
630994|||0||||||||||0|7500|0|0|0|||21696|0|||0||||||||1400||0
