RPT_ID|CASH_START|CASH_END|ACCOUNTS_RECEIVABLE_START|ACCOUNTS_RECEIVABLE_END|INVESTMENTS_START|INVESTMENTS_END|FIXED_ASSETS_START|FIXED_ASSETS_END|TREASURY_SECURITIES_START|TREASURY_SECURITIES_END|OTHER_ASSETS_START|OTHER_ASSETS_END|LOANS_RECEIVABLE_START|LOANS_RECEIVABLE_END|TOTAL_START|MARKET_SEC_TOTAL_COST|MARKET_SEC_TOTAL_BOOK_VALUE|OTHER_INV_TOTAL_COST|OTHER_INV_TOTAL_BOOK_VALUE
639058|171133|203472|0|0|866308|861497|420846|399248|0|0|4638|1439|0|0|||||
645473|22932|21410|||0|0|0|0|0|0|270|0|0|0|23202||||
675706|84345|81474|||0|0|365|219|0|0|0|0|0|0|84710||||
645263|92764|78797|||0|0|1300|1300|0|0|0|0|0|0|94064||||
642230|244276|223508|||0|0|152|152|0|0|30|52|0|0|||||
645795|5870|6767|||||||||||||5870||||
646435|98162|81998|||0|0|906|572|0|0|0|0|0|0|99068||||
640578|14083|21248|||0|0|0|0|0|0|0|0|0|0|14083||||
634518|30404|23189|||0|0|1687|1687|0|0|0|0|0|0|||||
633308|24048|37772|||0|0|40116|40116|0|0|0|0|0|0|64164||||
670043|100848|95264|||0|0|1602|757|0|0|4380|9393|0|0|||||
643914|27917|37547|||0|0|0|0|0|0|0|0|0|0|||||
632496|24446|32579|||0|0|0|0|0|0|0|0|0|0|24446||||
619599|17091|10228|||85000|83453|9600|9600|0|0|788|0|0|0|112479||||
644130|67099|60985|||0|0|0|0|0|0|0|0|0|0|67099||||
645900|38690|31704|||0|0|0|0|0|0|152|152|0|0|38842||||
645724|10198|22016|||0|0|0|0|0|0|0|0|0|0|10198||||
638651|15976|10873|||12308|16380|0|0|0|0|0|0|0|0|||||
642445|6693|1186|||0|0|900|900|0|0|0|0|0|0|||||
647316|189159|215848|||||||||||||189159||||
648186|18618|23446|||0|0|0|0|0|0|0|0|0|0|18618||||
645083|42172|39081|||0|0|495|495|0|0|0|0|0|0|42667||||
692089|259262|197964|||0|0|0|0|0|0|0|0|0|0|||||
649678|15054|10229|||0|0|0|0|0|0|0|0|0|0|15054||||
622099|125383|78486|||0|0|0|0|0|0|0|0|0|0|125383||||
621317|1710|4888|||||||||||||1710||||
658001|17555|35882|||||||||||||17555||||
640195|118125|147524|||0|0|8817|8817|0|0|0|0|0|0|||||
624047|7992|6340|||0|0|0|0|0|0|0|0|0|0|7992||||
631788|5068|3075|||0|0|0|0|0|0|0|0|0|0|5068||||
645238|93114|88793|||0|0|0|0|0|0|0|0|0|0|93114||||
680085|129715|182423||0||0||192|0|0||0||0|||||
647700|15944|18827|||0|0|0|0|0|0|0|0|0|0|||||
647189|384400|352244|0||0||344898|373716|0|0|24395||0||||||
624930|108998|136965|||0|0|0|0|0|0|0|0|0|0|108998||||
665255|8097|13374|||0|0|0|0|0|0|0|0|0|0|||||
653982|3895|14158|||0|0|0|0|0|0|0|0|0|0|3895||||
652834|34509|37875|||0|0|0|0|0|0|0|0|0|0|||||
632287|34209|31713|||30000|30000|0|0|0|0|0|0|0|0|64209||||
683209|42374|36849|||0|0|0|0|0|0|0|0|0|0|||||
643365|8553|8979|||0|0|32|32|0|0|0|0|0|0|||||
625387|790527|1036471|22571|18154|0|0|33035|43472|0|0|1022|602|0|1299|||||
627971|57923|60460|||0|0|0|0|0|0|0|0|0|0|||||
637427|1636706|1661444|||||3921609|3813114|0|0|139|139|||||||
