RPT_ID|DUES|TAX|INVESTMENTS|SUPPLIES|LOANS_MADE|INTEREST|DIVIDENDS|RENTS|FEES|LOANS_OBTAINED|OTHER_RECEIPTS|AFFILIATES|MEMBERS|INV_SALE_REINVESTMENTS|ALL_OTHER_RECEIPTS
342998|24485|0|0|||0|||0||146||||
350461|650876|0|333823|0|0|54183|0|0|6200|1825|462026|0|0|0|462026
363062|57317|0|0|||0|||0||204||||
343943|59285|0|0|||52|||0||88||||
395843|30518|0|0|||3544|||0||0||||
351149|63813|0|0|||1990|||0||275||||
353760|210156|0|0|||2618|||0||25579||||
409643|6244|0|0|||4231|||0||2413||||
353239|0|45440|0|||2579|||0||50000||||
359664|4725|0||||19|||0||1989||||
361419|10672|0|0|||0|||0||0||||
358925|23972|0|0|||928|||0||4376||||
356248|90020|0|0|||395|||900||19392||||
342963|33720|0|0|||530|||0||28||||
362069|29966|0|0|||73|||0||91||||
336920|16987|11880|0|||153|||900||1949||||
344494|0|74924|0|||550|||0||6000||||
356305|39156|||||1246|||||111511||||
355716|25505|0|0|||0|||34816||0||||
356091|21688|0|0|||0|||0||1640||||
356726|25259|0|0|||27|||0||0||||
342611|2685|0|0|||12|||0||0||||
355509|41433|0|0|||482|||0||90699||||
355345|1111|0|0|||221|||0||17057||||
329954|0|124239|0|||1963|||0||24764||||
366319|11025|0|0|||0|||200||0||||
329899|19685|0|0|||0|||0||0||||
357761|102526|0|0|||207|||0||1197||||
343434|18868|0|0|||718|||0||0||||
367737|13788|0|0|||43|||0||0||||
351732|1806264|0|0|0|0|8260|0|0|0|0|18987|0|0|0|18987
371061|29685|0|0|||1|||0||912||||
363944|27183|0|0|||273|||0||0||||
353612|90898|||||13|||||3814||||
359504|21103|0|0|||1425|||0||-3261||||
358844|13569||||||||||||||
333203|1470719|105930|400000|0|0|68584|0|0|0|0|551118|0|0|0|51793
333296|25075|0|0|||477|||0||0||||
364042|254640|0|0|3651|0|17474|0|0|587515|0|112170|0|88429|0|5790
353401|11532|||||411|||||807||||
342544|44557|0|0|||326|||0||0||||
332299|156400|0|0|||2954|||0||0||||
333710|825521|0|462835|1871|0|63175|28419|0|2167887|0|285997|0|0|0|8346
330796|0|16373|0|||135|||0||0||||
