RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
342998|||868||||||||||319|11518|0|0|0|||899|0|||||||||||8016||0
350461|482534|35440|12558|87630|153970|95269|0|8972|0||20921|0|170817|166676|126216|146737|0|5073|0|0|22769|96245|-976|73435|21834|0|14946|0|4131|25088|44379|0||0
363062|||0||||||||||36791|0|0|0|0|||275|0|||||||||||9578||475
343943|||0||||||||||48234|3363|0|0|0|||4616|373|||||||||||1419||0
395843|||200||||||||||0|4790|0|0|0|||0|0|||||||||||15752||27344
351149|||3801||||||||||0|19748|397|0|0|||23410|8446|||||||||||25107||4946
353760|||787||||||||||3546|76565|12190|7159|0|||44207|11720|||||||||||37455||2930
409643|||0||||||||||2667|6100|0|0|0|||0|0|||||||||||21007||0
353239|||1500||||||||||0|0|0|0|0|||8034|94634|||||||||||4985||3305
359664|||661||||||||||0|0|0|0|0|||3704|0|||||||||||1780||0
361419|||0||||||||||0|7379|0|0|0|||442|0|||||||||||3647||0
358925|||950||||||||||8481|9365|0|0|0|||3730|12732|||||||||||4429||0
356248|||450||||||||||58437|16251|0|0|0|||15023|2998|||||||||||9266||0
342963|||300||||||||||14658|5185|0|2000|0|||1093|0|||||||||||6127||0
362069|||2195||||||||||0|25323|0|0|0|||4413|523|||||||||||537||4463
336920|||102||||||||||11610|8012|0|0|0|||0|0|||||||||||9666||330
344494|||800||||||||||59940|0|0|0|0|||21188|0|||||||||||6567||0
356305|||2513|||||||||||34675||||||26848|90545|||||||||||1475||700
355716|||250||||||||||2396|21723|0|0|0|||42156|0|||||||||||1423||0
356091|||0||||||||||5917|6920|0|736|0|||3096|1950|||||||||||1410||5789
356726|||2194||||||||||16689|2564|0|159|0|||0|0|||||||||||3837||0
342611|||0||||||||||0|4776|0|0|0|||0|487|||||||||||0||0
355509|||10923||||||||||0|45663|0|0|0|||54609|681|||||||||||2706||9064
355345|||0||||||||||0|2211|0|0|0|||12707|1050|||||||||||109||0
329954|||26||||||||||750|11987|0|0|0|||70764|1125|||||||||||9975||52458
366319|||0||||||||||9726|1107|0|0|0|||1566|0|||||||||||320||0
329899|||0||||||||||11888|1434|0|0|0|||508|0|||||||||||1939||4524
357761|||1161||||||||||4914|32287|0|0|0|||26889|9351|||||||||||29073||3013
343434|||0||||||||||9130|3037|0|0|0|||1613|0|||||||||||325||0
367737|||200||||||||||8729|7024|0|797|0|||315|0|||||||||||287||0
351732|628533|26569|6745|106556|305137|0|32657|0|0||63082|0|515267|809741|26834|63200|0|0|0|0|0|0|0|0|0|0|32030|4854|4049|33350|21904|0||0
371061|||0||||||||||15725|3433|0|0|0|||323|0|||||||||||1452||0
363944|||0||||||||||0|5303|0|0|0|||18570|0|||||||||||831||0
353612|||7314||||||||||52126|26692||||||5491||||||||||||6905||1400
359504|||0||||||||||9369|3313|0|0|0|||-2300|6362|||||||||||2262||0
358844||||||||||||||6971||75||||3000||||||||||||3629||
333203|840079|67899|10831|568889|333514|181320|0|0|0||43412|0|0|90086|365573|269119|0|0|0|0|358960|181518|-198|45460|135860|0|13167|767|10831|154199|24469|0||0
333296|||894||||||||||0|2379|0|0|0|||9875|0|||||||||||5968||101
364042|57742|7419|19660|207444|142591|47513|80109|0|2288||29812|0|220601|207377|37191|117872|0|0|0|0|50235|47513|0|0|0|0|0|0|19660|90956|375|0||0
353401|||100|||||||||||10959||||||7844|1254|||||||||||1842||
342544|||0||||||||||12648|13250|0|0|0|||7932|0|||||||||||9123||2570
332299|||800||||||||||116520|19721|0|0|0|||8118|0|||||||||||8938||2148
333710|2170755|72230|39408|233412|179379|263560|0|0|0||68979|0|492355|249865|470613|364415|0|0|0|0|362568|264189|-629|166083|98106|0|183872|1187|7800|73007|2797|0||0
330796|||2000||||||||||0|8000|0|0|0|||25468|0|||||||||||7590||68
356947|219545|1396|0|0|100443|50720|0|0|0||15257|0|4213|197561|0|0|0|0|0|0|1200|45909|4811|50720|-1200|0|23010|0|0|0|12865|0||0
334251|58002|718|718|491294|126547|99407|1639|4383|4328||14624|0|378803|88709|17764|196393|0|0|11084|0|0|94042|5365|99407|0|0|0|0|0|49148|6598|0||0
335236|||2189||||||||||51278|6019|1499|0|0|||0|0|||||||||||9963||600
336363|||||||||||||10507|0||||||||||||||||||685||
332964|||||||||||||26984|5746||||||5040|0|||||||||||3269||
332321|||0||||||||||17131|1731|0|0|0|||9435|0|||||||||||9532||650
356963|||600||||||||||2715|35587|0|0|0|||13521|11901|||||||||||25692||7373
346237|||550||||||||||1350|36364|0|0|0|||33977|8910|||||||||||272||200
333233|||310||||||||||45525|10489|0|0|0|||3328|0|||||||||||10012||1765
