OID|DESCRIPTION|COST_BASIS|DEPRECIATION|BOOK_VALUE|VALUE|ASSET_TYPE|RPT_ID
377517|Automobiles and Other Vehicles|||||303|737701
377518|Office Furniture and Equipment|2628728|1263786|1364942|1364942|304|737701
377519|Other Fixed Assets|3145585|823455|2322130|2322130|305|737701
374213|Office Furniture and Equipment|||||304|735611
374212|Automobiles and Other Vehicles|||||303|735611
374214|Other Fixed Assets|||||305|735611
372816|NONE|0|0|0|0|301|734116
372817|NONE|0|0|0|0|302|734116
372818|Automobiles and Other Vehicles|145997|44774|101223|101223|303|734116
372819|Office Furniture and Equipment|39342|34198|5144|5144|304|734116
372820|Other Fixed Assets|22900|22990|0|0|305|734116
376381|Automobiles and Other Vehicles|31337|20566|10771|10771|303|736455
376382|Office Furniture and Equipment|55423|51636|3787|3787|304|736455
376383|Other Fixed Assets|||||305|736455
372690|814 Airport Blvd., Austin, Texas|124387|0|124387|2810088|301|733909
372691|814 Airport Blvd., Austin, Texas|4253773|1037056|3216717|2755700|302|733909
372692|Automobiles and Other Vehicles|63326|23220|40106|40106|303|733909
372693|Office Furniture and Equipment|157214|138141|19073|19073|304|733909
372694|Other Fixed Assets|90950|56154|34796|34796|305|733909
378155|Automobiles and Other Vehicles|||||303|738521
378156|Office Furniture and Equipment|5188|2567|2621|2700|304|738521
378157|Other Fixed Assets|||||305|738521
376304|Automobiles and Other Vehicles|||||303|736413
376305|Office Furniture and Equipment|||||304|736413
376306|Other Fixed Assets|||||305|736413
373648|Automobiles and Other Vehicles|||||303|735196
373649|Office Furniture and Equipment|||||304|735196
373650|Other Fixed Assets|10333|2515|7818|7818|305|735196
376626|Automobiles and Other Vehicles|136213|97049|39163|39163|303|736581
376627|Office Furniture and Equipment|199616|152849|46767|46767|304|736581
376628|Other Fixed Assets|||||305|736581
377659|Automobiles and Other Vehicles|||||303|737880
377660|Office Furniture and Equipment|4736|1421|3315|3315|304|737880
377661|Other Fixed Assets|||||305|737880
376271|Automobiles and Other Vehicles|||||303|736399
376272|Office Furniture and Equipment|6901|1890|4011|4011|304|736399
376273|Other Fixed Assets|||||305|736399
377576|Automobiles and Other Vehicles|||||303|737775
377577|Office Furniture and Equipment|1400|267|1133|1133|304|737775
377578|Other Fixed Assets|||||305|737775
374653|None|0|0|0|0|301|735839
374654|None|0|0|0|0|302|735839
374655|Automobiles and Other Vehicles|||||303|735839
374656|Office Furniture and Equipment|22331|21449|882|882|304|735839
374657|Other Fixed Assets|||||305|735839
374117|303 ERICKSON BLVD|777234|337228|440006|450000|302|735565
374116|303 ERICKSON BLVD|47003|0|47003|50000|301|735565
374118|Automobiles and Other Vehicles|50679|9291|41388|42000|303|735565
374119|Office Furniture and Equipment|103645|87206|16439|17000|304|735565
374120|Other Fixed Assets|||||305|735565
376057|9623 Brookline Ave, Baton Rouge, LA  70809|80050|0|80050|80050|301|736356
376058|9623 Brookline Ave, Baton Rouge, LA  70809|417583|186218|231365|231365|302|736356
376059|6765 Corporate Blvd, Unit 10111, BR, LA|125768|4569|121199|121199|302|736356
376060|9623 Brookline Ave Improvements|29301|2467|26834|26834|302|736356
376061|Automobiles and Other Vehicles|||||303|736356
376062|Office Furniture and Equipment|70096|65629|4467|4467|304|736356
376063|Other Fixed Assets|||||305|736356
375472|Automobiles and Other Vehicles|0|0|0|0|303|736183
375473|Office Furniture and Equipment|0|0|0|0|304|736183
375474|Other Fixed Assets|1078|193|885|885|305|736183
379036|Automobiles and Other Vehicles|||||303|739498
379037|Office Furniture and Equipment|9093|1247|7846|7846|304|739498
379038|Other Fixed Assets|||||305|739498
376926|Office Furniture and Equipment|660038|542663|117375|117375|304|736759
376927|Other Fixed Assets|0|0|0|0|305|736759
