OID|RATE_TYPE|AMOUNT|UNIT|MINIMUM|MAXIMUM|RPT_ID
688525|1105|||||729217
689597|1101|25.00|year|25.00|25.00|729686
689598|1103|1.00|year|1.00|1.00|729686
689599|1104|||||729686
689600|1105|||||729686
689609|1101|$100/$10|WEEK|$10|$100|729689
704084|1101|35|Month|0|0|736360
689610|1103|$500/$250||$250|$500|729689
689611|1104|||||729689
689612|1105|||||729689
706582|1101|35|month|25|67|737138
689613|1101|148|yr|76/yr|148/yr|729690
706583|1103|100|once|||737138
706584|1104|||||737138
706585|1105|||||737138
689614|1103|115|All|0|115|729690
689615|1104|NA|All|NA|NA|729690
689616|1105|NA|All|NA|NA|729690
706586|1101|53.82|month|0|0|737139
706587|1103|0||0|0|737139
706588|1104|0||0|0|737139
706589|1105|0||0|0|737139
707975|1102|||||737701
707976|1103|||||737701
707977|1104|||||737701
707978|1105|||||737701
701728|1104|n/a|n/a|n/a|n/a|735725
701729|1105|n/a|n/a|n/a|n/a|735725
701730|1101|2 1/2 HRS|MONTH|N/A|N/A|735726
636411|1101|.009|Gross Salary|NA|NA|711218
636412|1102|||||711218
636413|1103|||||711218
636414|1104|||||711218
636415|1105|||||711218
643934|1101|64.05|month|45.05|83.05|713941
643935|1103|48||||713941
643936|1104|||||713941
643937|1105|||||713941
646080|1101|0|N/A|0|0|714763
646081|1102|0|N/A|0|0|714763
646082|1103|0|N/A|0|0|714763
646083|1104|0|N/A|0|0|714763
646084|1105|0|N/A|0|0|714763
646879|1101|0|N/A|0|0|715038
646880|1102|0|N/A|0|0|715038
646881|1103|0|N/A|0|0|715038
646882|1104|0|N/A|0|0|715038
646883|1105|0|N/A|0|0|715038
701731|1103|$40|NewHire|N/A|N/A|735726
649722|1101|40|Monthly|40|409|716012
649723|1103|N/A|N/A|N/A|N/A|716012
649724|1104|N/A|N/A|N/A|N/A|716012
649725|1105|N/A|N/A|N/A|N/A|716012
649779|1101|48.50|Month|0|0|716030
649780|1103|||0|0|716030
649781|1104|||0|0|716030
649782|1105|||0|0|716030
651254|1101|$25.00|month|0|$25.00|716541
651255|1102||||8% of wages|716541
651256|1103|||250.00|500.00|716541
651257|1104|||0|0|716541
651258|1105|||0|0|716541
701732|1104|N/A|N/A|N/A|N/A|735726
701733|1105|N/A|N/A|N/A|N/A|735726
701734|1101|$80.00|QUARTER|$65.00|$80.00|735727
655593|1101|15.25|1|10.00|15.25|718202
655594|1103|40|1|10.00|15.25|718202
655595|1104|0|0|0|0|718202
655596|1105|0|0|0|0|718202
656245|1101|140|year|35|140|718482
656246|1103|85|one time|||718482
656247|1104|85|one time|||718482
656248|1105|none||||718482
