RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
739402|||1823||||||||||20154|11094|0|800|0|||0|0|||0||||||||8555||1074
727267|||0||||||||||24306|29663|0|0|0|||18945|0|||9482||||||||5725||1110
738668|||0||||||||||10595|1490|0|0|0|||40|0|||||||||||0||0
739441|||9101||||||||||550|0|0|0|0|||0|0|||0||||||||948||4538
736846|||0||||||||||0|0|0|0|0|||0|0|||||||||||0||0
737701|6182962|584314|42850|1113913|5157741|2417579|0|275746|0||521688|5722|15452361|255655|24755|1777444|0|0|0||4148156|2432922|-15343|0|2417579||114888|22235|17850||171257|||
736023|||5150||||||||||0|237|0|0|0|||4585|0|||||||||||337||1000
730215|||5800||||||||||1000|19402|0|0|0|||78285|0|||0||||||||6262||38125
732260|||0||||||||||0|15491|0|0|0|||5512|0|||4824||||||||2642||4607
736860|||0||||||||||0|13991|0|0|0|||0|217|||0||||||||3659||315
736865|||0||||||||||0|1984|0|0|0|||0|0|||0||||||||1369||506
736181|0|0|15382|7842|81497|2277|1556|0|0||2842|0|271591|26064||0|0|0|0||1075|2277||2188|89||||9382|1263|9754|||
734118|||250||||||||||34995|10769|0|652|0|||494|0|||494||||||||4827||2048
736572|59251|240|2405|34920|22799|12141|0|0|0||5256|0|167821|22356||24707|||0||39724|12141||1265|10876||11352|0|2165|20376|50|||
735611|69555|6790|14541|41627|84134|23490|0|26098|0||19457|0|233780|27682|0|75427|0|0|0||106120|23490|||||17519|4750|11950|7968|19846|||
729761|||0||||||||||0|2362|0|0|0|||1027|0|||||||||||1579||14505
734116|529840|263930|27953|39793|356887|261001|0|0|0||55985|0|0|3909|1621172|490566|0|0|1815561||560989|260499|502|1441|259560||1000|1843|7953|102|42956|||
733029|||2572||||||||||0|7663|0|0|0|||34019|0|||0||||||||1756||0
736455|296805|0|1472|157023|13617|75539|19000|0|0||24897|0|74109||1862|91369|0|0|0||231838|75539|||73539||28839|0|1472|41702|8112|||
733909|112792|87423|65722|797673|220368|95985|73085|13615|0||139135|0|740823|325354|299078|285642|||0||79492|95985||80774|15210||0|36500|65722|53398|38203|||
