RPT_ID|REPRESENTATIONAL|POLITICAL|CONTRIBUTIONS|GENERAL_OVERHEAD|UNION_ADMINISTRATION|WITHHELD|MEMBERS|SUPPLIES|FEES|ADMINISTRATION|DIRECT_TAXES|STRIKE_BENEFITS|PER_CAPITA_TAX|TO_OFFICERS|INVESTMENTS|BENEFITS|LOANS_MADE|LOANS_PAYMENT|AFFILIATES|OTHER_DISBURSEMENTS|TO_EMPLOYEES|LESS_TOTAL_DISBURSED|WITHHELD_NOT_DISBURSED|OFFICER_DEDUCTIONS|EMPLOYEE_DEDUCTIONS|INV_PURCH_REINVESTMENTS|ALL_OTHER_REP_ACTIVITIES|ALL_OTHER_POL_ACTIVITIES|ALL_OTHER_CONTRIBUTIONS|ALL_OTHER_GEN_OVERHEAD|ALL_OTHER_UNION_ADMIN|OFF_ADMIN_EXPENSE|EDU_PUB_EXPENSE|PRO_FEES
167888|||4365|||79852|0|4692|0||19690||153078|137323|659154|101138|0|0|0|322958|20646|||||||||||66761|11666|0
181839|||230||||||||||21229|0|0|0|0|||15396|0|||||||||||5744||250
142379||||||||||||||3670||||||4867|3804|||||||||||56814||
171247|||650||||||||||5236|72056|674|0|0|||20838|0|||||||||||81404||3427
142414|||||||||||||3757|602||||||1597||||||||||||5027||5200
174140|||714|||||||||||0||||||4550|0|||||||||||2786||
143136|||1115||||||||||7836|6719|0|0|0|||5568|3659|||||||||||6578||0
165669|||0||||||||||48774|12742|2012|0|0|||6173|6485|||||||||||11858||0
144282|||300||||||||||12660|3599|0|4500|0|||348|0|||||||||||3492||0
164522|||1595||||||||||22790|16463|0|540|0|||4687|1875|||||||||||364||3291
139105|||2043||||||||||7815|3538|0|0|0|||38122|0|||||||||||3893||0
164015|||2650||||||||||50505|572|0|0|0|||27179|5789|||||||||||10697||0
145750|||2552||||||||||0|13951|0|0|0|||23407|3352|||||||||||1162||529
194178|||0|||0|0|0|0||0||3174|13854|0|65309|0|0|0|722850|0|||||||||||7519|0|0
185906|||||||||||||5220|4062||431||||3080|1356|||||||||||498||36
171914|||||||||||||10345|3087||230||||725||||||||||||2485||300
143547|||80||||||||||0|0|0|805|0|||1168|0|||||||||||7||0
178544|||799||||||||||33461|29783||10470|188|||3831|1190|||||||||||3537||931
165602||||||||||||||3171||||||16649|350|||||||||||||
130146|||750||||||||||0|3000|0|0|0|||9408|0|||||||||||29271||1870
170853|||||||||||||8469|420||||||40||||||||||||||
140718|||839||||||||||2999|29249|0|0|0|||35513|11550|||||||||||20203||0
140644|||0||||||||||6655|2191|0|0|0|||1359|0|||||||||||732||0
178969|||4506|||0|26154|0|0||53181||11585|572862|38372|70829|0|7421|0|21485|0|||||||||||240820|5633|19707
142743|||0||||||||||64030|11623|0|0|0|||0|0|||||||||||20406||0
173029|||0||||||||||25640|0|0|0|0|||0|0|||||||||||1879||1997
140877|||1100||||||||||12645|369|0|0|0|||130|0|||||||||||2260||1400
171292|||14007||||||||||62734|15075|0|0|0|||6707|2759|||||||||||4258||6023
145318|||285||||||||||46631|2522|0|0|0|||9434|6534|||||||||||2336||0
141667|||0||||||||||0|3703|0|0|0|||2462|0|||||||||||5730||0
133445|||0||||||||||0|3000|0|0|0|||98734|0|||||||||||1587||375
173488|||618||||||||||0|640|0|0|0|||8194|2654|||||||||||581||0
166947|||10800|||86767|0|0|0||10086||189649|128562|13918|109321|0|0|0|297260|65109|||||||||||84070|0|13081
169382|||450||||||||||184|11487|0|0|0|||6851|5689|||||||||||981||0
183673|||0||||||||||0|15438|0|0|0|||40183|1709|||||||||||6085||2798
135654|||800||||||||||90307|21101|0|0|0|||20179|0|||||||||||1352||1545
134064|||2184|||157557|236582||||39148||432274|50441||173048||||99123|287673|||||||||||177938||47926
163927||||||||||||||7000||||||10674||||||||||||6050||
138117|||0|||17990|0|250|0||8037||4969|86341|0|0|0|0|0|54937|8525|||||||||||16890|0|300
137344|||0|||79379|5693|7643|0||12138||319470|75332|591388|79468|0|17680|0|65358|868|||||||||||74694|0|3194
138382|||600||||||||||43873|6962|1413|511||||2000||||||||||||7931||725
140606|||0||||||||||17887|5998|0|0|0|||7344|0|||||||||||2629||0
165852||||||||||||||11866||1686||||||||||||||||16856||
137059|||300||||||||||19716|1736|0|0|0|||20705|0|||||||||||8471||3630
144451|||3207||||||||||2288|24241|0|7218|0|||12005|6891|||||||||||25444||90
209589|||0||||||||||0|35271|9250|11401|0|||11942|24040|||||||||||31533||1190
178311|||591||||||||||880|20410|0|0|0|||19277|11543|||||||||||5528||0
176200|||0|||2933|70317|0|100||741||0|11533|0|0|0|0|166904|10989|0|||||||||||6386|1443|3094
166422|||2536|||12253|0|0|24||0||135270|72334|0|5200|0|0|0|3965|17189|||||||||||11806|0|1950
171140|||||||||||||11435|14476|35207|500||||11713|8274|||||||||||21883||700
164051|||1314||||||||||313|6999|0|0|0|||96|1025|||||||||||4294||475
164261|||1567||||||||||0|7605|0|0|0|||16444|1717|||||||||||4333||30
236533|||0||||||||||0|19394|0|0|0|||2961|0|||||||||||5400||875
145855|||792||||||||||21062|10142|0|0|0|||1639|0|||||||||||1418||0
170313|||0||||||||||7969|11813|0|5178|0|||3696|0|||||||||||8475||985
144717|||4725||||||||||4200|20028||||||52095|24643|||||||||||16085||9150
165545|||3302|||2272|0|0|0||596||198866|12906|58383|0|0|0|0|5721|8367|||||||||||6811|0|1415
174453|||0||||||||||1611|38277|0|0|0|||22108|2293|||||||||||2919||0
143185|||0||||||||||542|10284|0|0|0|||6294|778|||||||||||270||70
144971|||0||||||||||24203|41028|0|19046|0|||48960|0|||||||||||13485||3400
168574|||2750|||41149|0|0|0||16422||96509|168777|0|39317|0|7187|0|4052|3696|||||||||||69447|0|0
171627|||4800|||22834|0|0|0||10235||75|600|6367|21747|11100|0|0|144264|85685|||||||||||28896|3167|32951
173710|||0||||||||||0|500|0|0|0|||6657|0|||||||||||0||425
180964|||53||||||||||103274|2664|0|0|0|||24198|14960|||||||||||5579||0
146153|||1971||||||||||0|4913|0|0|0|||275|0|||||||||||2174||0
165611|||2498|||||||||||2064||158||||||||||||||||4953||1075
172007|||0||||||||||0|0|0|0|0|||0|0|||||||||||15124||1950
167885|||4600|||44042|0|0|0||20046||145210|106474|23192|442318|0|6543|0|213474|30551|||||||||||51219|90274|27878
145033|||100||||||||||10547|3640|0|0|0|||2403|0|||||||||||321||0
203454|||7504|||62853|0|6511|0||2498||495436|90528|327|0|0|0|0|91405|85645|||||||||||39548|7757|9874
164573|||3840|||417267|78901|31170|0||164678||1827700|170240|167774|949608|9425|0|125381|744351|1427351|||||||||||518794|0|75569
166192|||0||||||||||12608|0|0|0|0|||360|0|||||||||||275||0
174932|||744||||||||||24323|10135||||||5277|198|||||||||||6604||
143006|||0||||||||||35930|1230|0|0|0|||5360|5119|||||||||||1516||0
170632|||100||||||||||22013|26545|13535|3150|0|||5301|0|||||||||||6328||1300
167691|||930|||10808|444|0|2550||0||180788|43221|8110|0|0|0|0|28402|17047|||||||||||28940|2467|7445
144980|||5006||||||||||702|4613|1238|0|0|||0|0|||||||||||10439||340
173247|||435||||||||||35966|2591|0|0|0|||669|3173|||||||||||1023||0
144898|||3412|||26583|||||5911||119042|33366||||||1698|17105|||||||||||8434||650
219782|||220||||||||||1302|3880|0|16126|0|||16312|0|||||||||||1578||175
170284|||0||||||||||661|12996|0|0|0|||8200|1108|||||||||||3094||500
190528|||1366||||||||||1680|10758|0|0|0|||22405|0|||||||||||3655||75
173725|||325||||||||||37053|1855|||||||1192|||||||||||1060||570
171462|||723||||||||||48947|20678|0|213|0|||30089|10912|||||||||||2698||225
142875|||2300||||||||||5434|1200|0|0|0|||1879|0|||||||||||329||0
173511||||||||||||||9060||||||23593||||||||||||||
140927|||0||||||||||26536|11363|0|0|0|||0|5181|||||||||||736||1010
174293|||2542||||||||||110024|7953||31218||||4606|9011|||||||||||9743||
168049|||1325||||||||||0|37463|0|0|0|||9945|7514|||||||||||6324||159
165116|||14500|||123777|0|0|0||43660||657361|140036|0|92197|0|0|0|7243|225195|||||||||||124982|76617|8171
139523|||0||||||||||29121|27581|0|0|0|||0|0|||||||||||42349||2470
169806|||7495|||39873|||||13334||263014|96687|||||||48800|||||||||||57022||11793
164255|||1425||||||||||11649|0|0|0|0|||8564|0|||||||||||116||485
166086|||12434|||27512|0|0|0||11574||2245|50866|0|2400|0|21255|0|10893|121355|||||||||||85317|16269|7115
168083|||1829|||99329|||||66092|||195225|56580|128714|||1121977|289|33872|||||||||||126305||21437
138670|||600||||||||||18842|878|0|7724|0|||20489|18286|||||||||||15784||20
141325|||40||||||||||1560|19092|0|0|0|||21847|1856|||||||||||2576||0
173035|||200||||||||||0|6823|0|0|0|||1631|242|||||||||||1374||0
176092|||1352||||||||||1227|6363|0|0|0|||5909|2591|||||||||||1440||3986
168421|||22624|||375995|0|0|0||103329||527625|222146|5316|194110|0|0|0|252681|626889|||||||||||227874|6219|63783
140415|||567||||||||||5006|3655|0|200|0|||0|0|||||||||||1322||929
141708|||253||||||||||0|4954|0|0|0|||641|0|||||||||||1215||225
145766|||10221||||||||||27593|39911|0|0|0|||3638|11355|||||||||||8380||895
144336|||0||||||||||11425|2121|0|0|0|||1685|764|||||||||||7482||0
142914|||576||||||||||36416|5163|0|0|0|||7912|6815|||||||||||1646||9695
168188|||3086|||21486|0|0|0||11805||203622|35537|1129|0|0|10760|0|23574|27990|||||||||||15467|1592|0
212212|||4851||||||||||0|31161|0|0|0|||7594|1805|||||||||||2772||0
136145|||||||||||||5548|1603||||||87||||||||||||2519||1343
