RPT_ID|DUES|TAX|INVESTMENTS|SUPPLIES|LOANS_MADE|INTEREST|DIVIDENDS|RENTS|FEES|LOANS_OBTAINED|OTHER_RECEIPTS|AFFILIATES|MEMBERS|INV_SALE_REINVESTMENTS|ALL_OTHER_RECEIPTS
167888|577822|0|300000|0|0|19191|0|0|8150|0|443525|0|0||
181839|29804|0|0|||0|||0||0||||
142379|70815||||||||||||||
171247|191889|0|0|||137|||4719||0||||
142414|7374|||||2494|||1314||4780||||
174140|3645|||||5|||||4089||||
143136|28467|0|0|||1341|||0||434||||
165669|73932|0|1600|||271|||950||10578||||
144282|24030|0|0|||1174|||0||68||||
164522|55665|0|679|||249|||0||0||||
139105|14367|0|0|||1036|||7859||31868||||
164015|0|81631|0|||3074|||0||7750||||
145750|55431|0|0|||605|||0||405||||
194178|20135|0|0|0|0|0|0|0|33087|0|750902|0|0||
185906|9353||||||||||||||
171914|18333|||||395|||||||||
143547|4610|0|0|||15|||0||270||||
178544|70088|||||89|||21025||3308||||
165602|1290|||||376|||||14329||||
130146|0|51708|0|||1836|||0||9567||||
170853|9000||||||||||||||
140718|95750|0|0|||202|||0||0||||
140644|13960|0|0|||922|||0||0||||
178969|944427|0|0|0|0|3722|0|0|0|0|35950|0|0||
142743|76857|0|1|||75|||0||0||||
173029|43498|0|0|||413|||119||0||||
140877|21325|0|0|||2090|||0||0||||
171292|96650|0|0|||377|||0||7200||||
145318|61568|0|0|||1116|||0||8425||||
141667|11794|0|0|||0|||0||0||||
133445|96653|0|0|||0|||0||6785||||
173488|19066|||||333|||||670||||
166947|133480|0|116976|5815|0|22918|9552|0|346194|0|410014|0|0||
169382|26091|0|6|||451|||0||3627||||
183673|60463|0|0|||0|||0||1714||||
135654|139154|0|0|||3229|||0||0||||
134064|801915|||||2042|||531238||132361||235585||
163927||20621||||2012|||||||||
138117|234498|0|0|349|0|1696|0|0|0|0|28608|0|0||
137344|125209|158962|0|8410|0|20500|3525|0|742536|500000|64285|0|0||
138382|62259|||||392|||||||||
140606|29616|0|0|||33|||0||1777||||
165852|39408|||||1085|||||213||||
137059|32316|0|0|||0|||1200||11150||||
144451|70133|0|0|||2296|||0||7175||||
209589|2800|0|0|||0|||0||81787||||
178311|55745|0|0|||413|||0||1575||||
176200|0|33640|0|0|0|8958|0|0|0|0|13833|166904|0||
166422|292516|0|0|0|0|127|0|0|0|0|69|0|0||
171140|47326||36046|||10185|||||7725||||
164051|19112|0|0|||2021|||0||1071||||
164261|44189|0|0|||1665|||0||0||||
236533|12684|0|0|||214|||0||7021||||
145855|40859|0|0|||333|||0||0||||
170313|16780|0|0|||1277|||18004||588||||
144717|116584|||||645|||||9627||||
165545|265097|0|0|2543|0|355|0|0|0|0|14377|0|0||
174453|51434|0|0|||3193|||0||0||||
143185|17702|0|0|||28|||0||22||||
144971|113533|0|0|||0|||0||0||||
168574|157642|0|0|1676|0|242|0|14191|119362|25571|2874|0|0||
171627|0|220689|0|0|11100|0|0|0|0|3852|145698|0|0||
173710|9808|0|0|||54|||0||||||
180964|129268|0|0|||98|||0||22123||||
146153|11447|0|0|||87|||0||45||||
165611|7756|||||208|||||2978||||
172007|17004|0|0|||4|||0||0||||
167885|163272|0|0|0|2400|31680|3079|3990|734490|0|1022211|0|0||
145033|20194|0|0|||100|||0||293||||
203454|757500|0|0|0|0|4172|676|0|2440|0|99759|0|0||
164573|3439663|0|96911|0|1000|4478|1379682|502670|0|250000|957085|125381|79140||
166192|14153|0|0|||0|||0||0||||
174932|37028|||||425|||||7983||||
143006|46146|0|0|||0|||0||4035||||
170632|28368|0|0|||5115|||1905||42727||||
167691|292233|0|0|0|0|228|0|0|80|0|40252|0|444||
144980|27047|72|0|||1322|||0||405||||
173247|44096|0|0|||98|||200||660||||
144898|208842|||||2509|||3825||234||||
219782|28107|0|0|||1302|||0||0||||
170284|20137|0|0|||0|||0||1920||||
190528|19552|0|0|||9505|||0||7941||||
173725|45755|||||1848|||||||||
171462|82406|0|0|||1284|||0||12868||||
142875|10146|0|0|||0|||0||268||||
173511|24287||||||||||2486||||
140927|53619|0|0|||0|||0||0||||
174293|137814||||||||8886||35409||||
168049|57119|0|0|||2306|||0||637||||
165116|1465389|0|0|0|0|563|0|0|0|0|0|0|0||
139523|90391|0|0|||0|||40||0||||
169806|399989|||||630|||120||138369||||
164255|22766|0|0|||0|||400||1210||||
166086|345323|0|0|1214|0|5649|0|8990|0|0|38467|0|0||
168083||525395|17987|||38755|14400||0||14163|1123216|||
138670|67241|0|0|||3404|||0||0||||
141325|38989|0|0|||975|||0||0||||
173035||0|0|||40|||0||441||||
176092|0|0|0|||2633|||20408||969||||
168421|2803375|0|14000|0|0|59896|0|0|840|0|124629|0|0||
140415|8061|0|0|||50|||0||0||||
141708|13198|0|0|||11|||0||0||||
145766|91152|0|0|||995|||0||7860||||
144336|20573|0|0|||3|||0||0||||
142914|63353|0|0|||170|||0||39||||
168188|299230|0|0|0|0|735|0|2000|1510|0|37218|0|100||
212212|24466|0|0|||0|||0||11620||||
136145|9675|||||183|||||||||
165319|199199|0|0|0|0|2766|0|0|275|0|26436|0|0||
170574|21302|0|0|||323|||0||0||||
144654|||||||||||||||
174388|0|12249|0|||0|||0||11048||||
187381|7637|||||749|||||4814||||
165117|265078|44916|0|0|0|2860|0|0|0|0|809|0|2010||
163852|27379|||||99|||||12879||||
144308|0|38902|0|||0|||0||0||||
166169|0|19783|0|||0|||0||1179||||
172392|6787|0|0|||4776|||0||0||||
177753|0|52010|0|||0|||0||0||||
144732|0|82130|0|||257|||0||1146||||
178292|1968318|0|29235|0|0|25125|0|0|0|0|113399|0|0||
171521|10410|0|0|||825|||0||0||||
175328|0|18702|0|||147|||0||48863||||
177447|30529||||||||||||||
168984|0|0|0|||0|||0||44712||||
137024|26896|||||504|||3706||||||
170523|0|18589|0|||121|||0||4405||||
167987|68233|0|0|||1567|||0||8726||||
252839|8118|36206|0|||0|||0||0||||
164907|28742|0|0|||0|||0||0||||
177766|65283|0|0|||3750|||425||6881||||
170302|0|46634|0|||264|||0||2733||||
174389|0|54692|0|||412|||0||546||||
144292|0|0|0|||88|||0||12496||||
165001|22574|0|0|0|0|218|0|0|0|0|427700|0|0||
168739|0|0|0|||0|||0||0||||
174320|0|195322|0|0|0|324|0|0|0|0|263358|0|0||
165687|15356|0|0|||134|||0||0||||
177948|18274|0|0|||56|||0||571||||
145281|0|52213|0|||0|||0||1019||||
172093|0|9870|0|||45|||0||0||||
143072|0|60387|0|||1315|||0||4072||||
167627|203028|0|0|0|0|275|0|6000|250|0|993|0|0||
168100|69953|0|0|||255|||25||749||||
213650|6415|0|0|||0|||0||0||||
171997|40825|0|0|||624|||500||20233||||
166732|0|115684|0|||2592|||0||66061||||
179553|36040|0|0|||355|||11749||5204||||
173375|13318|0|0|||23|||0||0||||
