OID|RATE_TYPE|AMOUNT|UNIT|MINIMUM|MAXIMUM|RPT_ID
170173|1102|0|0|0|0|433402
170174|1105|0|0|0|0|433402
170274|1103|50.00|One Time|0|0|433563
170275|1101|0|Qtr|67.76|120.48|433563
170276|1104|0|0|0|0|433563
170277|1102|0|0|0|0|433563
170278|1105|0|0|0|0|433563
170284|1103|0|0|0|0|433591
170285|1101|na|month|33|41|433591
170286|1104|0|0|0|0|433591
170287|1102|4%|gross wage|0|0|433591
170288|1105|0|0|0|0|433591
170309|1103|N/A|PERSON|0|300.00|433655
170310|1101|N/A|MONTH|6.00|30.00|433655
170311|1104|N/A|N/A|N/A|N/A|433655
170312|1102|N/A|N/A|N/A|N/A|433655
170313|1105|N/A|N/A|N/A|N/A|433655
170319|1103|||||433657
170320|1101|.04|Member per Month||4000.00
per month|433657
170321|1104|||||433657
170322|1102|||||433657
170323|1105|||||433657
170349|1103|$210.00|ONE TIME|N/A|N/A|433683
170350|1101|N/A|N/A|N/A|N/A|433683
170351|1104|N/A|N/A|N/A|N/A|433683
170352|1102|4%|GROSS WAGES|1%|4%|433683
170353|1105|N/A|N/A|N/A|N/A|433683
170504|1103|0|none|none|none|433905
170505|1101|2.40|qtr|2.40|2.40|433905
170506|1104|0|none|none|none|433905
170507|1102|0|none|none|none|433905
170508|1105|5.61|qtr on average|2.25|7.00|433905
170529|1103|100.00|event|100.00|800.00|433915
170530|1101|34.50|Month|33.50|Month|433915
170531|1104|1.00|Event|||433915
170532|1102|5.00|week|||433915
170533|1105|5.00|Week|||433915
170534|1103|60-300|ONE TIME|60|300|433916
170535|1101|6.00 - 17.00|MONTH|6.00|17.00|433916
170536|1104|N/A|N/A|N/A|N/A|433916
170537|1102|N/A|N/A|N/A|N/A|433916
170538|1105|N/A|N/A|N/A|N/A|433916
170698|1103|269.65|N/A|0|0|433949
170699|1101|N/A|MONTH|3.90|25|433949
170700|1104|N/A|N/A|N/A|N/A|433949
170701|1102|N/A|HOUR|.64|3.73|433949
170702|1105|N/A|N/A|N/A|N/A|433949
170778|1103|100.00|member|||433970
170779|1101|49.00|month|8.40|49.00|433970
170780|1104|1.00|member|||433970
170781|1102|0||||433970
170782|1105|0||||433970
171013|1103|$25.00|NEW MEMBER|N/A|N/A|434253
171014|1101|N/A|N/A|N/A|N/A|434253
171015|1104|N/A|N/A|N/A|N/A|434253
171016|1102|1% OF STRT TIME|N/A|N/A|N/A|434253
171017|1105|N/A|N/A|N/A|N/A|434253
171053|1103|10.00|INIT|||435346
171054|1101|1.45%+.02/hour|month|||435346
171055|1104|0||||435346
171056|1102|0||||435346
171057|1105|0||||435346
171068|1103|0|Initiation|||435349
171069|1101|33.00|Month|8.40|33.00|435349
171070|1104|1.00|Transfer|||435349
171071|1102|1.50|Hour|||435349
171072|1105|5.00|Week|||435349
171348|1103|||||435443
171349|1101|1.5% of Salary|Pay Period|||435443
171350|1104|||||435443
171351|1102|||||435443
171352|1105|||||435443
171378|1103|300.00||300.00|350.00|435449
171379|1101|21.00|Month|6.00|21.00|435449
171380|1104|0.00||||435449
171381|1102|0.00||||435449
171382|1105|0.00||||435449
171413|1103|$50 to $350||$50|$350|435464
171414|1101|$9 to $28|Month|$9|$28|435464
171415|1104|0|N/A|||435464
171416|1102|0|N/A|||435464
171417|1105|None|N/A|||435464
174275|1103|||||436494
171583|1103|N/A||||435611
171584|1101|$50|MONTH|||435611
171585|1104|$25||||435611
171586|1102|$2.50|MEMBER|$100|N/A|435611
171587|1105|N/A||||435611
171668|1103|NONE|NEW MEMBER|$125.00|$425.00|435645
171669|1101|$27.00|MONTH|NONE|NONE|435645
171670|1104|NONE|NONE|NONE|NONE|435645
171671|1102|NONE|NONE|NONE|NONE|435645
171672|1105|NONE|NONE|NONE|NONE|435645
171738|1103|||5|150|435689
171739|1101|23|MONTH|12|40|435689
171740|1104|1|transfer|||435689
171741|1102|3%|GROSS WAGES|||435689
171742|1105|6|WEEK|||435689
171941|1103|$350-$700|MEMBER|$350|$700|435765
171942|1101|$10|MONTH|||435765
171943|1104|$0-$700|MEMBER|$0|$700|435765
171944|1102|$1.55|HOUR|||435765
171945|1105|$0|N/A|||435765
172051|1103|100.00|event|100.00|100.00|435790
172052|1101|47.90|month|2.00|46.25|435790
172053|1104|||||435790
172054|1102|||||435790
172055|1105|||||435790
172096|1103|500-1400||||435799
172097|1101|3.00-13.00|Month|||435799
172098|1104|||||435799
172099|1102|.90|Hour|||435799
172100|1105|||||435799
172106|1103|0|Once|100|800|435801
172107|1101|0|Month|37.75|38.75|435801
172108|1104|1.00|Transfer Request|||435801
172109|1102|5% of gross wages|Wage|||435801
172110|1105|5.00|Week|||435801
172111|1103|N/A|N/A|N/A|N/A|435802
172112|1101|$0.015|Hour|N/A|N/A|435802
172113|1104|N/A|N/A|N/A|N/A|435802
172114|1102|N/A|N/A|N/A|N/A|435802
172115|1105|N/A|N/A|N/A|N/A|435802
172171|1103|||||435814
172172|1101|$413|Year|$413|$413|435814
172173|1104|||||435814
172174|1102|||||435814
172175|1105|||||435814
172226|1103|50.00|Member|||435836
172227|1101|27.80|Month|||435836
172228|1104|||||435836
172229|1102|4%|Gross
Wages|||435836
172230|1105|||||435836
172266|1103|N/A|N/A|N/A|N/A|435866
172267|1101|N/A|N/A|N/A|N/A|435866
172268|1104|N/A|N/A|N/A|N/A|435866
172269|1102|4% OR 2X HR WAGES|MONTH|N/A|N/A|435866
172270|1105|N/A|N/A|N/A|N/A|435866
172271|1103|$40 TO $100|INITIATE|$40|$100|435870
172272|1101|$0.88 TO $1.01|HOUR|$0.88|$1.01|435870
172273|1104|N/A|N/A|N/A|N/A|435870
172274|1102|N/A|N/A|N/A|N/A|435870
172275|1105|N/A|N/A|N/A|N/A|435870
172381|1103|100.00|INITIATIO|||435893
172382|1101|10.45|WEEKLY|||435893
172383|1104|||||435893
172384|1102|||||435893
172385|1105|||||435893
172471|1103|Various|Initiation|$40|$3,000|435911
172472|1101|Various|Month|$14|$34|435911
172473|1104|N/A|N/A|N/A|N/A|435911
172474|1102|Various|Hour|$0.25|$1.97|435911
172475|1105|N/A|N/A|N/A|N/A|435911
172680|1103|240|mbr|100|250|435987
172681|1101|18.25|mbr|9.25|18.25|435987
172682|1104|5|transfer|||435987
172683|1102|.49|hour|.47|.53|435987
172684|1105|5|mbr|||435987
172799|1103|500||||436028
172800|1101|32|Month|||436028
172801|1104|50|Transfer|||436028
172802|1102|6%|Gross Wages|||436028
172803|1105|5|Week|||436028
172824|1103|NA|NA|NA|NA|436057
172825|1101|20-24|MONTH|20|24|436057
172826|1104|NA|NA|NA|NA|436057
172827|1102|3.54%|MONTH|NA|NA|436057
172828|1105|NA|NA|NA|NA|436057
172909|1103|||||436088
172910|1101|$24.86|Bi-Weekly|||436088
172911|1104|||||436088
172912|1102|||||436088
172913|1105|||||436088
172948|1103|N/A|YEAR|40|1600|436096
172949|1101|N/A|MONTH|21|63|436096
172950|1104|N/A|N/A|N/A|N/A|436096
172951|1102|N/A|N/A|N/A|N/A|436096
172952|1105|N/A|N/A|N/A|N/A|436096
172993|1103|100.00||||436105
172994|1101|29.50|Month|29.50|32.00|436105
172995|1104|||||436105
172996|1102|||||436105
172997|1105|||||436105
172998|1103|||||436106
172999|1101|0|month|21|23|436106
173000|1104|||||436106
173001|1102|||||436106
173002|1105|||||436106
173097|1103|NONE|NEW MEMBER|$100.00|$550.00|436185
173098|1101|NONE|MONTH|$6.00|$40.00|436185
173099|1104|NONE|NONE|NONE|NONE|436185
173100|1102|NONE|HOUR|$1.47|$1.60|436185
173101|1105|NONE|NONE|NONE|NONE|436185
173277|1103|575||575|575|436247
173278|1101|5|month|5|5|436247
173279|1104|||||436247
173280|1102|1% package+1.75|hour|1% package+1.75|1% package+1.75|436247
173281|1105|||||436247
173412|1103|N/A|NEW
MEMBER|$125|$425|436278
173413|1101|$27|MONTH|N/A|N/A|436278
173414|1104|N/A|N/A|N/A|N/A|436278
173415|1102|N/A|N/A|N/A|N/A|436278
173416|1105|N/A|N/A|N/A|N/A|436278
173571|1103|||||436314
173572|1101|224.00|year|||436314
173573|1104|||||436314
173574|1102|||||436314
173575|1105|||||436314
173606|1103|100.00|PERSON|0|0|436321
173607|1101|21.50|MO|0|0|436321
173608|1104|100.00|PERSON|0|0|436321
173609|1102|.40|HR|0|0|436321
173610|1105|5.00|WEEK|0|0|436321
173611|1103|||||436322
173612|1101|35|month|35|35|436322
173613|1104|||||436322
173614|1102|1.05|hour|1.05|1.05|436322
173615|1105|||||436322
173950|1103|$20-$125|ONE-TIME|$20|$125|436411
173951|1101|81.00|QUARTER|$324 PER QUARTER|$324 PER QUARTER|436411
173952|1104|N/A||||436411
173953|1102|5%|HOUR|$.40 PER HOUR|$3.20 PER HOUR|436411
173954|1105|N/A||||436411
174276|1101|15.80|MONTH|||436494
174277|1104|||||436494
174278|1102|||||436494
174279|1105|||||436494
174300|1103|$102.00|person|||436536
174301|1101|$35.50|month|$29.50|$35.50|436536
174302|1104|||||436536
174303|1102|5%|hour|||436536
174304|1105|||||436536
175515|1101|22|Month|22|22|437844
174385|1101|16.50-55.00|MONTH|16.50|55.00|436591
174386|1102||NONE|||436591
174387|1103|5.0|MEMBER|||436591
174388|1104||NONE|||436591
174389|1105||NONE|||436591
174400|1103|$60-$300||$60.00|$300.00|436607
174401|1101|$132.15|QTR|||436607
174402|1104|||||436607
174403|1102|||||436607
174404|1105|||||436607
175516|1102|3%|Gross Pay|3%|3%|437844
175518|1104|||||437844
175519|1105|||||437844
175517|1103|60|Person|60|300|437844
175540|1103|none||||437925
175541|1101|44.17-49.76|month|||437925
175542|1104|none||||437925
175543|1102|none||||437925
175544|1105|none||||437925
174835|1103|$200|ONE TIME FEE|||436882
174836|1101|44.50|MONTH|||436882
174837|1104|N/A|N/A|||436882
174838|1102|3%|GROSS PAY|||436882
174839|1105|N/A|N/A|||436882
174945|1101|$42.50|month|$42.50|$42.50|436980
174946|1102|4%|gross wages|4%|4%|436980
174947|1103|$500.00|one-time annual fee|$500.00|$500.00|436980
174948|1104|$1.00|annual|$1.00|$1.00|436980
174949|1105|$0.00|n/a|$0.00|$0.00|436980
175030|1103|||||436998
175031|1101|1.81|month|||436998
175032|1104|||||436998
175033|1102|||||436998
175034|1105|||||436998
175145|1103|$350.00|Initial|0|350.00|437208
175146|1101|$23.25|Month|0|23.25|437208
175147|1104|$5.00|Transfer|0|5.00|437208
175148|1102|2% of Gross|Month|0|Varies|437208
175149|1105|$23.25/5.00|Job/Week|0|Varies|437208
175185|1103|$300|NEW MEMBER|N/A|N/A|437216
175186|1101|N/A|QUARTER|$48.00|$75.00|437216
175187|1104|NONE|NONE|NONE|NONE|437216
175188|1102|N/A|N/A|N/A|N/A|437216
175189|1105|NONE|NONE|NONE|NONE|437216
175205|1103|||||437242
175206|1101|17.55|MONTH|||437242
175207|1104|||||437242
175208|1102|0.19|HOUR|||437242
175209|1105|||||437242
175435|1103|300|INITIATION|||437809
175436|1101|N/A|MONTH|6|20|437809
175437|1104|0||||437809
175438|1102|1%|HOUR|||437809
175439|1105|0||||437809
175450|1103|200.00|occasion|||437813
175451|1101|26.50|month|||437813
175452|1104|||||437813
175453|1102|3%|gross|||437813
175454|1105|||||437813
175470|1103|$16 - $98|OCCURENCE|$16.00|$98.00|437823
175471|1101|$18.50 - $32.50|MONTH|$17.50|$31.50|437823
175472|1104|||||437823
175473|1102|1% - 2.5%|GROSS WAGE|1%|2.5%|437823
175474|1105|||||437823
175495|1103|||||437831
175496|1101|$4.25/$17|per paycheck|n/a||437831
175497|1104|||||437831
175498|1102|||||437831
175499|1105|||||437831
175650|1101|39.00|month|1.00|39.00|438334
175651|1102|||||438334
175652|1103|||||438334
175653|1104|||||438334
175654|1105|||||438334
175780|1103|5|YEAR|0|0|438530
175781|1101|0|WEEK|7.21|28.40|438530
175782|1104|0|NONE|0|0|438530
175783|1102|0|WEEK|0|0|438530
175784|1105|0|NONE|0|0|438530
175810|1103|250|Member|25|250|438536
175811|1101|34.50|Month|1.25|34.50|438536
175812|1104|||||438536
175813|1102|.59|Hour|.23|.59|438536
175814|1105|||||438536
175854|1103|50-500|PERSON|50|500|438545
175855|1101|23-85|PERSON|23|85|438545
175856|1104|N/A||||438545
175857|1102|50-85|PERSON|50|85|438545
175858|1105|N/A||||438545
176079|1101|40.25|Month|n/a|n/a|438888
176080|1102|5%|Gross Wages|n/a|n/a|438888
176081|1103|See Min/Max|Initiation|125|500|438888
176082|1104|n/a|n/a|n/a|n/a|438888
176083|1105|n/a|n/a|n/a|n/a|438888
176219|1103|$100|one time|0|0|439035
176220|1101|$32|month|0|0|439035
176221|1104|N/A|N/A|N/A|N/A|439035
176222|1102|6%|gross|0|0|439035
176223|1105|N/A|N/A|N/A|N/A|439035
176239|1103|||||439050
176240|1101|18-37|month|18|37|439050
176241|1104|||||439050
176242|1102|||||439050
176243|1105|||||439050
176259|1103|$400.00|ONE TIME|$64.00|$400.00|439123
176260|1101|$21.00|MONTH|$15.00|$60.00|439123
176261|1104|$100.00|ONE TIME|$100.00|$336.00|439123
176262|1102|5%|GROSS WAGES|2%|5%|439123
176263|1105|$5.00|WEEK|$5.00|$35.00|439123
176319|1101|SEE 69|SEE 69|SEE 69|SEE 69|439168
176320|1102|||||439168
176321|1103|||||439168
176322|1104|||||439168
176323|1105|||||439168
176419|1101|$5.00|MONTH|$5.00|$5.00|439245
176420|1102|5.0% - 5.5%|DOLLAR|5.0%|5.5%|439245
176421|1103|$245.00|INITIATION|$245.00|$245.00|439245
176422|1104|N/A|N/A|N/A|N/A|439245
176423|1105|N/A|N/A|N/A|N/A|439245
176629|1103|10.00|ONCE|||439427
176630|1101|34.08|MONTH|||439427
176631|1104|NONE||||439427
176632|1102|NONE||||439427
176633|1105|NONE||||439427
179553|1102|||||443829
176736|1103|$ 1,100||$ 125|$ 1,100|439449
176737|1101|$59|1/2 YEAR|$0|$118|439449
176738|1104|||||439449
176739|1102|2.25%||$0|$ 6,750 PER CALENDAR YEAR|439449
176740|1105|||||439449
176795|1103|||||439461
176796|1101|$20.00-
$99.00|MONTH|$20.00|$99.00|439461
176797|1104|||||439461
176798|1102|||||439461
176799|1105|||||439461
176825|1101|33|month|33|33|439483
176826|1102|33|month|33|33|439483
176827|1103|500|0|||439483
176828|1104|0|0|||439483
176829|1105|0|0|||439483
177071|1103|None|None|N/A|N/A|439874
177072|1101|2.25 Hours|Month|N/A|N/A|439874
177073|1104|None|None|N/A|N/A|439874
177074|1102|None|None|N/A|N/A|439874
177075|1105|None|None|N/A|N/A|439874
177134|1103|||25.00|50.00|439938
177135|1101|Various|Month|13.10|27.10|439938
177136|1104|0.00||||439938
177137|1102|1.5% of gross wages|Month|||439938
177138|1105|0.00||||439938
177244|1101|1.87% of earnings|year|$60|none|439981
177245|1102|none||||439981
177246|1103|15 X daily rate||||439981
177247|1104|none||||439981
177248|1105|none||||439981
177284|1101|N/A|N/A|N/A|N/A|440057
177285|1102|$.10|HOUR|$.06|$.10|440057
177286|1103|N/A|N/A|N/A|N/A|440057
177287|1104|N/A|N/A|N/A|N/A|440057
177288|1105|N/A|N/A|N/A|N/A|440057
177309|1101|73|MONTH|5.30|138.74|440069
177310|1102|0|0|0|0|440069
177311|1103|0|0|0|0|440069
177312|1104|0|0|0|0|440069
177313|1105|0|0|0|0|440069
177344|1101|$288.00|MONTH|$288.00|$360.00|440076
177345|1102|||||440076
177346|1103|||||440076
177347|1104|||||440076
177348|1105|||||440076
177354|1103|N/A|N/A|N/A|N/A|440129
177355|1101|N/A|N/A|N/A|N/A|440129
177356|1104|N/A|N/A|N/A|N/A|440129
177357|1102|N/A|N/A|N/A|N/A|440129
177358|1105|N/A|N/A|N/A|N/A|440129
177484|1103|||||440193
177485|1101|2.25 HRS PAY|MONTH|||440193
177486|1104|||||440193
177487|1102|||||440193
177488|1105|||||440193
177489|1103|Various|New Member|$300|$700|440194
177490|1101|Various|Member|$8|$30|440194
177491|1104|N/A|N/A|N/A|N/A|440194
177492|1102|N/A|N/A|N/A|N/A|440194
177493|1105|N/A|N/A|N/A|N/A|440194
177518|1103|||||440200
177519|1101|2%|Pay Period|1.85%|2%|440200
177520|1104|||||440200
177521|1102|2%|Pay Period|||440200
177522|1105|||||440200
177568|1101|% base pay|week|1.44% |1.55% |440227
177569|1102|0|0|0|0|440227
177570|1103|2.00|application|0|0|440227
177571|1104|0|0|0|0|440227
177572|1105|0|0|0|0|440227
177573|1103|0|0|0|0|440244
177574|1101|2  times  base rate|month|0|0|440244
177575|1104|0|0|0|0|440244
177576|1102|0|0|0|0|440244
177577|1105|0|0|0|0|440244
177638|1103|$325/$575|MEMBER|$325|$575|440257
177639|1101|$5/$0.96|MONTH/HOUR|||440257
177640|1104|NONE|N/A|||440257
177641|1102|NONE|N/A|||440257
177642|1105|NONE|N/A|||440257
177673|1101|2.0-2.25%|MONTH|NA|NA|440301
177674|1102|0|NA|NA|NA|440301
177675|1103|0|NA|NA|NA|440301
177676|1104|0|NA|NA|NA|440301
177677|1105|0|NA|NA|NA|440301
177708|1103|Various|Member|$300|$700|440313
177709|1101|Various|Member|$8.00|$30.00|440313
177710|1104|N/A|N/A|N/A|N/A|440313
177711|1102|N/A|N/A|N/A|N/A|440313
177712|1105|N/A|N/A|N/A|N/A|440313
177718|1101|0|year|0|0|440325
177719|1102|0|year|0|0|440325
177720|1103|0-8344|lifetime|0|8344|440325
177721|1104|0|lifetime|0|0|440325
177722|1105|0|lifetime|0|0|440325
177733|1103|$5||||440338
177734|1101|2 hours Pay|Month|||440338
177735|1104|||||440338
177736|1105|||||440338
177872|1103|||||440425
177873|1101|2.25|Hours pay/month|||440425
177874|1104|||||440425
177875|1102|||||440425
177876|1105|||||440425
177877|1103|25|Week|||440426
177878|1101|15|Week|9.5|15|440426
177879|1104|||||440426
177880|1102|||||440426
177881|1105|||||440426
178037|1101|2.25/HR|MONTH|N/A|N/A|440523
178038|1102|||||440523
178039|1103|||||440523
178040|1104|||||440523
178041|1105|||||440523
179555|1104|||||443829
178230|1101|2.25 hrs pay|month|2.25|2.25|440960
178231|1102|||||440960
178232|1103|||||440960
178233|1104|||||440960
178234|1105|||||440960
178265|1101|88.97|Month|0|0|441040
178266|1102|0||||441040
178267|1103|85.00|Member|||441040
178268|1104|0||||441040
178269|1105|0||||441040
178355|1103|-||$10|$100|441232
178356|1101|-|Month|$18|$90|441232
178357|1104|||||441232
178358|1102|4%||||441232
178359|1105|||||441232
178613|1103|200|Member|||441848
178614|1101|40|Month|||441848
178615|1104|||||441848
178616|1102|||||441848
178617|1105|||||441848
178722|1101|578.00|Year|0|0|442089
178723|1102|0|Year|0|0|442089
178724|1103|0|Year|0|0|442089
178725|1104|0|Year|0|0|442089
178726|1105|0|Year|0|0|442089
178757|1101|17-89|month|17|89|442245
178758|1102|||||442245
178759|1103|100-300||100|300|442245
178760|1104|||||442245
178761|1105|||||442245
178762|1101|6 - 15|Month|6|15|442246
178763|1102|N/A||||442246
178764|1103|80 - 400||||442246
178765|1104|||||442246
178766|1105|||||442246
178837|1101|23.31|Bi-Weekly|0|0|442551
178838|1102|||||442551
178839|1103|||||442551
178840|1104|||||442551
178841|1105|||||442551
178852|1101|15.45|month|4.00 per month|15.45 per month|442605
178853|1102|||||442605
178854|1103|||||442605
178855|1104|||||442605
178856|1105|||||442605
178930|1103|201.40|ONCE|201.40|211.60|442686
178931|1101|50.35|MONTH|50.35|52.90|442686
178932|1104|NONE|0|0|0|442686
178933|1105|NONE|0|0|0|442686
178934|1101|29|MONTH|N/A|N/A|442703
178935|1102|0||||442703
178936|1103|700|YEAR|||442703
178937|1104|0||||442703
178938|1105|0||||442703
179234|1101|0|month|22.40|38.50|443146
179235|1102|none|month|||443146
179236|1103|10|month|||443146
179237|1104|none|month|||443146
179238|1105|none|month|||443146
179339|1101|rate x 2.6|bi-weekly|0|0|443469
179340|1102|0||0|0|443469
179341|1103|10|new member|0|0|443469
179342|1104|0||0|0|443469
179343|1105|0||0|0|443469
179372|1101|0|Month|14|320|443534
179373|1102|n/a|n/a|n/a|n/a|443534
179374|1103|0|one time|100|300|443534
179375|1104|0.50|transfer|0|0|443534
179376|1105|n/a|n/a|n/a|n/a|443534
179397|1101|22.14|biweekly period|22.14|575.64|443539
179398|1102|||||443539
179399|1103|||10|125|443539
179400|1104|||||443539
179401|1105|||||443539
179412|1103|$400||||443583
179413|1101|$29|MONTH|||443583
179414|1104|||||443583
179415|1102|$1.05||||443583
179416|1105|||||443583
179512|1101|17.00|bi/wkly|12.30|17.00|443661
179513|1102|||||443661
179514|1103|||||443661
179515|1104|||||443661
179516|1105|||||443661
179552|1101|Hr of wage|week|5.01|13.65|443829
179554|1103|||0|150|443829
179556|1105|||||443829
179642|1101|1.2% WAGES|MONTH|27|60|444019
179643|1102|N/A|N/A|||444019
179644|1103||ONCE|150|250|444019
179645|1104|N/A|N/A|||444019
179646|1105|N/A|N/A|||444019
179693|1102|0||||444078
179695|1104|0||||444078
179696|1105|0||||444078
179692|1101|2 hours straight time pay|month|0|2 hours|444078
179694|1103|$50|once|50|50|444078
179752|1101|N/A|YEARLY|50|225|444239
179753|1102|1.86|HOUR|N/A|N/A|444239
179754|1103|N/A|NEW MEMBER|N/A|N/A|444239
179755|1104|N/A|N/A|N/A|N/A|444239
179756|1105|225|PERMIT|N/A|N/A|444239
180034|1101|n/a|Month|15|84|444501
180035|1102|n/a|n/a|n/a|n/a|444501
180036|1103|n/a|Initiation|90|504|444501
180037|1104|.50|Transfer|n/a|n/a|444501
180038|1105|n/a|n/a|n/a|n/a|444501
180113|1103|700|n/a|||444531
180114|1101|31|month|||444531
180115|1104|0|n/a|||444531
180116|1102|0|n/a|||444531
180117|1105|0|n/a|||444531
180138|1103|150.00||||444541
180139|1101|268.08|Qtr|||444541
180140|1104|0||||444541
180141|1102|0||||444541
180142|1105|0||||444541
180207|1101|N/A|Monthly|17|92|444555
180208|1102|0|N/A|0|0|444555
180209|1103|0|N/A|50|800|444555
180210|1104|0|N/A|0|0|444555
180211|1105|0|N/A|0|0|444555
180242|1103|||||444568
180243|1101|7.46|Week|||444568
180244|1104|||||444568
180245|1102|||||444568
180246|1105|||||444568
180352|1101|0|N/A|0|0|444869
180353|1102|0|N/A|||444869
180354|1103|0|N/A|||444869
180355|1104|0|N/A|||444869
180356|1105|0|N/A|||444869
180372|1101|2 HRS ST|MONTH|0|0|444968
180373|1102|NONE|NONE|0|0|444968
180374|1103|50|ONE TIME FEE|0|0|444968
180375|1104|NONE|NONE|0|0|444968
180376|1105|NONE|NONE|0|0|444968
180417|1101|N/A|MONTH|15.00|27.00|444995
180418|1102|4%|GROSS WAGES|N/A|N/A|444995
180419|1103|N/A|PERSON|40.00|836.00|444995
180420|1104|N/A|N/A|N/A|N/A|444995
180421|1105|N/A|N/A|N/A|N/A|444995
180422|1101|30.82|Month|26.82|30.82|444996
180423|1102|N/A|N/A|N/A|N/A|444996
180424|1103|N/A|N/A|N/A|N/A|444996
180425|1104|N/A|N/A|N/A|N/A|444996
180426|1105|N/A|N/A|N/A|N/A|444996
180506|1103|3.00-102.00|INIAT'N|3.00|102.00|445086
180507|1101|16.00-39.50|MONTH|16.00|39.50|445086
180508|1104|0|0|0|0|445086
180509|1102|5%|GROSS PAY|||445086
180510|1105|0|0|0|0|445086
180536|1103|0|0|N/A|N/A|445096
180537|1101|0|0|N/A|N/A|445096
180538|1104|0|0|N/A|N/A|445096
180539|1102|0|0|N/A|N/A|445096
180540|1105|0|0|N/A|N/A|445096
180705|1103|30||||445288
180706|1101|2 hours straight time|month|||445288
180707|1104|||||445288
180708|1105|||||445288
180769|1103|N/A|MEMBER|350.00|500.00|445366
180770|1101|N/A|MONTH|8.25|150.00|445366
180771|1104|N/A|MEMBER|38.00|38.00|445366
180772|1102|N/A|HOUR|1.15|1.25|445366
180773|1105|N/A|N/A|0|0|445366
180794|1101|3-106|month|3|106|445371
180795|1102|n/a|n/a|n/a|n/a|445371
180796|1103|160-638|once|160|638|445371
180797|1104|0|n/a|n/a|n/a|445371
180798|1105|n/a|n/a|n/a|n/a|445371
180849|1101|N/A|month|48.81|113.14|445399
180850|1102|N/A||||445399
180851|1103||one time|295.00|680.00|445399
180852|1104|N/A||||445399
180853|1105|N/A||||445399
180854|1103|10.00||||445405
180855|1101|1.45|Hourly & Weekly|||445405
180856|1104|||||445405
180857|1105|||||445405
180908|1103|10.00||||445419
180909|1101|1.45%+.02
Per Hour|Month|||445419
180910|1104|||||445419
180911|1102|NA||||445419
180912|1105|||||445419
180928|1101|13.75, 15.10|week|13.75|15.10|445426
180929|1102|||||445426
180930|1103|3|initiation|3|3|445426
180931|1104|||||445426
180932|1105|||||445426
181175|1101|$19.08 to $23.79|pay period|$19.08|$23.79|445534
181176|1102|NA|NA|NA|NA|445534
181177|1103|NA|NA|NA|NA|445534
181178|1104|NA|NA|NA|NA|445534
181179|1105|NA|NA|NA|NA|445534
181190|1101|$11.10|MONTH|$2.00|$11.10|445537
181191|1102|||||445537
181192|1103|$5.00||||445537
181193|1104|||||445537
181194|1105|||||445537
181294|1101|74.75|month|74.75|74.75|445612
181295|1102|||||445612
