RPT_ID|ACCOUNTS_PAYABLE_START|ACCOUNTS_PAYABLE_END|LOANS_PAYABLE_START|LOANS_PAYABLE_END|MORTGAGE_PAYABLE_START|MORTGAGE_PAYABLE_END|OTHER_LIABILITIES_START|OTHER_LIABILITIES_END|TOTAL_START
271942|5799|4778|46024|40310|0|0|3207|0|
284082|0|0|0|0|0|0|0|0|0
301507|0|0|0|0|0|0|0|0|0
274489|0|0|0|0|0|0|0|0|0
275166|2843|1771|0|0|0|0|0|0|2843
277824|10807|115|0|0|0|0|0|0|10807
297825|||||||||
277268|0|0|0|0|0|0|0|0|0
274737|0|0|0|0|0|0|0|0|0
264926|0|0|0|0|0|0|0|0|0
268608|7129|6758|0|0|0|0|83|372|7212
270974|0|0|0|0|0|0|0|0|0
267949|0|0|0|0|0|0|0|0|0
244067|||||||||0
330767|2600|0|0|0|0|0|0|0|2600
274067|0||0||0||2007|2007|2007
277996|||||||||0
268227|0|0|0|0|0|0|0|0|0
277573|374|377|0|0|0|0|0|0|374
266711|0|0|0|0|0|0|0|0|0
274947|0|0|0|0|0|0|0|0|0
277193|0|0|0|0|0|0|0|0|0
242416|||||||||0
275556|0|0|0|0|0|0|0|0|0
266269|0|0|0|0|0|0|0|0|0
262395|0|0|0|0|0|0|0|0|0
282195|0|0|0|0|0|0|0|0|0
278615|0|0|0|0|184139|167669|0|0|
277014|0|0|0|0|0|0|0|0|0
298334|0|0|0|0|0|0|0|0|0
277142|0|0|0|0|0|0|586|454|586
272802|0|0|0|0|0|0|0|0|0
279001|||||||||
245131|0|0|42001|29926|0|0|8168|3700|50169
263937|0|0|0|0|0|0|0|0|0
245364|0|0|0|0|0|0|71959|64310|71959
265959|0|0|0|0|0|0|0|0|0
309616|0|1158|0|5926|0|0|483|644|483
254010|1858|835|0|0|0|0|0|0|1858
248837|0|31649|0|0|0|0|23309|8285|
243100|0|0|0|0|0|0|0|0|0
266416|0|0|0|0|0|0|0|0|
309007|26809|0|400647|0|0|344261|0|0|
250701|0|0|0|0|0|0|0|173|0
251231|0|0|0|0|0|0|0|0|0
247902|0|0|0|0|0|0|0|0|0
280243|0|0|0|0|0|0|0|0|0
278837|0|0|0|0|0|0|1996|1587|1996
247167|0|0|0|0|0|0|0|0|0
272199|0|0|0|0|0|0|20398|0|
281000|0|0|0|0|0|0|442|497|442
278416|0||0||0||0|88|0
268012|0|0|0|0|0|0|291|289|291
286199|0|0|0|0|0|0|0|0|0
270045|0|0|0|0|0|0|0|0|0
271790|0|0|0|0|0|0|350|438|350
279399|0|0|0|0|0|0|1108|715|1108
276613|0|0|0|0|0|0|0|0|0
271768|0||0||0||2270|1352|2270
339984|0|0|0|0|0|0|0|0|0
258180|0|0|0|0|0|0|0|0|0
274751|0|0|14115|6332|0|0|135220|128102|
272340|0|3285|0|0|0|0|0|558|
272853|0|0|0|0|0|0|0|0|0
264581|0|0|0|0|0|0|0|0|0
274478|0|0|0|0|0|0|0|0|0
278259|0|0|0|0|0|0|431|71|431
280963|0|0|0|0|0|0|0|0|0
271725|0|0|16920|9485|0|0|5602|6027|
295374|40771|10270|0|0|0|75415|0|0|
277601|0|0|0|0|0|0|0|0|0
301908|0|0|0|0|0|0|45984|49469|
273462|442064|0|0|2180203|0|0|40056|509946|
282430|314|301|||||||314
267004|331|0|0|0|0|0|5215|4625|5546
280359|0|0|0|0|0|0|0|0|0
266572|0|0|0|0|0|0|0|14123|
266544|0|0|0|0|0|0|0|0|0
269022|0|0|0|0|0|0|0|0|0
277672|0|0|0|0|0|0|0|0|0
278982|0|0|0|0|0|0|0|0|0
301540|0|0|0|0|0|0|0|0|0
263751|0|0|0|0|0|0|0|0|0
276499|0|0|0|0|0|0|0|0|0
274348|10377|5595|0|0|0|0|0|1108|10377
263828|0|0|0|0|0|0|0|0|0
273535|0|0|0|0|0|0|0|0|0
260952|524|0|0|0|0|0|0|0|524
275627|0|0|0|0|0|0|0|0|0
274889|||||||||
273778|11368|90458|21426|13898|0|0|83943|0|
244202|0|0|0|0|0|0|0|0|0
358437|6815|16787|0|0|0|0|3953|0|
264387|0|0|0|0|0|0|0|0|0
285795|0|0|0|0|0|0|0|0|0
270776|0|15141|0|0|0|0|1899|1047|
263931|0|0|0|0|0|0|1662|0|1662
282155|0|0|0|0|0|0|0|0|0
281259|0||0||0||566||566
331155|0|0|0|0|0|0|0|213|
262053|413|437|0|0|0|0|0|0|413
266286|0|0|0|0|0|0|0|0|0
264454|0|0|0|0|0|0|0|0|0
274773|0|0|0|0|0|0|0|0|
268304|0|0|0|0|0|0|0|0|0
277435|0|0|0|0|0|0|0|0|0
280346|0|0|0|0|0|0|0|0|0
281461|||||||||
280784|0|0|0|0|0|0|0|0|0
269117|||||||||
294538|0|0|0|0|0|0|0|0|0
289516|215|2230|0|0|0|0|0|0|215
266999|0|0|0|0|0|0|0|0|0
284105|0|0|0|0|0|0|0|0|0
280176|0|0|0|0|0|0|143|84|143
286675|0|0|0|0|0|0|0|0|0
275755|50|143|0|0|0|0|124|125|174
269153|0|0|0|0|0|0|0|0|0
265743|0|0|0|0|0|0|0|0|0
282577|260|520|0|0|0|0|0|0|260
270482|0|0|0|0|0|0|0|0|0
284089|142|0|0|0|0|0|0|0|142
282852|0|0|0|0|0|0|0|0|0
297456|0|0|0|0|0|0|0|0|0
284020|0|0|0|0|0|0|0|0|0
298647|0|0|0|0|0|0|0|0|0
282565|0|0|0|0|0|0|338|99|338
285494|313|888|0|0|0|0|0|0|313
276719|0|0|0|0|0|0|0|0|0
261523|0|0|0|0|0|0|0|0|0
